sit,,Mid,Mid,Mid
Production per timestep [MWh],,Curtailment,Gas plant,Photovoltaics
stf,t,,,
2019,154,0.0,45414.7791933,1939.34971288
2019,155,0.0,47571.0009188,3043.19817862
2019,156,0.0,46919.9962453,3647.12255763
2019,157,0.0,44213.5611119,4355.04722894
2019,158,0.0,44277.2950881,2954.80938114
2019,159,0.0,45642.3372955,1576.315661
2019,160,0.0,49286.1186666,224.095564986
2019,161,0.0,55073.375566,0.0
2019,162,0.0,56862.4267585,0.0
2019,163,0.0,55884.3096189,0.0
2019,164,0.0,53717.6552477,0.0
2019,165,0.0,52928.8201086,0.0
2019,166,0.0,53571.6102524,0.0
2019,167,0.0,49761.949684,0.0
2019,168,0.0,46035.880659,0.0
2019,169,0.0,44174.7677912,0.0
2019,170,0.0,44035.4485522,0.0
2019,171,0.0,44784.8899755,0.0
2019,172,0.0,45928.2685572,0.0
2019,173,0.0,49053.8236213,0.0
2019,174,0.0,56122.5935586,0.0
2019,175,0.0,64155.0683005,0.0
2019,176,0.0,66961.6303485,0.0
2019,177,0.0,65988.2421048,1383.65938183
2019,178,0.0,65198.5647548,3039.03765799
2019,179,0.0,65638.4310021,3874.1826526
2019,180,0.0,65498.3087306,3638.62339012
2019,181,0.0,64826.9126243,3735.44773858
2019,182,0.0,64968.036314,2258.78099969
2019,183,0.0,65332.5340735,977.658730114
2019,184,0.0,66701.2736036,31.6810286047
2019,185,0.0,69530.8692791,0.0
2019,186,0.0,69333.9006999,0.0
2019,187,0.0,67478.5527661,0.0
2019,188,0.0,63208.658298,0.0
2019,189,0.0,60853.6827487,0.0
2019,190,0.0,58885.9186014,0.0
2019,191,0.0,53664.8100192,0.0
2019,192,0.0,49588.0408409,0.0
2019,193,0.0,47676.9652116,0.0
2019,194,0.0,47009.193687,0.0
2019,195,0.0,47466.5451196,0.0
2019,196,0.0,49011.5474384,0.0
2019,197,0.0,51357.8755867,0.0
2019,198,0.0,58306.5427319,0.0
2019,199,0.0,65337.8405981,0.0
2019,200,0.0,68334.6454689,0.0
2019,201,0.0,67783.6388293,328.095857281
2019,202,0.0,68042.5292188,1087.67714551
2019,203,0.0,68418.4469088,1780.19389488
2019,204,0.0,67400.7139831,2242.57150955
2019,205,0.0,64521.3334642,4628.08934696
2019,206,0.0,65399.5045651,3128.26619358
2019,207,0.0,66896.65668,1118.03495043
2019,208,0.0,68746.2882167,44.747862491
2019,209,0.0,71616.8145739,0.0
2019,210,0.0,71515.9282285,0.0
2019,211,0.0,69551.0465482,0.0
2019,212,0.0,65476.1990147,0.0
2019,213,0.0,62618.7133828,0.0
2019,214,0.0,60564.4752251,0.0
2019,215,0.0,55391.4077597,0.0
2019,216,0.0,51168.5935862,0.0
2019,217,0.0,48945.2506971,0.0
2019,218,0.0,48053.6075679,0.0
2019,219,0.0,48604.1587673,0.0
2019,220,0.0,50110.7281926,0.0
2019,221,0.0,52856.7584333,0.0
2019,222,0.0,59462.4120039,0.0
2019,223,0.0,66311.153626,0.0
2019,224,0.0,68088.6749505,0.0
2019,225,0.0,62833.8912935,4357.37559369
2019,226,0.0,60261.1039556,7382.71025257
2019,227,0.0,59469.1761408,9133.53876029
2019,228,0.0,58140.3910543,9623.52594607
2019,229,0.0,57160.8623793,10288.8657167
2019,230,0.0,58613.3232012,8262.79395924
2019,231,0.0,62157.3439046,4409.38846315
2019,232,0.0,67608.5669617,449.361674
2019,233,0.0,71829.1563105,0.0
2019,234,0.0,71556.2827667,0.0
2019,235,0.0,69463.6117155,0.0
2019,236,0.0,65761.5632489,0.0
2019,237,0.0,63569.927497,0.0
2019,238,0.0,61393.6649024,0.0
2019,239,0.0,56034.1979036,0.0
2019,240,0.0,52963.4097128,0.0
2019,241,0.0,51160.9070075,0.0
2019,242,0.0,50496.9787723,0.0
2019,243,0.0,50939.9178699,0.0
2019,244,0.0,51701.8499835,0.0
2019,245,0.0,53914.6238269,0.0
2019,246,0.0,59871.7223197,0.0
2019,247,0.0,66632.0682867,0.0
2019,248,0.0,68626.7354595,0.0
2019,249,0.0,67290.5746811,1290.04130614
2019,250,0.0,66813.5374955,2560.71774258
2019,251,0.0,67164.7395256,3533.52889362
2019,252,0.0,66897.1273747,3644.52700348
2019,253,0.0,66831.4222437,3615.11072311
2019,254,0.0,67742.16486,2426.69045129
2019,255,0.0,69285.2657893,996.005735434
2019,256,0.0,70670.7961079,101.455631363
2019,257,0.0,73580.7354319,0.0
2019,258,0.0,72598.7750029,0.0
2019,259,0.0,70442.6896775,0.0
2019,260,0.0,66675.3052919,0.0
2019,261,0.0,64186.7754377,0.0
2019,262,0.0,61754.9341013,0.0
2019,263,0.0,57139.1435917,0.0
2019,264,0.0,53497.6269324,0.0
2019,265,0.0,51561.5699223,0.0
2019,266,0.0,50881.3077073,0.0
2019,267,0.0,51276.205688,0.0
2019,268,0.0,52532.0004832,0.0
2019,269,0.0,54567.9830165,0.0
2019,270,0.0,60706.6769311,0.0
2019,271,0.0,67561.1834871,0.0
2019,272,0.0,69293.5461617,0.0
2019,273,0.0,67244.8011496,1386.73842156
2019,274,0.0,65261.7926215,3547.49908214
2019,275,0.0,64644.2919488,5081.62426489
2019,276,0.0,63507.0274557,5480.01638041
2019,277,0.0,60490.0919846,7327.63106669
2019,278,0.0,61137.8575254,5171.37445596
2019,279,0.0,63560.5693197,2650.65878323
2019,280,0.0,67032.2792624,200.30298527
2019,281,0.0,70666.5612821,0.0
2019,282,0.0,70302.4096162,0.0
2019,283,0.0,67981.0628487,0.0
2019,284,0.0,63809.172259,0.0
2019,285,0.0,61421.5287502,0.0
2019,286,0.0,60302.170727,0.0
2019,287,0.0,56429.0958843,0.0
2019,288,0.0,53032.5889211,0.0
2019,289,0.0,50721.8111992,0.0
2019,290,0.0,49335.3445662,0.0
2019,291,0.0,49382.4248607,0.0
2019,292,0.0,49755.2239277,0.0
2019,293,0.0,49305.5590737,0.0
2019,294,0.0,49264.2437132,0.0
2019,295,0.0,52440.7223611,0.0
2019,296,0.0,55796.8747862,0.0
2019,297,0.0,57452.0742555,639.244272753
2019,298,0.0,58135.3260131,1668.17792065
2019,299,0.0,57855.348364,2660.1249219
2019,300,0.0,56225.5390667,3262.81514036
2019,301,0.0,51537.0778451,5855.72284374
2019,302,0.0,50376.9102348,4577.32336136
2019,303,0.0,52045.3914374,2439.96085805
2019,304,0.0,54693.5887061,339.432321733
2019,305,0.0,59417.2533541,0.0
2019,306,0.0,59933.2149493,0.0
2019,307,0.0,57857.8387002,0.0
2019,308,0.0,54127.9263859,0.0
2019,309,0.0,52420.545092,0.0
2019,310,0.0,52721.2824837,0.0
2019,311,0.0,49512.1358763,0.0
2019,312,0.0,46208.8286798,0.0
2019,313,0.0,44272.7716696,0.0
2019,314,0.0,43779.8698105,0.0
2019,315,0.0,43891.3252016,0.0
2019,316,0.0,44764.7127064,0.0
2019,317,0.0,44258.3593346,0.0
2019,318,0.0,42740.2600412,0.0
2019,319,0.0,44074.8422681,0.0
2019,320,0.0,46199.2231509,184.475194273
2019,321,0.0,48374.7701608,831.824212095
2019,322,0.0,49352.8323723,2651.6766476
2019,323,0.0,49811.8332313,4553.4162719
2019,324,0.0,48049.9390007,5728.24805434
2019,325,0.0,43213.1339798,8428.18419652
2019,326,0.0,42903.6923937,6908.22005186
2019,327,0.0,45431.7673913,3800.76918471
2019,328,0.0,49834.1551915,333.261518973
2019,329,0.0,55960.2145836,0.0
2019,330,0.0,58565.0039407,0.0
2019,331,0.0,57756.9523548,0.0
2019,332,0.0,55475.9601254,0.0
2019,333,0.0,54693.8507427,0.0
2019,334,0.0,54940.7820834,0.0
2019,335,0.0,51421.289861,0.0
2019,336,0.0,48589.7464322,0.0
2019,337,0.0,46979.4081945,0.0
2019,338,0.0,46421.1704164,0.0
2019,339,0.0,46649.8461327,0.0
2019,340,0.0,47775.9299123,0.0
2019,341,0.0,50215.4578274,0.0
2019,342,0.0,57659.9092987,0.0
2019,343,0.0,65307.0942833,0.0
2019,344,0.0,67125.0794987,177.64277967
2019,345,0.0,60041.8933923,6421.07016302
2019,346,0.0,56210.4638316,10552.2762931
2019,347,0.0,54072.2167927,13407.2967958
2019,348,0.0,52406.9644807,14408.6208725
2019,349,0.0,50400.0279157,15866.9278828
2019,350,0.0,52216.1962753,13214.8440895
2019,351,0.0,56381.2339149,8304.20831591
2019,352,0.0,63957.0164316,1428.86528329
2019,353,0.0,70203.4449154,0.0
2019,354,0.0,70533.0069772,0.0
2019,355,0.0,68626.7354595,0.0
2019,356,0.0,64492.316941,0.0
2019,357,0.0,61614.65404,0.0
2019,358,0.0,59653.6156491,0.0
2019,359,0.0,55016.6870481,0.0
2019,360,0.0,51627.8666636,0.0
2019,361,0.0,49713.9085672,0.0
2019,362,0.0,48902.0136919,0.0
2019,363,0.0,49129.7285859,0.0
2019,364,0.0,50297.1277261,0.0
2019,365,0.0,52905.7603725,0.0
2019,366,0.0,59703.5784107,0.0
2019,367,0.0,66532.1427636,0.0
2019,368,0.0,67256.5123151,1113.68358024
2019,369,0.0,63184.193238,4656.5895494
2019,370,0.0,60953.6189024,7342.59367297
2019,371,0.0,59460.7574231,9763.60953038
2019,372,0.0,57703.3845074,10782.1100685
2019,373,0.0,58030.4447688,9771.90512502
2019,374,0.0,59392.9426983,7823.30556966
2019,375,0.0,62121.2705436,4662.6076725
2019,376,0.0,66324.1868235,869.001708313
2019,377,0.0,70467.6710582,0.0
2019,378,0.0,70661.7571704,0.0
2019,379,0.0,68531.6140481,0.0
2019,380,0.0,64713.3060786,0.0
2019,381,0.0,62130.6156353,0.0
2019,382,0.0,59765.0710403,0.0
2019,383,0.0,54648.6920928,0.0
2019,384,0.0,50717.9679099,0.0
2019,385,0.0,48287.0873959,0.0
2019,386,0.0,47151.3953929,0.0
2019,387,0.0,47670.2394552,0.0
2019,388,0.0,49376.6599267,0.0
2019,389,0.0,51926.6824105,0.0
2019,390,0.0,59072.3181349,0.0
2019,391,0.0,66463.9243777,0.0
2019,392,0.0,67848.0508167,580.755241229
2019,393,0.0,66458.630053,1377.34862272
2019,394,0.0,65339.491953,3231.5158109
2019,395,0.0,64604.3925188,4866.90577543
2019,396,0.0,63495.2977032,5583.02425495
2019,397,0.0,61485.0135831,7239.72575479
2019,398,0.0,62688.0200189,5198.88224064
2019,399,0.0,65105.3325923,2576.91450942
2019,400,0.0,68076.4090676,296.669294769
2019,401,0.0,71882.9623614,0.0
2019,402,0.0,72385.472444,0.0
2019,403,0.0,70336.038398,0.0
2019,404,0.0,66848.2533127,0.0
2019,405,0.0,64443.3150018,0.0
2019,406,0.0,62245.9143158,0.0
2019,407,0.0,56676.027225,0.0
2019,408,0.0,52120.7685227,0.0
2019,409,0.0,49352.6393682,0.0
2019,410,0.0,47880.6595471,0.0
2019,411,0.0,48439.8581476,0.0
2019,412,0.0,48999.056748,0.0
2019,413,0.0,51335.7766729,0.0
2019,414,0.0,58263.3057267,0.0
2019,415,0.0,65256.1706994,0.0
2019,416,0.0,66538.8801963,799.392508515
2019,417,0.0,67052.47365,650.911543127
2019,418,0.0,67855.6907059,1317.75266369
2019,419,0.0,69042.7983344,1930.26527335
2019,420,0.0,69390.8746498,1833.92441046
2019,421,0.0,69020.3059901,2107.45001405
2019,422,0.0,69459.1874962,1168.94089238
2019,423,0.0,69538.1277543,566.352460353
2019,424,0.0,69525.6217907,37.9154478883
2019,425,0.0,71506.3200051,0.0
2019,426,0.0,69794.1345996,0.0
2019,427,0.0,66417.8049055,0.0
2019,428,0.0,62302.6028337,0.0
2019,429,0.0,59045.4151094,0.0
2019,430,0.0,56722.1466972,0.0
2019,431,0.0,51696.0850495,0.0
2019,432,0.0,48966.3887885,0.0
2019,433,0.0,47486.7223887,0.0
2019,434,0.0,47188.8674641,0.0
2019,435,0.0,47946.9562884,0.0
2019,436,0.0,49603.4139983,0.0
2019,437,0.0,51825.7960651,0.0
2019,438,0.0,58078.8278379,0.0
2019,439,0.0,65538.6524666,0.0
2019,440,0.0,67543.6762668,75.1565606296
2019,441,0.0,67083.8346081,782.890382371
2019,442,0.0,67345.7834158,1475.0381559
2019,443,0.0,68189.720393,1895.54337493
2019,444,0.0,67334.2128665,2038.12072696
2019,445,0.0,65867.1282528,2190.80038288
2019,446,0.0,64819.9362005,1886.11540618
2019,447,0.0,65172.9086766,1027.75038056
2019,448,0.0,66214.324642,133.340232842
2019,449,0.0,70116.970905,0.0
2019,450,0.0,70439.8072104,0.0
2019,451,0.0,67660.1481879,0.0
2019,452,0.0,63140.4399121,0.0
2019,453,0.0,60212.8142496,0.0
2019,454,0.0,58844.6032409,0.0
2019,455,0.0,54342.1897671,0.0
2019,456,0.0,49772.5187297,0.0
2019,457,0.0,46708.4562953,0.0
2019,458,0.0,45199.9652253,0.0
2019,459,0.0,45112.5303926,0.0
2019,460,0.0,45805.283298,0.0
2019,461,0.0,45564.1168913,0.0
2019,462,0.0,46228.0451265,0.0
2019,463,0.0,50091.5117458,0.0
2019,464,0.0,53614.8616285,983.867702788
2019,465,0.0,56953.7307956,576.467487558
2019,466,0.0,58138.0421342,1290.74108789
2019,467,0.0,58963.1194834,1885.75915365
2019,468,0.0,57784.8386508,2312.67691823
2019,469,0.0,55020.7062616,3292.56222666
2019,470,0.0,54369.4560735,2386.3194056
2019,471,0.0,55606.9794579,965.278954679
2019,472,0.0,57204.5311127,89.3048754121
2019,473,0.0,61497.4337149,0.0
2019,474,0.0,62364.0954633,0.0
2019,475,0.0,59792.9348881,0.0
2019,476,0.0,55798.7964309,0.0
2019,477,0.0,53995.3329033,0.0
2019,478,0.0,53954.0175428,0.0
2019,479,0.0,50659.3577473,0.0
2019,480,0.0,47142.7479919,0.0
2019,481,0.0,44702.2592545,0.0
2019,482,0.0,43925.9148058,0.0
2019,483,0.0,44218.9656187,0.0
2019,484,0.0,44733.0055693,0.0
2019,485,0.0,44061.3907554,0.0
2019,486,0.0,42218.5335119,0.0
2019,487,0.0,43334.0482458,0.0
2019,488,0.0,45265.6826499,544.404759814
2019,489,0.0,47120.1736658,1846.21512276
2019,490,0.0,48879.9969568,3271.51788075
2019,491,0.0,50903.1633787,4157.72149696
2019,492,0.0,49908.063888,4534.05140221
2019,493,0.0,46459.4634484,5859.23447582
2019,494,0.0,45779.2543591,4691.78221009
2019,495,0.0,47895.6069979,2472.62158111
2019,496,0.0,51063.6365836,467.187023829
2019,497,0.0,56679.8705144,0.0
2019,498,0.0,59211.6373738,0.0
2019,499,0.0,58034.6300103,0.0
2019,500,0.0,55511.5105519,0.0
2019,501,0.0,54678.4775853,0.0
2019,502,0.0,55170.4186221,0.0
2019,503,0.0,51678.7902474,0.0
2019,504,0.0,48978.8794789,0.0
2019,505,0.0,47146.5912812,0.0
2019,506,0.0,46470.1723556,0.0
2019,507,0.0,47239.791048,0.0
2019,508,0.0,48547.4702494,0.0
2019,509,0.0,51537.5493638,0.0
2019,510,0.0,58621.6924586,0.0
2019,511,0.0,65627.0481217,0.0
2019,512,0.0,66079.7317449,1505.47230065
2019,513,0.0,64802.6646637,2594.21820376
2019,514,0.0,63950.2929682,4512.14187159
2019,515,0.0,63803.5550404,5635.07529431
2019,516,0.0,63012.8470662,5941.52881037
2019,517,0.0,62771.0607655,5872.0086737
2019,518,0.0,63659.0631968,4402.7087282
2019,519,0.0,65372.2659171,2159.13207758
2019,520,0.0,66915.6450117,404.37206872
2019,521,0.0,70438.7513635,231.653207954
2019,522,0.0,71120.0694254,0.0
2019,523,0.0,69045.6539987,0.0
2019,524,0.0,64681.5989415,0.0
2019,525,0.0,61800.0927512,0.0
2019,526,0.0,60157.086554,0.0
2019,527,0.0,55274.1874346,0.0
2019,528,0.0,52348.4834167,0.0
2019,529,0.0,50632.4547219,0.0
2019,530,0.0,49745.6157043,0.0
2019,531,0.0,49753.302283,0.0
2019,532,0.0,50544.0590668,0.0
2019,533,0.0,52645.377519,0.0
2019,534,0.0,58886.8794237,0.0
2019,535,0.0,65573.2420708,0.0
2019,536,0.0,65947.2673937,709.782273791
2019,537,0.0,63187.0102556,3183.71435529
2019,538,0.0,62580.2582702,4494.74911411
2019,539,0.0,62623.6631325,5166.19607096
2019,540,0.0,62373.807892,5065.35115822
2019,541,0.0,60747.6500344,6525.28675149
2019,542,0.0,61877.2956898,4939.25048573
2019,543,0.0,63619.571589,2410.0610921
2019,544,0.0,65766.8105927,306.059093609
2019,545,0.0,69694.0163817,78.0193041783
2019,546,0.0,70476.3184593,0.0
2019,547,0.0,68649.7951956,0.0
2019,548,0.0,65084.1835009,0.0
2019,549,0.0,62753.22851,0.0
2019,550,0.0,61401.3514811,0.0
2019,551,0.0,57607.0640701,0.0
2019,552,0.0,54909.0749463,0.0
2019,553,0.0,53162.2999366,0.0
2019,554,0.0,51742.2045217,0.0
2019,555,0.0,51195.4966117,0.0
2019,556,0.0,51691.2809378,0.0
2019,557,0.0,53750.3232072,0.0
2019,558,0.0,59786.2091317,0.0
2019,559,0.0,66299.6237579,0.0
2019,560,0.0,67106.5665669,595.857803861
2019,561,0.0,66099.6511894,1548.00630813
2019,562,0.0,65420.327792,2913.35685455
2019,563,0.0,65191.1478175,3968.84403928
2019,564,0.0,63978.0714413,4615.03523637
2019,565,0.0,63008.4292934,5387.7088051
2019,566,0.0,63528.8682721,4142.8097839
2019,567,0.0,64374.6397863,2533.1845113
2019,568,0.0,66110.4500674,460.125589743
2019,569,0.0,70655.995878,45.1550082402
2019,570,0.0,71638.9134877,0.0
2019,571,0.0,69974.7691991,0.0
2019,572,0.0,66167.9910977,0.0
2019,573,0.0,64236.7381992,0.0
2019,574,0.0,63039.5535666,0.0
2019,575,0.0,59439.3522678,0.0
2019,576,0.0,56730.7940983,0.0
2019,577,0.0,54736.1269255,0.0
2019,578,0.0,53439.0167698,0.0
2019,579,0.0,52493.5675897,0.0
2019,580,0.0,52237.0280256,0.0
2019,581,0.0,54187.4973708,0.0
2019,582,0.0,60576.0050932,0.0
2019,583,0.0,66715.6598301,0.0
2019,584,0.0,66319.2025957,1290.98283068
2019,585,0.0,65025.8966529,2263.37411267
2019,586,0.0,63870.0670048,3792.0028278
2019,587,0.0,63663.7775325,4830.36444445
2019,588,0.0,62943.7645425,5142.98876326
2019,589,0.0,60989.6655887,6882.82433576
2019,590,0.0,62257.1716576,4915.83960516
2019,591,0.0,63876.2274124,2475.28075179
2019,592,0.0,65426.7903044,461.601493083
2019,593,0.0,69770.6944414,6.14535615103
2019,594,0.0,71048.9685724,0.0
2019,595,0.0,69251.2699789,0.0
2019,596,0.0,65810.5651881,0.0
2019,597,0.0,63278.7983287,0.0
2019,598,0.0,62280.50392,0.0
2019,599,0.0,59091.5345816,0.0
2019,600,0.0,56978.6862614,0.0
2019,601,0.0,55353.9356886,0.0
2019,602,0.0,54003.9803043,0.0
2019,603,0.0,53471.6847293,0.0
2019,604,0.0,54077.9636243,0.0
2019,605,0.0,55889.1137306,0.0
2019,606,0.0,61932.6862338,0.0
2019,607,0.0,68473.0038855,0.0
2019,608,0.0,67439.3776883,2882.24837466
2019,609,0.0,64813.5756047,5803.02291583
2019,610,0.0,62353.3365363,9022.31163095
2019,611,0.0,60839.9925243,11300.4702236
2019,612,0.0,59913.2030347,11946.6995906
2019,613,0.0,60046.260194,10794.2099312
2019,614,0.0,61350.3218346,8309.29763777
2019,615,0.0,64296.4879819,4741.47943809
2019,616,0.0,68467.6704948,1057.43385034
2019,617,0.0,72739.2186219,77.6630516478
2019,618,0.0,72923.532953,0.0
2019,619,0.0,70345.6466214,0.0
2019,620,0.0,66632.0682867,0.0
2019,621,0.0,64471.1788496,0.0
2019,622,0.0,63544.9461162,0.0
2019,623,0.0,61116.9480692,0.0
2019,624,0.0,58198.9306301,0.0
2019,625,0.0,55816.0912329,0.0
2019,626,0.0,53610.0431459,0.0
2019,627,0.0,52544.4911736,0.0
2019,628,0.0,51520.2545618,0.0
2019,629,0.0,50371.111046,0.0
2019,630,0.0,49609.1789324,0.0
2019,631,0.0,52594.4539351,0.0
2019,632,0.0,54073.0075334,1123.35329178
2019,633,0.0,56416.7103264,1508.38593742
2019,634,0.0,56920.3343242,3060.92174201
2019,635,0.0,56914.3587131,4235.25731556
2019,636,0.0,55396.6914866,4892.98854999
2019,637,0.0,52878.7272802,5386.50009116
2019,638,0.0,52227.3614031,4072.98428792
2019,639,0.0,53111.1524695,2407.08383881
2019,640,0.0,55307.8918433,427.490313289
2019,641,0.0,60127.5252092,6.50160868152
2019,642,0.0,61929.8037668,0.0
2019,643,0.0,59482.589273,0.0
2019,644,0.0,55994.8041877,0.0
2019,645,0.0,54755.3433723,0.0
2019,646,0.0,55888.1529083,0.0
2019,647,0.0,53024.9023424,0.0
2019,648,0.0,50478.7231478,0.0
2019,649,0.0,48219.8298323,0.0
2019,650,0.0,46926.5629659,0.0
2019,651,0.0,46718.0645187,0.0
2019,652,0.0,46901.5815851,0.0
2019,653,0.0,45928.2685572,0.0
2019,654,0.0,43674.1793533,0.0
2019,655,0.0,45024.1347376,0.0
2019,656,0.0,46642.401761,1093.17361313
2019,657,0.0,50348.6793791,996.705517191
2019,658,0.0,51841.5347722,2568.87338087
2019,659,0.0,53300.4021065,3811.83845977
2019,660,0.0,52934.9548835,4196.50212957
2019,661,0.0,50470.1413566,5063.46810913
