sit,Mid,Mid,North,North,South,South
pro,gas,photovoltaics,gas,photovoltaics,gas,photovoltaics
timeindex,,,,,,
2019-04-20 03:00:00,48775.1851434,0.0,11276.0893709,20.688146874,3915.19168426,0.0
2019-04-20 04:00:00,55373.1521353,0.0,12500.4665322,70.9307892824,3934.54644542,0.0
2019-04-20 05:00:00,59004.8565134,1491.4003257,13579.5724544,236.435964275,4036.20914009,6.17097459613
2019-04-20 06:00:00,56180.1330176,6741.2394015,13627.3546606,514.248222297,3949.74811157,303.691065189
2019-04-20 07:00:00,51229.4323112,12097.4071343,13255.287504,809.79317764,3525.30328769,1362.23473059
2019-04-20 08:00:00,47260.3533337,16872.6160531,12933.8639528,1097.45693417,3029.46023964,2721.6687881
2019-04-20 09:00:00,44506.9547573,20462.8908855,12541.1477831,1334.8780483,2657.40867192,3434.73281418
2019-04-20 10:00:00,40779.2114859,22986.7237679,12132.8148454,1483.63567582,2481.39403566,3700.14801387
2019-04-20 11:00:00,38334.2576159,24172.0395534,11730.7201206,1533.87831823,2454.18740573,3803.8520331
2019-04-20 12:00:00,37022.5771012,24119.3523488,11429.791997,1527.96741912,2013.71935196,3801.00389098
2019-04-20 13:00:00,37181.8205731,22747.5510869,11331.9551199,1393.98703937,2245.99274598,3685.78071916
2019-04-20 14:00:00,38793.4103042,20067.5269165,11273.6605002,1229.46701423,2638.70013939,3396.29871856
2019-04-20 15:00:00,42747.5939762,15926.9437109,11522.630886,962.491404568,2942.56541375,2984.59977493
2019-04-20 16:00:00,47825.6519805,10688.4283762,11712.7365793,640.347403244,3495.57227161,2314.54269487
2019-04-20 17:00:00,52622.4753887,5019.17828561,11857.4501907,326.084600729,4444.2587497,1210.09647228
2019-04-20 18:00:00,56485.0332506,458.102584302,12158.0790993,84.7228871984,5365.8360508,247.044682999
2019-04-20 19:00:00,56205.2242796,0.0,12386.8437772,0.0,5722.2964231,5.79122231329
2019-04-20 20:00:00,52857.7192556,0.0,11878.9464217,0.0,6105.9663155,0.0
2019-04-20 21:00:00,48392.777853,0.0,11362.0464542,0.0,5759.42392537,0.0
2019-04-20 22:00:00,45042.390362,0.0,11005.6930659,0.0,5345.60069886,0.0
2019-04-20 23:00:00,43126.5106209,0.0,10758.8714559,0.0,4810.11897368,0.0
2019-04-21 00:00:00,42035.0164455,0.0,10751.3692793,0.0,4407.35561068,0.0
2019-04-21 01:00:00,41852.4602013,0.0,10773.1255914,0.0,4127.17240163,0.0
2019-04-21 02:00:00,42359.7743956,0.0,10830.8923512,0.0,3932.70313483,0.0
2019-04-21 03:00:00,42794.0660921,0.0,10701.1422904,18.7178471717,3876.48216196,0.0
2019-04-21 04:00:00,43242.1986626,34.2002429275,10854.6330771,64.0347403244,3807.35801499,0.0
2019-04-21 05:00:00,44321.6831584,1946.71650628,10977.4840099,247.272612637,3805.29304167,3.90828391088
2019-04-21 06:00:00,42873.1212723,6952.24268599,11092.2094454,552.669066492,3498.36289802,189.179928901
2019-04-21 07:00:00,40115.242567,12062.2144737,11127.6765087,891.560615285,2876.64985208,997.988999301
2019-04-21 08:00:00,36686.4686528,16514.2641773,10910.2747997,1227.49671453,2139.37640003,2259.68431301
2019-04-21 09:00:00,34005.8136105,19707.0375255,10512.9586551,1474.76932716,1951.59134915,2901.84542329
2019-04-21 10:00:00,30098.2430331,21968.7194387,10113.2712479,1681.6507959,1789.86334621,3193.52682253
2019-04-21 11:00:00,26713.3506892,22925.6137356,9808.09086447,1740.75978697,1748.44359051,3314.20893342
2019-04-21 12:00:00,24236.6436201,23271.2168601,9495.09035687,1779.18063117,1637.26734515,3316.62985422
2019-04-21 13:00:00,24651.2292927,22038.0105559,9405.53564162,1679.6804962,1570.77248905,3243.95476109
2019-04-21 14:00:00,26644.9436558,19633.0642322,9604.37770752,1421.5712352,1737.83926697,3089.79115727
2019-04-21 15:00:00,31481.3898316,15830.4628917,9902.73402239,1129.96687926,1869.03305893,2822.19238197
2019-04-21 16:00:00,37715.5613559,10804.0450457,10281.683114,761.520834934,2406.88762582,2213.37035752
2019-04-21 17:00:00,43261.2366097,5316.9799545,10570.9318607,398.000539862,3439.24547189,1147.8329209
2019-04-21 18:00:00,47869.8289353,657.464045027,11136.3578356,122.158581542,4410.67336701,233.547653946
2019-04-21 19:00:00,48731.9481382,0.0,11607.7388243,7.88119880915,4750.50389449,5.23741690082
2019-04-21 20:00:00,46985.1731285,0.0,11369.5486308,0.0,5412.88153524,0.0
2019-04-21 21:00:00,43277.3597279,0.0,11049.2056902,0.0,5201.82247316,0.0
2019-04-21 22:00:00,39629.1173122,0.0,10680.0986017,0.0,4866.33994654,0.0
2019-04-21 23:00:00,37301.0447884,0.0,10530.0550697,0.0,4482.0096894,0.0
2019-04-22 00:00:00,36483.3849791,0.0,10449.0315625,0.0,4001.8272818,0.0
2019-04-22 01:00:00,36191.2949885,0.0,10505.297887,0.0,3780.6300115,0.0
2019-04-22 02:00:00,36544.8776087,0.0,10519.5520225,0.0,3605.51550585,0.0
2019-04-22 03:00:00,36676.5102689,0.0,10348.6308326,24.6287462786,3534.54804829,0.0
2019-04-22 04:00:00,35834.8947948,5.70004048791,10355.7305067,79.7971379427,3508.74170009,0.0
2019-04-22 05:00:00,35796.8090556,2118.20120649,10337.7080898,208.851768442,3500.22906033,4.82601859441
2019-04-22 06:00:00,34108.6790762,6928.04296052,10478.5109986,404.89658882,3041.75452878,224.591829276
2019-04-22 07:00:00,31414.2279835,12012.0592067,10734.203705,575.327513068,2243.05341085,1100.71199181
2019-04-22 08:00:00,28592.0528902,16644.423584,10864.8152269,710.293042675,1404.21724741,2327.56503357
2019-04-22 09:00:00,26816.9301393,20319.0920962,10878.6590331,781.223831957,1052.34856381,3003.85638027
2019-04-22 10:00:00,23151.9300251,22628.3718921,10853.1814002,815.704076747,982.883824244,3325.85467009
2019-04-22 11:00:00,19672.5459074,23641.3250694,10651.8881353,816.689226598,1080.90580499,3476.67961843
2019-04-22 12:00:00,17752.8290258,23640.3580982,10507.9450136,806.837728087,1068.3709025,3466.1731386
2019-04-22 13:00:00,17875.6858321,22400.0649133,10494.6243196,721.129691037,905.608436444,3396.67847084
2019-04-22 14:00:00,20119.1855767,19981.6955032,10698.9356482,591.089910686,915.676089167,3276.01218297
2019-04-22 15:00:00,25658.1435751,16083.8220574,11059.3533247,432.480784652,978.392790748,3052.00580513
2019-04-22 16:00:00,32905.303648,11036.9451375,11268.1816128,270.916209065,1443.58360462,2529.6723631
2019-04-22 17:00:00,39561.0969687,5460.15530184,11502.5548957,128.069480649,2682.08182076,1305.92063165
2019-04-22 18:00:00,46200.5877095,685.620718241,11902.1420945,28.5693456832,3897.98657259,265.130385469
2019-04-22 19:00:00,48562.8434068,0.0,11885.6983806,0.0,4417.73886472,5.28488593618
2019-04-22 20:00:00,47143.7088142,0.0,11320.0342653,0.0,5094.91045918,0.0
2019-04-22 21:00:00,43195.6898292,0.0,10653.8409836,0.0,5011.03982753,0.0
2019-04-22 22:00:00,40423.7173854,0.0,10209.7121291,0.0,4706.89358087,0.0
2019-04-22 23:00:00,38828.7523051,0.0,10061.1690325,0.0,4297.67863082,0.0
2019-04-23 00:00:00,37947.6782215,0.0,10009.404014,0.0,3937.31141129,0.0
2019-04-23 01:00:00,38524.1716241,0.0,10019.9070612,0.0,3714.27083041,0.0
2019-04-23 02:00:00,40119.1367044,0.0,10118.4659279,1.97029970229,3611.04543761,0.0
2019-04-23 03:00:00,44805.0672446,0.0,10481.6542905,23.6435964275,3541.92129064,0.0
2019-04-23 04:00:00,52770.4791035,17.1001214637,11654.9258087,67.9753397289,3542.84294593,0.0
2019-04-23 05:00:00,56709.4283904,1988.16903286,12987.4470959,174.371523652,3663.3976138,5.71210725437
2019-04-23 06:00:00,54367.1186855,6942.95467359,13080.167173,414.748087332,3598.01353986,263.72213742
2019-04-23 07:00:00,49393.2075511,12135.9333009,12954.0586258,654.13950116,3324.85476537,1216.14086278
2019-04-23 08:00:00,45637.0955974,16832.6903231,12698.72313,897.471514392,3172.79602971,2394.92359474
2019-04-23 09:00:00,43414.9848541,20354.7936891,12415.8801666,1108.29358254,2816.11588536,3109.20599273
2019-04-23 10:00:00,40690.8116741,22307.426532,12194.738275,1233.40761363,2484.07640306,3584.10204543
2019-04-23 11:00:00,40074.2278921,22752.983938,12010.4572573,1251.14031095,2354.90614462,3793.45631436
2019-04-23 12:00:00,39199.4025133,22581.4737911,11818.044455,1309.26415217,1877.20934013,3858.25154762
2019-04-23 13:00:00,39548.997169,21210.5249907,11897.7053297,1220.60066557,2055.83068122,3801.28870519
2019-04-23 14:00:00,40754.7866562,18433.7909815,11820.6928628,1074.7984876,2337.89404812,3664.84687457
2019-04-23 15:00:00,44687.8536141,14504.567313,11945.5280801,850.184321537,2597.40446839,3374.92182964
2019-04-23 16:00:00,49387.7964748,9970.84671669,12035.4977432,586.164161431,3129.21464479,2772.14419569
2019-04-23 17:00:00,54420.6604964,4831.3314156,12080.7425268,308.351903408,4266.63535201,1444.86249813
2019-04-23 18:00:00,58621.2006917,508.76678346,12246.3620242,101.470434668,5298.19365944,288.880726158
2019-04-23 19:00:00,58099.005107,0.0,12477.620114,0.0,5634.61258618,5.91780640757
2019-04-23 20:00:00,53600.4349225,0.0,11683.1396125,0.0,6080.1599673,0.0
2019-04-23 21:00:00,48309.1863097,0.0,10878.9062814,0.0,5833.1563488,0.0
2019-04-23 22:00:00,44499.5257413,0.0,10382.2621908,0.0,5361.26883883,0.0
2019-04-23 23:00:00,42646.0994521,0.0,10079.924474,0.0,4745.60310317,0.0
2019-04-24 00:00:00,41721.7883634,0.0,10037.1620674,0.0,4359.42953545,0.0
2019-04-24 01:00:00,41803.4582621,0.0,10019.1568436,0.0,4146.52716278,0.0
2019-04-24 02:00:00,43077.5086817,0.0,10100.6956363,0.985149851144,4010.12217943,0.0
2019-04-24 03:00:00,47154.2778599,0.0,10381.9207629,26.5990459809,3981.55086535,0.0
2019-04-24 04:00:00,54319.130031,0.0,11484.1941299,88.6634866029,3983.39417594,0.0
2019-04-24 05:00:00,59464.8642859,614.395658751,12568.3088168,270.916209065,4037.19800804,7.02541723252
2019-04-24 06:00:00,59239.4442016,3160.20168827,12511.2954829,547.743317236,3818.39444902,303.248020859
2019-04-24 07:00:00,56961.435211,5826.38290319,12234.4307804,805.852578236,3467.38812797,1393.42188682
2019-04-24 08:00:00,55313.2114442,8497.88245945,12029.5415522,1061.00638968,3019.13117126,2747.66599646
2019-04-24 09:00:00,53861.6236544,11046.7293588,11712.0601399,1247.19971155,2438.65442487,3578.83298251
2019-04-24 10:00:00,50909.2813236,13217.9231292,11491.0560511,1283.65025604,2193.60929907,3981.4811634
2019-04-24 11:00:00,48884.30841,14689.4623763,11327.0622173,1238.33336289,2076.4099222,4158.58813431
2019-04-24 12:00:00,43728.0037014,18606.3062694,11318.8504964,1061.99153953,1625.25978916,4206.97490435
2019-04-24 13:00:00,44568.999011,16892.8842774,11452.1197923,849.199171686,1758.13358544,4176.40484558
2019-04-24 14:00:00,45671.7747111,14249.9103702,11363.4155032,642.317702946,2067.17014223,4041.56113915
2019-04-24 15:00:00,48565.7452719,11086.9095549,11478.3913952,443.317433015,2290.2744833,3717.99637116
2019-04-24 16:00:00,52019.0578926,7537.51470037,11451.7954283,274.856808469,2895.44952986,3003.14434474
2019-04-24 17:00:00,54876.8903476,3761.13609069,11568.3845386,132.010080053,4200.46168926,1558.96223611
2019-04-24 18:00:00,57368.0415085,1002.87631995,11882.0224809,37.4356943435,5308.22040371,307.42529597
2019-04-24 19:00:00,58148.0070462,0.0,12041.5087216,0.985149851144,5700.08567861,6.80389506753
2019-04-24 20:00:00,53970.3515225,0.0,11345.5416657,0.0,6021.17402856,0.0
2019-04-24 21:00:00,48562.8434068,0.0,10513.5502812,0.0,5757.58061478,0.0
2019-04-24 22:00:00,44762.7910618,0.0,9999.65118443,0.0,5301.3612448,0.0
2019-04-24 23:00:00,42935.3069757,0.0,9774.58588655,0.0,4721.64006556,0.0
2019-04-25 00:00:00,41637.2359977,0.0,9674.05672017,0.0,4360.35119074,0.0
2019-04-25 01:00:00,42088.8224964,0.0,9674.05672017,0.0,4053.4399782,0.0
2019-04-25 02:00:00,43351.3430479,0.0,9784.33871613,0.0,3943.76299835,0.0
2019-04-25 03:00:00,47065.8822049,0.0,10059.6153493,12.8069480649,3860.81402198,0.0
2019-04-25 04:00:00,53978.2327818,17.1001214637,11188.8213635,37.4356943435,3809.20132558,0.0
2019-04-25 05:00:00,57686.1136602,2159.66645638,12297.3689983,117.232832286,3762.07396101,8.4178422696
2019-04-25 06:00:00,55230.2955255,6952.20451607,12333.8540581,294.559805492,3336.91511674,289.798460842
2019-04-25 07:00:00,50172.6797576,12065.5479795,12047.2678331,489.619476018,2323.7560509,1296.50593964
2019-04-25 08:00:00,46397.9768338,16655.9890679,11800.2614597,672.857348331,1421.70317534,2581.96741705
2019-04-25 09:00:00,44065.3672181,20101.2309505,11602.6034211,812.748627194,1123.29777765,3274.8412801
2019-04-25 10:00:00,40982.1691062,22160.1924505,11299.9759847,924.070560373,970.714054305,3698.39165956
2019-04-25 11:00:00,39466.0623491,23284.283694,11189.1019751,983.179551442,882.81887979,3950.34147621
2019-04-25 12:00:00,38524.4174838,23338.1287193,11027.0455943,1096.47178432,697.763586658,4063.5076565
2019-04-25 13:00:00,38742.4457435,22093.9422032,11032.3816729,1020.61524579,519.818729936,4014.72531116
2019-04-25 14:00:00,39935.769938,19517.9946649,10918.3736085,875.798217667,642.879337791,3863.09338923
2019-04-25 15:00:00,43741.2982538,15686.524146,11025.7110607,667.931599076,792.194539425,3574.60823836
2019-04-25 16:00:00,48621.631798,10827.3286932,11068.4013577,435.436234206,1418.77587175,2897.33586493
2019-04-25 17:00:00,53407.5613118,5443.76768544,11210.112559,218.703266954,2788.9183282,1522.58513202
2019-04-25 18:00:00,57512.928732,803.222223218,11481.6631237,86.6931869007,4084.33750975,302.741684482
2019-04-25 19:00:00,58351.7013817,0.0,11817.943859,0.985149851144,4637.21142673,7.00959422074
2019-04-25 20:00:00,54442.1152902,0.0,11085.9663555,0.0,5260.80841191,0.0
2019-04-25 21:00:00,49106.6688498,0.0,10233.7190942,0.0,5085.69390626,0.0
2019-04-25 22:00:00,45500.702617,0.0,9723.5710857,0.0,4746.52475847,0.0
2019-04-25 23:00:00,43486.8189975,0.0,9558.5232006,0.0,4246.98758971,0.0
2019-04-26 00:00:00,42469.308142,0.0,9593.03321294,0.0,3973.25596772,0.0
2019-04-26 01:00:00,42326.1456137,0.0,9636.54583719,0.0,3687.54282692,0.0
2019-04-26 02:00:00,43306.184398,0.0,9718.83484755,0.985149851144,3648.83330462,0.0
2019-04-26 03:00:00,46721.907808,0.0,9893.80941981,28.5693456832,3624.870267,0.0
2019-04-26 04:00:00,53422.6827901,0.0,10977.9412998,81.7674376449,3648.83330462,0.0
2019-04-26 05:00:00,57073.304162,2236.33709026,11976.7363381,228.554765465,3777.34246451,11.5824446266
2019-04-26 06:00:00,54422.4562132,7221.02249694,11949.2774997,475.827378102,3564.98993024,322.552095236
2019-04-26 07:00:00,49328.5277551,12426.4063463,11630.2424043,674.827648034,3334.74328882,1332.51911446
2019-04-26 08:00:00,45561.1295213,17045.0931711,11491.5399004,875.798217667,3083.30807283,2508.37458923
2019-04-26 09:00:00,43252.7279551,20532.4237455,11314.7282126,1054.11034072,2755.87446176,3150.09265518
2019-04-26 10:00:00,40366.0554246,22573.5726189,11031.1209175,1198.92736884,2535.66587242,3467.07505027
2019-04-26 11:00:00,38818.81602,23476.100235,10852.810334,1279.70965664,2410.51354985,3597.7573046
2019-04-26 12:00:00,37741.8647223,23634.5053781,10665.3608752,1351.62559577,2017.23138865,3607.63086396
2019-04-26 13:00:00,38054.1990142,22357.5054592,10745.7265465,1260.00665961,2273.01273297,3497.47105591
2019-04-26 14:00:00,39275.7737212,19889.7441805,10550.7779902,1136.86292822,2471.89299607,3380.61811388
2019-04-26 15:00:00,43055.7320256,16101.138475,10631.1076067,928.996309629,2681.65769476,3092.5127153
2019-04-26 16:00:00,48018.7044744,11135.2835592,10662.5148713,662.020699969,3243.3928259,2468.10502424
2019-04-26 17:00:00,53141.7453689,5677.87649119,10813.3586605,372.386643732,4174.56590085,1311.12640253
2019-04-26 18:00:00,57279.1810506,1030.24414828,11131.605944,154.66852663,5242.0207179,274.086210139
2019-04-26 19:00:00,58209.4996758,0.0,11528.920549,4.92574925572,5570.17975134,6.75642603218
2019-04-26 20:00:00,53936.7227407,0.0,10877.4058461,0.0,6053.43196381,0.0
2019-04-26 21:00:00,48750.2037626,0.0,10173.7016814,0.0,5819.33151941,0.0
2019-04-26 22:00:00,44883.8546763,0.0,9644.04801379,0.0,5350.20897532,0.0
2019-04-26 23:00:00,42849.7937877,0.0,9474.49882273,0.0,4744.68144788,0.0
2019-04-27 00:00:00,41839.9695109,0.0,9331.95746741,0.0,4374.17602013,0.0
2019-04-27 01:00:00,41880.3240491,0.0,9390.47444485,0.0,4123.48578046,0.0
2019-04-27 02:00:00,43099.6075955,0.0,9462.02547579,1.97029970229,3986.15914182,0.0
2019-04-27 03:00:00,46657.5327114,0.0,9713.10563279,18.7178471717,3870.95223021,0.0
2019-04-27 04:00:00,53488.0187091,0.0,10864.0601323,59.1089910686,3882.01209372,0.0
2019-04-27 05:00:00,56558.6838091,2488.65294499,11904.7154428,228.554765465,4010.98012096,11.1235772848
2019-04-27 06:00:00,54370.3652544,7207.77753679,12004.4600054,486.664026465,3799.17733092,324.308449545
2019-04-27 07:00:00,49515.8495642,12223.7113797,11685.6504758,797.971379427,3446.6345063,1356.11122503
2019-04-27 08:00:00,45665.7645613,16761.7451763,11265.1371189,1114.20448164,2991.84125545,2649.61079243
2019-04-27 09:00:00,42877.9543197,20121.2447088,10925.9213353,1350.64044592,2645.81391864,3354.16203818
2019-04-27 10:00:00,40353.9976627,21942.840237,10618.8599548,1515.16047106,2359.45072278,3700.43282808
2019-04-27 11:00:00,39148.247409,21852.4411574,10291.1652149,1590.03185975,2207.57626989,3884.56521622
2019-04-27 12:00:00,38159.2758709,21943.0438099,9931.00749044,1602.83880781,1689.40098352,3970.48417021
2019-04-27 13:00:00,38134.340141,20971.6067757,9846.62911017,1465.9029785,1907.36392394,3935.00897779
2019-04-27 14:00:00,39434.1531407,18868.5463018,9731.39467645,1241.28881244,2167.48511583,3810.37111396
2019-04-27 15:00:00,43097.7228619,15416.3574949,9913.97471279,966.432003972,2350.54995816,3510.25604943
2019-04-27 16:00:00,47568.9131002,10707.8441392,10055.4525214,653.154351308,2999.11449905,2782.42915335
2019-04-27 17:00:00,51917.1565854,5368.99282395,10127.5767042,350.713347007,4180.75296414,1401.71314499
2019-04-27 18:00:00,55354.2673375,1037.35647558,10278.6162918,138.906129011,5207.7927474,277.899555979
2019-04-27 19:00:00,56192.7335893,0.0,10705.1361377,1.97029970229,5556.96011701,7.07288626788
2019-04-27 20:00:00,52532.0004832,0.0,10310.2412955,0.0,5995.36768035,0.0
2019-04-27 21:00:00,47933.5047757,0.0,9703.31520889,0.0,5771.40544418,0.0
2019-04-27 22:00:00,44556.2142592,0.0,9341.71029698,0.0,5332.69752475,0.0
2019-04-27 23:00:00,42309.811634,0.0,9150.40479379,0.0,4753.89800081,0.0
2019-04-28 00:00:00,41068.4291739,0.0,9105.39173422,0.0,4327.17160019,0.0
2019-04-28 01:00:00,40157.5695979,0.0,9061.1288923,0.0,4010.12217943,0.0
2019-04-28 02:00:00,40348.7732431,0.0,9042.88873628,0.985149851144,3900.44519958,0.0
2019-04-28 03:00:00,41209.6700575,0.0,8860.85837151,18.7178471717,3829.47774202,0.0
2019-04-28 04:00:00,42686.4539903,0.0,9038.91682981,67.9753397289,3800.90642794,0.0
2019-04-28 05:00:00,44235.8127219,2287.2048623,9295.26108492,248.257762488,3766.20362651,7.97479793962
2019-04-28 06:00:00,42952.5283128,7192.7894839,9571.09380612,557.594815747,3358.75955767,247.67760347
2019-04-28 07:00:00,40012.0632343,12281.6533091,9678.65066616,852.154621239,2747.86229797,1129.54151928
2019-04-28 08:00:00,36233.2557443,16841.6093596,9581.51242761,1105.33813298,2023.50378186,2393.99003704
2019-04-28 09:00:00,33154.0651779,20359.8957343,9288.18207045,1284.63540589,1641.82145142,3181.20069635
2019-04-28 10:00:00,29501.7157191,22500.8716561,9012.68307954,1436.34848297,1345.92214976,3608.8967049
2019-04-28 11:00:00,26560.5768601,23313.7890375,8833.22760259,1556.53676481,1204.17931357,3862.15983153
2019-04-28 12:00:00,25150.0121006,23107.2898028,8655.94130274,1557.52191466,960.969141249,3965.27839933
2019-04-28 13:00:00,26231.4598454,21416.6806961,8662.2468776,1512.20502151,837.128191553,3937.96788099
2019-04-28 14:00:00,28675.3310636,18791.2140561,8820.81840932,1334.8780483,860.267323432,3864.137708
2019-04-28 15:00:00,33047.8092116,15452.5807432,9155.38879697,1105.33813298,912.201134491,3638.01104659
2019-04-28 16:00:00,38682.9028504,10733.1507921,9466.2795334,783.194131659,1429.48900381,3069.11048087
2019-04-28 17:00:00,43870.3361515,5440.02703387,9689.12227715,443.317433015,2756.62087476,1729.07543581
2019-04-28 18:00:00,47579.5141501,1030.40955124,10042.5624288,172.40122395,4165.17179456,365.685625362
2019-04-28 19:00:00,49194.1036825,0.0,10555.4638012,9.85149851144,4733.4511707,8.46531130495
2019-04-28 20:00:00,47138.9047025,0.0,10371.7591436,0.0,5412.88153524,0.0
2019-04-28 21:00:00,43351.3430479,0.0,10005.6529257,0.0,5267.25999896,0.0
2019-04-28 22:00:00,40030.7410493,0.0,9733.32391528,0.0,4940.07236998,0.0
2019-04-28 23:00:00,38004.3667394,0.0,9561.52407124,0.0,4534.5440411,0.0
2019-04-29 00:00:00,36703.4132944,0.0,9532.26558251,0.0,4070.95142877,0.0
2019-04-29 01:00:00,36137.4889376,0.0,9570.52668315,0.0,3799.06311736,0.0
2019-04-29 02:00:00,35845.398947,0.0,9600.81574281,1.97029970229,3600.90722938,0.0
2019-04-29 03:00:00,35790.6320737,0.0,9438.76090157,17.7326973206,3546.5295671,0.0
2019-04-29 04:00:00,35844.4381246,0.0,9495.42036227,75.8565385381,3520.7232189,0.0
2019-04-29 05:00:00,36202.5384464,2182.31393868,9496.40243309,269.931059213,3496.0632659,19.130021248
2019-04-29 06:00:00,33995.765279,7324.39934731,9483.21967102,567.446314259,2838.03590749,462.411696404
2019-04-29 07:00:00,31098.0518749,12491.5751127,9601.93112701,871.857618262,1682.57263998,1713.72711438
2019-04-29 08:00:00,27785.5429484,17169.4125809,9526.62438922,1162.47682435,661.842005721,3045.97723764
2019-04-29 09:00:00,26156.6596861,20630.5840409,9376.98656803,1384.13554086,394.962482985,3746.03474804
2019-04-29 10:00:00,22926.0076975,22706.3275798,9189.89265124,1495.45747404,322.721296859,4057.90631032
2019-04-29 11:00:00,19744.5317175,23442.5107107,9002.83786828,1527.96741912,335.90394335,4197.71844246
2019-04-29 12:00:00,17980.4176807,23558.8144386,8891.57854924,1513.19017136,265.338074844,4247.08623922
2019-04-29 13:00:00,18825.2910441,21829.9845247,8896.36957476,1401.86823818,3.55688793201,4232.37083826
2019-04-29 14:00:00,21237.8516739,19472.1907681,9111.21525771,1208.77886735,69.7980444873,4111.75201943
2019-04-29 15:00:00,26293.6604369,15823.9867296,9493.39078581,952.639906056,222.317054573,3829.27961304
2019-04-29 16:00:00,33253.8539415,10983.3673016,9889.13913318,652.169201457,743.407913641,3216.94487998
2019-04-29 17:00:00,39206.2678882,5721.78461557,10203.3862822,369.431194179,2147.92971351,1810.57976952
2019-04-29 18:00:00,44141.7199654,1473.32050977,10499.1724569,154.66852663,3807.48202234,378.676318038
2019-04-29 19:00:00,47239.791048,0.0,10879.9744467,20.688146874,4371.76672058,8.86088659958
2019-04-29 20:00:00,45852.3635925,0.0,10559.3135585,0.0,5045.14107337,0.0
2019-04-29 21:00:00,42163.7666387,0.0,10071.6720797,0.0,4932.69912763,0.0
2019-04-29 22:00:00,38931.5602952,0.0,9693.56237932,0.0,4784.31262548,0.0
2019-04-29 23:00:00,37510.5040579,0.0,9632.79474889,0.0,4277.40221438,0.0
2019-04-30 00:00:00,36896.5385842,0.0,9595.28386592,0.0,3908.74009721,0.0
2019-04-30 01:00:00,37062.7608486,0.0,9655.06634649,0.985149851144,3658.04985754,0.0
2019-04-30 02:00:00,38311.8298875,0.0,9739.13614545,3.94059940458,3542.84294593,0.0
2019-04-30 03:00:00,40833.9885235,0.0,9800.73700893,25.6138961297,3539.15632476,0.0
2019-04-30 04:00:00,45564.0605112,32.7243395868,10473.7872058,97.5298352632,3552.98115415,0.0
2019-04-30 05:00:00,48206.3886086,2746.01995166,11171.3957079,286.678606683,3595.10354237,21.4718269922
2019-04-30 06:00:00,46888.2291021,7569.2593455,11341.0154691,616.703806816,3202.46921933,469.405467613
2019-04-30 07:00:00,42760.8041031,12712.2735554,11194.8014223,930.966609331,2688.00923397,1670.49864619
2019-04-30 08:00:00,38686.3783402,17401.6256143,11048.7925402,1209.7640172,2194.08231666,2987.46374006
2019-04-30 09:00:00,36548.9524931,20918.7923381,10716.1016101,1431.42273371,1843.33580173,3695.81250864
2019-04-30 10:00:00,33881.8646649,22968.0714032,10430.531842,1562.44766391,1665.697409,4012.62085059
2019-04-30 11:00:00,32017.0230581,23800.9898195,10187.7636144,1614.66060602,1578.85931458,4136.32515673
2019-04-30 12:00:00,30438.8971034,24099.3004206,9940.57863567,1591.0170096,1190.73026944,4173.30353527
2019-04-30 13:00:00,30858.3987029,22681.5044124,9983.31281424,1459.00692954,1294.56184132,4147.81266329
2019-04-30 14:00:00,32587.6302351,20151.907873,10111.5420384,1292.5166047,1456.92791958,4031.52934968
2019-04-30 15:00:00,36375.1527081,16557.5106899,10390.6573939,1034.4073437,1626.24172122,3767.28505287
2019-04-30 16:00:00,41521.3650072,11517.9496702,10445.8147506,718.174241484,2110.56032262,3180.66271395
2019-04-30 17:00:00,45959.0283032,6091.60018884,10449.5782842,409.822338076,3438.35215206,1753.33211288
2019-04-30 18:00:00,48774.6587441,1730.96742915,10593.1313487,166.490324843,4766.97699362,368.486298448
2019-04-30 19:00:00,50454.7025894,0.0,10961.5664873,8.86634866029,5273.52926994,9.39886900027
2019-04-30 20:00:00,47686.5734349,0.0,10800.8836448,0.0,5722.55771365,0.0
2019-04-30 21:00:00,43432.0521243,0.0,10355.2543551,0.0,5545.59989742,0.0
2019-04-30 22:00:00,39595.4885304,0.0,9928.38050677,0.0,5106.89197799,0.0
2019-04-30 23:00:00,37544.1328398,0.0,9722.82086804,0.0,4516.11093524,0.0
2019-05-01 00:00:00,36378.6553443,0.0,9608.03756613,0.0,4115.19088283,0.0
2019-05-01 01:00:00,35927.0688457,0.0,9581.77994804,0.0,3812.88794675,0.0
2019-05-01 02:00:00,35934.7554244,0.0,9536.62279845,6.89604895801,3617.49702466,0.0
2019-05-01 03:00:00,35226.6293616,0.0,9321.67369883,30.5396453855,3513.34997656,0.0
2019-05-01 04:00:00,33998.8513301,29.6325765543,9422.54275359,101.470434668,3494.9168707,0.0
2019-05-01 05:00:00,33173.6210381,2764.9776756,9502.07057323,280.767707576,3476.76003496,16.3135251503
2019-05-01 06:00:00,30723.6030723,7860.13953665,9662.98372927,581.238412175,2869.59736455,366.334368845
2019-05-01 07:00:00,27598.4657544,13076.9870835,9669.3598742,865.946719155,1903.71981674,1471.38186588
2019-05-01 08:00:00,24115.0750905,17775.8180043,9681.84425612,1125.04113001,947.56134726,2779.61265725
2019-05-01 09:00:00,22042.0228736,21315.0851084,9565.08757546,1322.07110024,659.434612331,3419.81171407
2019-05-01 10:00:00,18847.3066523,23435.6019563,9408.94209382,1429.45243401,585.744706894,3757.09503328
