",South,South,South,Mid,Mid,Mid,North,North,North"
"Timestep,Gas,PV,PHS,Gas,PV,PHS,Gas,PV,PHS"
4663.00,3564.80,271.20,0.00,41392.00,8055.00,0.00,7588.80,705.20,0.00
4664.00,3032.60,1133.40,0.00,39613.00,12465.00,0.00,7891.00,930.00,0.00
4665.00,2412.60,2243.40,0.00,36682.00,16480.00,0.00,8011.20,1132.80,0.00
4666.00,2087.60,3008.40,0.00,34803.00,19360.00,0.00,7923.20,1266.80,0.00
4667.00,1887.20,3379.80,0.00,31352.00,21025.00,0.00,7840.00,1316.00,0.00
4668.00,1750.80,3631.20,0.00,28593.00,21755.00,0.00,7743.20,1278.80,0.00
4669.00,1673.80,3685.20,0.00,26923.00,21820.00,0.00,7638.80,1247.20,0.00
4670.00,1528.80,3580.20,0.00,27468.00,20490.00,0.00,7736.00,1118.00,0.00
4671.00,1787.00,3327.00,0.00,29344.00,18180.00,0.00,7875.60,976.40,0.00
4672.00,2215.40,2880.60,0.00,33002.00,15095.00,0.00,8088.20,810.80,0.00
4673.00,2705.60,2276.40,0.00,37123.00,11195.00,0.00,8324.00,610.00,0.00
4674.00,3659.80,1288.20,0.00,40602.00,6705.00,0.00,8372.60,384.40,0.00
4675.00,4694.60,290.40,0.00,42574.00,2740.00,0.00,8370.20,220.80,0.00
4676.00,4997.80,28.20,0.00,44517.00,90.00,0.00,8327.60,104.40,0.00
4677.00,5156.00,0.00,0.00,45438.00,0.00,0.00,8423.40,35.60,0.00
4678.00,5516.00,0.00,0.00,42628.00,0.00,0.00,8209.20,6.80,0.00
4679.00,5210.00,0.00,0.00,39347.00,0.00,0.00,7822.00,2.00,0.00
4680.00,4852.00,0.00,0.00,37099.00,0.00,0.00,7616.20,2.80,0.00
4681.00,4417.00,0.00,0.00,35958.00,0.00,0.00,7463.00,12.00,0.00
4682.00,4103.00,0.00,0.00,35194.00,0.00,0.00,7344.60,36.40,0.00
4683.00,3950.00,0.00,0.00,34789.00,0.00,0.00,7057.00,68.00,0.00
4684.00,3875.00,0.00,0.00,33807.00,0.00,0.00,6931.80,111.20,0.00
4685.00,3753.00,0.00,0.00,32678.00,1780.00,0.00,6985.40,231.60,0.00
4686.00,3724.20,22.80,0.00,33264.00,4030.00,0.00,7052.40,419.60,0.00
4687.00,3279.20,277.80,0.00,32304.00,8045.00,0.00,7191.00,656.00,0.00
4688.00,2485.60,1193.40,0.00,30337.00,12495.00,0.00,7400.60,900.40,0.00
4689.00,1581.00,2415.00,0.00,27998.00,16485.00,0.00,7515.80,1119.20,0.00
4690.00,1033.40,3246.60,0.00,26855.00,19480.00,0.00,7573.60,1292.40,0.00
4691.00,950.00,3603.00,0.00,24150.00,21115.00,0.00,7485.00,1404.00,0.00
4692.00,913.40,3795.60,0.00,21858.00,21895.00,0.00,7315.20,1480.80,0.00
4693.00,882.40,3825.60,0.00,20562.00,21975.00,0.00,7181.20,1544.80,0.00
4694.00,747.20,3709.80,0.00,21062.00,20870.00,0.00,7182.60,1486.40,0.00
4695.00,851.40,3504.60,0.00,23275.00,18835.00,0.00,7292.20,1352.80,0.00
4696.00,1188.60,3146.40,0.00,27749.00,15660.00,0.00,7543.00,1130.00,0.00
4697.00,1669.60,2573.40,0.00,33387.00,11430.00,0.00,7812.80,849.20,0.00
4698.00,2844.00,1452.00,0.00,38422.00,6785.00,0.00,8117.20,550.80,0.00
4699.00,4042.80,334.20,0.00,42252.00,2645.00,0.00,8308.60,296.40,0.00
4700.00,4476.60,32.40,0.00,45529.00,35.00,0.00,8364.00,138.00,0.00
4701.00,4629.00,0.00,0.00,47355.00,0.00,0.00,8540.60,32.40,0.00
4702.00,5097.00,0.00,0.00,44150.00,0.00,0.00,8270.20,6.80,0.00
4703.00,4930.00,0.00,0.00,41141.00,0.00,0.00,7839.20,2.80,0.00
4704.00,4504.00,0.00,0.00,39457.00,0.00,0.00,7653.00,4.00,0.00
4705.00,4191.00,0.00,0.00,38508.00,0.00,0.00,7544.40,13.60,0.00
4706.00,3930.00,0.00,0.00,38829.00,0.00,0.00,7411.40,33.60,0.00
4707.00,3833.00,0.00,0.00,39764.00,0.00,0.00,7162.80,61.20,0.00
4708.00,3726.00,0.00,0.00,42524.00,0.00,0.00,7209.00,132.00,0.00
4709.00,3739.00,0.00,0.00,48663.00,1635.00,0.00,7716.00,254.00,0.00
4710.00,3853.60,26.40,0.00,53390.00,3965.00,0.00,8453.40,423.60,0.00
4711.00,3702.00,324.00,0.00,53345.00,7930.00,0.00,8878.60,702.40,0.00
4712.00,3399.80,1288.20,0.00,50129.00,12400.00,0.00,8993.40,955.60,0.00
4713.00,3137.20,2527.80,0.00,47191.00,16465.00,0.00,8980.80,1193.20,0.00
4714.00,2650.20,3367.80,0.00,45211.00,19530.00,0.00,8859.00,1384.00,0.00
4715.00,2474.60,3752.40,0.00,42631.00,21375.00,0.00,8727.40,1485.60,0.00
4716.00,2423.60,3926.40,0.00,41232.00,22190.00,0.00,8604.00,1536.00,0.00
4717.00,1988.40,3951.60,0.00,39986.00,22170.00,0.00,8383.00,1666.00,0.00
4718.00,2177.80,3844.20,0.00,40355.00,21125.00,0.00,8415.20,1542.80,0.00
4719.00,2562.40,3591.60,0.00,41053.00,19040.00,0.00,8429.80,1375.20,0.00
4720.00,2928.00,3210.00,0.00,43885.00,15795.00,0.00,8658.00,1134.00,0.00
4721.00,3569.80,2497.20,0.00,47557.00,11530.00,0.00,8778.20,818.80,0.00
4722.00,4412.20,1468.80,0.00,51546.00,6705.00,0.00,8811.80,513.20,0.00
4723.00,5382.80,358.20,0.00,53328.00,2465.00,0.00,8762.00,270.00,0.00
4724.00,5664.00,33.00,0.00,54670.00,55.00,0.00,8756.00,122.00,0.00
4725.00,5654.00,0.00,0.00,53320.00,0.00,0.00,8852.40,19.60,0.00
4726.00,5959.00,0.00,0.00,48432.00,0.00,0.00,8443.00,2.00,0.00
4727.00,5589.00,0.00,0.00,44658.00,0.00,0.00,7884.00,0.00,0.00
4728.00,5070.00,0.00,0.00,42932.00,0.00,0.00,7610.00,2.00,0.00
4729.00,4586.00,0.00,0.00,41885.00,0.00,0.00,7514.20,10.80,0.00
4730.00,4281.00,0.00,0.00,41959.00,0.00,0.00,7415.40,29.60,0.00
4731.00,4201.00,0.00,0.00,42768.00,0.00,0.00,7207.00,54.00,0.00
4732.00,4116.00,0.00,0.00,45282.00,0.00,0.00,7248.40,99.60,0.00
4733.00,4101.00,0.00,0.00,50992.00,1355.00,0.00,7796.20,206.80,0.00
4734.00,4133.60,26.40,0.00,54765.00,3650.00,0.00,8501.60,368.40,0.00
4735.00,3808.60,347.40,0.00,54163.00,7255.00,0.00,8718.20,686.80,0.00
4736.00,3406.40,1419.60,0.00,50860.00,11550.00,0.00,8924.40,893.60,0.00
4737.00,3056.80,2704.20,0.00,48577.00,15370.00,0.00,8995.00,1064.00,0.00
4738.00,2609.00,3456.00,0.00,46660.00,18400.00,0.00,8978.80,1185.20,0.00
4739.00,2463.80,3814.20,0.00,43852.00,20405.00,0.00,8942.40,1273.60,0.00
4740.00,2457.00,3951.00,0.00,42131.00,21315.00,0.00,8927.00,1268.00,0.00
4741.00,2045.80,3943.20,0.00,40328.00,22020.00,0.00,8828.00,1332.00,0.00
4742.00,2401.20,3802.80,0.00,40477.00,20920.00,0.00,8769.00,1184.00,0.00
4743.00,2615.60,3638.40,0.00,40932.00,18900.00,0.00,8795.20,1000.80,0.00
4744.00,2946.60,3257.40,0.00,43756.00,15595.00,0.00,8852.60,766.40,0.00
4745.00,3515.40,2622.60,0.00,47243.00,11340.00,0.00,8796.00,532.00,0.00
4746.00,4399.00,1536.00,0.00,50893.00,6625.00,0.00,8827.20,336.80,0.00
4747.00,5427.60,377.40,0.00,52680.00,2585.00,0.00,8577.00,186.00,0.00
4748.00,5718.20,34.80,0.00,53978.00,40.00,0.00,8561.40,81.60,0.00
4749.00,5694.00,0.00,0.00,53228.00,0.00,0.00,8680.40,25.60,0.00
4750.00,6047.00,0.00,0.00,48473.00,0.00,0.00,8390.20,2.80,0.00
4751.00,5701.00,0.00,0.00,44939.00,0.00,0.00,8015.00,0.00,0.00
4752.00,5080.00,0.00,0.00,42634.00,0.00,0.00,7711.20,0.80,0.00
4753.00,4663.00,0.00,0.00,41688.00,0.00,0.00,7599.00,8.00,0.00
4754.00,4383.00,0.00,0.00,41912.00,0.00,0.00,7440.60,32.40,0.00
4755.00,4226.00,0.00,0.00,42732.00,0.00,0.00,7199.80,65.20,0.00
4756.00,4135.00,0.00,0.00,45124.00,0.00,0.00,7224.60,102.40,0.00
4757.00,4099.00,0.00,0.00,50927.00,1065.00,0.00,7827.20,204.80,0.00
4758.00,4173.20,22.80,0.00,55086.00,3025.00,0.00,8508.60,372.40,0.00
4759.00,3852.40,315.60,0.00,54113.00,6705.00,0.00,8872.00,590.00,0.00
4760.00,3450.20,1357.80,0.00,51515.00,10625.00,0.00,9057.00,798.00,0.00
4761.00,3070.20,2656.80,0.00,49476.00,14420.00,0.00,9160.80,971.20,0.00
4762.00,2650.60,3434.40,0.00,48257.00,16970.00,0.00,9101.40,1099.60,0.00
4763.00,2478.20,3802.80,0.00,45924.00,18615.00,0.00,9040.60,1162.40,0.00
4764.00,2432.60,3950.40,0.00,44128.00,19485.00,0.00,8991.60,1174.40,0.00
4765.00,2111.40,3906.60,0.00,42046.00,20115.00,0.00,8905.20,1142.80,0.00
4766.00,2367.40,3765.60,0.00,42107.00,19030.00,0.00,8926.00,1052.00,0.00
4767.00,2779.80,3460.20,0.00,42197.00,17345.00,0.00,8941.60,908.40,0.00
4768.00,3164.00,3021.00,0.00,44393.00,14755.00,0.00,9054.20,738.80,0.00
4769.00,3723.60,2384.40,0.00,47779.00,10875.00,0.00,9023.40,551.60,0.00
4770.00,4657.00,1338.00,0.00,51451.00,6220.00,0.00,9033.40,347.60,0.00
4771.00,5535.20,316.80,0.00,52598.00,2430.00,0.00,8938.00,186.00,0.00
4772.00,5709.60,29.40,0.00,53907.00,30.00,0.00,8842.20,70.80,0.00
4773.00,5621.00,0.00,0.00,52863.00,0.00,0.00,8914.00,10.00,0.00
4774.00,6013.00,0.00,0.00,48474.00,0.00,0.00,8536.00,0.00,0.00
4775.00,5717.00,0.00,0.00,44945.00,0.00,0.00,8050.00,0.00,0.00
4776.00,5093.00,0.00,0.00,42904.00,0.00,0.00,7756.00,0.00,0.00
4777.00,4635.00,0.00,0.00,41832.00,0.00,0.00,7624.20,2.80,0.00
4778.00,4363.00,0.00,0.00,41807.00,0.00,0.00,7546.00,12.00,0.00
4779.00,4192.00,0.00,0.00,42425.00,0.00,0.00,7398.60,30.40,0.00
4780.00,4153.00,0.00,0.00,44461.00,0.00,0.00,7386.20,66.80,0.00
4781.00,4158.00,0.00,0.00,49883.00,1360.00,0.00,7958.40,159.60,0.00
4782.00,4203.20,19.80,0.00,53337.00,3730.00,0.00,8616.60,294.40,0.00
4783.00,3881.60,314.40,0.00,53088.00,7420.00,0.00,8959.00,472.00,0.00
4784.00,3500.40,1356.60,0.00,50016.00,11765.00,0.00,9142.20,668.80,0.00
4785.00,3086.40,2673.60,0.00,47689.00,15750.00,0.00,9215.60,904.40,0.00
4786.00,2643.20,3433.80,0.00,46263.00,18730.00,0.00,9077.40,1097.60,0.00
4787.00,2458.80,3811.20,0.00,43883.00,20235.00,0.00,8936.40,1225.60,0.00
4788.00,2380.40,3978.60,0.00,42430.00,20745.00,0.00,8813.40,1275.60,0.00
4789.00,1982.20,3991.80,0.00,42060.00,20400.00,0.00,8659.20,1346.80,0.00
4790.00,2202.20,3913.80,0.00,42421.00,19055.00,0.00,8677.80,1243.20,0.00
4791.00,2508.20,3721.80,0.00,42864.00,17050.00,0.00,8640.40,1091.60,0.00
4792.00,2852.60,3308.40,0.00,45481.00,14230.00,0.00,8748.20,876.80,0.00
4793.00,3353.40,2718.60,0.00,48885.00,9985.00,0.00,8811.60,632.40,0.00
4794.00,4178.00,1686.00,0.00,51860.00,5765.00,0.00,8805.40,411.60,0.00
4795.00,5350.60,407.40,0.00,53034.00,2305.00,0.00,8808.40,221.60,0.00
4796.00,5638.20,34.80,0.00,54293.00,30.00,0.00,8770.40,87.60,0.00
4797.00,5640.00,0.00,0.00,52787.00,0.00,0.00,8864.20,6.80,0.00
4798.00,5920.00,0.00,0.00,48581.00,0.00,0.00,8582.00,0.00,0.00
4799.00,5631.00,0.00,0.00,45257.00,0.00,0.00,8099.00,0.00,0.00
4800.00,5127.00,0.00,0.00,43201.00,0.00,0.00,7779.00,0.00,0.00
4801.00,4677.00,0.00,0.00,41961.00,0.00,0.00,7644.20,0.80,0.00
4802.00,4356.00,0.00,0.00,41852.00,0.00,0.00,7562.20,10.80,0.00
4803.00,4180.00,0.00,0.00,42728.00,0.00,0.00,7316.40,29.60,0.00
4804.00,4137.00,0.00,0.00,44742.00,0.00,0.00,7358.00,76.00,0.00
4805.00,4130.00,0.00,0.00,49922.00,1125.00,0.00,7852.80,193.20,0.00
4806.00,4171.00,24.00,0.00,53940.00,3280.00,0.00,8453.40,345.60,0.00
4807.00,3878.40,360.60,0.00,52895.00,7575.00,0.00,8823.40,633.60,0.00
4808.00,3396.60,1442.40,0.00,49485.00,12115.00,0.00,8937.40,895.60,0.00
4809.00,3127.00,2697.00,0.00,47022.00,16010.00,0.00,8835.20,1140.80,0.00
4810.00,2656.20,3451.80,0.00,45325.00,18880.00,0.00,8634.80,1381.20,0.00
4811.00,2436.80,3823.20,0.00,43313.00,20460.00,0.00,8429.00,1520.00,0.00
4812.00,2369.60,3989.40,0.00,40978.00,21305.00,0.00,8205.00,1588.00,0.00
4813.00,1921.00,4032.00,0.00,42354.00,18640.00,0.00,8087.20,1546.80,0.00
4814.00,2119.20,3952.80,0.00,42597.00,17425.00,0.00,8029.20,1474.80,0.00
4815.00,2391.60,3755.40,0.00,44101.00,15435.00,0.00,8004.40,1343.60,0.00
4816.00,2614.60,3461.40,0.00,47031.00,12380.00,0.00,8220.00,1132.00,0.00
4817.00,3101.40,2859.60,0.00,49795.00,8760.00,0.00,8353.60,846.40,0.00
4818.00,4008.20,1777.80,0.00,51931.00,5105.00,0.00,8406.20,550.80,0.00
4819.00,5225.40,468.60,0.00,52472.00,1635.00,0.00,8387.60,294.40,0.00
4820.00,5612.20,40.80,0.00,52811.00,0.00,0.00,8448.60,118.40,0.00
4821.00,5660.00,0.00,0.00,51529.00,0.00,0.00,8677.00,8.00,0.00
4822.00,5891.00,0.00,0.00,47796.00,0.00,0.00,8463.00,0.00,0.00
4823.00,5577.00,0.00,0.00,44750.00,0.00,0.00,8014.00,0.00,0.00
4824.00,5023.00,0.00,0.00,42308.00,0.00,0.00,7735.00,0.00,0.00
4825.00,4618.00,0.00,0.00,40941.00,0.00,0.00,7591.00,2.00,0.00
4826.00,4356.00,0.00,0.00,40268.00,0.00,0.00,7475.40,13.60,0.00
4827.00,4156.00,0.00,0.00,40210.00,0.00,0.00,7221.60,32.40,0.00
4828.00,4056.00,0.00,0.00,40089.00,0.00,0.00,7060.60,110.40,0.00
4829.00,4041.00,0.00,0.00,41061.00,910.00,0.00,7053.00,260.00,0.00
4830.00,4010.60,23.40,0.00,42603.00,2820.00,0.00,7202.60,442.40,0.00
4831.00,3479.40,360.60,0.00,42734.00,6175.00,0.00,7335.60,758.40,0.00
4832.00,2653.60,1475.40,0.00,40919.00,10310.00,0.00,7436.00,1072.00,0.00
4833.00,1871.60,2753.40,0.00,38847.00,13985.00,0.00,7475.00,1324.00,0.00
4834.00,1469.60,3503.40,0.00,37049.00,16835.00,0.00,7342.00,1516.00,0.00
4835.00,1242.00,3846.00,0.00,34446.00,18000.00,0.00,7228.80,1641.20,0.00
4836.00,1168.40,4008.60,0.00,32749.00,17470.00,0.00,7084.60,1692.40,0.00
4837.00,1058.60,4055.40,0.00,32451.00,16475.00,0.00,7065.80,1633.20,0.00
4838.00,903.00,4029.00,0.00,33149.00,14885.00,0.00,7085.40,1557.60,0.00
4839.00,1005.80,3895.20,0.00,35540.00,12170.00,0.00,7245.20,1406.80,0.00
4840.00,1207.40,3615.60,0.00,39363.00,8900.00,0.00,7569.40,1157.60,0.00
4841.00,1675.60,3074.40,0.00,42583.00,5825.00,0.00,7847.20,862.80,0.00
4842.00,2779.20,1954.80,0.00,44937.00,3010.00,0.00,8037.40,547.60,0.00
4843.00,4281.60,500.40,0.00,44557.00,1240.00,0.00,8139.40,293.60,0.00
4844.00,4798.20,40.80,0.00,45389.00,15.00,0.00,8203.80,123.20,0.00
4845.00,4989.00,0.00,0.00,44785.00,0.00,0.00,8409.40,15.60,0.00
4846.00,5305.00,0.00,0.00,41565.00,0.00,0.00,8265.00,0.00,0.00
4847.00,5002.00,0.00,0.00,38865.00,0.00,0.00,7845.00,0.00,0.00
4848.00,4651.00,0.00,0.00,37017.00,0.00,0.00,7611.00,0.00,0.00
4849.00,4252.00,0.00,0.00,35867.00,0.00,0.00,7479.00,2.00,0.00
4850.00,3968.00,0.00,0.00,35201.00,0.00,0.00,7365.20,12.80,0.00
4851.00,3783.00,0.00,0.00,34912.00,0.00,0.00,7163.40,37.60,0.00
4852.00,3720.00,0.00,0.00,34539.00,0.00,0.00,6908.60,116.40,0.00
4853.00,3665.00,0.00,0.00,34580.00,285.00,0.00,6858.00,204.00,0.00
4854.00,3642.20,22.80,0.00,35680.00,1420.00,0.00,6916.40,361.60,0.00
4855.00,3042.80,361.20,0.00,36294.00,3755.00,0.00,7008.40,625.60,0.00
4856.00,2064.60,1472.40,0.00,35355.00,7175.00,0.00,7227.00,872.00,0.00
4857.00,1072.40,2769.60,0.00,33919.00,10645.00,0.00,7355.40,1087.60,0.00
4858.00,720.80,3508.20,0.00,33157.00,13820.00,0.00,7395.00,1250.00,0.00
4859.00,598.00,3843.00,0.00,30514.00,15720.00,0.00,7372.00,1324.00,0.00
4860.00,594.20,3997.80,0.00,27950.00,16510.00,0.00,7327.00,1334.00,0.00
4861.00,496.40,4053.60,0.00,25378.00,17765.00,0.00,7304.20,1330.80,0.00
4862.00,297.60,4037.40,0.00,25132.00,17310.00,0.00,7406.20,1220.80,0.00
4863.00,399.40,3924.60,0.00,26411.00,15890.00,0.00,7611.60,1046.40,0.00
4864.00,519.40,3675.60,0.00,30056.00,13240.00,0.00,7980.60,826.40,0.00
4865.00,966.20,3190.80,0.00,34911.00,9540.00,0.00,8260.20,612.80,0.00
4866.00,2127.00,2121.00,0.00,39001.00,5730.00,0.00,8427.00,390.00,0.00
4867.00,3798.80,574.20,0.00,41905.00,2245.00,0.00,8561.40,223.60,0.00
4868.00,4488.40,45.60,0.00,44667.00,15.00,0.00,8639.60,96.40,0.00
4869.00,4819.00,0.00,0.00,46021.00,0.00,0.00,8678.40,17.60,0.00
4870.00,5118.00,0.00,0.00,42686.00,0.00,0.00,8288.00,0.00,0.00
4871.00,4839.00,0.00,0.00,39864.00,0.00,0.00,7847.00,0.00,0.00
4872.00,4490.00,0.00,0.00,38391.00,0.00,0.00,7657.00,0.00,0.00
4873.00,4112.00,0.00,0.00,37627.00,0.00,0.00,7519.20,4.80,0.00
4874.00,3986.00,0.00,0.00,37749.00,0.00,0.00,7428.20,22.80,0.00
4875.00,3794.00,0.00,0.00,38902.00,0.00,0.00,7340.00,54.00,0.00
4876.00,3805.00,0.00,0.00,41630.00,0.00,0.00,7327.40,101.60,0.00
4877.00,3816.00,0.00,0.00,46718.00,1825.00,0.00,7835.00,204.00,0.00
4878.00,3924.20,22.80,0.00,51347.00,3800.00,0.00,8476.40,367.60,0.00
4879.00,3657.20,364.80,0.00,51563.00,7390.00,0.00,8877.20,620.80,0.00
4880.00,3216.40,1452.60,0.00,49578.00,10740.00,0.00,9213.20,816.80,0.00
4881.00,2901.40,2709.60,0.00,48489.00,13520.00,0.00,9325.00,984.00,0.00
4882.00,2545.40,3450.60,0.00,47808.00,15720.00,0.00,9258.00,1124.00,0.00
4883.00,2346.60,3806.40,0.00,45502.00,17575.00,0.00,9125.20,1264.80,0.00
4884.00,2317.20,3976.80,0.00,44140.00,18180.00,0.00,9012.40,1289.60,0.00
4885.00,1916.80,4036.20,0.00,43177.00,18055.00,0.00,8726.20,1410.80,0.00
4886.00,2032.80,4027.20,0.00,44506.00,15910.00,0.00,8714.80,1249.20,0.00
4887.00,2242.40,3924.60,0.00,47287.00,12230.00,0.00,8801.00,1052.00,0.00
4888.00,2445.80,3679.20,0.00,50481.00,8920.00,0.00,8990.60,842.40,0.00
4889.00,2849.80,3205.20,0.00,54050.00,5345.00,0.00,9099.40,615.60,0.00
4890.00,3695.80,2155.20,0.00,55737.00,2635.00,0.00,9090.80,391.20,0.00
4891.00,5117.00,597.00,0.00,55131.00,825.00,0.00,9046.40,235.60,0.00
4892.00,5631.20,46.80,0.00,54490.00,0.00,0.00,9060.60,94.40,0.00
4893.00,5597.00,0.00,0.00,51826.00,0.00,0.00,9017.20,14.80,0.00
4894.00,5977.00,0.00,0.00,47235.00,0.00,0.00,8561.00,0.00,0.00
4895.00,5614.00,0.00,0.00,43796.00,0.00,0.00,7996.00,0.00,0.00
4896.00,4989.00,0.00,0.00,41888.00,0.00,0.00,7706.00,0.00,0.00
4897.00,4585.00,0.00,0.00,41323.00,0.00,0.00,7554.20,4.80,0.00
4898.00,4352.00,0.00,0.00,41422.00,0.00,0.00,7439.40,23.60,0.00
4899.00,4133.00,0.00,0.00,42459.00,0.00,0.00,7262.00,56.00,0.00
4900.00,4040.00,0.00,0.00,45074.00,0.00,0.00,7232.60,108.40,0.00
4901.00,4066.00,0.00,0.00,50813.00,785.00,0.00,7739.00,212.00,0.00
4902.00,4118.40,21.60,0.00,55360.00,2210.00,0.00,8362.80,391.20,0.00
4903.00,3803.40,348.60,0.00,54570.00,6190.00,0.00,8744.60,648.40,0.00
4904.00,3394.40,1413.60,0.00,53121.00,9385.00,0.00,8905.40,835.60,0.00
4905.00,3070.00,2700.00,0.00,52385.00,11695.00,0.00,8942.00,990.00,0.00
4906.00,2627.80,3463.20,0.00,52510.00,13300.00,0.00,8918.20,1072.80,0.00
4907.00,2384.40,3810.60,0.00,50797.00,13835.00,0.00,8765.40,1153.60,0.00
4908.00,2338.00,3981.00,0.00,49540.00,13845.00,0.00,8588.20,1262.80,0.00
4909.00,1948.80,4045.20,0.00,48524.00,13830.00,0.00,8527.40,1275.60,0.00
4910.00,2141.80,4033.20,0.00,48394.00,13170.00,0.00,8580.00,1186.00,0.00
4911.00,2316.00,3918.00,0.00,49358.00,11025.00,0.00,8621.80,1043.20,0.00
4912.00,2518.40,3660.60,0.00,52064.00,8305.00,0.00,8871.80,849.20,0.00
4913.00,2955.00,3168.00,0.00,54012.00,6040.00,0.00,8945.60,632.40,0.00
4914.00,3870.60,2069.40,0.00,55637.00,3465.00,0.00,8988.00,390.00,0.00
4915.00,5287.20,544.80,0.00,55570.00,1140.00,0.00,8905.20,214.80,0.00
4916.00,5727.40,42.60,0.00,55600.00,0.00,0.00,8947.20,84.80,0.00
4917.00,5719.00,0.00,0.00,53679.00,0.00,0.00,8913.00,12.00,0.00
4918.00,6050.00,0.00,0.00,49065.00,0.00,0.00,8414.00,0.00,0.00
4919.00,5682.00,0.00,0.00,45953.00,0.00,0.00,7916.00,0.00,0.00
4920.00,5111.00,0.00,0.00,44143.00,0.00,0.00,7674.00,0.00,0.00
4921.00,4640.00,0.00,0.00,43397.00,0.00,0.00,7467.20,0.80,0.00
4922.00,4320.00,0.00,0.00,43359.00,0.00,0.00,7354.40,13.60,0.00
4923.00,4219.00,0.00,0.00,43799.00,0.00,0.00,7222.60,44.40,0.00
4924.00,4116.00,0.00,0.00,46106.00,0.00,0.00,7241.40,91.60,0.00
4925.00,4134.00,0.00,0.00,50753.00,1290.00,0.00,7704.00,196.00,0.00
4926.00,4182.80,19.20,0.00,54763.00,3030.00,0.00,8405.60,366.40,0.00
4927.00,3919.00,324.00,0.00,53699.00,7030.00,0.00,8796.80,587.20,0.00
4928.00,3517.40,1368.60,0.00,50081.00,11295.00,0.00,8918.20,862.80,0.00
4929.00,3184.20,2608.80,0.00,47630.00,15130.00,0.00,8816.00,1202.00,0.00
4930.00,2762.60,3380.40,0.00,46508.00,17840.00,0.00,8616.20,1476.80,0.00
4931.00,2526.20,3754.80,0.00,44216.00,19145.00,0.00,8425.40,1611.60,0.00
4932.00,2479.80,3937.20,0.00,41603.00,20665.00,0.00,8275.20,1668.80,0.00
4933.00,2067.80,3994.20,0.00,39640.00,21425.00,0.00,8127.40,1685.60,0.00
4934.00,2326.20,3961.80,0.00,39594.00,20270.00,0.00,8181.40,1539.60,0.00
4935.00,2478.60,3809.40,0.00,40182.00,18490.00,0.00,8212.20,1336.80,0.00
4936.00,2722.40,3516.60,0.00,42930.00,15480.00,0.00,8391.80,1101.20,0.00
4937.00,3223.60,2963.40,0.00,46247.00,11325.00,0.00,8532.00,792.00,0.00
4938.00,4136.00,1857.00,0.00,49742.00,6575.00,0.00,8652.40,485.60,0.00
4939.00,5371.20,490.80,0.00,51543.00,2260.00,0.00,8646.80,251.20,0.00
4940.00,5711.60,38.40,0.00,53245.00,5.00,0.00,8677.40,93.60,0.00
4941.00,5749.00,0.00,0.00,52078.00,0.00,0.00,8860.00,6.00,0.00
4942.00,6065.00,0.00,0.00,47314.00,0.00,0.00,8429.00,0.00,0.00
4943.00,5722.00,0.00,0.00,43968.00,0.00,0.00,7934.00,0.00,0.00
4944.00,5078.00,0.00,0.00,42005.00,0.00,0.00,7658.00,0.00,0.00
4945.00,4709.00,0.00,0.00,41044.00,0.00,0.00,7506.20,0.80,0.00
4946.00,4412.00,0.00,0.00,40983.00,0.00,0.00,7407.40,15.60,0.00
4947.00,4243.00,0.00,0.00,41626.00,0.00,0.00,7282.40,37.60,0.00
4948.00,4153.00,0.00,0.00,44125.00,0.00,0.00,7262.60,100.40,0.00
4949.00,4170.00,0.00,0.00,48391.00,1815.00,0.00,7714.80,189.20,0.00
4950.00,4202.20,16.80,0.00,52496.00,3580.00,0.00,8382.20,344.80,0.00
4951.00,3947.20,283.80,0.00,51727.00,7525.00,0.00,8749.20,610.80,0.00
4952.00,3661.00,1275.00,0.00,48419.00,12030.00,0.00,8934.00,858.00,0.00
4953.00,3304.60,2528.40,0.00,45418.00,16180.00,0.00,8940.40,1083.60,0.00
4954.00,2832.80,3337.20,0.00,43897.00,19200.00,0.00,8797.40,1273.60,0.00
4955.00,2638.40,3720.60,0.00,41665.00,20550.00,0.00,8736.60,1358.40,0.00
4956.00,2573.20,3913.80,0.00,39907.00,21640.00,0.00,8556.80,1433.20,0.00
4957.00,2166.00,3969.00,0.00,38824.00,21855.00,0.00,8136.00,1670.00,0.00
4958.00,2389.80,3943.20,0.00,38805.00,20770.00,0.00,8326.60,1506.40,0.00
4959.00,2597.20,3802.80,0.00,40130.00,18435.00,0.00,8380.20,1286.80,0.00
4960.00,2837.40,3519.60,0.00,43631.00,14825.00,0.00,8606.60,1026.40,0.00
4961.00,3364.00,2928.00,0.00,47636.00,10355.00,0.00,8808.60,710.40,0.00
4962.00,4297.60,1793.40,0.00,51242.00,5710.00,0.00,8860.80,439.20,0.00
4963.00,5514.60,446.40,0.00,52766.00,1905.00,0.00,8890.00,264.00,0.00
4964.00,5767.00,33.00,0.00,54326.00,0.00,0.00,9005.40,87.60,0.00
4965.00,5805.00,0.00,0.00,52213.00,0.00,0.00,9011.20,4.80,0.00
4966.00,6074.00,0.00,0.00,47984.00,0.00,0.00,8466.00,0.00,0.00
4967.00,5735.00,0.00,0.00,44685.00,0.00,0.00,7942.00,0.00,0.00
4968.00,5168.00,0.00,0.00,42798.00,0.00,0.00,7642.00,0.00,0.00
4969.00,4726.00,0.00,0.00,41620.00,0.00,0.00,7512.20,0.80,0.00
