", South, South, South "
"Timestep, Gas, PV, PHS "
2496.00,4683.00,0.00,0.00
2497.00,4226.00,0.00,0.00
2498.00,3893.00,0.00,0.00
2499.00,3688.00,0.00,0.00
2500.00,3596.00,0.00,0.00
2501.00,3570.00,0.00,0.00
2502.00,3588.00,3.00,0.00
2503.00,3167.40,252.60,0.00
2504.00,2072.00,1320.00,0.00
2505.00,935.00,2793.00,0.00
2506.00,527.00,3603.00,0.00
2507.00,448.20,3943.80,0.00
2508.00,468.00,4095.00,0.00
2509.00,358.00,4179.00,0.00
2510.00,111.80,4180.20,0.00
2511.00,146.80,4054.20,0.00
2512.00,226.20,3772.80,0.00
2513.00,801.40,3156.60,0.00
2514.00,2315.00,1677.00,0.00
2515.00,3843.60,314.40,0.00
2516.00,4401.20,4.80,0.00
2517.00,5243.00,0.00,0.00
2518.00,5139.00,0.00,0.00
2519.00,4863.00,0.00,0.00
2520.00,4417.00,0.00,0.00
2521.00,4007.00,0.00,0.00
2522.00,3789.00,0.00,0.00
2523.00,3690.00,0.00,0.00
2524.00,3639.00,0.00,0.00
2525.00,3676.00,0.00,0.00
2526.00,3822.40,3.60,0.00
2527.00,3782.40,273.60,0.00
2528.00,3390.60,1331.40,0.00
2529.00,2890.80,2773.20,0.00
2530.00,2398.80,3574.20,0.00
2531.00,2182.40,3942.60,0.00
2532.00,2042.40,4104.60,0.00
2533.00,1597.00,4164.00,0.00
2534.00,1737.40,4176.60,0.00
2535.00,1888.80,4078.20,0.00
2536.00,2125.60,3788.40,0.00
2537.00,2742.00,3111.00,0.00
2538.00,4057.20,1600.80,0.00
2539.00,5263.60,299.40,0.00
2540.00,5670.20,4.80,0.00
2541.00,6169.00,0.00,0.00
2542.00,5962.00,0.00,0.00
2543.00,5523.00,0.00,0.00
2544.00,4810.00,0.00,0.00
2545.00,4436.00,0.00,0.00
2546.00,4168.00,0.00,0.00
2547.00,4064.00,0.00,0.00
2548.00,4002.00,0.00,0.00
2549.00,4005.00,0.00,0.00
2550.00,4035.40,3.60,0.00
2551.00,3991.40,216.60,0.00
2552.00,3790.80,1105.20,0.00
2553.00,3402.20,2374.80,0.00
2554.00,2948.20,3097.80,0.00
2555.00,2726.20,3430.80,0.00
2556.00,2635.40,3579.60,0.00
2557.00,2133.80,3652.20,0.00
2558.00,2342.00,3606.00,0.00
2559.00,2704.00,3384.00,0.00
2560.00,2957.00,3036.00,0.00
2561.00,3634.60,2345.40,0.00
2562.00,4533.00,1170.00,0.00
2563.00,5434.80,223.20,0.00
2564.00,5803.80,4.20,0.00
2565.00,6211.00,0.00,0.00
2566.00,5946.00,0.00,0.00
2567.00,5500.00,0.00,0.00
2568.00,4857.00,0.00,0.00
2569.00,4440.00,0.00,0.00
2570.00,4137.00,0.00,0.00
2571.00,4041.00,0.00,0.00
2572.00,3936.00,0.00,0.00
2573.00,3958.00,0.00,0.00
2574.00,4068.60,2.40,0.00
2575.00,4026.60,164.40,0.00
2576.00,3891.80,916.20,0.00
2577.00,3635.60,2117.40,0.00
2578.00,3176.40,2868.60,0.00
2579.00,2901.40,3198.60,0.00
2580.00,2794.60,3362.40,0.00
2581.00,2245.00,3420.00,0.00
2582.00,2508.60,3434.40,0.00
2583.00,2725.20,3355.80,0.00
2584.00,2872.00,3159.00,0.00
2585.00,3396.40,2580.60,0.00
2586.00,4418.80,1294.20,0.00
2587.00,5451.60,248.40,0.00
2588.00,5695.20,4.80,0.00
2589.00,6186.00,0.00,0.00
2590.00,6006.00,0.00,0.00
2591.00,5569.00,0.00,0.00
2592.00,4926.00,0.00,0.00
2593.00,4377.00,0.00,0.00
2594.00,4147.00,0.00,0.00
2595.00,4031.00,0.00,0.00
2596.00,3998.00,0.00,0.00
2597.00,3958.00,0.00,0.00
2598.00,4038.20,4.80,0.00
2599.00,3972.00,261.00,0.00
2600.00,3626.60,1274.40,0.00
2601.00,3048.80,2716.20,0.00
2602.00,2471.40,3528.60,0.00
2603.00,2230.40,3876.60,0.00
2604.00,2129.60,4013.40,0.00
2605.00,1718.00,4053.00,0.00
2606.00,1846.00,4032.00,0.00
2607.00,2105.60,3881.40,0.00
2608.00,2381.40,3561.60,0.00
2609.00,3013.20,2851.80,0.00
2610.00,4238.40,1419.60,0.00
2611.00,5294.00,270.00,0.00
2612.00,5667.60,5.40,0.00
2613.00,6085.00,0.00,0.00
2614.00,5867.00,0.00,0.00
2615.00,5495.00,0.00,0.00
2616.00,4865.00,0.00,0.00
2617.00,4402.00,0.00,0.00
2618.00,4093.00,0.00,0.00
2619.00,3947.00,0.00,0.00
2620.00,3915.00,0.00,0.00
2621.00,3935.00,0.00,0.00
2622.00,4036.00,6.00,0.00
2623.00,3949.40,303.60,0.00
2624.00,3526.00,1362.00,0.00
2625.00,3029.40,2721.60,0.00
2626.00,2657.00,3435.00,0.00
2627.00,2481.80,3700.20,0.00
2628.00,2454.00,3804.00,0.00
2629.00,2014.00,3801.00,0.00
2630.00,2246.20,3685.80,0.00
2631.00,2639.00,3396.00,0.00
2632.00,2942.60,2984.40,0.00
2633.00,3495.20,2314.80,0.00
2634.00,4443.80,1210.20,0.00
2635.00,5365.80,247.20,0.00
2636.00,5722.00,6.00,0.00
2637.00,6106.00,0.00,0.00
2638.00,5759.00,0.00,0.00
2639.00,5346.00,0.00,0.00
2640.00,4810.00,0.00,0.00
2641.00,4407.00,0.00,0.00
2642.00,4127.00,0.00,0.00
2643.00,3933.00,0.00,0.00
2644.00,3876.00,0.00,0.00
2645.00,3807.00,0.00,0.00
2646.00,3804.80,4.20,0.00
2647.00,3499.00,189.00,0.00
2648.00,2877.20,997.80,0.00
2649.00,2139.40,2259.60,0.00
2650.00,1951.40,2901.60,0.00
2651.00,1789.20,3193.80,0.00
2652.00,1748.60,3314.40,0.00
2653.00,1637.20,3316.80,0.00
2654.00,1570.80,3244.20,0.00
2655.00,1738.00,3090.00,0.00
2656.00,1868.60,2822.40,0.00
2657.00,2406.60,2213.40,0.00
2658.00,3439.20,1147.80,0.00
2659.00,4410.60,233.40,0.00
2660.00,4750.60,5.40,0.00
2661.00,5413.00,0.00,0.00
2662.00,5202.00,0.00,0.00
2663.00,4866.00,0.00,0.00
2664.00,4482.00,0.00,0.00
2665.00,4002.00,0.00,0.00
2666.00,3781.00,0.00,0.00
2667.00,3606.00,0.00,0.00
2668.00,3535.00,0.00,0.00
2669.00,3509.00,0.00,0.00
2670.00,3500.20,4.80,0.00
2671.00,3041.60,224.40,0.00
2672.00,2243.00,1101.00,0.00
2673.00,1404.60,2327.40,0.00
2674.00,1052.40,3003.60,0.00
2675.00,983.20,3325.80,0.00
2676.00,1081.60,3476.40,0.00
2677.00,1068.80,3466.20,0.00
2678.00,905.40,3396.60,0.00
2679.00,916.00,3276.00,0.00
2680.00,977.80,3052.20,0.00
2681.00,1443.40,2529.60,0.00
2682.00,2681.80,1306.20,0.00
2683.00,3897.80,265.20,0.00
2684.00,4417.60,5.40,0.00
2685.00,5095.00,0.00,0.00
2686.00,5011.00,0.00,0.00
2687.00,4707.00,0.00,0.00
2688.00,4298.00,0.00,0.00
2689.00,3937.00,0.00,0.00
2690.00,3714.00,0.00,0.00
2691.00,3611.00,0.00,0.00
2692.00,3542.00,0.00,0.00
2693.00,3543.00,0.00,0.00
2694.00,3663.00,6.00,0.00
2695.00,3598.00,264.00,0.00
2696.00,3324.80,1216.20,0.00
2697.00,3172.80,2395.20,0.00
2698.00,2815.80,3109.20,0.00
2699.00,2483.60,3584.40,0.00
2700.00,2354.80,3793.20,0.00
2701.00,1877.00,3858.00,0.00
2702.00,2056.00,3801.00,0.00
2703.00,2338.20,3664.80,0.00
2704.00,2597.00,3375.00,0.00
2705.00,3129.00,2772.00,0.00
2706.00,4266.20,1444.80,0.00
2707.00,5298.40,288.60,0.00
2708.00,5635.00,6.00,0.00
2709.00,6080.00,0.00,0.00
2710.00,5833.00,0.00,0.00
2711.00,5361.00,0.00,0.00
2712.00,4746.00,0.00,0.00
2713.00,4359.00,0.00,0.00
2714.00,4147.00,0.00,0.00
2715.00,4010.00,0.00,0.00
2716.00,3982.00,0.00,0.00
2717.00,3983.00,0.00,0.00
2718.00,4036.80,7.20,0.00
2719.00,3819.00,303.00,0.00
2720.00,3467.80,1393.20,0.00
2721.00,3019.60,2747.40,0.00
2722.00,2438.00,3579.00,0.00
2723.00,2193.40,3981.60,0.00
2724.00,2076.40,4158.60,0.00
2725.00,1624.80,4207.20,0.00
2726.00,1758.40,4176.60,0.00
2727.00,2067.40,4041.60,0.00
2728.00,2289.80,3718.20,0.00
2729.00,2896.00,3003.00,0.00
2730.00,4200.20,1558.80,0.00
2731.00,5308.80,307.20,0.00
2732.00,5700.40,6.60,0.00
2733.00,6021.00,0.00,0.00
2734.00,5758.00,0.00,0.00
2735.00,5301.00,0.00,0.00
2736.00,4722.00,0.00,0.00
2737.00,4360.00,0.00,0.00
2738.00,4053.00,0.00,0.00
2739.00,3944.00,0.00,0.00
2740.00,3861.00,0.00,0.00
2741.00,3809.00,0.00,0.00
2742.00,3761.60,8.40,0.00
2743.00,3337.20,289.80,0.00
2744.00,2323.40,1296.60,0.00
2745.00,1422.20,2581.80,0.00
2746.00,1123.20,3274.80,0.00
2747.00,970.60,3698.40,0.00
2748.00,882.60,3950.40,0.00
2749.00,697.20,4063.80,0.00
2750.00,520.40,4014.60,0.00
2751.00,643.20,3862.80,0.00
2752.00,792.20,3574.80,0.00
2753.00,1418.60,2897.40,0.00
2754.00,2789.20,1522.80,0.00
2755.00,4084.00,303.00,0.00
2756.00,4636.80,7.20,0.00
2757.00,5261.00,0.00,0.00
2758.00,5086.00,0.00,0.00
2759.00,4747.00,0.00,0.00
2760.00,4247.00,0.00,0.00
2761.00,3973.00,0.00,0.00
2762.00,3688.00,0.00,0.00
2763.00,3649.00,0.00,0.00
2764.00,3625.00,0.00,0.00
2765.00,3649.00,0.00,0.00
2766.00,3777.60,11.40,0.00
2767.00,3565.20,322.80,0.00
2768.00,3334.40,1332.60,0.00
2769.00,3083.40,2508.60,0.00
2770.00,2756.00,3150.00,0.00
2771.00,2536.20,3466.80,0.00
2772.00,2410.40,3597.60,0.00
2773.00,2017.20,3607.80,0.00
2774.00,2272.60,3497.40,0.00
2775.00,2472.60,3380.40,0.00
2776.00,2681.60,3092.40,0.00
2777.00,3242.60,2468.40,0.00
2778.00,4175.00,1311.00,0.00
2779.00,5241.80,274.20,0.00
2780.00,5570.40,6.60,0.00
2781.00,6053.00,0.00,0.00
2782.00,5819.00,0.00,0.00
2783.00,5350.00,0.00,0.00
2784.00,4745.00,0.00,0.00
2785.00,4374.00,0.00,0.00
2786.00,4123.00,0.00,0.00
2787.00,3986.00,0.00,0.00
2788.00,3871.00,0.00,0.00
2789.00,3882.00,0.00,0.00
2790.00,4010.60,11.40,0.00
2791.00,3798.40,324.60,0.00
2792.00,3447.00,1356.00,0.00
2793.00,2991.40,2649.60,0.00
2794.00,2646.00,3354.00,0.00
2795.00,2359.80,3700.20,0.00
2796.00,2207.60,3884.40,0.00
2797.00,1689.80,3970.20,0.00
2798.00,1907.20,3934.80,0.00
2799.00,2167.40,3810.60,0.00
2800.00,2351.00,3510.00,0.00
2801.00,2999.80,2782.20,0.00
2802.00,4180.40,1401.60,0.00
2803.00,5208.20,277.80,0.00
2804.00,5556.80,7.20,0.00
2805.00,5995.00,0.00,0.00
2806.00,5771.00,0.00,0.00
2807.00,5333.00,0.00,0.00
2808.00,4754.00,0.00,0.00
2809.00,4327.00,0.00,0.00
2810.00,4010.00,0.00,0.00
2811.00,3900.00,0.00,0.00
2812.00,3829.00,0.00,0.00
2813.00,3801.00,0.00,0.00
2814.00,3766.20,7.80,0.00
2815.00,3358.20,247.80,0.00
2816.00,2747.20,1129.80,0.00
2817.00,2023.00,2394.00,0.00
2818.00,1641.80,3181.20,0.00
2819.00,1346.00,3609.00,0.00
2820.00,1203.80,3862.20,0.00
2821.00,960.60,3965.40,0.00
2822.00,837.20,3937.80,0.00
2823.00,860.00,3864.00,0.00
2824.00,912.20,3637.80,0.00
2825.00,1430.00,3069.00,0.00
2826.00,2756.80,1729.20,0.00
2827.00,4165.60,365.40,0.00
2828.00,4733.60,8.40,0.00
2829.00,5413.00,0.00,0.00
2830.00,5267.00,0.00,0.00
2831.00,4940.00,0.00,0.00
2832.00,4535.00,0.00,0.00
2833.00,4071.00,0.00,0.00
2834.00,3799.00,0.00,0.00
2835.00,3601.00,0.00,0.00
2836.00,3547.00,0.00,0.00
2837.00,3521.00,0.00,0.00
2838.00,3495.80,19.20,0.00
2839.00,2837.40,462.60,0.00
2840.00,1682.40,1713.60,0.00
2841.00,661.80,3046.20,0.00
2842.00,395.20,3745.80,0.00
2843.00,323.20,4057.80,0.00
2844.00,336.40,4197.60,0.00
2845.00,265.20,4246.80,0.00
2846.00,0.00,4232.40,3.60
2847.00,70.20,4111.80,0.00
2848.00,0.00,3829.20,222.80
2849.00,742.80,3217.20,0.00
2850.00,2148.20,1810.80,0.00
2851.00,3807.40,378.60,0.00
2852.00,4372.00,9.00,0.00
2853.00,5045.00,0.00,0.00
2854.00,4933.00,0.00,0.00
2855.00,4784.00,0.00,0.00
2856.00,4277.00,0.00,0.00
2857.00,3909.00,0.00,0.00
2858.00,3658.00,0.00,0.00
2859.00,3543.00,0.00,0.00
2860.00,3539.00,0.00,0.00
2861.00,3553.00,0.00,0.00
2862.00,3595.40,21.60,0.00
2863.00,3202.80,469.20,0.00
2864.00,2688.60,1670.40,0.00
2865.00,2194.60,2987.40,0.00
2866.00,1843.00,3696.00,0.00
2867.00,1665.20,4012.80,0.00
2868.00,1578.60,4136.40,0.00
2869.00,1190.40,4173.60,0.00
2870.00,1294.20,4147.80,0.00
2871.00,1456.60,4031.40,0.00
2872.00,1626.60,3767.40,0.00
2873.00,2110.40,3180.60,0.00
2874.00,3438.80,1753.20,0.00
2875.00,4766.60,368.40,0.00
2876.00,5273.40,9.60,0.00
2877.00,5723.00,0.00,0.00
2878.00,5546.00,0.00,0.00
2879.00,5107.00,0.00,0.00
2880.00,4516.00,0.00,0.00
2881.00,4115.00,0.00,0.00
2882.00,3813.00,0.00,0.00
2883.00,3617.00,0.00,0.00
2884.00,3513.00,0.00,0.00
2885.00,3495.00,0.00,0.00
2886.00,3476.80,16.20,0.00
2887.00,2869.40,366.60,0.00
2888.00,1903.80,1471.20,0.00
2889.00,947.20,2779.80,0.00
2890.00,659.00,3420.00,0.00
2891.00,585.80,3757.20,0.00
2892.00,594.40,3927.60,0.00
2893.00,522.80,3961.20,0.00
2894.00,326.60,3959.40,0.00
2895.00,365.00,3870.00,0.00
2896.00,563.80,3622.20,0.00
2897.00,1141.40,3063.60,0.00
2898.00,2569.60,1733.40,0.00
2899.00,4194.60,371.40,0.00
2900.00,4901.40,9.60,0.00
2901.00,5330.00,0.00,0.00
2902.00,5168.00,0.00,0.00
2903.00,4809.00,0.00,0.00
2904.00,4337.00,0.00,0.00
2905.00,4026.00,0.00,0.00
2906.00,3718.00,0.00,0.00
2907.00,3647.00,0.00,0.00
2908.00,3606.00,0.00,0.00
2909.00,3658.00,0.00,0.00
2910.00,3763.00,24.00,0.00
2911.00,3517.60,476.40,0.00
2912.00,3028.20,1726.80,0.00
2913.00,2692.20,2971.80,0.00
2914.00,2379.20,3616.80,0.00
2915.00,2222.20,3925.80,0.00
2916.00,2195.60,4058.40,0.00
2917.00,1706.60,4115.40,0.00
2918.00,1941.00,4116.00,0.00
2919.00,2152.00,4005.00,0.00
2920.00,2326.20,3736.80,0.00
2921.00,2816.40,3147.60,0.00
2922.00,4033.80,1750.20,0.00
2923.00,5291.40,372.60,0.00
2924.00,5737.80,10.20,0.00
2925.00,6157.00,0.00,0.00
2926.00,6037.00,0.00,0.00
2927.00,5584.00,0.00,0.00
2928.00,4899.00,0.00,0.00
2929.00,4433.00,0.00,0.00
2930.00,4083.00,0.00,0.00
2931.00,4022.00,0.00,0.00
2932.00,4042.00,0.00,0.00
2933.00,3958.00,0.00,0.00
2934.00,4083.80,19.20,0.00
2935.00,3816.00,360.00,0.00
2936.00,3545.00,1347.00,0.00
2937.00,3326.60,2483.40,0.00
2938.00,3033.00,3063.00,0.00
2939.00,2741.60,3419.40,0.00
2940.00,2602.20,3637.80,0.00
2941.00,2059.40,3774.60,0.00
2942.00,2040.20,3835.80,0.00
2943.00,2228.00,3762.00,0.00
2944.00,2378.80,3520.20,0.00
2945.00,2838.40,2967.60,0.00
2946.00,3914.60,1649.40,0.00
2947.00,5167.80,355.20,0.00
2948.00,5589.80,10.20,0.00
2949.00,6053.00,0.00,0.00
2950.00,5987.00,0.00,0.00
2951.00,5477.00,0.00,0.00
2952.00,4848.00,0.00,0.00
2953.00,4437.00,0.00,0.00
2954.00,4123.00,0.00,0.00
2955.00,4022.00,0.00,0.00
2956.00,3940.00,0.00,0.00
2957.00,3965.00,0.00,0.00
2958.00,4061.00,18.00,0.00
2959.00,3807.60,356.40,0.00
2960.00,3448.00,1464.00,0.00
2961.00,3110.80,2722.20,0.00
2962.00,2897.20,3202.80,0.00
2963.00,2680.20,3481.80,0.00
2964.00,2589.60,3644.40,0.00
2965.00,2062.00,3738.00,0.00
2966.00,2280.60,3719.40,0.00
2967.00,2381.40,3663.60,0.00
2968.00,2446.20,3469.80,0.00
2969.00,2853.60,2936.40,0.00
2970.00,3935.00,1674.00,0.00
2971.00,5143.40,357.60,0.00
2972.00,5550.20,10.80,0.00
2973.00,6004.00,0.00,0.00
2974.00,5932.00,0.00,0.00
2975.00,5494.00,0.00,0.00
2976.00,4892.00,0.00,0.00
2977.00,4464.00,0.00,0.00
2978.00,4196.00,0.00,0.00
2979.00,4007.00,0.00,0.00
2980.00,3916.00,0.00,0.00
2981.00,3859.00,0.00,0.00
2982.00,3855.00,21.00,0.00
2983.00,3269.40,363.60,0.00
2984.00,2389.00,1509.00,0.00
2985.00,1685.40,2766.60,0.00
2986.00,1524.80,3340.20,0.00
2987.00,1319.80,3613.20,0.00
2988.00,1291.00,3765.00,0.00
2989.00,1242.80,3751.20,0.00
2990.00,1136.80,3706.20,0.00
2991.00,1207.80,3592.20,0.00
2992.00,1333.20,3316.80,0.00
2993.00,1843.60,2738.40,0.00
2994.00,2929.20,1573.80,0.00
2995.00,4272.20,343.80,0.00
2996.00,4733.60,11.40,0.00
2997.00,5322.00,0.00,0.00
2998.00,5241.00,0.00,0.00
2999.00,4968.00,0.00,0.00
3000.00,4577.00,0.00,0.00
3001.00,4137.00,0.00,0.00
3002.00,3823.00,0.00,0.00
3003.00,3612.00,0.00,0.00
3004.00,3529.00,0.00,0.00
3005.00,3495.00,0.00,0.00
3006.00,3429.40,24.60,0.00
3007.00,2762.20,436.80,0.00
3008.00,1778.00,1602.00,0.00
3009.00,885.80,2899.20,0.00
3010.00,632.40,3501.60,0.00
3011.00,682.00,3726.00,0.00
3012.00,627.40,3834.60,0.00
3013.00,627.20,3832.80,0.00
3014.00,408.80,3814.20,0.00
3015.00,374.60,3728.40,0.00
3016.00,570.40,3480.60,0.00
3017.00,987.60,2981.40,0.00
3018.00,2273.80,1732.20,0.00
3019.00,3730.40,381.60,0.00
3020.00,4295.00,12.00,0.00
3021.00,4916.00,0.00,0.00
3022.00,5041.00,0.00,0.00
3023.00,4720.00,0.00,0.00
3024.00,4364.00,0.00,0.00
3025.00,3960.00,0.00,0.00
3026.00,3757.00,0.00,0.00
3027.00,3610.00,0.00,0.00
3028.00,3582.00,0.00,0.00
3029.00,3578.00,0.00,0.00
3030.00,3720.60,35.40,0.00
3031.00,3263.20,562.80,0.00
3032.00,2681.60,1910.40,0.00
3033.00,2437.20,3157.80,0.00
3034.00,2171.80,3748.20,0.00
3035.00,2033.20,4003.80,0.00
3036.00,2030.20,4117.80,0.00
3037.00,1517.40,4158.60,0.00
3038.00,1704.00,4137.00,0.00
3039.00,1956.40,4020.60,0.00
3040.00,2151.20,3763.80,0.00
3041.00,2644.00,3222.00,0.00
3042.00,3756.80,1891.20,0.00
3043.00,5141.80,421.20,0.00
3044.00,5512.00,12.00,0.00
3045.00,5933.00,0.00,0.00
3046.00,5928.00,0.00,0.00
3047.00,5525.00,0.00,0.00
3048.00,4892.00,0.00,0.00
3049.00,4480.00,0.00,0.00
3050.00,4209.00,0.00,0.00
3051.00,4035.00,0.00,0.00
3052.00,3987.00,0.00,0.00
3053.00,3992.00,0.00,0.00
3054.00,4016.60,38.40,0.00
3055.00,3525.00,573.00,0.00
3056.00,2922.40,1911.60,0.00
3057.00,2585.00,3156.00,0.00
3058.00,2235.00,3747.00,0.00
3059.00,2105.00,4008.00,0.00
3060.00,2101.60,4124.40,0.00
3061.00,1685.00,4164.00,0.00
3062.00,1886.00,4143.00,0.00
3063.00,2145.20,4024.80,0.00
3064.00,2361.40,3771.60,0.00
3065.00,2867.60,3206.40,0.00
3066.00,3997.40,1866.60,0.00
3067.00,5180.40,420.60,0.00
3068.00,5601.00,12.00,0.00
3069.00,5991.00,0.00,0.00
3070.00,5995.00,0.00,0.00
3071.00,5600.00,0.00,0.00
3072.00,4932.00,0.00,0.00
3073.00,4480.00,0.00,0.00
3074.00,4166.00,0.00,0.00
3075.00,4059.00,0.00,0.00
3076.00,3997.00,0.00,0.00
3077.00,4036.00,0.00,0.00
3078.00,4086.80,40.20,0.00
3079.00,3569.60,569.40,0.00
3080.00,2971.40,1887.60,0.00
3081.00,2685.20,3109.80,0.00
3082.00,2404.20,3721.80,0.00
3083.00,2222.80,3991.20,0.00
3084.00,2208.60,4112.40,0.00
3085.00,1802.20,4147.80,0.00
3086.00,1990.80,4126.20,0.00
3087.00,2308.00,4008.00,0.00
3088.00,2482.20,3757.80,0.00
3089.00,2973.20,3199.80,0.00
3090.00,4074.60,1886.40,0.00
3091.00,5341.60,419.40,0.00
3092.00,5709.80,13.20,0.00
3093.00,6071.00,0.00,0.00
3094.00,6062.00,0.00,0.00
3095.00,5650.00,0.00,0.00
3096.00,4910.00,0.00,0.00
3097.00,4533.00,0.00,0.00
3098.00,4252.00,0.00,0.00
3099.00,4062.00,0.00,0.00
3100.00,4002.00,0.00,0.00
3101.00,3982.00,0.00,0.00
3102.00,4042.20,40.80,0.00
3103.00,3585.00,561.00,0.00
3104.00,3009.40,1899.60,0.00
3105.00,2680.00,3129.00,0.00
3106.00,2301.60,3725.40,0.00
3107.00,2256.20,3964.80,0.00
3108.00,2141.80,4087.20,0.00
3109.00,1791.80,4072.20,0.00
3110.00,1999.60,4007.40,0.00
3111.00,2293.00,3807.00,0.00
3112.00,2534.60,3494.40,0.00
3113.00,3024.80,2938.20,0.00
3114.00,4032.00,1704.00,0.00
3115.00,5199.40,390.60,0.00
3116.00,5566.60,14.40,0.00
3117.00,5968.00,0.00,0.00
3118.00,5962.00,0.00,0.00
3119.00,5545.00,0.00,0.00
3120.00,4876.00,0.00,0.00
3121.00,4464.00,0.00,0.00
3122.00,4193.00,0.00,0.00
3123.00,4059.00,0.00,0.00
3124.00,3960.00,0.00,0.00
3125.00,3961.00,0.00,0.00
3126.00,4071.00,45.00,0.00
3127.00,3579.00,591.00,0.00
3128.00,2932.00,1935.00,0.00
3129.00,2590.80,3160.20,0.00
3130.00,2312.80,3739.20,0.00
3131.00,2118.60,3998.40,0.00
3132.00,2046.00,4116.00,0.00
3133.00,1551.60,4157.40,0.00
3134.00,1735.80,4135.20,0.00
3135.00,1991.00,4026.00,0.00
3136.00,2155.80,3766.20,0.00
3137.00,2625.20,3238.80,0.00
3138.00,3696.80,1981.20,0.00
3139.00,5094.80,472.20,0.00
3140.00,5541.80,16.20,0.00
3141.00,5844.00,0.00,0.00
3142.00,5858.00,0.00,0.00
3143.00,5465.00,0.00,0.00
3144.00,4870.00,0.00,0.00
3145.00,4488.00,0.00,0.00
3146.00,4137.00,0.00,0.00
3147.00,3983.00,0.00,0.00
3148.00,3915.00,0.00,0.00
3149.00,3904.00,0.00,0.00
3150.00,3846.20,46.80,0.00
3151.00,3025.00,597.00,0.00
3152.00,2052.40,1944.60,0.00
3153.00,1293.80,3160.20,0.00
3154.00,1147.40,3735.60,0.00
3155.00,1027.80,3994.20,0.00
3156.00,1047.40,4113.60,0.00
3157.00,853.80,4153.20,0.00
3158.00,637.60,4133.40,0.00
3159.00,821.00,4020.00,0.00
3160.00,975.80,3760.20,0.00
3161.00,1426.20,3193.80,0.00
3162.00,2712.20,1921.80,0.00
3163.00,4295.80,451.20,0.00
3164.00,4884.20,16.80,0.00
3165.00,5218.00,0.00,0.00
3166.00,5257.00,0.00,0.00
3167.00,4950.00,0.00,0.00
3168.00,4542.00,0.00,0.00
3169.00,4137.00,0.00,0.00
3170.00,3872.00,0.00,0.00
3171.00,3657.00,0.00,0.00
3172.00,3560.00,0.00,0.00
3173.00,3508.00,0.00,0.00
3174.00,3478.00,48.00,0.00
3175.00,2708.80,592.20,0.00
3176.00,1532.20,1912.80,0.00
3177.00,668.80,3148.20,0.00
3178.00,392.20,3733.80,0.00
3179.00,373.20,3985.80,0.00
3180.00,471.00,4098.00,0.00
3181.00,434.20,4123.80,0.00
3182.00,248.40,4083.60,0.00
3183.00,307.40,3939.60,0.00
3184.00,452.40,3636.60,0.00
3185.00,1014.60,3047.40,0.00
3186.00,2354.60,1760.40,0.00
3187.00,3879.40,408.60,0.00
3188.00,4479.80,16.20,0.00
3189.00,4849.00,0.00,0.00
3190.00,4936.00,0.00,0.00
3191.00,4764.00,0.00,0.00
3192.00,4330.00,0.00,0.00
3193.00,3990.00,0.00,0.00
3194.00,3760.00,0.00,0.00
3195.00,3600.00,0.00,0.00
3196.00,3610.00,0.00,0.00
3197.00,3625.00,0.00,0.00
3198.00,3697.60,44.40,0.00
3199.00,3354.80,538.20,0.00
3200.00,2852.20,1798.80,0.00
3201.00,2568.40,2985.60,0.00
3202.00,2346.60,3584.40,0.00
3203.00,2158.20,3886.80,0.00
3204.00,2044.20,4063.80,0.00
3205.00,1475.20,4135.80,0.00
3206.00,1673.00,4107.00,0.00
3207.00,1952.60,3950.40,0.00
3208.00,2244.20,3616.80,0.00
3209.00,2790.00,2985.00,0.00
3210.00,3956.20,1669.80,0.00
3211.00,5163.00,378.00,0.00
3212.00,5466.80,16.20,0.00
3213.00,5764.00,0.00,0.00
3214.00,5858.00,0.00,0.00
3215.00,5447.00,0.00,0.00
3216.00,4770.00,0.00,0.00
3217.00,4382.00,0.00,0.00
3218.00,4143.00,0.00,0.00
3219.00,3997.00,0.00,0.00
3220.00,3930.00,0.00,0.00
3221.00,3933.00,0.00,0.00
3222.00,3968.80,37.20,0.00
3223.00,3664.40,411.60,0.00
3224.00,3230.20,1516.80,0.00
3225.00,2863.20,2800.80,0.00
3226.00,2580.80,3409.20,0.00
3227.00,2366.60,3698.40,0.00
3228.00,2238.60,3851.40,0.00
3229.00,1797.60,3896.40,0.00
3230.00,2064.40,3816.60,0.00
3231.00,2352.40,3621.60,0.00
3232.00,2730.40,3219.60,0.00
3233.00,3232.60,2597.40,0.00
3234.00,4164.00,1443.00,0.00
3235.00,5098.60,395.40,0.00
3236.00,5466.60,17.40,0.00
3237.00,5759.00,0.00,0.00
3238.00,5911.00,0.00,0.00
3239.00,5478.00,0.00,0.00
3240.00,4830.00,0.00,0.00
3241.00,4450.00,0.00,0.00
3242.00,4150.00,0.00,0.00
3243.00,4030.00,0.00,0.00
3244.00,3982.00,0.00,0.00
3245.00,4002.00,0.00,0.00
3246.00,4046.80,46.20,0.00
3247.00,3526.80,556.20,0.00
3248.00,3035.60,1844.40,0.00
3249.00,2754.00,2994.00,0.00
3250.00,2421.20,3607.80,0.00
3251.00,2262.40,3912.60,0.00
3252.00,2191.80,4063.20,0.00
3253.00,1661.80,4123.20,0.00
3254.00,1900.80,4105.20,0.00
3255.00,2116.40,3999.60,0.00
