sit,,South,South,South
Production per timestep [MWh],,Curtailment,Gas plant,Photovoltaics
stf,t,,,
2019,1260,0.0,2910.26491544,3893.3944568
2019,1261,0.0,2914.19712926,3988.07935932
2019,1262,0.0,2326.76873754,4032.65278351
2019,1263,0.0,2713.97600228,3895.21410315
2019,1264,0.0,3294.62183528,3505.35091578
2019,1265,0.0,4118.64789443,2598.37588027
2019,1266,0.0,5722.26799615,958.811222121
2019,1267,0.0,6423.73181751,100.666000976
2019,1268,0.0,7222.90176942,0.110761082495
2019,1269,0.0,7315.1780598,0.0
2019,1270,0.0,6998.12863904,0.0
2019,1271,0.0,6746.51674407,0.0
2019,1272,0.0,6329.00689639,0.0
2019,1273,0.0,5591.68266206,0.0
2019,1274,0.0,5066.3391451,0.0
2019,1275,0.0,4705.97192558,0.0
2019,1276,0.0,4510.58100348,0.0
2019,1277,0.0,4417.4938189,0.0
2019,1278,0.0,4397.21740245,0.0
2019,1279,0.0,4519.53248582,1.18672588387
2019,1280,0.0,4713.114649,236.174273902
2019,1281,0.0,4278.40069047,1304.98707395
2019,1282,0.0,3602.11006346,2792.33435873
2019,1283,0.0,3254.88548863,3566.28533416
2019,1284,0.0,3058.851103,3843.42538558
2019,1285,0.0,3081.95002929,3890.37226154
2019,1286,0.0,2543.61497621,3925.48352469
2019,1287,0.0,2877.30420709,3754.92728066
2019,1288,0.0,3402.56824914,3349.47842669
2019,1289,0.0,4206.73727195,2440.24070049
2019,1290,0.0,5635.26175273,927.845588058
2019,1291,0.0,6293.95233376,104.178709592
2019,1292,0.0,7032.11912379,0.110761082495
2019,1293,0.0,7035.91650604,0.0
2019,1294,0.0,6803.65937223,0.0
2019,1295,0.0,6503.19974675,0.0
2019,1296,0.0,6223.93819299,0.0
2019,1297,0.0,5552.97313976,0.0
2019,1298,0.0,5039.61114161,0.0
2019,1299,0.0,4687.53881972,0.0
2019,1300,0.0,4449.75175415,0.0
2019,1301,0.0,4330.85822137,0.0
2019,1302,0.0,4236.84938149,0.0
2019,1303,0.0,4234.31377899,1.61394720207
2019,1304,0.0,4133.02463587,261.427800711
2019,1305,0.0,2945.59148052,1427.66288432
2019,1306,0.0,1888.69025383,2982.25796918
2019,1307,0.0,1626.96861121,3688.21746298
2019,1308,0.0,1567.98067348,3948.12625456
2019,1309,0.0,1593.59153804,3991.63953697
2019,1310,0.0,1476.29934719,4009.39295619
2019,1311,0.0,1403.10912338,3898.25212141
2019,1312,0.0,1693.08585458,3497.67675507
2019,1313,0.0,2464.11407122,2608.67666094
2019,1314,0.0,4087.07198648,998.621919772
2019,1315,0.0,5128.3985127,105.681895712
2019,1316,0.0,6220.09334171,0.15823011785
2019,1317,0.0,6410.11256216,0.0
2019,1318,0.0,6258.03943883,0.0
2019,1319,0.0,5958.50146864,0.0
2019,1320,0.0,5641.45204788,0.0
2019,1321,0.0,5144.679845,0.0
2019,1322,0.0,4713.34516792,0.0
2019,1323,0.0,4240.53600266,0.0
2019,1324,0.0,4020.26038766,0.0
2019,1325,0.0,3931.78147954,0.0
2019,1326,0.0,3916.11333956,0.0
2019,1327,0.0,3903.61750258,2.35762875596
2019,1328,0.0,3610.54955148,348.881586847
2019,1329,0.0,2093.47240482,1617.11180442
2019,1330,0.0,1046.42136987,3048.49309651
2019,1331,0.0,752.182610057,3704.94238644
2019,1332,0.0,869.839667794,3973.45889643
2019,1333,0.0,995.126244167,4056.46641625
2019,1334,0.0,858.793222058,4140.26508666
2019,1335,0.0,717.692880862,4038.04843053
2019,1336,0.0,950.011681711,3665.63802516
2019,1337,0.0,1728.05299145,2781.60635674
2019,1338,0.0,3376.53581449,1083.35414788
2019,1339,0.0,4507.27761801,115.745331207
2019,1340,0.0,5591.49278592,0.18987614142
2019,1341,0.0,5842.37290173,0.0
2019,1342,0.0,5886.61235579,0.0
2019,1343,0.0,5665.41508549,0.0
2019,1344,0.0,5449.74774695,0.0
2019,1345,0.0,4854.35842774,0.0
2019,1346,0.0,4439.61354593,0.0
2019,1347,0.0,4017.49542178,0.0
2019,1348,0.0,3977.86424418,0.0
2019,1349,0.0,3962.1961042,0.0
2019,1350,0.0,3986.15914182,0.0
2019,1351,0.0,4094.32103315,2.43674381488
2019,1352,0.0,4207.68766493,337.91623968
2019,1353,0.0,3546.3736198,1600.14953579
2019,1354,0.0,3050.2733269,3066.75285211
2019,1355,0.0,2670.7789299,3737.49032168
2019,1356,0.0,2549.89866446,3971.73418814
2019,1357,0.0,2608.53424776,4031.07048234
2019,1358,0.0,2032.08155929,4104.29938088
2019,1359,0.0,2226.84685531,4017.36775413
2019,1360,0.0,2764.69186315,3659.2455284
2019,1361,0.0,3507.23123908,2785.83110088
2019,1362,0.0,5134.29040703,1090.56944125
2019,1363,0.0,5814.46963756,115.460516995
2019,1364,0.0,6813.56023528,0.237345176774
2019,1365,0.0,6972.32229083,0.0
2019,1366,0.0,6731.77025939,0.0
2019,1367,0.0,6491.21822794,0.0
2019,1368,0.0,6127.16438724,0.0
2019,1369,0.0,5384.31022116,0.0
2019,1370,0.0,4907.81443472,0.0
2019,1371,0.0,4554.82045754,0.0
2019,1372,0.0,4360.35119074,0.0
2019,1373,0.0,4326.2499449,0.0
2019,1374,0.0,4324.40663432,0.0
2019,1375,0.0,4404.34923844,3.00637223914
2019,1376,0.0,4321.31479023,377.283893001
2019,1377,0.0,3662.25810943,1673.2043812
2019,1378,0.0,3108.6161142,3128.2252529
2019,1379,0.0,2675.83570215,3801.5576964
2019,1380,0.0,2566.12998192,4036.60853646
2019,1381,0.0,2533.0507809,4101.02401744
2019,1382,0.0,1957.401286,4168.84144595
2019,1383,0.0,2212.58499534,4067.57417052
2019,1384,0.0,2720.31629689,3701.77778408
2019,1385,0.0,3495.47697504,2842.74647427
2019,1386,0.0,5191.99327608,1128.71872267
2019,1387,0.0,6001.27286602,117.596623586
2019,1388,0.0,6823.65097446,0.284814212129
2019,1389,0.0,6977.85222259,0.0
2019,1390,0.0,6785.22626637,0.0
2019,1391,0.0,6491.21822794,0.0
2019,1392,0.0,6156.65735661,0.0
2019,1393,0.0,5425.78470934,0.0
2019,1394,0.0,4823.02214778,0.0
2019,1395,0.0,4573.2535634,0.0
2019,1396,0.0,4411.96388714,0.0
2019,1397,0.0,4301.36525199,0.0
2019,1398,0.0,4277.40221438,0.0
2019,1399,0.0,4398.34461633,3.48106259269
2019,1400,0.0,4289.50689709,400.796888513
2019,1401,0.0,3678.78306634,1713.82205245
2019,1402,0.0,3151.79164643,3124.68089826
2019,1403,0.0,2700.62587871,3790.59234923
2019,1404,0.0,2612.91245797,4047.89034386
2019,1405,0.0,2657.00375685,4095.04291898
2019,1406,0.0,2034.27030523,4173.99974779
2019,1407,0.0,2290.72769673,4073.30210079
2019,1408,0.0,2837.9197622,3715.97102565
2019,1409,0.0,3592.48279962,2878.45901187
2019,1410,0.0,5221.4928215,1163.73504775
2019,1411,0.0,6047.61243831,125.634713573
2019,1412,0.0,6857.73639729,0.300637223914
2019,1413,0.0,7026.69995312,0.0
2019,1414,0.0,6797.20778518,0.0
2019,1415,0.0,6519.78954202,0.0
2019,1416,0.0,6232.23309063,0.0
2019,1417,0.0,5451.59105754,0.0
2019,1418,0.0,4889.38132887,0.0
2019,1419,0.0,4550.21218108,0.0
2019,1420,0.0,4387.07919423,0.0
2019,1421,0.0,4233.16276032,0.0
2019,1422,0.0,4297.67863082,0.0
2019,1423,0.0,4398.3010679,4.44626631157
2019,1424,0.0,4363.48016458,412.537563257
2019,1425,0.0,3575.9297097,1812.06713263
2019,1426,0.0,2972.91530969,3229.82481157
2019,1427,0.0,2566.10424001,3881.79618916
2019,1428,0.0,2398.46753705,4148.05000846
2019,1429,0.0,2440.16998287,4186.53157312
2019,1430,0.0,1878.84857658,4230.8043601
2019,1431,0.0,2136.48121328,4118.79325967
2019,1432,0.0,2575.27697884,3785.9878528
2019,1433,0.0,3354.94707477,2926.13374638
2019,1434,0.0,5077.70745746,1143.46576965
2019,1435,0.0,5978.88022718,116.947880103
2019,1436,0.0,6821.77601785,0.316460235699
2019,1437,0.0,6944.67263205,0.0
2019,1438,0.0,6716.10211941,0.0
2019,1439,0.0,6418.4074598,0.0
2019,1440,0.0,6079.23831201,0.0
2019,1441,0.0,5342.83573298,0.0
2019,1442,0.0,4887.53801828,0.0
2019,1443,0.0,4529.01410934,0.0
2019,1444,0.0,4394.45243658,0.0
2019,1445,0.0,4292.14869906,0.0
2019,1446,0.0,4310.58180492,0.0
2019,1447,0.0,4355.39858805,4.95260268869
2019,1448,0.0,4315.41111995,427.427017347
2019,1449,0.0,3480.93857793,1846.22901507
2019,1450,0.0,2986.49746755,3266.01203952
2019,1451,0.0,2579.89195646,3921.4644797
2019,1452,0.0,2461.55835247,4175.28141174
2019,1453,0.0,2444.3233126,4187.90817515
2019,1454,0.0,1911.11813308,4237.24432589
2019,1455,0.0,2188.89640038,4131.81559837
2019,1456,0.0,2646.24723241,3816.39968145
2019,1457,0.0,3392.08843202,2971.9413655
2019,1458,0.0,5046.62293995,1180.08021892
2019,1459,0.0,5988.22322363,120.508057754
2019,1460,0.0,6703.78831735,0.332283247484
2019,1461,0.0,6758.49826288,0.0
2019,1462,0.0,6562.18568549,0.0
2019,1463,0.0,6217.48660594,0.0
2019,1464,0.0,5959.42312393,0.0
2019,1465,0.0,5308.73448714,0.0
2019,1466,0.0,4836.84697717,0.0
2019,1467,0.0,4498.59948467,0.0
2019,1468,0.0,4263.57738498,0.0
2019,1469,0.0,4176.02013216,0.0
2019,1470,0.0,4107.81764048,0.0
2019,1471,0.0,4067.03516306,5.75957628972
2019,1472,0.0,3690.54296748,471.652335286
2019,1473,0.0,2215.33878994,1974.50617161
2019,1474,0.0,1410.99326236,3363.18115489
2019,1475,0.0,1203.82306948,3972.19305548
2019,1476,0.0,1099.61227667,4191.61075991
2019,1477,0.0,1270.56645481,4166.27811804
2019,1478,0.0,1099.52797583,4223.95299599
2019,1479,0.0,1045.28419204,4136.26186468
2019,1480,0.0,1310.61020172,3823.93143506
2019,1481,0.0,1975.51544635,2989.44161653
2019,1482,0.0,3726.83594359,1189.27338877
2019,1483,0.0,4885.19171416,120.318181613
2019,1484,0.0,5783.928866,0.379752282839
2019,1485,0.0,6063.57017203,0.0
2019,1486,0.0,5924.4002228,0.0
2019,1487,0.0,5641.45204788,0.0
2019,1488,0.0,5428.54967522,0.0
2019,1489,0.0,4994.45003226,0.0
2019,1490,0.0,4500.44279526,0.0
2019,1491,0.0,4097.67943226,0.0
2019,1492,0.0,3936.389756,0.0
2019,1493,0.0,3825.79112085,0.0
2019,1494,0.0,3803.67139382,0.0
2019,1495,0.0,3792.55985952,6.50325784362
2019,1496,0.0,3286.56851149,489.453223544
2019,1497,0.0,1681.04686781,1996.35775088
2019,1498,0.0,658.063617806,3377.86490983
2019,1499,0.0,482.39619794,3977.49376443
2019,1500,0.0,608.642776784,4195.94626514
2019,1501,0.0,838.827517775,4186.95879444
2019,1502,0.0,835.672709207,4244.49126529
2019,1503,0.0,694.924676028,4135.47071409
2019,1504,0.0,915.366408779,3824.70676264
2019,1505,0.0,1517.52725736,3006.87857552
2019,1506,0.0,3226.68853458,1217.53328782
2019,1507,0.0,4487.29343527,128.3562716
2019,1508,0.0,5571.88485658,0.443044329979
2019,1509,0.0,5867.25759464,0.0
2019,1510,0.0,5857.11938642,0.0
2019,1511,0.0,5718.87109248,0.0
2019,1512,0.0,5361.26883883,0.0
2019,1513,0.0,4752.05469022,0.0
2019,1514,0.0,4411.96388714,0.0
2019,1515,0.0,4091.22784521,0.0
2019,1516,0.0,3965.88272537,0.0
2019,1517,0.0,3861.73567728,0.0
2019,1518,0.0,3919.79996073,0.0
2019,1519,0.0,4071.42583797,6.89883313824
2019,1520,0.0,3953.05299695,459.832545483
2019,1521,0.0,3120.58436993,1919.94842698
2019,1522,0.0,2741.22457109,3314.0507033
2019,1523,0.0,2335.16236875,3933.0152783
2019,1524,0.0,2351.09050318,4168.69903884
2019,1525,0.0,2412.17334242,4157.38558542
2019,1526,0.0,1822.38241731,4229.20623591
2019,1527,0.0,2155.69006844,4106.95764686
2019,1528,0.0,2624.25479234,3797.83928863
2019,1529,0.0,3391.64594999,2957.63736284
2019,1530,0.0,5145.16429955,1195.82411565
2019,1531,0.0,6063.74308509,133.467104406
2019,1532,0.0,6871.29223548,0.569628424259
2019,1533,0.0,6991.67705199,0.0
2019,1534,0.0,6704.1206006,0.0
2019,1535,0.0,6465.41187974,0.0
2019,1536,0.0,6055.27527439,0.0
2019,1537,0.0,5344.67904356,0.0
2019,1538,0.0,4841.45525364,0.0
2019,1539,0.0,4562.19369988,0.0
2019,1540,0.0,4330.85822137,0.0
2019,1541,0.0,4296.75697553,0.0
2019,1542,0.0,4243.30096854,0.0
2019,1543,0.0,4347.5940632,8.14885106925
2019,1544,0.0,4211.34738867,420.89211348
2019,1545,0.0,3612.76443144,1704.26495333
2019,1546,0.0,3188.02004852,3046.0563527
2019,1547,0.0,2785.36747888,3771.28827485
2019,1548,0.0,2708.46676722,4078.60280974
2019,1549,0.0,2753.02925757,4113.30267458
2019,1550,0.0,2251.72228579,4156.54696579
2019,1551,0.0,2593.26910257,4043.57066165
2019,1552,0.0,3051.92162332,3720.40146895
2019,1553,0.0,3936.51143949,2825.67344456
2019,1554,0.0,5596.00693816,1120.09518125
2019,1555,0.0,6430.81113925,132.296201534
2019,1556,0.0,7075.99464858,0.474690353549
2019,1557,0.0,7128.08203534,0.0
2019,1558,0.0,6833.15234161,0.0
2019,1559,0.0,6598.13024191,0.0
2019,1560,0.0,6127.16438724,0.0
2019,1561,0.0,5327.167593,0.0
2019,1562,0.0,4823.02214778,0.0
2019,1563,0.0,4493.99120821,0.0
2019,1564,0.0,4337.30980842,0.0
2019,1565,0.0,4292.14869906,0.0
2019,1566,0.0,4271.87228262,0.0
2019,1567,0.0,4338.48827136,8.03808998676
2019,1568,0.0,4234.1986137,428.455513113
2019,1569,0.0,3428.69995883,1870.81797538
2019,1570,0.0,2930.74082895,3225.91652766
2019,1571,0.0,2553.52327422,3834.46956091
2019,1572,0.0,2443.6086371,4050.37455671
2019,1573,0.0,2492.98385337,4013.90251455
2019,1574,0.0,2083.50887793,3986.51288115
2019,1575,0.0,2404.06193186,3806.05143174
2019,1576,0.0,2873.26476201,3464.03703201
2019,1577,0.0,3633.17792998,2673.70923938
2019,1578,0.0,5128.28508205,1109.47794034
2019,1579,0.0,5889.89413924,139.574786955
2019,1580,0.0,6719.21911215,0.569628424259
2019,1581,0.0,6953.88918498,0.0
2019,1582,0.0,6709.65053236,0.0
2019,1583,0.0,6382.46290337,0.0
2019,1584,0.0,6034.99885795,0.0
2019,1585,0.0,5298.59627892,0.0
2019,1586,0.0,4804.58904192,0.0
2019,1587,0.0,4466.34154942,0.0
2019,1588,0.0,4292.14869906,0.0
2019,1589,0.0,4215.65130975,0.0
2019,1590,0.0,4205.51310153,0.0
2019,1591,0.0,4299.69557281,10.8862321081
2019,1592,0.0,3978.67085928,527.301867734
2019,1593,0.0,3131.56397832,2053.66869957
2019,1594,0.0,2751.38867726,3361.02922529
2019,1595,0.0,2364.48058212,3951.62314016
2019,1596,0.0,2203.26508535,4184.72774978
2019,1597,0.0,2253.12576978,4176.34155353
2019,1598,0.0,1668.16436215,4255.31420535
2019,1599,0.0,1922.00325607,4151.70512418
2019,1600,0.0,2374.70548094,3856.6059544
2019,1601,0.0,3044.93313071,3070.24973772
2019,1602,0.0,4746.62958583,1296.66416975
2019,1603,0.0,5703.55327701,148.957832944
2019,1604,0.0,6533.88728322,0.648743483183
2019,1605,0.0,6847.89882629,0.0
2019,1606,0.0,6576.93217018,0.0
2019,1607,0.0,6349.28331283,0.0
2019,1608,0.0,5925.32187809,0.0
2019,1609,0.0,5210.1173708,0.0
2019,1610,0.0,4678.32226679,0.0
2019,1611,0.0,4425.78871653,0.0
2019,1612,0.0,4267.26400616,0.0
2019,1613,0.0,4181.55006391,0.0
2019,1614,0.0,4147.44881808,0.0
2019,1615,0.0,4248.93717847,13.7185512176
2019,1616,0.0,3899.94829849,582.983046205
2019,1617,0.0,3039.80633298,2145.42634491
2019,1618,0.0,2571.01434018,3435.41320369
2019,1619,0.0,2247.65817699,3993.79146657
2019,1620,0.0,2083.06524036,4209.9970996
2019,1621,0.0,2120.99943509,4210.77242718
2019,1622,0.0,1584.06814715,4258.30475458
2019,1623,0.0,1843.01451556,4133.92005894
2019,1624,0.0,2218.06133467,3813.2509021
2019,1625,0.0,2986.1562649,2981.56175666
2019,1626,0.0,4645.42856998,1216.2990929
2019,1627,0.0,5507.16214686,134.289901019
2019,1628,0.0,6259.13906786,0.743681553893
2019,1629,0.0,6570.48058313,0.0
2019,1630,0.0,6385.22786925,0.0
2019,1631,0.0,6095.82810728,0.0
2019,1632,0.0,5761.26723596,0.0
2019,1633,0.0,5117.95184151,0.0
2019,1634,0.0,4657.12419505,0.0
2019,1635,0.0,4321.64166844,0.0
2019,1636,0.0,4155.74371571,0.0
2019,1637,0.0,4033.16356176,0.0
2019,1638,0.0,3978.78589948,0.0
2019,1639,0.0,3955.26520332,17.9907643995
2019,1640,0.0,3270.43280404,614.344255563
2019,1641,0.0,1914.72216856,2149.77767315
2019,1642,0.0,1174.30399836,3411.85273914
2019,1643,0.0,883.133653135,3994.26615692
2019,1644,0.0,777.399508862,4225.34542103
2019,1645,0.0,859.331470137,4236.50064434
2019,1646,0.0,748.439476687,4253.38379791
2019,1647,0.0,773.713324884,4110.13807223
2019,1648,0.0,1032.06251097,3775.29149683
2019,1649,0.0,1713.61678173,2943.50741332
2019,1650,0.0,3480.42324346,1149.05129281
2019,1651,0.0,4541.94863285,111.488941037
2019,1652,0.0,5511.05560725,0.443044329979
2019,1653,0.0,5901.35884048,0.0
2019,1654,0.0,5688.45646782,0.0
2019,1655,0.0,5459.88595518,0.0
2019,1656,0.0,5176.93778025,0.0
2019,1657,0.0,4784.31262548,0.0
2019,1658,0.0,4342.83974017,0.0
2019,1659,0.0,3993.53238416,0.0
2019,1660,0.0,3765.88352681,0.0
2019,1661,0.0,3690.3077928,0.0
2019,1662,0.0,3655.28489167,0.0
2019,1663,0.0,3656.43912808,20.9654906151
2019,1664,0.0,2806.55061344,635.831905567
2019,1665,0.0,1309.66330225,2203.6866743
2019,1666,0.0,390.728819436,3465.47692608
2019,1667,0.0,217.555281105,4016.52913451
2019,1668,0.0,252.253287543,4238.0512995
2019,1669,0.0,413.779887256,4248.87423956
2019,1670,0.0,282.975125483,4272.76698735
2019,1671,0.0,197.163183479,4145.67655669
2019,1672,0.0,402.33641273,3831.74800288
2019,1673,0.0,1013.31753607,3032.74919979
2019,1674,0.0,2762.00300984,1248.1191696
2019,1675,0.0,3997.09534236,130.998714568
2019,1676,0.0,5012.23439463,0.648743483183
2019,1677,0.0,5462.65092105,0.0
2019,1678,0.0,5441.45284932,0.0
2019,1679,0.0,5257.12179074,0.0
2019,1680,0.0,4947.44561232,0.0
2019,1681,0.0,4519.79755641,0.0
2019,1682,0.0,4150.21378396,0.0
2019,1683,0.0,3890.30699136,0.0
2019,1684,0.0,3752.05869742,0.0
2019,1685,0.0,3721.64407275,0.0
2019,1686,0.0,3741.9204892,0.0
2019,1687,0.0,3869.43237763,23.6395796067
2019,1688,0.0,3415.33221438,672.20900966
2019,1689,0.0,2601.16365817,2197.89545199
2019,1690,0.0,2307.65855273,3427.80233502
2019,1691,0.0,2091.03614863,3992.81043984
2019,1692,0.0,2017.40185007,4220.36117232
2019,1693,0.0,2045.90888808,4246.23179659
2019,1694,0.0,1579.32880369,4272.26065097
2019,1695,0.0,1902.90558371,4152.36969068
2019,1696,0.0,2299.55318821,3851.57423665
2019,1697,0.0,2977.53355146,3072.21179118
2019,1698,0.0,4698.4975303,1304.2433924
2019,1699,0.0,5603.84059282,145.445124327
2019,1700,0.0,6346.63302864,0.806973601033
2019,1701,0.0,6572.32389371,0.0
2019,1702,0.0,6375.08966103,0.0
2019,1703,0.0,6049.74534264,0.0
2019,1704,0.0,5704.1246078,0.0
2019,1705,0.0,5046.98438395,0.0
2019,1706,0.0,4554.82045754,0.0
2019,1707,0.0,4297.67863082,0.0
2019,1708,0.0,4147.44881808,0.0
2019,1709,0.0,4072.79473935,0.0
2019,1710,0.0,4006.43555826,0.0
2019,1711,0.0,4136.16252777,25.1111197027
2019,1712,0.0,3724.87074974,651.148580975
2019,1713,0.0,2888.05063843,2223.44961602
2019,1714,0.0,2512.52955203,3467.16998834
2019,1715,0.0,2097.15446842,4018.95005531
2019,1716,0.0,1967.7582049,4242.3551587
2019,1717,0.0,2034.79749435,4249.04829269
2019,1718,0.0,1658.5977504,4203.12991249
2019,1719,0.0,2017.59133543,4022.93745428
2019,1720,0.0,2520.53302846,3640.73260461
2019,1721,0.0,3290.19891977,2793.64766871
2019,1722,0.0,4897.87853775,1126.06045669
2019,1723,0.0,5634.40602811,132.391139605
2019,1724,0.0,6300.51861797,0.838619624603
2019,1725,0.0,6623.01493482,0.0
2019,1726,0.0,6366.7947634,0.0
2019,1727,0.0,6104.12300492,0.0
2019,1728,0.0,5752.97233832,0.0
2019,1729,0.0,5071.86907686,0.0
2019,1730,0.0,4541.91728344,0.0
2019,1731,0.0,4293.07035436,0.0
2019,1732,0.0,4172.33351099,0.0
2019,1733,0.0,4097.67943226,0.0
2019,1734,0.0,4046.06673586,0.0
2019,1735,0.0,4180.78187468,21.044605674
2019,1736,0.0,3878.39471647,466.288334291
2019,1737,0.0,3319.97923235,1793.3643327
2019,1738,0.0,2794.24737395,3056.42042542
2019,1739,0.0,2437.25876663,3665.0209277
2019,1740,0.0,2368.74398553,3867.17572627
2019,1741,0.0,2434.15014646,3859.8338488
2019,1742,0.0,2013.95361997,3777.72824065
2019,1743,0.0,2392.8339348,3547.23442798
2019,1744,0.0,2894.55948965,3211.40682585
2019,1745,0.0,3626.05173244,2419.08533373
2019,1746,0.0,4994.08007511,988.384431147
2019,1747,0.0,5663.2621564,132.106325393
2019,1748,0.0,6235.86034036,0.981026730667
2019,1749,0.0,6596.28693133,0.0
2019,1750,0.0,6361.26483164,0.0
2019,1751,0.0,6080.1599673,0.0
2019,1752,0.0,5717.94943719,0.0
2019,1753,0.0,5031.31624397,0.0
2019,1754,0.0,4548.36887049,0.0
2019,1755,0.0,4254.36083205,0.0
2019,1756,0.0,4146.52716278,0.0
2019,1757,0.0,4105.0526746,0.0
2019,1758,0.0,4117.9558487,0.0
2019,1759,0.0,4157.62945013,28.5288902483
2019,1760,0.0,3685.16409655,659.518954209
2019,1761,0.0,2792.85871214,2232.92760008
2019,1762,0.0,2426.37033174,3422.45415704
2019,1763,0.0,2135.88934184,3976.52856071
2019,1764,0.0,2069.48490996,4125.88196895
2019,1765,0.0,2158.23099729,4069.39381688
2019,1766,0.0,1810.23542041,4004.48782254
2019,1767,0.0,2248.8608974,3780.60802879
2019,1768,0.0,2752.74077161,3379.95354738
2019,1769,0.0,3475.23028299,2581.88830199
2019,1770,0.0,4975.8226938,1048.11630064
2019,1771,0.0,5584.64042233,136.995636034
2019,1772,0.0,6194.24344508,1.12343383673
2019,1773,0.0,6552.96913256,0.0
2019,1774,0.0,6350.20496812,0.0
2019,1775,0.0,6039.60713441,0.0
2019,1776,0.0,5740.99081951,0.0
2019,1777,0.0,5049.74934983,0.0
2019,1778,0.0,4529.01410934,0.0
2019,1779,0.0,4263.57738498,0.0
2019,1780,0.0,4142.84054161,0.0
2019,1781,0.0,4093.0711558,0.0
2019,1782,0.0,4070.02977347,0.0
2019,1783,0.0,4122.73691313,33.0068025834
2019,1784,0.0,3648.32504795,673.316620485
2019,1785,0.0,2854.04390895,2234.41496319
2019,1786,0.0,2492.93899202,3426.85295432
2019,1787,0.0,2148.92820642,3945.05659027
2019,1788,0.0,2049.36602077,4144.15754756
2019,1789,0.0,2144.73171905,4141.87903387
2019,1790,0.0,1767.95520832,4076.26100399
2019,1791,0.0,2161.17887247,3836.95377376
2019,1792,0.0,2559.03000988,3509.14843861
2019,1793,0.0,3231.89590087,2726.60556777
2019,1794,0.0,4693.24599275,1161.10842779
2019,1795,0.0,5473.60224173,149.416700285
2019,1796,0.0,6066.14918238,1.10761082495
2019,1797,0.0,6458.03863739,0.0
2019,1798,0.0,6156.65735661,0.0
2019,1799,0.0,5859.8843523,0.0
2019,1800,0.0,5556.65976093,0.0
2019,1801,0.0,4950.2105782,0.0
2019,1802,0.0,4548.36887049,0.0
2019,1803,0.0,4248.8309003,0.0
2019,1804,0.0,4031.32025117,0.0
2019,1805,0.0,3938.23306659,0.0
2019,1806,0.0,3936.389756,0.0
2019,1807,0.0,3878.11024529,42.6113707369
2019,1808,0.0,3001.93577199,786.989137148
2019,1809,0.0,1640.53430373,2392.62925803
2019,1810,0.0,1035.66333139,3535.74692142
2019,1811,0.0,859.671063247,4044.45675031
2019,1812,0.0,757.600719361,4251.59579758
2019,1813,0.0,876.657668042,4219.17444644
2019,1814,0.0,812.214898844,4169.33195931
2019,1815,0.0,797.962035627,3983.58562397
2019,1816,0.0,1162.34064591,3661.60315716
2019,1817,0.0,1764.29662331,2926.00716229
2019,1818,0.0,3314.14369551,1301.50601136
2019,1819,0.0,4516.80474253,166.12580073
2019,1820,0.0,5279.81898741,1.2658409428
2019,1821,0.0,5816.56655353,0.0
2019,1822,0.0,5592.60431735,0.0
2019,1823,0.0,5246.06192722,0.0
2019,1824,0.0,5007.35320636,0.0
2019,1825,0.0,4557.58542342,0.0
2019,1826,0.0,4143.76219691,0.0
2019,1827,0.0,3827.63443144,0.0
2019,1828,0.0,3664.50144459,0.0
2019,1829,0.0,3550.21618827,0.0
2019,1830,0.0,3560.3543965,0.0
2019,1831,0.0,3526.66692326,41.060715582
2019,1832,0.0,2694.16229107,681.861046849
2019,1833,0.0,1249.03022397,2245.88664673
2019,1834,0.0,424.353422351,3413.41921731
2019,1835,0.0,282.204327223,3947.27181192
2019,1836,0.0,282.777845316,4155.91404532
2019,1837,0.0,368.570199744,4174.26873899
2019,1838,0.0,390.952060775,4146.3569462
2019,1839,0.0,347.21589687,3914.51817753
2019,1840,0.0,531.335148381,3556.20607566
2019,1841,0.0,1170.24093546,2806.70165343
2019,1842,0.0,2760.18840869,1221.36245667
2019,1843,0.0,3967.75177786,154.812347304
2019,1844,0.0,4785.01667921,1.13925684852
2019,1845,0.0,5365.8771153,0.0
2019,1846,0.0,5384.31022116,0.0
2019,1847,0.0,5199.97916258,0.0
2019,1848,0.0,4891.22463945,0.0
2019,1849,0.0,4314.26842609,0.0
2019,1850,0.0,4049.75335703,0.0
2019,1851,0.0,3788.92490914,0.0
2019,1852,0.0,3689.3861375,0.0
2019,1853,0.0,3584.31743411,0.0
2019,1854,0.0,3630.40019876,0.0
2019,1855,0.0,3750.55340269,56.804612308
2019,1856,0.0,3212.16264992,826.530843599
2019,1857,0.0,2398.45491362,2404.29081771
2019,1858,0.0,2159.12150563,3537.62985982
2019,1859,0.0,2021.51795722,4056.7986995
2019,1860,0.0,1958.71037875,4278.13098835
2019,1861,0.0,2023.08593529,4327.11903283
2019,1862,0.0,1628.30969436,4307.15039196
2019,1863,0.0,1986.68883737,4161.67362161
2019,1864,0.0,2414.57050483,3844.3905893
2019,1865,0.0,3079.39746238,3092.00637892
2019,1866,0.0,4805.00793976,1359.0226592
2019,1867,0.0,5732.1790579,172.866403751
2019,1868,0.0,6232.65233016,1.42407106065
2019,1869,0.0,6673.70597593,0.0
2019,1870,0.0,6354.81324459,0.0
2019,1871,0.0,6127.16438724,0.0
2019,1872,0.0,5715.18447131,0.0
2019,1873,0.0,4978.78189228,0.0
2019,1874,0.0,4512.42431407,0.0
2019,1875,0.0,4331.77987666,0.0
2019,1876,0.0,4198.13985919,0.0
