sit,,Mid,North,South
Production per timestep [MWh],,Gas plant,Gas plant,Gas plant
stf,t,,,
2019,2105,18401.4968485,3994.81041134,984.418111584
2019,2106,20281.2779696,4250.69463847,1418.22881592
2019,2107,21098.057162,4433.78636807,1835.98442733
2019,2108,20116.0967331,4275.74051445,2024.44548973
2019,2109,19088.337106,4039.42195168,2195.07568927
2019,2110,17476.0772236,3775.09526296,2120.42161055
2019,2111,16225.7270883,3627.80252913,1983.40219033
2019,2112,15465.7166193,3581.53910679,1748.68730907
2019,2113,15151.2074408,3587.54084807,1599.99358848
2019,2114,15429.5256446,3622.30093296,1494.61766666
2019,2115,15958.2982044,3700.32356956,1441.46887811
2019,2116,16939.6180851,3905.88320828,1417.50584049
2019,2117,19045.740649,4341.52212738,1419.04193264
2019,2118,20384.3110076,4720.44731158,1431.94510675
2019,2119,19773.8627057,4694.23879291,1500.63875749
2019,2120,18467.8412283,4450.09805326,1307.61348809
2019,2121,17087.7883273,4265.61867129,1071.10007419
2019,2122,15722.3728391,4086.51505793,903.029376107
2019,2123,14555.4605362,3936.67044647,815.623751565
2019,2124,13699.5650653,3787.95037021,768.46902613
2019,2125,13304.012758,3696.75219902,597.952711692
2019,2126,13529.5584044,3636.54839725,651.183744487
2019,2127,14467.4068939,3598.77803237,717.27034693
2019,2128,16164.2653184,3682.99085195,781.601537383
2019,2129,17749.6375283,3795.74012756,993.642734866
2019,2130,19341.2306283,3982.89721472,1518.03882279
2019,2131,20061.970408,4136.20002977,1957.64073397
2019,2132,19125.8091772,4022.91716317,2130.95404033
2019,2133,18484.3001298,3844.3653602,2228.56249825
2019,2134,17220.8187559,3667.31399254,2123.18657642
2019,2135,15821.8614324,3485.26117381,1991.08265111
2019,2136,14937.2643337,3416.99136679,1766.50597807
2019,2137,14439.2380887,3393.23447424,1609.51735984
2019,2138,14434.1137029,3381.23099169,1483.86502158
2019,2139,14717.2360184,3417.4915119,1416.27696677
2019,2140,14838.9401811,3477.00877956,1389.54896327
2019,2141,15056.0860294,3569.51787496,1367.12201781
2019,2142,15618.2304282,3684.1591826,1359.74877547
2019,2143,15869.1046138,3789.77961587,1343.8560727
2019,2144,15435.1045971,3818.19289632,1046.40823481
2019,2145,14610.626664,3729.33468077,693.885231173
2019,2146,13925.7435335,3569.20108288,517.703768681
2019,2147,13359.8458195,3421.24794722,410.942680117
2019,2148,12775.4251362,3311.1168417,354.039813127
2019,2149,11673.6790634,3256.36138824,308.341091082
2019,2150,11940.3451201,3241.90572334,255.904806636
2019,2151,12561.9799143,3306.34715768,295.800174831
2019,2152,13856.6723815,3446.72031919,352.606567747
2019,2153,15578.8056714,3598.90013855,555.224346852
2019,2154,17235.2181592,3787.69653321,1098.22805719
2019,2155,17963.8546969,4037.42137126,1555.74600174
2019,2156,17319.1429084,3936.14198722,1769.97896515
2019,2157,16997.5876995,3801.10280849,1997.84145659
2019,2158,15730.5833104,3638.80572147,1899.53155868
2019,2159,14641.9716019,3548.02938467,1815.66092702
2019,2160,13775.9504017,3486.01139147,1689.08693347
2019,2161,13355.7507661,3481.51008552,1486.93720589
2019,2162,13321.1611619,3500.51559956,1373.88082329
2019,2163,13488.9847969,3526.52314509,1303.22058417
2019,2164,13413.4001063,3567.53504381,1271.26986735
2019,2165,13051.4903592,3592.68117131,1235.93974779
2019,2166,12900.7976026,3634.14467196,1241.46440521
2019,2167,12424.1506125,3704.3988927,1218.6588686
2019,2168,11431.4921557,3709.17169882,890.694985642
2019,2169,10165.5116397,3654.44498656,522.023132758
2019,2170,9486.52749916,3563.61698448,353.705103125
2019,2171,8739.14981603,3448.7089244,314.598495756
2019,2172,7816.13648601,3297.90422597,352.765177886
2019,2173,7014.84333882,3217.32761599,351.503444985
2019,2174,7170.3514348,3221.22852533,273.258432888
2019,2175,8248.84620169,3295.35230528,300.399896445
2019,2176,10173.6578726,3415.24718923,343.246566073
2019,2177,12650.7427897,3597.6904922,559.617104144
2019,2178,15237.5447996,3821.81760082,1023.67000458
2019,2179,17101.0362378,4118.11649521,1413.60067544
2019,2180,16973.2468669,4034.17042807,1633.88647457
2019,2181,17021.6082579,3845.86579552,1860.82203638
2019,2182,15806.488275,3686.31950658,1810.4382137
2019,2183,14725.8834194,3565.03431828,1772.34312826
2019,2184,13969.0756915,3533.52517658,1609.21014141
2019,2185,13717.019965,3512.51908211,1455.60092593
2019,2186,13890.9288081,3559.03257701,1356.0621543
2019,2187,14675.9206578,3606.79643467,1290.6246285
2019,2188,15935.8790165,3836.8631836,1281.10085714
2019,2189,18087.8007785,4230.95977814,1278.95032812
2019,2190,19369.0008419,4582.91001625,1333.92132992
2019,2191,18818.9329418,4592.48744873,1414.19966416
2019,2192,17197.0484715,4457.81322126,1254.46195037
2019,2193,15647.3954319,4333.22281558,1061.32113005
2019,2194,14614.385342,4211.82800948,919.774324333
2019,2195,13449.2412159,4105.63750337,867.460078746
2019,2196,12895.2592151,4027.85711256,902.103691018
2019,2197,12622.731834,3941.04904696,785.546502208
2019,2198,12827.6365278,3948.49117528,794.084670215
2019,2199,13273.7176118,3931.98741312,855.884121611
2019,2200,14835.7923951,4003.09518207,915.925828426
2019,2201,16932.7874149,4057.27893705,1145.78397147
2019,2202,19155.6457936,4238.32256939,1592.66331725
2019,2203,20444.0574243,4397.52584785,1961.868045
2019,2204,19659.7061227,4262.48666913,2140.41055218
2019,2205,18484.6204039,4003.66157658,2264.50705467
2019,2206,16794.5339121,3761.09119998,2181.25085988
2019,2207,15541.621584,3593.54258935,2009.51575697
2019,2208,14837.0185364,3527.0232902,1778.18027845
2019,2209,14584.3222617,3513.01922722,1591.39147242
2019,2210,14805.9519475,3508.76799381,1480.48561884
2019,2211,15470.2004569,3564.03402807,1414.43365618
2019,2212,16510.7710485,3761.84141764,1394.7716766
2019,2213,18530.0993279,4171.44251049,1383.40459465
2019,2214,19769.5150031,4546.38428312,1425.74799475
2019,2215,19014.1105317,4597.61002269,1490.26819728
2019,2216,17596.4346117,4519.91683878,1285.77409236
2019,2217,16326.6671715,4426.83296587,1073.42058999
2019,2218,15437.7845478,4333.72663901,911.167767061
2019,2219,14305.0596538,4257.14075419,852.864722375
2019,2220,14034.2803933,4205.17839781,853.715145529
2019,2221,13954.0259831,4144.79971211,709.377793228
2019,2222,14841.3085738,4179.64644768,754.475657391
2019,2223,15698.6677828,4171.08444577,794.025996491
2019,2224,17039.6849232,4238.56485823,831.838053484
2019,2225,18749.7166817,4294.34249963,1001.42265832
2019,2226,20347.8205359,4459.13402494,1474.21780651
2019,2227,21103.1815478,4702.03590691,1914.33665476
2019,2228,20159.0134641,4597.83396296,2091.18703684
2019,2229,19313.8100812,4354.76344126,2248.83891469
2019,2230,17824.8557321,4090.93689764,2173.5703991
2019,2231,16632.7954853,3940.64329317,2017.19621774
2019,2232,15785.0299095,3860.3700036,1775.10809414
2019,2233,15458.9908629,3859.61978594,1612.89676259
2019,2234,15549.6284368,3871.62326849,1506.59918547
2019,2235,15964.3834125,3900.38161211,1440.54722281
2019,2236,16858.5887346,4128.94792573,1405.83154011
2019,2237,18614.0111453,4498.76973333,1379.71797348
2019,2238,20113.7438199,4834.36919546,1429.11157448
2019,2239,20136.5397976,4808.63315009,1473.4926339
2019,2240,19180.847907,4665.23405506,1308.09247391
2019,2241,18236.7973818,4528.02621242,1108.90488364
2019,2242,17486.3064897,4399.5510641,935.029337414
2019,2243,16168.3807325,4288.54130444,876.878316503
2019,2244,15153.5417974,4188.97953862,881.97514345
2019,2245,14181.023757,4178.41644312,730.564441457
2019,2246,14068.8734892,4145.796324,792.699628129
2019,2247,14369.8946308,4093.94880326,848.032372334
2019,2248,15359.0180381,4156.1573339,906.60734481
2019,2249,17052.8133941,4230.02111878,1068.98809009
2019,2250,18944.8088421,4333.83514435,1468.79229408
2019,2251,20463.5941451,4520.32661183,1875.28700799
2019,2252,19818.5620825,4396.77563019,2053.05503104
2019,2253,18969.5154102,4112.44313722,2234.39964844
2019,2254,17431.8793961,3840.6142719,2134.55365837
2019,2255,16358.3205709,3667.06391998,1996.61258287
2019,2256,15794.6381329,3591.79208147,1785.24630236
2019,2257,15563.7204977,3538.02648254,1600.91524378
2019,2258,15748.8389348,3566.5347536,1500.14759842
2019,2259,16212.9161238,3611.04766807,1434.09563576
2019,2260,17082.7806134,3823.35926573,1398.7655162
2019,2261,18814.8230139,4165.70598212,1397.53664248
2019,2262,19875.1067465,4512.77850098,1432.14683843
2019,2263,19022.8493897,4546.50177074,1480.14721265
2019,2264,17503.3896027,4454.93347352,1285.00474199
2019,2265,16191.3001945,4352.34945251,1079.61644713
2019,2266,15268.9726071,4222.75289109,892.88136894
2019,2267,14178.9254924,4082.38336485,835.610787487
2019,2268,13502.0053727,3970.40620462,815.020425674
2019,2269,12858.8428306,3909.58062167,639.866057915
2019,2270,13003.0744832,3906.92378785,632.649410813
2019,2271,13543.134277,3917.95306941,699.616358998
2019,2272,14822.0496931,3986.42855425,734.553855324
2019,2273,16692.0506004,4042.93866402,888.592796233
2019,2274,18673.1059977,4121.14191555,1361.10943027
2019,2275,20271.8246676,4305.92098266,1774.28850495
2019,2276,19587.0038992,4218.47389977,1949.41693306
2019,2277,18688.9552877,4020.41643764,2150.83623521
2019,2278,17191.3535376,3815.10687147,2066.96560356
2019,2279,15834.0318487,3649.80891381,1936.09055196
2019,2280,14929.8980291,3590.29164615,1741.62128516
2019,2281,14425.1460277,3575.53736552,1580.94604576
2019,2282,14328.1029717,3573.03663998,1462.35973141
2019,2283,14362.3723017,3616.29919169,1385.8623421
2019,2284,13994.6976205,3674.83130949,1343.77341706
2019,2285,13218.99372,3709.35385327,1313.97322925
2019,2286,13268.8401571,3793.17567543,1334.76914449
2019,2287,12753.755733,3825.58019421,1307.13254924
2019,2288,11944.3969603,3845.33699532,1029.53167276
2019,2289,10928.8903832,3803.47257473,688.957937905
2019,2290,10312.1288781,3715.41312002,527.106198897
2019,2291,9246.29246124,3633.44937084,479.027850129
2019,2292,8090.96395027,3552.75163797,477.336277014
2019,2293,7494.93754795,3505.52081506,446.454615781
2019,2294,7567.85600798,3538.11689765,406.549547513
2019,2295,8328.93740176,3579.8826493,433.606710233
2019,2296,10025.3680249,3658.97499067,475.098900906
2019,2297,12338.8395539,3727.22337008,666.377786903
2019,2298,14508.6040235,3842.5610913,1124.50938205
2019,2299,16184.0914537,4052.95615028,1516.9901767
2019,2300,16024.2746715,4013.1643336,1739.03032555
2019,2301,15745.9564678,3895.13008849,1958.51749743
2019,2302,14566.3869114,3753.58902339,1894.30884535
2019,2303,13403.4716088,3665.81355722,1772.34312826
2019,2304,12716.1633634,3616.29919169,1645.15469784
2019,2305,12450.9763982,3600.29454828,1496.76819568
2019,2306,12472.4347637,3611.04766807,1383.40459465
2019,2307,12824.0957393,3625.05173105,1314.89488455
2019,2308,13105.6166842,3688.74192138,1261.43887756
2019,2309,13239.8115373,3667.51342616,1262.97496971
2019,2310,13683.5083711,3709.46454048,1264.63895283
2019,2311,13341.142412,3776.37175801,1209.38625569
2019,2312,12589.128109,3815.70782432,898.532171919
2019,2313,11456.1896561,3792.27828871,499.462819094
2019,2314,10513.2988274,3707.8211276,333.410000169
2019,2315,9581.89325285,3606.55897967,286.513384097
2019,2316,8984.20767956,3531.54974515,253.536311512
2019,2317,8313.1483691,3450.88177983,235.917926758
2019,2318,8707.12296087,3459.1399051,191.275009327
2019,2319,9712.16806151,3500.06408375,224.24120523
2019,2320,11657.2212806,3614.55291837,299.126995401
2019,2321,13661.1362282,3699.93257214,476.523825725
2019,2322,15299.0134178,3780.10351445,985.779478231
2019,2323,16239.2533169,3991.35999146,1473.98701586
2019,2324,15965.664509,3963.64996807,1692.19599128
2019,2325,15783.1082648,3865.87159977,1892.15831634
2019,2326,14744.779592,3751.58844296,1789.54736039
2019,2327,13651.0434978,3647.30818828,1686.62918602
2019,2328,12879.5031607,3597.79382275,1552.06751325
2019,2329,12458.0224287,3561.78337509,1382.17572093
2019,2330,12470.1928449,3584.79004998,1249.15014032
2019,2331,12602.4660534,3612.79817594,1178.4899012
2019,2332,12482.6835353,3635.05463318,1145.00309222
2019,2333,11929.570143,3635.9891441,1131.17826283
2019,2334,12127.0801161,3661.84477284,1126.69260299
2019,2335,12207.4551935,3676.94155078,1072.82715026
2019,2336,11456.3448921,3706.69654934,722.699330678
2019,2337,10197.6788268,3682.06728989,296.780570885
2019,2338,9552.1058325,3631.62521386,123.549378948
2019,2339,8083.71170613,3574.51731639,75.0697588255
2019,2340,6679.0193067,3521.12813074,58.4503638154
2019,2341,5716.04469265,3461.44902378,0.0
2019,2342,5744.30711077,3493.79973848,0.0
2019,2343,6457.93276079,3557.26333656,0.0
2019,2344,8302.66072624,3678.9259645,0.0
2019,2345,10598.2341487,3801.93240629,178.040676125
2019,2346,12861.3423768,3940.07946453,699.702501876
2019,2347,14807.1062366,4093.13952061,1193.81449607
2019,2348,14968.6511967,4026.16810637,1391.64012085
2019,2349,14954.5591357,3884.87711381,1635.32370805
2019,2350,14044.9806562,3719.3290836,1625.18549982
2019,2351,13073.909547,3565.03431828,1567.12121637
2019,2352,12472.4347637,3496.26436616,1443.92662555
2019,2353,12198.9206716,3484.2608836,1306.29276848
2019,2354,12289.2379714,3480.25972275,1233.17478191
2019,2355,12568.1967234,3507.2675585,1184.01983295
2019,2356,12700.4699318,3579.63197746,1166.20116396
2019,2357,12373.1497889,3621.5303571,1164.97229023
2019,2358,12283.1742498,3703.39441099,1194.18044539
2019,2359,11552.2639838,3738.27147033,1170.90842936
2019,2360,10704.1463039,3785.74299951,931.536631598
2019,2361,9870.5108834,3779.73189194,657.482218818
2019,2362,9381.94556432,3738.48873935,525.494287667
2019,2363,8436.21988761,3678.46559557,458.720563622
2019,2364,7485.08386072,3629.89095881,458.215341526
2019,2365,6997.97463751,3588.44469427,406.46798552
2019,2366,7096.31481221,3586.64196489,385.555056002
2019,2367,7858.07221329,3642.49269917,424.996550044
2019,2368,9637.36582483,3760.86208493,473.20171204
2019,2369,11847.4605034,3919.54639959,666.834165609
2019,2370,13921.2025233,4086.73788574,1121.14621373
2019,2371,15661.0838279,4286.61736605,1590.2198095
2019,2372,15693.1112392,4219.97433509,1770.81753792
2019,2373,15559.5569343,4056.17681275,1980.94444289
2019,2374,14447.2449415,3882.62646083,1932.71114922
2019,2375,13357.9926848,3761.34127254,1793.23398156
2019,2376,12740.82447,3706.57538339,1581.56048263
2019,2377,12573.9616574,3703.07436764,1433.4811989
2019,2378,12645.3827845,3698.82313424,1346.84560137
2019,2379,13350.6263803,3748.08742722,1296.76899712
2019,2380,14818.762912,3917.74520973,1281.10085714
2019,2381,17445.0106347,4268.6372051,1284.48025988
2019,2382,19219.6079779,4646.32194905,1317.4014079
2019,2383,18846.6575122,4658.99840794,1365.01544863
2019,2384,17694.1234518,4581.99227132,1254.56421422
2019,2385,16583.2166389,4508.40152612,1033.75572009
2019,2386,15800.5779445,4448.68431167,841.205474206
2019,2387,15089.0087501,4426.93060846,754.08139928
2019,2388,14829.6017736,4396.09388686,720.765555957
2019,2389,14581.9981636,4396.28912899,601.304867913
2019,2390,14650.3661267,4416.33094498,657.150290255
2019,2391,15071.5239907,4356.14489249,715.144893043
2019,2392,16207.8868863,4406.84225892,773.280835515
2019,2393,17429.8420226,4422.79468082,964.466184027
2019,2394,18869.752554,4471.29934679,1425.33283278
2019,2395,20155.5074289,4567.68377548,1859.62666237
2019,2396,19531.2762036,4463.5450019,2019.18188857
2019,2397,18435.9387388,4186.96475807,2152.6795458
2019,2398,16791.331171,3903.6325553,2088.16367529
2019,2399,15561.1583048,3707.32560105,1915.81413552
2019,2400,14826.4494907,3620.55042509,1678.94872524
2019,2401,14485.677835,3589.5414285,1525.33950976
2019,2402,14674.6395614,3585.7903402,1419.65636951
2019,2403,15287.0036645,3625.05173105,1361.59208605
2019,2404,16463.0502057,3760.59105488,1340.08679589
2019,2405,18364.8378858,4085.16747963,1355.44771743
2019,2406,19762.1939948,4457.06035162,1385.45621813
2019,2407,18777.9038152,4449.67827158,1428.82059047
2019,2408,17296.329521,4342.35801242,1334.86258355
2019,2409,15848.584728,4237.41213806,1167.41068574
2019,2410,15173.1505647,4147.24351146,1024.09628448
2019,2411,14121.9818961,4061.96564873,920.46171677
2019,2412,13505.6919646,3991.21496121,910.070106069
2019,2413,12842.1686504,3921.25259884,789.168404515
2019,2414,12887.6758147,3936.55556777,852.988296791
2019,2415,13338.3045095,3906.93422354,897.486989963
2019,2416,14621.0389978,3979.38319742,939.730281686
2019,2417,16473.8819847,4012.74776013,1117.08206928
2019,2418,18309.3658911,4092.9338428,1518.10235428
2019,2419,19962.5625831,4314.68605346,1871.70349412
2019,2420,19586.363351,4291.4950853,2025.80356129
2019,2421,18447.788881,4032.66999275,2152.37232737
2019,2422,16703.8963383,3804.10367913,2082.63374354
2019,2423,15374.1182231,3631.05347232,1915.19969866
2019,2424,14654.7825664,3550.78018275,1670.96104604
2019,2425,14304.0824132,3551.28032786,1517.35183055
2019,2426,14434.7542511,3582.28932445,1419.04193264
2019,2427,14983.3838059,3630.55332722,1385.55512367
2019,2428,16187.2941948,3814.27834308,1364.35705193
2019,2429,18025.9878748,4129.80412592,1350.22500411
2019,2430,19349.193163,4447.83273003,1391.57421506
2019,2431,18565.4805988,4441.59973489,1443.20594706
2019,2432,16978.5827574,4291.21635766,1380.21875482
2019,2433,15586.8050225,4195.80352104,1252.04568489
2019,2434,14718.3185343,4062.4809342,1070.1981939
2019,2435,13658.74416,3974.26276227,970.940716967
2019,2436,13023.8287145,3901.32720107,939.068922616
2019,2437,12587.9091912,3811.06563655,772.609042113
2019,2438,12741.1249158,3809.40648402,809.841187685
2019,2439,13202.8447219,3759.66813516,863.638631166
2019,2440,14502.7443664,3834.78228281,893.046289451
2019,2441,16299.2571524,3884.34882679,1060.14882659
2019,2442,18223.721292,3990.21197596,1428.78930429
2019,2443,19933.5422072,4207.32661741,1800.17938312
2019,2444,19573.5523864,4187.21483062,1952.25177219
2019,2445,18344.3403426,3984.40598998,2120.42161055
2019,2446,16582.8327238,3725.33082488,2067.88725885
2019,2447,15290.2064057,3570.78598701,1909.05533004
2019,2448,14556.778688,3526.02299998,1681.71369112
2019,2449,14138.1804229,3517.02038807,1537.32102857
2019,2450,14230.7396414,3537.52633743,1431.94510675
2019,2451,14694.8168305,3582.28932445,1375.10969702
2019,2452,15918.5842144,3748.21115903,1360.0559939
2019,2453,17929.5853669,4122.26645075,1364.35705193
2019,2454,19278.8133435,4403.24881843,1394.10183577
2019,2455,18573.6774492,4350.75500987,1415.25910308
2019,2456,16997.9699358,4174.28055853,1321.05142685
2019,2457,15668.4624973,4032.76562571,1143.8342576
2019,2458,14799.2228745,3845.5129917,978.511962975
2019,2459,13631.1239308,3719.9149822,893.344714031
2019,2460,12852.2409835,3598.61935822,823.502221161
2019,2461,12216.7069699,3492.43719205,645.09134328
2019,2462,12278.8080514,3472.34627664,687.505361208
2019,2463,12795.4848545,3431.53744681,732.975047876
2019,2464,14158.1090346,3489.2169997,757.724159489
2019,2465,15977.4288408,3541.76927395,936.844438087
2019,2466,17687.8506252,3599.02750564,1360.26422944
2019,2467,19373.9780838,3759.25455461,1750.47557508
2019,2468,19045.4203749,3762.0914902,1900.95156856
2019,2469,17879.6226053,3601.54491105,2084.47705412
2019,2470,16269.6046417,3430.99542977,2018.42509146
2019,2471,15127.5071565,3301.45784722,1889.39335046
2019,2472,14339.9531138,3226.18600871,1688.16527817
2019,2473,13777.5517722,3191.17585126,1527.18282035
2019,2474,13608.7673149,3202.42911616,1425.18630126
2019,2475,13782.3558839,3235.68876573,1361.28486762
2019,2476,14141.3831641,3244.37813472,1321.03925317
2019,2477,14543.0069012,3288.27709479,1305.06389475
2019,2478,15337.1056858,3359.77175577,1318.83990139
2019,2479,14843.3344658,3366.10765441,1226.67879267
2019,2480,13662.1102977,3333.94491129,856.832881507
2019,2481,12325.0803746,3237.46810092,543.941898906
2019,2482,11181.8967632,3102.76098381,417.340419827
2019,2483,9864.4978497,2976.90037032,347.813772881
2019,2484,8720.3140079,2896.10918636,327.790144604
2019,2485,8171.02946333,2865.65148697,284.248860789
2019,2486,8339.34576337,2882.63238406,220.546591952
2019,2487,9112.75938159,2919.22962749,244.339502204
2019,2488,10769.1430486,3019.09574006,272.606643629
2019,2489,12950.8225057,3113.81682471,434.505279062
2019,2490,14782.1837307,3225.69946445,938.141429794
2019,2491,16639.8725593,3403.58560469,1432.75995295
2019,2492,16621.5858914,3453.25188701,1638.87842393
2019,2493,15907.3746205,3316.46220041,1882.32732655
2019,2494,14549.0921093,3187.67483552,1788.01126824
2019,2495,13406.6743499,3062.13841382,1697.99626796
2019,2496,12481.4024389,2998.36991275,1560.97684775
2019,2497,12051.914854,2976.86367318,1408.59650599
2019,2498,11802.4213203,2990.1175185,1297.69065241
2019,2499,11798.2577569,2986.86657531,1229.18094231
2019,2500,12033.0186814,2979.39467943,1198.76631764
2019,2501,11913.5564374,3006.58419952,1190.16420157
2019,2502,12101.343659,3025.60904542,1195.88923695
2019,2503,11337.0582245,3008.27628475,1055.92499764
2019,2504,10445.5375052,2996.92490715,690.610257621
2019,2505,9385.12439462,2941.86147167,311.730557551
2019,2506,8841.59514078,2840.73716957,175.594805296
2019,2507,7678.62941199,2758.86896724,149.235615075
2019,2508,6547.5064603,2665.07610626,156.134906481
2019,2509,6063.29578526,2612.2982661,119.394201123
2019,2510,6146.02123288,2647.44310422,37.3101692142
2019,2511,6953.93406758,2728.85187786,48.9900302335
2019,2512,8832.67682679,2869.8692745,75.4288926537
2019,2513,11329.7069819,3055.6929835,267.086968637
2019,2514,13670.0606791,3240.45584083,771.625681896
2019,2515,16091.8885821,3485.12439739,1281.05071204
2019,2516,16528.0658505,3558.78250445,1466.96926789
2019,2517,15929.4735342,3390.48367616,1747.76565378
2019,2518,14614.4280282,3205.17991424,1713.04997108
2019,2519,13474.5724618,3071.14102573,1620.88444179
2019,2520,12937.7930492,3060.88805105,1472.49793963
2019,2521,12665.8803277,3045.1334802,1335.78573785
2019,2522,12691.1819826,3061.1381236,1262.97496971
2019,2523,13173.514796,3108.1517636,1230.1025976
2019,2524,14740.6160286,3220.96476582,1212.89836546
2019,2525,17726.5315796,3609.4939849,1225.1871027
2019,2526,19141.2366453,4004.50943683,1274.03478637
2019,2527,18273.4195376,4002.31310111,1260.78008537
2019,2528,16542.0520097,3902.03246776,1130.03926695
2019,2529,15173.8413348,3785.19640697,963.42944079
2019,2530,14359.1975378,3679.6365782,799.678430085
2019,2531,13390.0631714,3575.27959537,727.530156371
2019,2532,12847.4355295,3498.24159545,680.592241061
2019,2533,12508.0741898,3409.00328828,532.359251824
2019,2534,12625.9247718,3449.36676038,579.127492881
2019,2535,13096.7495291,3445.74094341,629.440046877
2019,2536,14508.5542166,3533.4626055,708.628295667
2019,2537,16252.7600626,3574.37006121,913.802118602
2019,2538,18065.2582556,3640.2795544,1352.50945936
2019,2539,19733.7694873,3800.39018515,1754.50087328
2019,2540,19437.7561627,3837.11325615,1889.99849866
2019,2541,17920.2974176,3561.78337509,2056.21295847
2019,2542,16036.4450878,3296.45639616,1987.39602994
2019,2543,14811.0763333,3116.40415786,1841.1600568
2019,2544,14231.7004638,3039.63188403,1603.37299123
2019,2545,13860.1824933,3037.38123105,1478.64230825
2019,2546,13912.7074477,3048.8845685,1389.24174484
2019,2547,14428.0284948,3091.89704765,1354.52606214
2019,2548,15892.3217372,3192.0649411,1333.94242727
2019,2549,18283.1679871,3548.11500899,1334.86408256
2019,2550,19416.6723977,3910.80793119,1345.09190766
2019,2551,18514.4084963,3915.01481291,1330.58532471
2019,2552,16689.0745086,3829.90037206,1263.62151131
2019,2553,15385.4577969,3761.85664412,1134.06204041
2019,2554,14578.7250264,3710.90659621,982.674591684
2019,2555,13616.6951045,3690.51394298,908.55819874
2019,2556,13148.4699117,3633.63366411,878.466048063
2019,2557,12987.959088,3611.52441899,711.321154573
2019,2558,13266.1807913,3571.97275234,780.708273831
2019,2559,13836.569648,3619.35861414,901.541559888
2019,2560,15068.0158795,3708.73160199,985.584068126
2019,2561,16868.1682713,3735.0664614,1211.33905277
2019,2562,18501.7088956,3811.68835796,1511.08315371
2019,2563,19768.0472832,3943.63894597,1811.56667727
2019,2564,19389.7150459,3939.39293041,1934.62956054
2019,2565,17892.4335698,3715.32792275,2070.3450063
2019,2566,16168.3980222,3486.51153658,1981.86609818
2019,2567,15111.813725,3340.71923807,1833.47959602
2019,2568,14433.1528806,3278.20109977,1619.0411312
2019,2569,14062.9160065,3248.94261105,1479.87118198
2019,2570,14252.198007,3274.19993892,1379.10353662
2019,2571,14664.0705157,3323.13584862,1346.84560137
2019,2572,15981.0376664,3442.4961583,1312.12991867
2019,2573,18318.0778654,3800.37243587,1319.19594258
2019,2574,19547.6376286,4180.3631764,1356.21375635
2019,2575,18985.1694115,4212.50979587,1342.04800074
2019,2576,17942.4877194,4095.54739434,1297.4007986
2019,2577,17431.4297288,3981.47256733,1211.91947447
2019,2578,17156.7554295,3856.46293619,1058.88745824
2019,2579,16173.5707668,3779.92508138,967.208225091
2019,2580,15603.7410777,3720.64535483,931.485742817
2019,2581,14612.2665917,3671.93445481,748.428970396
2019,2582,14495.8645487,3702.43389696,836.228655303
2019,2583,14676.5388205,3707.75744406,908.356097347
2019,2584,15837.655922,3797.754822,957.410703633
2019,2585,17101.7095399,3833.0139826,1132.18315288
2019,2586,18390.6104494,3904.58639808,1473.09592931
2019,2587,19734.1092479,4054.68369102,1817.38636957
2019,2588,19596.9323967,4118.44487849,1898.64280942
2019,2589,18283.1679871,3879.37551764,2062.05010866
2019,2590,16532.229414,3648.8086236,2001.83529619
2019,2591,15422.4796141,3468.7563853,1856.21375991
2019,2592,14795.3829018,3426.74419637,1642.08251353
2019,2593,14528.5945661,3382.73142701,1458.98032867
2019,2594,14736.4524651,3406.73839211,1382.17572093
2019,2595,15050.0008213,3458.17502734,1343.77341706
2019,2596,16258.7153219,3568.68934657,1332.71355354
2019,2597,18480.4568404,3930.12981025,1319.19594258
2019,2598,19458.7321099,4316.41308103,1346.2587962
2019,2599,18356.8008378,4385.64665335,1324.09098067
2019,2600,16535.4098445,4306.71093344,1209.02413886
2019,2601,15272.4647284,4283.23075889,1016.21108234
2019,2602,14679.9519505,4251.11707213,823.86751963
2019,2603,13755.1425503,4177.05958465,743.379774133
2019,2604,13302.7110771,4111.47740534,709.764647314
2019,2605,13039.9032592,4041.99953454,572.901634911
2019,2606,13322.2740674,3990.09564386,615.527469775
2019,2607,13859.9016285,3969.13077897,701.954014999
2019,2608,15250.991814,4060.71682548,793.812435045
2019,2609,17008.7330335,4110.19723197,1004.6128564
2019,2610,18731.3787445,4190.68663505,1412.83732896
2019,2611,20326.3087102,4322.05406255,1764.67110239
2019,2612,20173.1055251,4336.25807232,1889.22055734
2019,2613,18944.8543036,4089.43646232,2028.25608126
2019,2614,17255.4083601,3864.87130956,1955.75253155
2019,2615,15903.211057,3696.07233615,1831.63628544
2019,2616,15185.4767709,3626.80223892,1621.80609708
2019,2617,14748.9431555,3619.80020743,1467.27522631
2019,2618,14755.989186,3635.55477828,1364.35705193
2019,2619,15099.3230346,3663.06275913,1315.81653984
2019,2620,16258.3950478,3758.69645698,1305.06389475
2019,2621,18457.7173784,4166.82217738,1311.51548181
2019,2622,19668.2855045,4526.52415146,1345.4030467
2019,2623,18726.7110059,4542.45155354,1316.58270386
2019,2624,17076.4774371,4418.429168,1175.1010959
2019,2625,15753.4511112,4311.28798426,1009.82007988
2019,2626,14835.6515858,4180.38259438,885.802890642
2019,2627,13593.0704953,4044.27161513,827.131345219
2019,2628,12778.085872,3910.24004022,818.062468576
2019,2629,12340.8590337,3809.93066566,671.239783987
