,Mid,Mid,South,South,North,North
,gas,photovoltaics,gas,photovoltaics,gas,photovoltaics
timeindex,,,,,,
2015-04-18 22:00:00,46267.4388424,0.0,5568.64127974,0.0,10406.2691559,0.0
2015-04-18 23:00:00,44386.1487054,0.0,4926.24754058,0.0,10280.2325891,0.0
2015-04-19 00:00:00,43585.7836983,0.0,4376.94098601,0.0,10148.194281,0.0
2015-04-19 01:00:00,44209.3573953,0.0,4146.52716278,0.0,10220.2151763,0.0
2015-04-19 02:00:00,45150.0024638,0.0,4031.32025117,0.0,10374.525082,0.985149851144
2015-04-19 03:00:00,48776.1459657,0.0,3998.14066063,0.0,10706.0680397,13.792097916016
2015-04-19 04:00:00,55441.3705213,0.0,3957.58782774,0.0,11790.3894308,63.049590473208006
2015-04-19 05:00:00,58376.1963296,1853.9127220831501,4038.77638861,4.525381370496,12949.2392431,161.564575587592
2015-04-19 06:00:00,55070.4025135,7000.642136916049,3972.27294201,260.889818310396,13156.93996,382.238142243816
2015-04-19 07:00:00,49606.2295334,12362.9679492213,3627.07241658,1274.290431089838,12920.1328003,610.792907709192
2015-04-19 08:00:00,45817.3941851,17211.5903358584,3048.63324702,2716.320610112016,12849.6922767,827.5258749608399
2015-04-19 09:00:00,44039.8558516,20810.84782135655,2471.60255889,3528.373397927868,12753.3512164,986.1350009949999
2015-04-19 10:00:00,41265.4276508,22966.50643676845,2230.1393224,3876.748648397298,12531.1787539,1109.278732387984
2015-04-19 11:00:00,39908.1332313,23730.973473990598,2129.29394194,4013.538585278262,12334.432216,1113.219331792556
2015-04-19 12:00:00,39119.7097777,23837.213067905897,1718.70490473,4052.7005394460316,12125.9986036,1235.377913334396
2015-04-19 13:00:00,39966.8222023,22593.281017857,1846.58240932,4031.7350488309617,11970.2869316,1224.5412649718119
2015-04-19 14:00:00,41579.7048855,19976.338991978253,2105.862045,3881.210737720656,11907.3923369,1069.8727383422279
2015-04-19 15:00:00,45752.975442,15951.9958977724,2381.43730514,3561.3960235230716,12182.1504765,804.867428384532
2015-04-19 16:00:00,51026.1991004,10674.928949997251,3013.8385692,2851.5757148498396,12330.5916959,537.8918187245439
2015-04-19 17:00:00,56194.1362336,5095.7598563629,4238.51198689,1419.529856263968,12572.0599051,270.91620906456
2015-04-19 18:00:00,60978.9261307,456.0541322514,5294.01330716,270.01969611031797,12966.1621876,74.871388686932
2015-04-19 19:00:00,60519.3165752,0.0,5667.66167202,5.1266558183279995,13008.774217,0.0
2015-04-19 20:00:00,56834.5629107,0.0,6084.76824377,0.0,12268.309387,0.0
2015-04-19 21:00:00,51766.2250802,0.0,5867.25759464,0.0,11594.6139287,0.0
2015-04-19 22:00:00,47709.633171,0.0,5494.90885631,0.0,11088.2170085,0.0
2015-04-19 23:00:00,45556.4303126,0.0,4865.41829125,0.0,10880.4067168,0.0
2015-04-20 00:00:00,44246.8294665,0.0,4401.82567892,0.0,10859.4006223,0.0
2015-04-20 01:00:00,44267.9675579,0.0,4093.0711558,0.0,10906.6643348,0.0
2015-04-20 02:00:00,45297.9691038,0.0,3947.44961952,0.0,10989.1882774,0.0
2015-04-20 03:00:00,48775.1851434,0.0,3915.19168426,0.0,11276.0893709,20.68814687402
2015-04-20 04:00:00,55373.1521353,0.0,3934.54644542,0.0,12500.4665322,70.93078928236001
2015-04-20 05:00:00,59004.8565134,1491.40032569585,4036.20914009,6.170974596132001,13579.5724544,236.43596427452403
2015-04-20 06:00:00,56180.1330176,6741.23940149755,3949.74811157,303.691065188706,13627.3546606,514.248222297092
2015-04-20 07:00:00,51229.4323112,12097.4071343471,3525.30328769,1362.234730590636,13255.287504,809.793177640252
2015-04-20 08:00:00,47260.3533337,16872.61605309305,3029.46023964,2721.668788095336,12933.8639528,1097.456934174256
2015-04-20 09:00:00,44506.9547573,20462.8908855009,2657.40867192,3434.732814184482,12541.1477831,1334.878048299924
2015-04-20 10:00:00,40779.2114859,22986.723767874002,2481.39403566,3700.1480138653737,12132.8148454,1483.6356758226482
2015-04-20 11:00:00,38334.2576159,24172.0395533519,2454.18740573,3803.8520331039904,11730.7201206,1533.8783182309842
2015-04-20 12:00:00,37022.5771012,24119.3523487527,2013.71935196,3801.0038909827017,11429.791997,1527.96741912412
2015-04-20 13:00:00,37181.8205731,22747.5510868657,2245.99274598,3685.7807191646343,11331.9551199,1393.987039368556
2015-04-20 14:00:00,38793.4103042,20067.52691648015,2638.70013939,3396.29871855882,11273.6605002,1229.467014227532
2015-04-20 15:00:00,42747.5939762,15926.94371089585,2942.56541375,2984.5997749259877,11522.630886,962.491404567548
2015-04-20 16:00:00,47825.6519805,10688.42837624205,3495.57227161,2314.542694868352,11712.7365793,640.347403243508
2015-04-20 17:00:00,52622.4753887,5019.1782856112495,4444.2587497,1210.09647227826,11857.4501907,326.084600728616
2015-04-20 18:00:00,56485.0332506,458.1025843017,5365.8360508,247.04468299855802,12158.0790993,84.72288719837199
2015-04-20 19:00:00,56205.2242796,0.0,5722.2964231,5.791222313292,12386.8437772,0.0
2015-04-20 20:00:00,52857.7192556,0.0,6105.9663155,0.0,11878.9464217,0.0
2015-04-20 21:00:00,48392.777853,0.0,5759.42392537,0.0,11362.0464542,0.0
2015-04-20 22:00:00,45042.390362,0.0,5345.60069886,0.0,11005.6930659,0.0
2015-04-20 23:00:00,43126.5106209,0.0,4810.11897368,0.0,10758.8714559,0.0
2015-04-21 00:00:00,42035.0164455,0.0,4407.35561068,0.0,10751.3692793,0.0
2015-04-21 01:00:00,41852.4602013,0.0,4127.17240163,0.0,10773.1255914,0.0
2015-04-21 02:00:00,42359.7743956,0.0,3932.70313483,0.0,10830.8923512,0.0
2015-04-21 03:00:00,42794.0660921,0.0,3876.48216196,0.0,10701.1422904,18.717847171732
2015-04-21 04:00:00,43242.1986626,34.20024292745,3807.35801499,0.0,10854.6330771,64.034740324352
2015-04-21 05:00:00,44321.6831584,1946.71650627695,3805.29304167,3.908283910884,10977.4840099,247.272612637108
2015-04-21 06:00:00,42873.1212723,6952.24268598745,3498.36289802,189.17992890096,11092.2094454,552.669066491704
2015-04-21 07:00:00,40115.242567,12062.214473656151,2876.64985208,997.988999300892,11127.6765087,891.5606152851921
2015-04-21 08:00:00,36686.4686528,16514.264177329747,2139.37640003,2259.6843130099082,10910.2747997,1227.496714525244
2015-04-21 09:00:00,34005.8136105,19707.0375255339,1951.59134915,2901.845423290656,10512.9586551,1474.769327162352
2015-04-21 10:00:00,30098.2430331,21968.7194386818,1789.86334621,3193.52682253458,10113.2712479,1681.650795902564
2015-04-21 11:00:00,26713.3506892,22925.61373558955,1748.44359051,3314.2089334184575,9808.09086447,1740.759786971196
2015-04-21 12:00:00,24236.6436201,23271.216860083,1637.26734515,3316.629854221554,9495.09035687,1779.180631165804
2015-04-21 13:00:00,24651.2292927,22038.01055586295,1570.77248905,3243.9547610932436,9405.53564162,1679.6804962002761
2015-04-21 14:00:00,26644.9436558,19633.064232237703,1737.83926697,3089.791157272392,9604.37770752,1421.571235200584
2015-04-21 15:00:00,31481.3898316,15830.462891655201,1869.03305893,2822.192381965176,9902.73402239,1129.9668792620039
2015-04-21 16:00:00,37715.5613559,10804.045045692099,2406.88762582,2213.370357515334,10281.683114,761.5208349342
2015-04-21 17:00:00,43261.2366097,5316.979954495199,3439.24547189,1147.832920904448,10570.9318607,398.00053986212
2015-04-21 18:00:00,47869.8289353,657.4640450273,4410.67336701,233.547653945988,11136.3578356,122.15858154184001
2015-04-21 19:00:00,48731.9481382,0.0,4750.50389449,5.237416900824,11607.7388243,7.881198809152
2015-04-21 20:00:00,46985.1731285,0.0,5412.88153524,0.0,11369.5486308,0.0
2015-04-21 21:00:00,43277.3597279,0.0,5201.82247316,0.0,11049.2056902,0.0
2015-04-21 22:00:00,39629.1173122,0.0,4866.33994654,0.0,10680.0986017,0.0
2015-04-21 23:00:00,37301.0447884,0.0,4482.0096894,0.0,10530.0550697,0.0
2015-04-22 00:00:00,36483.3849791,0.0,4001.8272818,0.0,10449.0315625,0.0
2015-04-22 01:00:00,36191.2949885,0.0,3780.6300115,0.0,10505.297887,0.0
2015-04-22 02:00:00,36544.8776087,0.0,3605.51550585,0.0,10519.5520225,0.0
2015-04-22 03:00:00,36676.5102689,0.0,3534.54804829,0.0,10348.6308326,24.628746278596
2015-04-22 04:00:00,35834.8947948,5.7000404879,3508.74170009,0.0,10355.7305067,79.797137942652
2015-04-22 05:00:00,35796.8090556,2118.2012064912997,3500.22906033,4.826018594412,10337.7080898,208.851768442496
2015-04-22 06:00:00,34108.6790762,6928.042960523149,3041.75452878,224.5918292757,10478.5109986,404.896588820124
2015-04-22 07:00:00,31414.2279835,12012.0592066844,2243.05341085,1100.711991808842,10734.203705,575.327513068012
2015-04-22 08:00:00,28592.0528902,16644.4235840068,1404.21724741,2327.565033567378,10864.8152269,710.29304267472
2015-04-22 09:00:00,26816.9301393,20319.0920962278,1052.34856381,3003.8563802682843,10878.6590331,781.22383195708
2015-04-22 10:00:00,23151.9300251,22628.37189211065,982.883824244,3325.854670092186,10853.1814002,815.704076747112
2015-04-22 11:00:00,19672.5459074,23641.32506935265,1080.90580499,3476.679618426408,10651.8881353,816.689226598256
2015-04-22 12:00:00,17752.8290258,23640.35809819845,1068.3709025,3466.173138601194,10507.9450136,806.83772808682
2015-04-22 13:00:00,17875.6858321,22400.06491328245,905.608436444,3396.6784708416603,10494.6243196,721.1296910373039
2015-04-22 14:00:00,20119.1855767,19981.69550324035,915.676089167,3276.012182969568,10698.9356482,591.089910686312
2015-04-22 15:00:00,25658.1435751,16083.822057360001,978.392790748,3052.005805129908,11059.3533247,432.480784652152
2015-04-22 16:00:00,32905.303648,11036.9451375028,1443.58360462,2529.672363096648,11268.1816128,270.91620906456
2015-04-22 17:00:00,39561.0969687,5460.15530183995,2682.08182076,1305.92063164797,11502.5548957,128.0694806487
2015-04-22 18:00:00,46200.5877095,685.620718241,3897.98657259,265.13038546876203,11902.1420945,28.569345683172003
2015-04-22 19:00:00,48562.8434068,0.0,4417.73886472,5.284885936176,11885.6983806,0.0
2015-04-22 20:00:00,47143.7088142,0.0,5094.91045918,0.0,11320.0342653,0.0
2015-04-22 21:00:00,43195.6898292,0.0,5011.03982753,0.0,10653.8409836,0.0
2015-04-22 22:00:00,40423.7173854,0.0,4706.89358087,0.0,10209.7121291,0.0
2015-04-22 23:00:00,38828.7523051,0.0,4297.67863082,0.0,10061.1690325,0.0
2015-04-23 00:00:00,37947.6782215,0.0,3937.31141129,0.0,10009.404014,0.0
2015-04-23 01:00:00,38524.1716241,0.0,3714.27083041,0.0,10019.9070612,0.0
2015-04-23 02:00:00,40119.1367044,0.0,3611.04543761,0.0,10118.4659279,1.970299702288
2015-04-23 03:00:00,44805.0672446,0.0,3541.92129064,0.0,10481.6542905,23.643596427452
2015-04-23 04:00:00,52770.4791035,17.10012146375,3542.84294593,0.0,11654.9258087,67.97533972892799
2015-04-23 05:00:00,56709.4283904,1988.1690328609002,3663.3976138,5.712107254368,12987.4470959,174.371523652464
2015-04-23 06:00:00,54367.1186855,6942.9546735853,3598.01353986,263.722137419904,13080.167173,414.74808733156397
2015-04-23 07:00:00,49393.2075511,12135.933300859151,3324.85476537,1216.140862780116,12954.0586258,654.13950115952
2015-04-23 08:00:00,45637.0955974,16832.6903230684,3172.79602971,2394.923594735946,12698.72313,897.471514392052
2015-04-23 09:00:00,43414.9848541,20354.793689105198,2816.11588536,3109.2059927325363,12415.8801666,1108.2935825368402
2015-04-23 10:00:00,40690.8116741,22307.42653204925,2484.07640306,3584.102045434488,12194.738275,1233.407613632108
2015-04-23 11:00:00,40074.2278921,22752.9839379557,2354.90614462,3793.4563143612722,12010.4572573,1251.140310952696
2015-04-23 12:00:00,39199.4025133,22581.473791132,1877.20934013,3858.2515476206822,11818.044455,1309.264152170184
2015-04-23 13:00:00,39548.997169,21210.52499065725,2055.83068122,3801.288705194826,11897.7053297,1220.60066556724
2015-04-23 14:00:00,40754.7866562,18433.79098154715,2337.89404812,3664.8468745731298,11820.6928628,1074.798487597948
2015-04-23 15:00:00,44687.8536141,14504.5673129833,2597.40446839,3374.921829637338,11945.5280801,850.184321537148
2015-04-23 16:00:00,49387.7964748,9970.84671669385,3129.21464479,2772.144195689352,12035.4977432,586.164161430596
2015-04-23 17:00:00,54420.6604964,4831.33141560345,4266.63535201,1444.862498131686,12080.7425268,308.35190340802797
2015-04-23 18:00:00,58621.2006917,508.7667834599,5298.19365944,288.880726157988,12246.3620242,101.470434667816
2015-04-23 19:00:00,58099.005107,0.0,5634.61258618,5.917806407574,12477.620114,0.0
2015-04-23 20:00:00,53600.4349225,0.0,6080.1599673,0.0,11683.1396125,0.0
2015-04-23 21:00:00,48309.1863097,0.0,5833.1563488,0.0,10878.9062814,0.0
2015-04-23 22:00:00,44499.5257413,0.0,5361.26883883,0.0,10382.2621908,0.0
2015-04-23 23:00:00,42646.0994521,0.0,4745.60310317,0.0,10079.924474,0.0
2015-04-24 00:00:00,41721.7883634,0.0,4359.42953545,0.0,10037.1620674,0.0
2015-04-24 01:00:00,41803.4582621,0.0,4146.52716278,0.0,10019.1568436,0.0
2015-04-24 02:00:00,43077.5086817,0.0,4010.12217943,0.0,10100.6956363,0.985149851144
2015-04-24 03:00:00,47154.2778599,0.0,3981.55086535,0.0,10381.9207629,26.599045980884
2015-04-24 04:00:00,54319.130031,0.0,3983.39417594,0.0,11484.1941299,88.663486602948
2015-04-24 05:00:00,59464.8642859,614.39565875145,4037.19800804,7.025417232522,12568.3088168,270.91620906456
2015-04-24 06:00:00,59239.4442016,3160.20168827325,3818.39444902,303.248020858728,12511.2954829,547.743317235984
2015-04-24 07:00:00,56961.435211,5826.3829031881005,3467.38812797,1393.42188681879,12234.4307804,805.852578235676
2015-04-24 08:00:00,55313.2114442,8497.8824594511,3019.13117126,2747.665996458018,12029.5415522,1061.006389681932
2015-04-24 09:00:00,53861.6236544,11046.7293587867,2438.65442487,3578.8329825100977,11712.0601399,1247.199711548124
2015-04-24 10:00:00,50909.2813236,13217.92312918905,2193.60929907,3981.481163401932,11491.0560511,1283.650256040444
2015-04-24 11:00:00,48884.30841,14689.46237630985,2076.4099222,4158.588134310972,11327.0622173,1238.333362887828
2015-04-24 12:00:00,43728.0037014,18606.30626943905,1625.25978916,4206.974904349374,11318.8504964,1061.9915395330759
2015-04-24 13:00:00,44568.999011,16892.88427741725,1758.13358544,4176.404845580838,11452.1197923,849.199171686004
2015-04-24 14:00:00,45671.7747111,14249.91037020315,2067.17014223,4041.56113914942,11363.4155032,642.3177029457961
2015-04-24 15:00:00,48565.7452719,11086.9095549046,2290.2744833,3717.996371158806,11478.3913952,443.31743301473597
2015-04-24 16:00:00,52019.0578926,7537.514700370999,2895.44952986,3003.144344737956,11451.7954283,274.856808469136
2015-04-24 17:00:00,54876.8903476,3761.13609069385,4200.46168926,1558.962236113026,11568.3845386,132.010080053276
2015-04-24 18:00:00,57368.0415085,1002.87631995085,5308.22040371,307.425295969956,11882.0224809,37.435694343468
2015-04-24 19:00:00,58148.0070462,0.0,5700.08567861,6.803895067530001,12041.5087216,0.985149851144
2015-04-24 20:00:00,53970.3515225,0.0,6021.17402856,0.0,11345.5416657,0.0
2015-04-24 21:00:00,48562.8434068,0.0,5757.58061478,0.0,10513.5502812,0.0
2015-04-24 22:00:00,44762.7910618,0.0,5301.3612448,0.0,9999.65118443,0.0
2015-04-24 23:00:00,42935.3069757,0.0,4721.64006556,0.0,9774.58588655,0.0
2015-04-25 00:00:00,41637.2359977,0.0,4360.35119074,0.0,9674.05672017,0.0
2015-04-25 01:00:00,42088.8224964,0.0,4053.4399782,0.0,9674.05672017,0.0
2015-04-25 02:00:00,43351.3430479,0.0,3943.76299835,0.0,9784.33871613,0.0
2015-04-25 03:00:00,47065.8822049,0.0,3860.81402198,0.0,10059.6153493,12.806948064872
2015-04-25 04:00:00,53978.2327818,17.10012146375,3809.20132558,0.0,11188.8213635,37.435694343468
2015-04-25 05:00:00,57686.1136602,2159.6664563799,3762.07396101,8.4178422696,12297.3689983,117.23283228612
2015-04-25 06:00:00,55230.2955255,6952.2045160735,3336.91511674,289.79846084151,12333.8540581,294.559805492012
2015-04-25 07:00:00,50172.6797576,12065.5479794772,2323.7560509,1296.5059396359181,12047.2678331,489.61947601849596
2015-04-25 08:00:00,46397.9768338,16655.9890679432,1421.70317534,2581.96741704594,11800.2614597,672.8573483312559
2015-04-25 09:00:00,44065.3672181,20101.23095052585,1123.29777765,3274.841280097476,11602.6034211,812.74862719368
2015-04-25 10:00:00,40982.1691062,22160.1924505178,970.714054305,3698.391659557242,11299.9759847,924.070560372936
2015-04-25 11:00:00,39466.0623491,23284.283693969348,882.81887979,3950.3414762091356,11189.1019751,983.179551441568
2015-04-25 12:00:00,38524.4174838,23338.12871929265,697.763586658,4063.507656495156,11027.0455943,1096.471784323112
2015-04-25 13:00:00,38742.4457435,22093.94220315055,519.818729936,4014.7253111621335,11032.3816729,1020.6152457850359
2015-04-25 14:00:00,39935.769938,19517.994664888,642.879337791,3863.093389226874,10918.3736085,875.798217666888
2015-04-25 15:00:00,43741.2982538,15686.52414603085,792.194539425,3574.608238363518,11025.7110607,667.931599075536
2015-04-25 16:00:00,48621.631798,10827.32869322085,1418.77587175,2897.33586493194,11068.4013577,435.436234205584
2015-04-25 17:00:00,53407.5613118,5443.7676854372,2788.9183282,1522.585132019406,11210.112559,218.70326695393598
2015-04-25 18:00:00,57512.928732,803.2222232181,4084.33750975,302.741684481606,11481.6631237,86.69318690066
2015-04-25 19:00:00,58351.7013817,0.0,4637.21142673,7.009594220736,11817.943859,0.985149851144
2015-04-25 20:00:00,54442.1152902,0.0,5260.80841191,0.0,11085.9663555,0.0
2015-04-25 21:00:00,49106.6688498,0.0,5085.69390626,0.0,10233.7190942,0.0
2015-04-25 22:00:00,45500.702617,0.0,4746.52475847,0.0,9723.5710857,0.0
2015-04-25 23:00:00,43486.8189975,0.0,4246.98758971,0.0,9558.5232006,0.0
2015-04-26 00:00:00,42469.308142,0.0,3973.25596772,0.0,9593.03321294,0.0
2015-04-26 01:00:00,42326.1456137,0.0,3687.54282692,0.0,9636.54583719,0.0
2015-04-26 02:00:00,43306.184398,0.0,3648.83330462,0.0,9718.83484755,0.985149851144
2015-04-26 03:00:00,46721.907808,0.0,3624.870267,0.0,9893.80941981,28.569345683172003
2015-04-26 04:00:00,53422.6827901,0.0,3648.83330462,0.0,10977.9412998,81.76743764494
2015-04-26 05:00:00,57073.304162,2236.33709026415,3777.34246451,11.58244462659,11976.7363381,228.55476546537602
2015-04-26 06:00:00,54422.4562132,7221.02249694075,3564.98993024,322.55209523637603,11949.2774997,475.827378102484
2015-04-26 07:00:00,49328.5277551,12426.4063462586,3334.74328882,1332.519114458484,11630.2424043,674.827648033544
2015-04-26 08:00:00,45561.1295213,17045.09317107095,3083.30807283,2508.374589234096,11491.5399004,875.798217666888
2015-04-26 09:00:00,43252.7279551,20532.423745470598,2755.87446176,3150.092655184866,11314.7282126,1054.1103407239282
2015-04-26 10:00:00,40366.0554246,22573.57261893785,2535.66587242,3467.075050272936,11031.1209175,1198.9273688420722
2015-04-26 11:00:00,38818.81602,23476.10023503125,2410.51354985,3597.757304604906,10852.810334,1279.7096566358682
2015-04-26 12:00:00,37741.8647223,23634.5053780546,2017.23138865,3607.630863958722,10665.3608752,1351.625595769372
2015-04-26 13:00:00,38054.1990142,22357.50545919305,2273.01273297,3497.4710559118444,10745.7265465,1260.006659612992
2015-04-26 14:00:00,39275.7737212,19889.74418045885,2471.89299607,3380.618113879926,10550.7779902,1136.862928220012
2015-04-26 15:00:00,43055.7320256,16101.138475002948,2681.65769476,3092.5127152994037,10631.1076067,928.996309628656
2015-04-26 16:00:00,48018.7044744,11135.2835592239,3243.3928259,2468.105024241378,10662.5148713,662.0206999686719
2015-04-26 17:00:00,53141.7453689,5677.8764911906,4174.56590085,1311.126402525222,10813.3586605,372.38664373238
2015-04-26 18:00:00,57279.1810506,1030.2441482756,5242.0207179,274.08621013904997,11131.605944,154.668526629584
2015-04-26 19:00:00,58209.4996758,0.0,5570.17975134,6.756426032178,11528.920549,4.9257492557199996
2015-04-26 20:00:00,53936.7227407,0.0,6053.43196381,0.0,10877.4058461,0.0
2015-04-26 21:00:00,48750.2037626,0.0,5819.33151941,0.0,10173.7016814,0.0
2015-04-26 22:00:00,44883.8546763,0.0,5350.20897532,0.0,9644.04801379,0.0
2015-04-26 23:00:00,42849.7937877,0.0,4744.68144788,0.0,9474.49882273,0.0
2015-04-27 00:00:00,41839.9695109,0.0,4374.17602013,0.0,9331.95746741,0.0
2015-04-27 01:00:00,41880.3240491,0.0,4123.48578046,0.0,9390.47444485,0.0
2015-04-27 02:00:00,43099.6075955,0.0,3986.15914182,0.0,9462.02547579,1.970299702288
2015-04-27 03:00:00,46657.5327114,0.0,3870.95223021,0.0,9713.10563279,18.717847171732
2015-04-27 04:00:00,53488.0187091,0.0,3882.01209372,0.0,10864.0601323,59.108991068632
2015-04-27 05:00:00,56558.6838091,2488.65294498675,4010.98012096,11.123577284826,11904.7154428,228.55476546537602
2015-04-27 06:00:00,54370.3652544,7207.777536789201,3799.17733092,324.308449544508,12004.4600054,486.664026465064
2015-04-27 07:00:00,49515.8495642,12223.711379712,3446.6345063,1356.111225029856,11685.6504758,797.971379426524
2015-04-27 08:00:00,45665.7645613,16761.74517628135,2991.84125545,2649.610792426632,11265.1371189,1114.2044816437
2015-04-27 09:00:00,42877.9543197,20121.24470875685,2645.81391864,3354.1620381754738,10925.9213353,1350.640445918228
2015-04-27 10:00:00,40353.9976627,21942.8402370023,2359.45072278,3700.432828077504,10618.8599548,1515.160471059252
2015-04-27 11:00:00,39148.247409,21852.44115738935,2207.57626989,3884.5652162190663,10291.1652149,1590.031859746184
2015-04-27 12:00:00,38159.2758709,21943.04380987685,1689.40098352,3970.4841702113877,9931.00749044,1602.838807811056
2015-04-27 13:00:00,38134.340141,20971.606775742148,1907.36392394,3935.00897778951,9846.62911017,1465.90297850206
2015-04-27 14:00:00,39434.1531407,18868.54630179685,2167.48511583,3810.371113959396,9731.39467645,1241.28881244126
2015-04-27 15:00:00,43097.7228619,15416.357494869551,2350.54995816,3510.256049434086,9913.97471279,966.432003972124
2015-04-27 16:00:00,47568.9131002,10707.844139154,2999.11449905,2782.429153349574,10055.4525214,653.1543513083759
2015-04-27 17:00:00,51917.1565854,5368.99282394735,4180.75296414,1401.713144994108,10127.5767042,350.713347007212
2015-04-27 18:00:00,55354.2673375,1037.35647558085,5207.7927474,277.89955597922403,10278.6162918,138.90612901128398
2015-04-27 19:00:00,56192.7335893,0.0,5556.96011701,7.072886267874,10705.1361377,1.970299702288
2015-04-27 20:00:00,52532.0004832,0.0,5995.36768035,0.0,10310.2412955,0.0
2015-04-27 21:00:00,47933.5047757,0.0,5771.40544418,0.0,9703.31520889,0.0
2015-04-27 22:00:00,44556.2142592,0.0,5332.69752475,0.0,9341.71029698,0.0
2015-04-27 23:00:00,42309.811634,0.0,4753.89800081,0.0,9150.40479379,0.0
2015-04-28 00:00:00,41068.4291739,0.0,4327.17160019,0.0,9105.39173422,0.0
2015-04-28 01:00:00,40157.5695979,0.0,4010.12217943,0.0,9061.1288923,0.0
2015-04-28 02:00:00,40348.7732431,0.0,3900.44519958,0.0,9042.88873628,0.985149851144
2015-04-28 03:00:00,41209.6700575,0.0,3829.47774202,0.0,8860.85837151,18.717847171732
2015-04-28 04:00:00,42686.4539903,0.0,3800.90642794,0.0,9038.91682981,67.97533972892799
2015-04-28 05:00:00,44235.8127219,2287.2048622969,3766.20362651,7.974797939622,9295.26108492,248.25776248825198
2015-04-28 06:00:00,42952.5283128,7192.7894838991,3358.75955767,247.67760346995598,9571.09380612,557.5948157474239
2015-04-28 07:00:00,40012.0632343,12281.653309136,2747.86229797,1129.541519281038,9678.65066616,852.154621239436
2015-04-28 08:00:00,36233.2557443,16841.6093596354,2023.50378186,2393.990037040632,9581.51242761,1105.338132983408
2015-04-28 09:00:00,33154.0651779,20359.89573427405,1641.82145142,3181.2006963540957,9288.18207045,1284.635405891588
2015-04-28 10:00:00,29501.7157191,22500.871656107698,1345.92214976,3608.896704901518,9012.68307954,1436.348482967744
2015-04-28 11:00:00,26560.5768601,23313.7890374771,1204.17931357,3862.159831531566,8833.22760259,1556.536764807292
2015-04-28 12:00:00,25150.0121006,23107.289802837,960.969141249,3965.2783993341363,8655.94130274,1557.5219146584361
2015-04-28 13:00:00,26231.4598454,21416.6806960715,837.128191553,3937.9678809933002,8662.2468776,1512.20502150582
2015-04-28 14:00:00,28675.3310636,18791.21405607025,860.267323432,3864.137708004684,8820.81840932,1334.878048299924
2015-04-28 15:00:00,33047.8092116,15452.580743238,912.201134491,3638.011046585844,9155.38879697,1105.338132983408
2015-04-28 16:00:00,38682.9028504,10733.15079212375,1429.48900381,3069.110480869452,9466.2795334,783.194131659368
2015-04-28 17:00:00,43870.3361515,5440.027033867001,2756.62087476,1729.0754358131098,9689.12227715,443.31743301473597
2015-04-28 18:00:00,47579.5141501,1030.4095512361998,4165.17179456,365.685625362174,10042.5624288,172.40122395017602
2015-04-28 19:00:00,49194.1036825,0.0,4733.4511707,8.465311304952001,10555.4638012,9.851498511439999
2015-04-28 20:00:00,47138.9047025,0.0,5412.88153524,0.0,10371.7591436,0.0
2015-04-28 21:00:00,43351.3430479,0.0,5267.25999896,0.0,10005.6529257,0.0
2015-04-28 22:00:00,40030.7410493,0.0,4940.07236998,0.0,9733.32391528,0.0
2015-04-28 23:00:00,38004.3667394,0.0,4534.5440411,0.0,9561.52407124,0.0
2015-04-29 00:00:00,36703.4132944,0.0,4070.95142877,0.0,9532.26558251,0.0
2015-04-29 01:00:00,36137.4889376,0.0,3799.06311736,0.0,9570.52668315,0.0
2015-04-29 02:00:00,35845.398947,0.0,3600.90722938,0.0,9600.81574281,1.970299702288
2015-04-29 03:00:00,35790.6320737,0.0,3546.5295671,0.0,9438.76090157,17.732697320588
2015-04-29 04:00:00,35844.4381246,0.0,3520.7232189,0.0,9495.42036227,75.856538538076
2015-04-29 05:00:00,36202.5384464,2182.3139386756,3496.0632659,19.130021248014,9496.40243309,269.931059213416
2015-04-29 06:00:00,33995.765279,7324.399347307451,2838.03590749,462.411696403626,9483.21967102,567.4463142588601
2015-04-29 07:00:00,31098.0518749,12491.57511272975,1682.57263998,1713.727114381698,9601.93112701,871.857618262312
2015-04-29 08:00:00,27785.5429484,17169.4125809088,661.842005721,3045.977237639844,9526.62438922,1162.4768243497522
2015-04-29 09:00:00,26156.6596861,20630.58404092645,394.962482985,3746.034748041756,9376.98656803,1384.13554085712
2015-04-29 10:00:00,22926.0076975,22706.32757976565,322.721296859,4057.906310323284,9189.89265124,1495.457474036376
2015-04-29 11:00:00,19744.5317175,23442.5107107275,335.90394335,4197.718442455176,9002.83786828,1527.96741912412
2015-04-29 12:00:00,17980.4176807,23558.81443862925,265.338074844,4247.086239224244,8891.57854924,1513.190171356964
2015-04-29 13:00:00,18825.2910441,21829.984524663552,3.55688793201,4232.370838264236,8896.36957476,1401.8682381777078
2015-04-29 14:00:00,21237.8516739,19472.19076811015,69.7980444873,4111.752019427496,9111.21525771,1208.778867353512
2015-04-29 15:00:00,26293.6604369,15823.986729583,222.317054573,3829.2796130424176,9493.39078581,952.6399060561081
2015-04-29 16:00:00,33253.8539415,10983.36730157735,743.407913641,3216.944879976318,9889.13913318,652.169201457232
2015-04-29 17:00:00,39206.2678882,5721.78461557405,2147.92971351,1810.579769517432,10203.3862822,369.431194178948
2015-04-29 18:00:00,44141.7199654,1473.32050977325,3807.48202234,378.67631803762197,10499.1724569,154.668526629584
2015-04-29 19:00:00,47239.791048,0.0,4371.76672058,8.860886599578,10879.9744467,20.68814687402
