Production per timestep in MWh, Photovoltaics_Mid,Gas_plant_Mid,Photovoltaics_South,Gas_plant_South,Photovoltaics_North,Gas_plant_North
2019-07-07 13:00:00,19712.51,30883.43,4056.15,1226.78,1789.03,7792.00
2019-07-07 14:00:00,18924.17,30822.40,4018.27,1132.86,1685.59,7867.68
2019-07-07 15:00:00,16828.06,31998.05,3874.76,1268.08,1518.12,8005.90
2019-07-07 16:00:00,13890.83,35530.99,3594.32,1481.23,1269.86,8272.16
2019-07-07 17:00:00,10387.03,39247.13,3010.80,1959.68,945.74,8567.77
2019-07-07 18:00:00,6451.25,42098.14,1974.98,2970.62,614.73,8776.49
2019-07-07 19:00:00,2815.88,43307.43,534.01,4463.20,379.28,8803.38
2019-07-07 20:00:00,118.94,44653.46,52.09,4963.56,195.06,8776.04
2019-07-07 21:00:00,0.00,45566.04,0.00,5066.34,75.86,8825.48
2019-07-07 22:00:00,0.00,42777.73,0.00,5364.03,24.63,8606.62
2019-07-07 23:00:00,0.00,39703.10,0.00,5012.88,12.81,8217.08
2019-07-08 00:00:00,0.00,37538.37,0.00,4764.04,16.75,7993.33
2019-07-08 01:00:00,0.00,36333.50,0.00,4387.08,31.52,7784.99
2019-07-08 02:00:00,0.00,35947.25,0.00,4010.12,54.18,7700.07
2019-07-08 03:00:00,0.00,35635.94,0.00,3885.70,89.65,7431.28
2019-07-08 04:00:00,22.80,34707.08,0.00,3788.92,161.56,7279.84
2019-07-08 05:00:00,1339.93,33569.63,0.00,3746.53,304.41,7338.81
2019-07-08 06:00:00,3673.68,33434.24,39.61,3595.40,523.12,7382.68
2019-07-08 07:00:00,8387.60,31951.57,408.15,3058.19,823.59,7502.33
2019-07-08 08:00:00,12911.62,30189.91,1452.93,2183.92,1100.41,7740.90
2019-07-08 09:00:00,16928.46,28314.74,2623.52,1280.61,1326.01,7882.16
2019-07-08 10:00:00,19774.31,27601.92,3409.97,877.57,1499.40,8019.36
2019-07-08 11:00:00,21547.74,24716.81,3792.25,722.01,1634.36,7946.67
2019-07-08 12:00:00,22106.28,22481.64,3977.03,674.56,1685.59,7870.68
2019-07-08 13:00:00,21461.65,21709.06,4027.34,625.18,1708.25,7878.78
2019-07-08 14:00:00,19354.84,22892.51,3983.11,512.72,1517.13,8074.40
2019-07-08 15:00:00,15890.71,26133.74,3836.73,513.48,1305.32,8269.70
2019-07-08 16:00:00,12497.77,30706.57,3519.59,734.77,1039.33,8541.70
2019-07-08 17:00:00,8756.97,35452.39,2981.51,1236.90,751.67,8819.61
2019-07-08 18:00:00,4975.50,39686.41,1896.34,2336.82,469.92,9063.85
2019-07-08 19:00:00,2003.69,42417.05,486.84,3893.78,279.78,9181.21
2019-07-08 20:00:00,109.26,44772.68,44.16,4460.89,141.86,9142.83
2019-07-08 21:00:00,0.00,46054.14,0.00,4653.44,59.11,9195.58
2019-07-08 22:00:00,0.00,42450.09,0.00,5181.55,26.60,8843.22
2019-07-08 23:00:00,0.00,39540.72,0.00,4944.68,13.79,8417.90
2019-07-09 00:00:00,0.00,38167.71,0.00,4492.15,20.69,8200.95
2019-07-09 01:00:00,0.00,37469.19,0.00,4172.33,34.48,8064.87
2019-07-09 02:00:00,0.00,37726.69,0.00,3866.34,58.12,7982.71
2019-07-09 03:00:00,0.00,39088.17,0.00,3785.24,87.68,7853.38
2019-07-09 04:00:00,57.00,42102.92,0.00,3726.25,136.94,8005.18
2019-07-09 05:00:00,422.36,49872.84,0.00,3744.68,261.06,8776.81
2019-07-09 06:00:00,1631.15,55402.30,32.15,3728.20,451.20,9550.70
2019-07-09 07:00:00,4010.04,56688.95,337.62,3548.08,709.31,9867.26
2019-07-09 08:00:00,6136.45,56224.76,1263.23,3351.50,929.98,9984.93
2019-07-09 09:00:00,8073.98,55744.80,2477.03,3120.18,1138.83,10048.41
2019-07-09 10:00:00,9261.76,56210.59,3253.31,2695.06,1289.56,9982.46
2019-07-09 11:00:00,9781.65,55016.21,3660.29,2506.51,1372.31,9895.96
2019-07-09 12:00:00,9620.83,54245.03,3821.42,2403.44,1386.11,9817.65
2019-07-09 13:00:00,10630.51,51913.26,3860.21,1953.59,1264.93,9758.02
2019-07-09 14:00:00,9475.63,51952.62,3757.02,2251.26,1178.24,9714.17
2019-07-09 15:00:00,7766.94,52006.78,3584.37,2559.38,1039.33,9733.04
2019-07-09 16:00:00,5765.46,53434.64,3216.98,2905.58,847.23,9756.35
2019-07-09 17:00:00,4012.14,54726.77,2604.22,3451.06,614.73,9834.30
2019-07-09 18:00:00,2385.38,55285.10,1509.80,4407.23,391.10,9787.10
2019-07-09 19:00:00,1021.27,53959.86,360.00,5438.13,224.61,9743.53
2019-07-09 20:00:00,45.37,53084.26,34.60,5675.97,113.29,9582.52
2019-07-09 21:00:00,0.00,51375.17,0.00,5626.71,39.41,9594.89
2019-07-09 22:00:00,0.00,46576.82,0.00,5872.79,15.76,9220.17
2019-07-09 23:00:00,0.00,42512.55,0.00,5592.60,6.90,8722.64
2019-07-10 00:00:00,0.00,40635.10,0.00,4994.45,8.87,8454.34
2019-07-10 01:00:00,0.00,39539.76,0.00,4599.98,18.72,8315.45
2019-07-10 02:00:00,0.00,39891.42,0.00,4291.23,37.44,8193.95
2019-07-10 03:00:00,0.00,40982.92,0.00,4132.70,66.00,7979.33
2019-07-10 04:00:00,0.00,43274.48,0.00,4001.83,114.28,8133.62
2019-07-10 05:00:00,541.26,49817.36,0.00,3983.39,223.63,8841.25
2019-07-10 06:00:00,1915.96,55008.92,34.87,4007.51,373.37,9525.75
2019-07-10 07:00:00,4171.02,56484.74,383.77,3729.58,524.10,9875.42
2019-07-10 08:00:00,6558.77,55121.21,1419.55,3403.48,693.54,9931.04
2019-07-10 09:00:00,9123.68,54128.22,2571.32,3171.52,853.14,9940.99
2019-07-10 10:00:00,11434.97,53362.89,3325.19,2794.60,985.15,9857.00
2019-07-10 11:00:00,12144.20,51555.44,3698.01,2624.54,1052.14,9755.50
2019-07-10 12:00:00,12747.52,50154.64,3867.52,2562.86,1037.36,9678.75
2019-07-10 13:00:00,13741.61,47923.00,3923.27,2166.11,944.76,9559.04
2019-07-10 14:00:00,13161.92,47290.14,3873.85,2374.97,820.63,9602.89
2019-07-10 15:00:00,12031.21,46880.65,3683.49,2739.53,730.00,9466.21
2019-07-10 16:00:00,9674.00,48797.81,3360.56,3005.32,576.31,9547.88
2019-07-10 17:00:00,6951.24,51005.57,2761.02,3504.39,412.78,9548.61
2019-07-10 18:00:00,4031.93,52851.64,1660.42,4456.61,270.92,9489.42
2019-07-10 19:00:00,1764.59,52786.09,477.62,5509.45,163.54,9404.74
2019-07-10 20:00:00,75.90,52895.20,42.91,5874.11,71.92,9350.82
2019-07-10 21:00:00,0.00,51970.88,0.00,5775.09,13.79,9345.92
2019-07-10 22:00:00,0.00,47203.28,0.00,6094.91,3.94,8955.16
2019-07-10 23:00:00,0.00,43531.98,0.00,5757.58,0.98,8469.72
2019-07-11 00:00:00,0.00,41716.98,0.00,5147.45,1.97,8227.17
2019-07-11 01:00:00,0.00,40708.12,0.00,4701.36,10.84,8034.50
2019-07-11 02:00:00,0.00,40944.48,0.00,4407.36,27.58,7909.72
2019-07-11 03:00:00,0.00,41955.27,0.00,4223.02,58.12,7714.88
2019-07-11 04:00:00,28.50,44436.44,0.00,4121.64,105.41,7819.14
2019-07-11 05:00:00,1128.42,50295.75,0.00,4122.56,232.50,8461.78
2019-07-11 06:00:00,2843.06,54313.38,32.25,4120.73,421.64,9136.88
2019-07-11 07:00:00,6203.32,54174.75,337.49,3856.96,689.61,9407.57
2019-07-11 08:00:00,9462.17,52254.33,1261.09,3665.15,946.73,9431.78
2019-07-11 09:00:00,11975.61,51275.33,2465.78,3440.19,1180.21,9392.61
2019-07-11 10:00:00,13728.57,50877.12,3255.44,3014.58,1384.14,9221.69
2019-07-11 11:00:00,14322.50,49455.93,3635.81,2850.80,1530.92,9121.42
2019-07-11 12:00:00,14497.11,48591.44,3795.67,2772.04,1573.28,9070.80
2019-07-11 13:00:00,15055.40,47159.77,3824.53,2405.86,1650.13,8896.43
2019-07-11 14:00:00,13890.49,47070.81,3760.26,2658.15,1529.94,8889.08
2019-07-11 15:00:00,12347.41,47601.18,3522.03,3013.43,1320.10,8932.37
2019-07-11 16:00:00,9784.69,50065.89,3130.06,3369.45,1061.01,9166.71
2019-07-11 17:00:00,6574.22,52943.92,2492.27,3931.67,804.87,9209.04
2019-07-11 18:00:00,3485.36,55013.35,1368.88,4909.44,525.09,9287.76
2019-07-11 19:00:00,1528.37,54677.81,309.78,5765.77,303.43,9266.35
2019-07-11 20:00:00,15.66,54579.22,32.69,5901.85,152.70,9230.27
2019-07-11 21:00:00,0.00,52315.82,0.00,5867.26,46.30,9264.65
2019-07-11 22:00:00,0.00,47660.63,0.00,6176.93,13.79,8910.05
2019-07-11 23:00:00,0.00,44088.29,0.00,5870.94,4.93,8443.27
2019-07-12 00:00:00,0.00,42387.64,0.00,5181.55,8.87,8161.75
2019-07-12 01:00:00,0.00,41664.14,0.00,4708.74,23.64,8033.69
2019-07-12 02:00:00,0.00,41469.09,0.00,4414.73,49.26,7935.31
2019-07-12 03:00:00,0.00,42463.54,0.00,4248.83,81.77,7688.99
2019-07-12 04:00:00,0.00,44995.31,0.00,4198.14,133.00,7778.05
2019-07-12 05:00:00,378.33,51446.51,0.00,4184.31,260.08,8406.43
2019-07-12 06:00:00,1726.41,56166.02,17.37,4189.06,457.11,9039.90
2019-07-12 07:00:00,3850.59,57397.99,234.72,4019.64,751.67,9275.74
2019-07-12 08:00:00,6017.59,56390.70,1068.51,3878.93,1015.69,9275.05
2019-07-12 09:00:00,8269.98,55642.96,2340.62,3579.17,1265.92,9297.15
2019-07-12 10:00:00,10336.76,55188.44,3201.36,3191.24,1444.23,9250.87
2019-07-12 11:00:00,12207.90,52278.66,3597.25,2975.07,1556.54,9128.81
2019-07-12 12:00:00,13678.57,49550.27,3814.52,2920.02,1572.30,9089.79
2019-07-12 13:00:00,14057.23,48231.92,3890.53,2463.36,1525.01,9056.06
2019-07-12 14:00:00,14355.16,46797.34,3800.10,2735.36,1310.25,9152.29
2019-07-12 15:00:00,13358.05,46474.28,3553.66,3109.91,1128.00,9149.23
2019-07-12 16:00:00,10698.68,48512.95,3186.36,3455.09,955.60,9255.62
2019-07-12 17:00:00,8268.65,50108.04,2599.40,3970.16,743.79,9273.12
2019-07-12 18:00:00,4906.64,52759.99,1602.27,4686.18,489.62,9397.50
2019-07-12 19:00:00,2181.58,52954.25,405.45,5658.12,279.78,9455.79
2019-07-12 20:00:00,55.72,53551.44,39.16,5958.97,133.98,9312.76
2019-07-12 21:00:00,0.00,51813.31,0.00,5952.05,34.48,9240.46
2019-07-12 22:00:00,0.00,47180.22,0.00,6227.62,4.93,8821.39
2019-07-12 23:00:00,0.00,43843.28,0.00,5921.64,0.98,8369.94
2019-07-13 00:00:00,0.00,42074.41,0.00,5224.86,1.97,8069.62
2019-07-13 01:00:00,0.00,41057.86,0.00,4814.73,8.87,7875.17
2019-07-13 02:00:00,0.00,41151.06,0.00,4512.42,25.61,7799.16
2019-07-13 03:00:00,0.00,42123.41,0.00,4303.21,55.17,7623.31
2019-07-13 04:00:00,17.10,44592.92,0.00,4188.92,130.04,7711.24
2019-07-13 05:00:00,646.25,50817.31,0.00,4165.88,250.23,8396.03
2019-07-13 06:00:00,2369.09,55577.14,27.55,4236.95,434.45,9132.32
2019-07-13 07:00:00,5593.59,55968.22,334.75,3942.65,757.58,9389.86
2019-07-13 08:00:00,8901.39,53692.34,1365.65,3651.84,1016.67,9513.38
2019-07-13 09:00:00,11988.98,51897.06,2595.23,3447.14,1239.32,9499.30
2019-07-13 10:00:00,14395.27,50645.67,3349.05,3034.33,1445.21,9291.15
2019-07-13 11:00:00,16271.17,47450.56,3742.52,2805.84,1607.77,9072.33
2019-07-13 12:00:00,16963.13,45014.72,3937.53,2743.55,1658.99,8828.30
2019-07-13 13:00:00,18877.92,41617.37,3984.11,2379.92,1589.05,8640.17
2019-07-13 14:00:00,18650.24,40450.90,3915.72,2584.71,1517.13,8517.78
2019-07-13 15:00:00,17370.27,40493.33,3722.19,2868.57,1360.49,8455.36
2019-07-13 16:00:00,14506.78,43134.87,3350.03,3165.15,1137.85,8626.98
2019-07-13 17:00:00,10728.63,46372.08,2729.52,3680.60,843.29,8737.74
2019-07-13 18:00:00,6372.34,49354.39,1567.63,4568.75,544.79,8731.65
2019-07-13 19:00:00,2731.11,50393.72,373.93,5600.24,322.14,8687.97
2019-07-13 20:00:00,73.73,51422.50,36.50,5888.82,157.62,8686.69
2019-07-13 21:00:00,0.00,51287.74,0.00,5837.77,36.45,8829.62
2019-07-13 22:00:00,0.00,47457.90,0.00,6102.28,7.88,8574.61
2019-07-13 23:00:00,0.00,43863.46,0.00,5786.15,2.96,8200.68
2019-07-14 00:00:00,0.00,41455.64,0.00,5151.13,5.91,7911.89
2019-07-14 01:00:00,0.00,39914.48,0.00,4736.39,16.75,7736.00
2019-07-14 02:00:00,0.00,39439.83,0.00,4422.10,33.49,7569.96
2019-07-14 03:00:00,0.00,39369.69,0.00,4241.46,55.17,7279.71
2019-07-14 04:00:00,39.90,39154.92,0.00,4165.88,129.06,7148.06
2019-07-14 05:00:00,1652.80,39843.20,0.00,4113.35,252.20,7213.22
2019-07-14 06:00:00,4035.67,41723.50,23.18,4069.89,427.56,7361.20
2019-07-14 07:00:00,8052.54,41394.26,270.95,3564.98,705.37,7589.04
2019-07-14 08:00:00,12467.38,39611.12,1133.37,3032.51,929.98,7891.08
2019-07-14 09:00:00,16479.63,36682.67,2243.66,2412.55,1132.92,8011.48
2019-07-14 10:00:00,19361.33,34802.14,3008.30,2087.53,1266.90,7923.26
2019-07-14 11:00:00,21027.27,31350.04,3379.65,1887.61,1316.16,7839.50
2019-07-14 12:00:00,21753.89,28594.17,3631.18,1751.29,1278.72,7743.39
2019-07-14 13:00:00,21821.35,26921.17,3685.48,1673.94,1247.20,7638.38
2019-07-14 14:00:00,20491.92,27466.56,3579.91,1528.83,1118.14,7735.92
2019-07-14 15:00:00,18180.83,29343.37,3326.95,1787.32,976.28,7875.53
2019-07-14 16:00:00,15092.89,33003.95,2880.53,2215.30,810.78,8088.30
2019-07-14 17:00:00,11195.01,37122.83,2276.68,2704.87,609.81,8324.53
2019-07-14 18:00:00,6706.38,40600.67,1288.10,3660.26,384.21,8373.08
2019-07-14 19:00:00,2738.32,42575.98,290.21,4695.02,220.67,8370.82
2019-07-14 20:00:00,87.71,44519.42,27.98,4997.81,104.43,8327.27
2019-07-14 21:00:00,0.00,45438.25,0.00,5155.74,35.47,8423.99
2019-07-14 22:00:00,0.00,42627.84,0.00,5516.11,6.90,8208.74
2019-07-14 23:00:00,0.00,39346.64,0.00,5210.12,1.97,7822.05
2019-07-15 00:00:00,0.00,37099.27,0.00,4851.59,2.96,7616.26
2019-07-15 01:00:00,0.00,35957.81,0.00,4417.49,11.82,7463.35
2019-07-15 02:00:00,0.00,35193.96,0.00,4103.21,36.45,7344.19
2019-07-15 03:00:00,0.00,34789.45,0.00,3950.22,67.97,7056.84
2019-07-15 04:00:00,0.00,33807.50,0.00,3874.64,111.32,6931.72
2019-07-15 05:00:00,1781.45,32676.52,0.00,3752.98,231.51,6985.58
2019-07-15 06:00:00,4028.45,33265.87,22.64,3723.89,419.67,7052.49
2019-07-15 07:00:00,8045.75,32303.03,277.57,3279.10,656.11,7191.17
2019-07-15 08:00:00,12496.27,30336.23,1193.10,2486.14,900.43,7400.73
2019-07-15 09:00:00,16486.25,27996.94,2414.88,1581.42,1119.13,7515.88
2019-07-15 10:00:00,19478.76,26855.94,3246.85,1033.32,1292.52,7573.56
2019-07-15 11:00:00,21117.11,24148.19,3602.77,950.20,1403.84,7485.49
2019-07-15 12:00:00,21894.68,21858.28,3795.42,913.32,1480.68,7315.62
2019-07-15 13:00:00,21974.10,20562.46,3825.67,882.14,1544.72,7181.07
2019-07-15 14:00:00,20871.75,21060.45,3709.53,747.59,1486.59,7182.17
2019-07-15 15:00:00,18833.76,23276.20,3504.59,851.15,1352.61,7292.15
2019-07-15 16:00:00,15661.12,27747.88,3146.50,1188.04,1129.97,7543.30
2019-07-15 17:00:00,11429.67,33386.92,2573.15,1670.15,849.20,7812.81
2019-07-15 18:00:00,6786.18,38420.51,1452.11,2843.73,550.70,8117.32
2019-07-15 19:00:00,2646.04,42251.27,334.18,4042.76,296.53,8308.47
2019-07-15 20:00:00,35.54,45528.58,32.42,4476.32,137.92,8364.30
2019-07-15 21:00:00,0.00,47355.09,0.00,4629.48,32.51,8540.23
2019-07-15 22:00:00,0.00,44149.79,0.00,5096.75,6.90,8270.26
2019-07-15 23:00:00,0.00,41141.45,0.00,4929.93,2.96,7839.07
2019-07-16 00:00:00,0.00,39457.13,0.00,4504.13,3.94,7652.78
2019-07-16 01:00:00,0.00,38507.84,0.00,4190.77,13.79,7543.90
2019-07-16 02:00:00,0.00,38828.75,0.00,3929.94,33.49,7411.66
2019-07-16 03:00:00,0.00,39763.63,0.00,3833.16,61.08,7162.77
2019-07-16 04:00:00,0.00,42524.08,0.00,3726.25,132.01,7208.87
2019-07-16 05:00:00,1633.96,48664.12,0.00,3739.16,254.17,7716.14
2019-07-16 06:00:00,3962.70,53392.63,26.39,3853.78,423.61,8453.71
2019-07-16 07:00:00,7928.91,53346.58,323.82,3701.97,702.41,8878.62
2019-07-16 08:00:00,12401.33,50128.03,1287.95,3399.59,955.60,8993.04
2019-07-16 09:00:00,16463.44,47192.97,2527.77,3137.64,1193.02,8981.43
2019-07-16 10:00:00,19528.56,45212.61,3367.94,2650.47,1384.14,8858.59
2019-07-16 11:00:00,21372.86,42633.28,3752.32,2474.39,1485.61,8727.11
2019-07-16 12:00:00,22190.60,41231.36,3926.53,2423.68,1535.85,8604.09
2019-07-16 13:00:00,22168.69,39986.90,3951.88,1988.19,1665.89,8383.28
2019-07-16 14:00:00,21125.11,40355.02,3844.38,2177.72,1542.75,8415.65
2019-07-16 15:00:00,19039.52,41053.19,3591.68,2562.21,1375.27,8429.33
2019-07-16 16:00:00,15797.05,43882.51,3209.74,2928.48,1133.91,8657.93
2019-07-16 17:00:00,11529.69,47557.04,2497.33,3569.93,818.66,8778.12
2019-07-16 18:00:00,6705.52,51545.29,1468.83,4412.25,513.26,8811.94
2019-07-16 19:00:00,2463.70,53329.33,358.23,5382.76,269.93,8761.94
2019-07-16 20:00:00,56.45,54668.14,32.72,5664.03,122.16,8755.92
2019-07-16 21:00:00,0.00,53319.88,0.00,5654.35,19.70,8852.37
2019-07-16 22:00:00,0.00,48432.17,0.00,5959.42,1.97,8443.23
2019-07-16 23:00:00,0.00,44658.06,0.00,5588.92,0.00,7884.04
2019-07-17 00:00:00,0.00,42932.43,0.00,5070.03,1.97,7610.49
2019-07-17 01:00:00,0.00,41885.13,0.00,4586.16,10.84,7513.85
2019-07-17 02:00:00,0.00,41959.11,0.00,4281.09,29.55,7415.61
2019-07-17 03:00:00,0.00,42768.12,0.00,4200.90,54.18,7206.42
2019-07-17 04:00:00,0.00,45281.64,0.00,4116.11,99.50,7248.13
2019-07-17 05:00:00,1356.74,50989.83,0.00,4101.37,206.88,7796.44
2019-07-17 06:00:00,3650.93,54764.19,26.33,4134.02,368.45,8501.38
2019-07-17 07:00:00,7256.24,54161.44,347.20,3808.54,686.65,8718.08
2019-07-17 08:00:00,11550.13,50860.09,1419.64,3406.15,893.53,8924.57
2019-07-17 09:00:00,15371.19,48575.38,2704.28,3056.99,1063.96,8994.96
2019-07-17 10:00:00,18401.41,46658.75,3455.87,2609.54,1185.13,8978.81
2019-07-17 11:00:00,20403.05,43853.86,3813.93,2464.39,1273.80,8941.91
2019-07-17 12:00:00,21314.37,42131.61,3950.93,2457.34,1267.89,8926.82
2019-07-17 13:00:00,22018.30,40329.46,3943.24,2045.68,1331.92,8828.27
2019-07-17 14:00:00,20920.78,40475.77,3802.84,2400.82,1184.15,8768.99
2019-07-17 15:00:00,18898.81,40933.51,3638.58,2615.77,1000.91,8795.43
2019-07-17 16:00:00,15596.49,43754.46,3257.66,2946.00,766.45,8852.09
2019-07-17 17:00:00,11338.17,47245.09,2622.59,3515.64,531.98,8796.23
2019-07-17 18:00:00,6626.78,50890.93,1535.73,4399.73,336.92,8826.99
2019-07-17 19:00:00,2584.07,52680.51,377.19,5427.40,186.19,8577.10
2019-07-17 20:00:00,40.49,53977.91,35.09,5717.88,81.77,8560.74
2019-07-17 21:00:00,0.00,53227.64,0.00,5693.99,25.61,8679.91
2019-07-17 22:00:00,0.00,48472.53,0.00,6046.98,2.96,8390.48
2019-07-17 23:00:00,0.00,44938.62,0.00,5701.36,0.00,8014.58
2019-07-18 00:00:00,0.00,42633.61,0.00,5080.16,0.98,7711.25
2019-07-18 01:00:00,0.00,41688.16,0.00,4662.65,7.88,7599.33
2019-07-18 02:00:00,0.00,41912.03,0.00,4383.39,32.51,7440.41
2019-07-18 03:00:00,0.00,42731.61,0.00,4225.79,65.02,7200.09
2019-07-18 04:00:00,0.00,45124.06,0.00,4135.47,102.46,7224.17
2019-07-18 05:00:00,1065.18,50926.84,0.00,4098.60,204.91,7826.92
2019-07-18 06:00:00,3026.31,55084.22,23.04,4173.26,372.39,8508.69
2019-07-18 07:00:00,6703.43,54114.71,315.59,3852.14,590.11,8872.39
2019-07-18 08:00:00,10623.04,51517.18,1357.69,3450.58,797.97,9056.89
2019-07-18 09:00:00,14418.86,49476.78,2656.75,3070.42,971.36,9161.08
2019-07-18 10:00:00,16968.30,48259.05,3434.18,2650.59,1099.43,9102.03
2019-07-18 11:00:00,18613.94,45925.46,3802.92,2478.16,1162.48,9040.48
2019-07-18 12:00:00,19482.81,44130.35,3950.26,2433.12,1174.30,8991.90
2019-07-18 13:00:00,20113.12,42048.25,3906.53,2111.88,1142.77,8904.89
2019-07-18 14:00:00,19032.46,42104.66,3765.88,2366.82,1052.14,8925.76
2019-07-18 15:00:00,17344.31,42197.85,3460.18,2779.43,908.31,8942.05
2019-07-18 16:00:00,14755.33,44392.89,3020.75,3164.47,738.86,9053.73
2019-07-18 17:00:00,10877.05,47777.31,2384.28,3723.53,551.68,9023.34
2019-07-18 18:00:00,6219.47,51451.97,1338.06,4657.31,347.76,9033.71
2019-07-18 19:00:00,2427.66,52600.56,316.78,5534.81,186.19,8937.95
2019-07-18 20:00:00,31.69,53905.03,29.30,5709.84,70.93,8842.40
2019-07-18 21:00:00,0.00,52863.48,0.00,5621.18,9.85,8913.99
2019-07-18 22:00:00,0.00,48474.45,0.00,6012.88,0.00,8535.98
2019-07-18 23:00:00,0.00,44945.35,0.00,5717.03,0.00,8049.84
2019-07-19 00:00:00,0.00,42903.60,0.00,5093.07,0.00,7755.75
2019-07-19 01:00:00,0.00,41832.28,0.00,4635.00,2.96,7623.76
2019-07-19 02:00:00,0.00,41807.30,0.00,4363.12,11.82,7546.62
2019-07-19 03:00:00,0.00,42425.11,0.00,4191.69,30.54,7398.87
2019-07-19 04:00:00,0.00,44461.09,0.00,4152.98,66.99,7386.42
2019-07-19 05:00:00,1358.77,49883.80,0.00,4157.59,159.59,7958.51
2019-07-19 06:00:00,3730.88,53336.20,19.84,4203.18,294.56,8616.53
2019-07-19 07:00:00,7421.74,53086.04,314.17,3882.13,471.89,8959.10
2019-07-19 08:00:00,11766.82,50014.06,1356.78,3500.35,668.92,9142.43
2019-07-19 09:00:00,15750.36,47688.90,2673.80,3086.54,904.37,9216.07
2019-07-19 10:00:00,18727.53,46265.37,3433.97,2643.42,1097.46,9077.75
2019-07-19 11:00:00,20233.06,43884.54,3810.94,2459.08,1225.53,8936.17
2019-07-19 12:00:00,20746.21,42428.82,3978.41,2381.01,1275.77,8813.16
2019-07-19 13:00:00,20398.35,42061.83,3991.66,1982.51,1346.70,8658.95
2019-07-19 14:00:00,19055.54,42420.75,3913.87,2202.24,1243.26,8677.62
2019-07-19 15:00:00,17049.03,42864.97,3721.62,2508.77,1091.55,8640.28
2019-07-19 16:00:00,14231.72,45479.55,3308.61,2852.66,876.78,8747.76
2019-07-19 17:00:00,9985.86,48883.72,2718.41,3353.46,632.47,8811.27
2019-07-19 18:00:00,5766.56,51858.76,1685.97,4178.52,411.79,8805.38
2019-07-19 19:00:00,2305.50,53033.06,407.19,5350.39,221.66,8807.96
2019-07-19 20:00:00,29.40,54293.57,34.89,5637.90,87.68,8770.14
2019-07-19 21:00:00,0.00,52786.62,0.00,5639.61,6.90,8863.68
2019-07-19 22:00:00,0.00,48581.10,0.00,5919.79,0.00,8581.74
2019-07-19 23:00:00,0.00,45256.65,0.00,5631.31,0.00,8099.35
2019-07-20 00:00:00,0.00,43201.46,0.00,5127.17,0.00,7779.01
2019-07-20 01:00:00,0.00,41961.03,0.00,4677.40,0.98,7643.73
2019-07-20 02:00:00,0.00,41852.46,0.00,4355.74,10.84,7561.86
2019-07-20 03:00:00,0.00,42727.77,0.00,4179.71,29.55,7316.58
2019-07-20 04:00:00,0.00,44741.65,0.00,4137.31,75.86,7358.05
2019-07-20 05:00:00,1126.79,49919.78,0.00,4129.94,193.09,7852.99
2019-07-20 06:00:00,3279.01,53940.84,24.05,4171.32,345.79,8452.76
2019-07-20 07:00:00,7577.22,52893.09,360.75,3877.94,633.45,8823.79
2019-07-20 08:00:00,12113.44,49486.80,1442.49,3396.20,895.50,8937.60
2019-07-20 09:00:00,16011.82,47020.05,2696.75,3127.19,1140.80,8835.59
2019-07-20 10:00:00,18881.72,45323.32,3451.58,2656.22,1381.18,8634.98
2019-07-20 11:00:00,20460.00,43312.66,3823.22,2436.66,1520.09,8428.55
2019-07-20 12:00:00,21303.62,40979.76,3989.27,2370.16,1588.06,8204.53
2019-07-20 13:00:00,18642.35,42351.61,4031.96,1921.01,1546.69,8087.61
2019-07-20 14:00:00,17423.34,42598.27,3953.08,2118.79,1474.77,8028.99
2019-07-20 15:00:00,15433.55,44102.85,3755.54,2390.97,1343.74,8004.72
2019-07-20 16:00:00,12378.96,47032.53,3461.27,2614.28,1131.94,8220.28
2019-07-20 17:00:00,8761.62,49793.77,2859.31,3101.95,846.24,8353.68
2019-07-20 18:00:00,5106.92,51929.42,1777.98,4008.17,550.70,8406.15
2019-07-20 19:00:00,1635.39,52471.40,468.60,5225.39,294.56,8386.96
2019-07-20 20:00:00,2.29,52808.35,40.52,5611.99,118.22,8449.27
2019-07-20 21:00:00,0.00,51528.90,0.00,5659.89,7.88,8676.64
2019-07-20 22:00:00,0.00,47796.11,0.00,5891.22,0.00,8463.20
2019-07-20 23:00:00,0.00,44750.30,0.00,5576.94,0.00,8013.83
2019-07-21 00:00:00,0.00,42307.89,0.00,5023.02,0.00,7734.74
2019-07-21 01:00:00,0.00,40940.64,0.00,4618.41,1.97,7590.98
2019-07-21 02:00:00,0.00,40268.06,0.00,4355.74,13.79,7475.63
2019-07-21 03:00:00,0.00,40210.42,0.00,4155.74,32.51,7221.35
2019-07-21 04:00:00,0.00,40089.35,0.00,4056.21,110.34,7060.24
2019-07-21 05:00:00,907.95,41062.69,0.00,4041.46,260.08,7053.04
2019-07-21 06:00:00,2818.35,42604.52,23.26,4010.82,442.33,7202.39
2019-07-21 07:00:00,6172.70,42736.04,360.64,3478.98,758.57,7335.53
2019-07-21 08:00:00,10312.33,40916.80,1475.16,2653.85,1071.84,7436.38
2019-07-21 09:00:00,13986.25,38845.53,2753.28,1871.58,1324.04,7474.51
2019-07-21 10:00:00,16834.97,37048.91,3503.64,1469.61,1516.15,7341.67
2019-07-21 11:00:00,18001.78,34443.74,3845.99,1242.47,1641.26,7228.56
2019-07-21 12:00:00,17472.05,32747.25,4008.81,1168.13,1692.49,7084.31
