Production per timestep in MWh, Photovoltaics_Mid,Gas_plant_Mid,Photovoltaics_South,Gas_plant_South,Photovoltaics_North,Gas_plant_North
2019-02-15 03:00:00,0.00,47995.96,0.00,4646.99,0.00,13112.30
2019-02-15 04:00:00,0.00,49128.77,0.00,4432.24,0.00,13351.62
2019-02-15 05:00:00,0.00,51705.69,0.00,4378.78,0.00,14032.82
2019-02-15 06:00:00,0.00,58197.01,0.00,4338.23,0.00,15529.51
2019-02-15 07:00:00,0.00,64451.96,0.24,4446.75,0.00,16774.12
2019-02-15 08:00:00,1166.37,64797.93,151.44,4757.29,74.87,16844.79
2019-02-15 09:00:00,1806.67,64361.32,1033.78,4490.62,315.25,16582.65
2019-02-15 10:00:00,3735.89,62995.14,2660.15,3689.13,482.72,16493.95
2019-02-15 11:00:00,5223.68,62217.40,3557.14,3040.99,585.18,16279.71
2019-02-15 12:00:00,6366.75,60083.72,3905.36,2843.00,582.22,16094.36
2019-02-15 13:00:00,7966.42,57693.30,4012.94,2881.04,528.04,16051.77
2019-02-15 14:00:00,6964.04,57616.68,3999.65,2499.87,332.98,16280.59
2019-02-15 15:00:00,5038.19,58808.46,3833.27,2904.03,156.64,16524.45
2019-02-15 16:00:00,2386.55,60799.05,3322.28,3560.64,20.69,16625.89
2019-02-15 17:00:00,121.04,65104.39,2268.80,4595.69,0.00,17264.01
2019-02-15 18:00:00,0.00,69188.82,780.63,6004.60,0.00,17047.95
2019-02-15 19:00:00,0.00,67894.59,77.36,6618.47,0.00,16656.33
2019-02-15 20:00:00,0.00,63952.33,0.02,7240.51,0.00,16192.70
2019-02-15 21:00:00,0.00,61148.65,0.00,7248.82,0.00,15612.03
2019-02-15 22:00:00,0.00,59731.44,0.00,6902.28,0.00,14783.04
2019-02-15 23:00:00,0.00,55602.79,0.00,6647.90,0.00,13902.28
2019-02-16 00:00:00,0.00,52022.76,0.00,6231.31,0.00,13395.14
2019-02-16 01:00:00,0.00,50010.80,0.00,5519.79,0.00,13160.32
2019-02-16 02:00:00,0.00,49418.94,0.00,5017.49,0.00,12944.25
2019-02-16 03:00:00,0.00,49774.44,0.00,4693.07,0.00,13071.04
2019-02-16 04:00:00,0.00,50488.33,0.00,4480.17,0.00,13233.09
2019-02-16 05:00:00,0.00,52468.59,0.00,4404.59,0.00,13886.53
2019-02-16 06:00:00,0.00,57734.85,0.00,4382.47,0.00,15467.24
2019-02-16 07:00:00,0.00,62997.28,0.25,4464.24,0.00,16676.59
2019-02-16 08:00:00,6729.59,57764.65,182.95,4665.88,125.11,16772.79
2019-02-16 09:00:00,9797.31,55058.19,1209.94,4307.09,283.72,16641.94
2019-02-16 10:00:00,13368.25,51963.83,2866.70,3440.18,359.58,16651.61
2019-02-16 11:00:00,15506.16,50294.80,3693.71,2931.15,395.04,16458.59
2019-02-16 12:00:00,15969.44,48839.95,3978.11,2773.01,370.42,16248.41
2019-02-16 13:00:00,17055.72,46592.04,4087.27,2697.95,262.05,16139.96
2019-02-16 14:00:00,14716.89,47527.10,4091.43,2233.88,135.95,15977.97
2019-02-16 15:00:00,11148.31,50173.29,3917.76,2666.54,60.09,15952.55
2019-02-16 16:00:00,5832.87,54953.55,3429.78,3290.01,9.85,15997.54
2019-02-16 17:00:00,334.39,63220.16,2338.93,4420.49,0.98,16527.81
2019-02-16 18:00:00,0.00,67841.74,790.71,5950.28,0.00,16366.75
2019-02-16 19:00:00,0.00,66235.25,81.63,6520.19,0.00,15813.09
2019-02-16 20:00:00,0.00,61563.73,0.03,7152.01,0.00,15123.64
2019-02-16 21:00:00,0.00,58465.08,0.00,7148.36,0.00,14512.96
2019-02-16 22:00:00,0.00,57972.18,0.00,6878.31,0.00,13978.81
2019-02-16 23:00:00,0.00,54552.61,0.00,6594.44,0.00,13323.87
2019-02-17 00:00:00,0.00,50747.75,0.00,6259.88,0.00,12797.21
2019-02-17 01:00:00,0.00,48406.23,0.00,5552.05,0.00,12505.38
2019-02-17 02:00:00,0.00,47305.13,0.00,5054.36,0.00,12350.08
2019-02-17 03:00:00,0.00,47091.82,0.00,4680.17,0.00,12264.56
2019-02-17 04:00:00,0.00,47406.97,0.00,4439.61,0.00,12263.06
2019-02-17 05:00:00,0.00,47055.31,0.00,4330.86,0.00,12397.35
2019-02-17 06:00:00,0.00,47354.13,0.00,4214.73,0.00,12811.47
2019-02-17 07:00:00,0.00,50066.53,0.41,4253.03,0.00,13129.56
2019-02-17 08:00:00,8004.31,44739.07,188.01,4175.11,64.03,13494.65
2019-02-17 09:00:00,11816.83,43451.59,1160.87,3134.96,95.56,13955.27
2019-02-17 10:00:00,15689.22,40832.11,2663.25,2220.60,176.34,14068.04
2019-02-17 11:00:00,18619.37,38487.10,3390.44,1954.23,224.61,14043.78
2019-02-17 12:00:00,19686.92,36065.76,3697.33,1763.48,222.64,13891.20
2019-02-17 13:00:00,19629.16,34108.67,3750.99,1840.69,213.78,13690.01
2019-02-17 14:00:00,17158.13,34959.76,3777.43,1734.99,100.48,13696.77
2019-02-17 15:00:00,12599.18,39048.87,3597.95,1719.08,46.30,13812.47
2019-02-17 16:00:00,6432.51,45645.98,3168.16,2099.10,8.87,14171.00
2019-02-17 17:00:00,337.60,55278.64,2254.59,2913.13,0.00,15020.86
2019-02-17 18:00:00,0.00,60337.72,804.44,4356.83,0.00,15176.90
2019-02-17 19:00:00,0.00,58726.42,85.21,5249.33,0.00,14795.04
2019-02-17 20:00:00,0.00,54600.65,0.03,6393.49,0.00,14192.62
2019-02-17 21:00:00,0.00,52342.72,0.00,6499.51,0.00,13722.23
2019-02-17 22:00:00,0.00,52561.79,0.00,6383.38,0.00,13319.36
2019-02-17 23:00:00,0.00,49482.35,0.00,6045.14,0.00,12833.22
2019-02-18 00:00:00,0.00,46367.36,0.00,5751.13,0.00,12440.11
2019-02-18 01:00:00,0.00,44531.23,0.00,5220.26,0.00,12201.54
2019-02-18 02:00:00,0.00,43601.16,0.00,4701.36,0.00,12070.25
2019-02-18 03:00:00,0.00,43626.14,0.00,4335.47,0.00,12007.98
2019-02-18 04:00:00,0.00,43740.48,0.00,4128.09,0.00,12040.24
2019-02-18 05:00:00,0.00,42727.77,0.00,4001.83,0.00,12125.77
2019-02-18 06:00:00,0.00,40462.15,0.00,3947.45,0.00,12485.12
2019-02-18 07:00:00,0.00,41526.74,0.62,3948.68,0.00,12747.70
2019-02-18 08:00:00,8546.60,36171.99,239.91,3770.21,127.08,12961.21
2019-02-18 09:00:00,12062.91,35262.39,1384.88,2334.92,269.93,13325.51
2019-02-18 10:00:00,16152.57,33116.48,2979.87,1133.48,420.66,13495.13
2019-02-18 11:00:00,18959.38,32495.54,3696.60,830.57,510.31,13650.80
2019-02-18 12:00:00,20157.25,29686.37,3944.22,864.98,533.95,13588.15
2019-02-18 13:00:00,20351.55,26875.75,4024.38,946.11,535.92,13445.89
2019-02-18 14:00:00,17551.54,27643.62,4067.92,850.95,409.82,13524.72
2019-02-18 15:00:00,13054.84,31824.22,3965.56,692.48,253.18,13844.16
2019-02-18 16:00:00,6558.32,39023.10,3558.44,931.87,68.96,14408.74
2019-02-18 17:00:00,334.25,48870.42,2580.43,1720.93,0.98,15264.44
2019-02-18 18:00:00,0.00,54638.12,921.60,3384.38,0.00,15479.99
2019-02-18 19:00:00,0.00,54041.45,90.08,4572.57,0.00,15301.44
2019-02-18 20:00:00,0.00,51727.79,0.06,5735.40,0.00,14971.34
2019-02-18 21:00:00,0.00,51120.55,0.00,5931.77,0.00,14455.94
2019-02-18 22:00:00,0.00,52141.91,0.00,5927.16,0.00,13763.49
2019-02-18 23:00:00,0.00,49262.32,0.00,5808.27,0.00,13205.33
2019-02-19 00:00:00,0.00,46233.81,0.00,5457.12,0.00,12845.23
2019-02-19 01:00:00,0.00,44098.86,0.00,4922.56,0.00,12788.21
2019-02-19 02:00:00,0.00,43284.08,0.00,4516.11,0.00,12779.96
2019-02-19 03:00:00,0.00,43565.61,0.00,4180.63,0.00,12894.74
2019-02-19 04:00:00,0.00,44652.30,0.00,4069.11,0.00,13206.83
2019-02-19 05:00:00,0.00,46461.53,0.00,3963.12,0.00,13876.78
2019-02-19 06:00:00,0.00,50055.00,0.00,3986.16,0.00,15483.74
2019-02-19 07:00:00,0.00,54815.88,0.73,4016.77,0.00,16657.08
2019-02-19 08:00:00,2089.48,55773.16,244.51,4095.56,185.21,16804.97
2019-02-19 09:00:00,3588.42,56304.44,1374.97,3365.10,320.17,16587.48
2019-02-19 10:00:00,5532.69,55935.92,2891.51,2743.49,495.53,16408.37
2019-02-19 11:00:00,7226.84,55910.72,3658.45,2477.93,608.82,16186.30
2019-02-19 12:00:00,8706.68,53098.21,3947.38,2419.41,625.57,16086.28
2019-02-19 13:00:00,10142.10,49866.06,3985.69,2485.25,523.12,16164.73
2019-02-19 14:00:00,8989.05,49203.15,3929.55,2171.81,333.97,16248.84
2019-02-19 15:00:00,6262.44,50992.97,3669.80,2540.31,159.59,16609.27
2019-02-19 16:00:00,3027.64,53419.71,3183.95,3112.80,40.39,16738.98
2019-02-19 17:00:00,281.30,58505.65,2236.17,4006.20,0.98,17374.81
2019-02-19 18:00:00,0.00,63333.57,823.78,5442.56,0.00,17264.01
2019-02-19 19:00:00,0.00,62488.04,95.13,6297.47,0.00,16820.63
2019-02-19 20:00:00,0.00,59103.06,0.08,6893.90,0.00,16270.72
2019-02-19 21:00:00,0.00,57018.08,0.00,6847.90,0.00,15708.06
2019-02-19 22:00:00,0.00,56493.47,0.00,6574.17,0.00,14783.04
2019-02-19 23:00:00,0.00,52793.34,0.00,6221.17,0.00,13907.53
2019-02-20 00:00:00,0.00,48850.13,0.00,5829.47,0.00,13446.15
2019-02-20 01:00:00,0.00,46991.90,0.00,5179.70,0.00,13299.11
2019-02-20 02:00:00,0.00,46227.08,0.00,4682.93,0.00,13230.84
2019-02-20 03:00:00,0.00,46641.20,0.00,4444.22,0.00,13327.62
2019-02-20 04:00:00,0.00,47845.11,0.00,4215.65,0.00,13647.96
2019-02-20 05:00:00,0.00,50109.77,0.00,4105.05,0.00,14354.67
2019-02-20 06:00:00,0.00,55192.52,0.00,4062.66,0.00,15840.85
2019-02-20 07:00:00,0.00,60232.99,0.33,4040.21,0.00,16826.63
2019-02-20 08:00:00,7118.45,55475.28,83.91,3996.26,188.16,16967.81
2019-02-20 09:00:00,10069.54,53469.64,600.66,3356.93,312.29,16948.72
2019-02-20 10:00:00,13708.53,51006.69,1676.04,2570.95,486.66,16772.09
2019-02-20 11:00:00,16044.57,49658.38,2397.49,2256.87,615.72,16660.29
2019-02-20 12:00:00,17124.40,47535.10,2762.67,2249.30,663.99,16494.99
2019-02-20 13:00:00,17515.44,45485.68,2927.41,2288.23,652.17,16549.57
2019-02-20 14:00:00,15338.99,45847.14,2962.05,2189.08,479.77,16767.74
2019-02-20 15:00:00,11663.72,48588.49,2785.34,2130.77,265.99,17088.04
2019-02-20 16:00:00,6394.45,52940.17,2402.76,2456.21,59.11,17312.93
2019-02-20 17:00:00,565.28,60979.23,1744.04,2941.65,4.93,18133.84
2019-02-20 18:00:00,0.00,66501.40,706.32,3956.33,0.00,18264.05
2019-02-20 19:00:00,0.00,65726.01,91.43,4727.91,0.00,17951.21
2019-02-20 20:00:00,0.00,61718.42,0.10,5866.24,0.00,17546.84
2019-02-20 21:00:00,0.00,59296.19,0.00,6102.28,0.00,16960.92
2019-02-20 22:00:00,0.00,58110.53,0.00,6088.45,0.00,16103.42
2019-02-20 23:00:00,0.00,53613.89,0.00,5881.08,0.00,15377.96
2019-02-21 00:00:00,0.00,49870.52,0.00,5665.41,0.00,14928.58
2019-02-21 01:00:00,0.00,47930.62,0.00,5179.70,0.00,14813.80
2019-02-21 02:00:00,0.00,47305.13,0.00,4725.33,0.00,14815.30
2019-02-21 03:00:00,0.00,47967.13,0.00,4324.41,0.00,14966.09
2019-02-21 04:00:00,0.00,49367.05,0.00,4199.98,0.00,15273.68
2019-02-21 05:00:00,0.00,51860.39,0.00,4173.26,0.00,16030.65
2019-02-21 06:00:00,0.00,57514.83,0.00,4129.94,0.00,17553.59
2019-02-21 07:00:00,0.00,62999.20,0.79,4258.18,0.00,18656.41
2019-02-21 08:00:00,7921.61,56916.61,222.82,4472.09,124.13,18884.14
2019-02-21 09:00:00,11032.78,54286.80,1260.05,3982.33,247.27,18782.00
2019-02-21 10:00:00,14668.76,51585.70,2821.50,3486.31,376.33,18643.94
2019-02-21 11:00:00,17111.20,50319.31,3560.78,3181.13,468.93,18390.79
2019-02-21 12:00:00,18101.03,48167.85,3815.04,3029.17,494.55,18143.86
2019-02-21 13:00:00,17549.61,47847.80,3903.28,2977.80,422.63,17959.20
2019-02-21 14:00:00,14910.58,49653.80,3920.20,2555.35,281.75,18041.56
2019-02-21 15:00:00,10876.02,53312.68,3769.59,2929.92,129.06,18199.51
2019-02-21 16:00:00,5511.49,58285.19,3388.23,3427.41,26.60,18301.22
2019-02-21 17:00:00,453.03,65503.58,2528.53,4159.92,2.96,19003.06
2019-02-21 18:00:00,0.00,69752.82,957.80,5731.58,0.00,19069.03
2019-02-21 19:00:00,0.00,67693.78,102.86,6489.73,0.00,18735.19
2019-02-21 20:00:00,0.00,63624.69,0.11,7320.60,0.00,18198.03
2019-02-21 21:00:00,0.00,60722.05,0.00,7364.95,0.00,17659.37
2019-02-21 22:00:00,0.00,58819.62,0.00,7114.26,0.00,16773.37
2019-02-21 23:00:00,0.00,53857.93,0.00,6886.61,0.00,15986.39
2019-02-22 00:00:00,0.00,50149.16,0.00,6509.65,0.00,15503.25
2019-02-22 01:00:00,0.00,47835.50,0.00,5670.02,0.00,15229.42
2019-02-22 02:00:00,0.00,46928.49,0.00,5083.85,0.00,15129.64
2019-02-22 03:00:00,0.00,47431.96,0.00,4745.60,0.00,15199.41
2019-02-22 04:00:00,0.00,48891.44,0.00,4597.22,0.00,15389.97
2019-02-22 05:00:00,0.00,51151.30,0.00,4397.22,0.00,16062.16
2019-02-22 06:00:00,0.00,57283.27,0.00,4381.55,0.00,17403.55
2019-02-22 07:00:00,0.00,62782.05,1.39,4488.91,0.00,18262.55
2019-02-22 08:00:00,6270.62,58335.08,267.58,4597.84,141.86,18385.51
2019-02-22 09:00:00,9133.25,55431.13,1382.42,4129.99,236.44,18250.43
2019-02-22 10:00:00,12314.14,53153.42,2861.28,3511.97,390.12,18052.48
2019-02-22 11:00:00,14518.50,51882.97,3614.56,3067.44,496.52,17846.31
2019-02-22 12:00:00,15533.36,49611.35,3893.39,2910.26,525.09,17660.94
2019-02-22 13:00:00,14511.48,49953.94,3988.08,2914.20,561.53,17520.21
2019-02-22 14:00:00,12960.96,50692.56,4032.65,2326.77,400.96,17569.76
2019-02-22 15:00:00,9454.67,53418.66,3895.21,2713.98,234.47,17845.03
2019-02-22 16:00:00,5430.95,56407.57,3505.35,3294.62,83.74,18022.76
2019-02-22 17:00:00,706.70,62999.66,2598.38,4118.65,4.93,18711.50
2019-02-22 18:00:00,0.00,68158.82,958.81,5722.27,0.00,18797.45
2019-02-22 19:00:00,0.00,67307.53,100.67,6423.73,0.00,18500.37
2019-02-22 20:00:00,0.00,63501.71,0.11,7222.90,0.00,18004.47
2019-02-22 21:00:00,0.00,60447.25,0.00,7315.18,0.00,17420.05
2019-02-22 22:00:00,0.00,58430.49,0.00,6998.13,0.00,16597.07
2019-02-22 23:00:00,0.00,53691.71,0.00,6746.52,0.00,15802.59
2019-02-23 00:00:00,0.00,50036.75,0.00,6329.01,0.00,15297.69
2019-02-23 01:00:00,0.00,48099.73,0.00,5591.68,0.00,15082.38
2019-02-23 02:00:00,0.00,47336.83,0.00,5066.34,0.00,14965.34
2019-02-23 03:00:00,0.00,47864.33,0.00,4705.97,0.00,15002.85
2019-02-23 04:00:00,0.00,49145.10,0.00,4510.58,0.00,15198.66
2019-02-23 05:00:00,0.00,51411.68,0.00,4417.49,0.00,15801.08
2019-02-23 06:00:00,0.00,57398.57,0.00,4397.22,0.00,17253.51
2019-02-23 07:00:00,0.00,62792.62,1.19,4519.53,0.00,18288.06
2019-02-23 08:00:00,6220.83,58651.01,236.17,4713.11,226.58,18338.30
2019-02-23 09:00:00,8114.41,57239.76,1304.99,4278.40,245.30,18285.07
2019-02-23 10:00:00,11298.22,54680.49,2792.33,3602.11,351.70,18147.17
2019-02-23 11:00:00,13328.49,53599.51,3566.29,3254.88,389.13,18024.21
2019-02-23 12:00:00,14605.20,51219.78,3843.42,3058.85,368.45,17762.06
2019-02-23 13:00:00,15060.14,49174.67,3890.37,3081.95,290.62,17599.07
2019-02-23 14:00:00,12820.03,49856.34,3925.48,2543.61,168.46,17484.16
2019-02-23 15:00:00,9205.95,52327.04,3754.93,2877.30,76.84,17436.99
2019-02-23 16:00:00,5243.02,55632.76,3349.48,3402.57,20.69,17351.35
2019-02-23 17:00:00,750.53,61968.10,2440.24,4206.74,1.97,17933.48
2019-02-23 18:00:00,0.00,67229.70,927.85,5635.26,0.00,18089.25
2019-02-23 19:00:00,0.00,65954.69,104.18,6293.95,0.00,17516.83
2019-02-23 20:00:00,0.00,61679.99,0.11,7032.12,0.00,16732.10
2019-02-23 21:00:00,0.00,58946.45,0.00,7035.92,0.00,16200.95
2019-02-23 22:00:00,0.00,57981.79,0.00,6803.66,0.00,15561.76
2019-02-23 23:00:00,0.00,53745.52,0.00,6503.20,0.00,14857.31
2019-02-24 00:00:00,0.00,50281.75,0.00,6223.94,0.00,14376.42
2019-02-24 01:00:00,0.00,47951.76,0.00,5552.97,0.00,14070.33
2019-02-24 02:00:00,0.00,46856.42,0.00,5039.61,0.00,13969.80
2019-02-24 03:00:00,0.00,46670.02,0.00,4687.54,0.00,13882.78
2019-02-24 04:00:00,0.00,47211.93,0.00,4449.75,0.00,13849.02
2019-02-24 05:00:00,0.00,47399.29,0.00,4330.86,0.00,14031.32
2019-02-24 06:00:00,0.00,47774.97,0.00,4236.85,0.00,14469.45
2019-02-24 07:00:00,0.00,50467.19,1.61,4234.31,0.00,14581.98
2019-02-24 08:00:00,5491.33,48128.32,261.43,4133.02,263.04,14838.85
2019-02-24 09:00:00,8396.07,47761.11,1427.66,2945.59,268.95,15267.31
2019-02-24 10:00:00,10425.57,47158.44,2982.26,1888.69,383.22,15412.61
2019-02-24 11:00:00,11431.74,47338.88,3688.22,1626.97,446.27,15422.33
2019-02-24 12:00:00,11435.44,46458.91,3948.13,1567.98,450.21,15299.11
2019-02-24 13:00:00,10153.24,46147.11,3991.64,1593.59,438.39,15107.62
2019-02-24 14:00:00,8566.02,46418.96,4009.39,1476.30,305.40,15124.33
2019-02-24 15:00:00,5931.68,48171.26,3898.25,1403.11,167.48,15260.00
2019-02-24 16:00:00,2744.56,51014.41,3497.68,1693.09,53.20,15605.34
2019-02-24 17:00:00,235.51,55374.97,2608.68,2464.11,0.00,16330.74
2019-02-24 18:00:00,0.00,60157.09,998.62,4087.07,0.00,16609.82
2019-02-24 19:00:00,0.00,59107.87,105.68,5128.40,0.00,16139.43
2019-02-24 20:00:00,0.00,55135.83,0.16,6220.09,0.00,15530.26
2019-02-24 21:00:00,0.00,52739.54,0.00,6410.11,0.00,14943.59
2019-02-24 22:00:00,0.00,52922.09,0.00,6258.04,0.00,14378.67
2019-02-24 23:00:00,0.00,49402.60,0.00,5958.50,0.00,13837.01
2019-02-25 00:00:00,0.00,45735.14,0.00,5641.45,0.00,13422.14
2019-02-25 01:00:00,0.00,43538.70,0.00,5144.68,0.00,13194.83
2019-02-25 02:00:00,0.00,42183.94,0.00,4713.35,0.00,12993.77
2019-02-25 03:00:00,0.00,41674.71,0.00,4240.54,0.00,12987.77
2019-02-25 04:00:00,0.00,41950.46,0.00,4020.26,0.00,12981.77
2019-02-25 05:00:00,0.00,40907.01,0.00,3931.78,0.00,13161.07
2019-02-25 06:00:00,0.00,39132.37,0.00,3916.11,0.00,13491.91
2019-02-25 07:00:00,0.00,40354.54,2.36,3903.62,0.00,13584.94
2019-02-25 08:00:00,2209.59,41920.02,348.88,3610.55,234.47,13766.85
2019-02-25 09:00:00,3921.60,44239.62,1617.11,2093.47,316.23,14234.24
2019-02-25 10:00:00,5595.39,45188.87,3048.49,1046.42,450.21,14420.60
2019-02-25 11:00:00,6480.04,46972.43,3704.94,752.18,527.06,14601.83
2019-02-25 12:00:00,6433.95,46101.90,3973.46,869.84,531.00,14602.40
2019-02-25 13:00:00,6520.02,43844.37,4056.47,995.13,538.88,14556.25
2019-02-25 14:00:00,5663.09,43000.64,4140.27,858.79,405.88,14664.49
2019-02-25 15:00:00,4017.36,43743.20,4038.05,717.69,240.38,14871.26
2019-02-25 16:00:00,1980.71,45285.02,3665.64,950.01,75.86,15155.06
2019-02-25 17:00:00,323.01,49633.99,2781.61,1728.05,6.90,15871.46
2019-02-25 18:00:00,6.50,55484.83,1083.35,3376.54,0.00,16129.68
2019-02-25 19:00:00,0.00,55415.43,115.75,4507.28,0.00,15909.87
2019-02-25 20:00:00,0.00,52612.71,0.19,5591.49,0.00,15535.51
2019-02-25 21:00:00,0.00,51386.70,0.00,5842.37,0.00,15030.61
2019-02-25 22:00:00,0.00,51859.43,0.00,5886.61,0.00,14302.90
2019-02-25 23:00:00,0.00,48807.85,0.00,5665.41,0.00,13649.46
2019-02-26 00:00:00,0.00,45800.48,0.00,5449.75,0.00,13281.10
2019-02-26 01:00:00,0.00,44133.45,0.00,4854.36,0.00,13023.03
2019-02-26 02:00:00,0.00,43481.05,0.00,4439.61,0.00,13000.52
2019-02-26 03:00:00,0.00,43896.13,0.00,4017.50,0.00,13076.29
2019-02-26 04:00:00,0.00,45278.75,0.00,3977.86,0.00,13297.61
2019-02-26 05:00:00,0.00,47469.43,0.00,3962.20,0.00,13955.55
2019-02-26 06:00:00,0.00,53998.22,0.00,3986.16,0.00,15386.96
2019-02-26 07:00:00,0.00,59300.03,2.44,4094.32,0.00,16348.74
2019-02-26 08:00:00,1170.33,61077.51,337.92,4207.69,263.04,16424.81
2019-02-26 09:00:00,2469.77,61143.39,1600.15,3546.37,299.49,16499.39
2019-02-26 10:00:00,3673.97,61621.60,3066.75,3050.27,459.08,16416.32
2019-02-26 11:00:00,4175.88,62608.96,3737.49,2670.78,572.37,16381.05
2019-02-26 12:00:00,4313.26,61735.58,3971.73,2549.90,611.78,16274.12
2019-02-26 13:00:00,4323.66,60924.82,4031.07,2608.53,577.30,16191.57
2019-02-26 14:00:00,3800.03,60168.64,4104.30,2032.08,427.56,16150.76
2019-02-26 15:00:00,2731.01,60317.19,4017.37,2226.85,237.42,16392.65
2019-02-26 16:00:00,1380.58,60154.32,3659.25,2764.69,73.89,16382.14
2019-02-26 17:00:00,160.62,62576.28,2785.83,3507.23,2.96,16936.21
2019-02-26 18:00:00,0.00,66480.26,1090.57,5134.29,0.00,17064.45
2019-02-26 19:00:00,0.00,65583.81,115.46,5814.47,0.00,16696.09
2019-02-26 20:00:00,0.00,62144.07,0.24,6813.56,0.00,16161.19
2019-02-26 21:00:00,0.00,59343.27,0.00,6972.32,0.00,15518.25
2019-02-26 22:00:00,0.00,58094.20,0.00,6731.77,0.00,14649.50
2019-02-26 23:00:00,0.00,53548.55,0.00,6491.22,0.00,13720.73
2019-02-27 00:00:00,0.00,49881.09,0.00,6127.16,0.00,13199.33
2019-02-27 01:00:00,0.00,47740.38,0.00,5384.31,0.00,12972.01
2019-02-27 02:00:00,0.00,46926.56,0.00,4907.81,0.00,12902.24
2019-02-27 03:00:00,0.00,47475.19,0.00,4554.82,0.00,12947.26
2019-02-27 04:00:00,0.00,48666.61,0.00,4360.35,0.00,13127.31
2019-02-27 05:00:00,0.00,51067.71,0.00,4326.25,0.00,13781.50
2019-02-27 06:00:00,0.00,57713.72,0.00,4324.41,0.00,15183.66
2019-02-27 07:00:00,0.00,63274.96,3.01,4404.35,53.20,16133.50
2019-02-27 08:00:00,1153.97,64328.96,377.28,4321.32,246.29,16208.99
2019-02-27 09:00:00,2669.41,62907.67,1673.20,3662.26,348.74,16086.28
2019-02-27 10:00:00,4335.59,62473.27,3128.22,3108.62,531.98,15984.81
2019-02-27 11:00:00,5389.86,62687.29,3801.56,2675.84,646.26,15824.02
2019-02-27 12:00:00,5850.12,61689.92,4036.61,2566.13,689.61,15664.39
2019-02-27 13:00:00,5921.88,61402.94,4101.02,2533.05,679.75,15646.48
2019-02-27 14:00:00,5054.26,61233.84,4168.84,1957.40,528.04,15810.95
2019-02-27 15:00:00,3568.14,61889.81,4067.57,2212.58,299.49,16154.29
2019-02-27 16:00:00,1881.17,62278.71,3701.78,2720.32,114.28,16317.74
2019-02-27 17:00:00,252.67,65221.60,2842.75,3495.48,5.91,16960.26
2019-02-27 18:00:00,0.00,69339.67,1128.72,5191.99,0.00,17116.22
2019-02-27 19:00:00,0.00,68192.44,117.60,6001.27,0.00,16762.86
2019-02-27 20:00:00,0.00,64012.87,0.28,6823.65,0.00,16259.47
2019-02-27 21:00:00,0.00,60965.14,0.00,6977.85,0.00,15570.77
2019-02-27 22:00:00,0.00,59345.19,0.00,6785.23,0.00,14684.01
2019-02-27 23:00:00,0.00,53890.60,0.00,6491.22,0.00,13793.50
2019-02-28 00:00:00,0.00,50106.88,0.00,6156.66,0.00,13289.36
2019-02-28 01:00:00,0.00,48542.67,0.00,5425.78,0.00,13047.79
2019-02-28 02:00:00,0.00,47340.68,0.00,4823.02,0.00,12985.52
2019-02-28 03:00:00,0.00,47645.26,0.00,4573.25,0.00,13053.04
2019-02-28 04:00:00,0.00,49029.80,0.00,4411.96,0.00,13251.84
2019-02-28 05:00:00,0.00,51673.03,0.00,4301.36,0.00,13960.05
2019-02-28 06:00:00,0.00,58421.84,0.00,4277.40,0.00,15457.49
2019-02-28 07:00:00,252.95,63299.68,3.48,4398.35,68.96,16373.56
2019-02-28 08:00:00,665.52,64642.54,400.80,4289.51,166.49,16630.88
2019-02-28 09:00:00,1894.58,63866.99,1713.82,3678.78,219.69,16606.94
2019-02-28 10:00:00,3076.93,63711.75,3124.68,3151.79,328.06,16523.33
2019-02-28 11:00:00,4114.69,63401.33,3790.59,2700.63,396.03,16369.83
2019-02-28 12:00:00,4684.86,62013.50,4047.89,2612.91,409.82,16154.23
2019-02-28 13:00:00,4804.33,61447.25,4095.04,2657.00,388.15,16150.40
2019-02-28 14:00:00,4498.69,60611.43,4174.00,2034.27,279.78,16123.73
2019-02-28 15:00:00,3324.32,61112.27,4073.30,2290.73,151.71,16375.58
2019-02-28 16:00:00,1743.28,62004.40,3715.97,2837.92,51.23,16342.53
2019-02-28 17:00:00,300.56,64087.02,2878.46,3592.48,0.98,16797.89
2019-02-28 18:00:00,0.00,68318.31,1163.73,5221.49,0.00,16988.68
2019-02-28 19:00:00,0.00,67899.39,125.63,6047.61,0.00,16599.32
2019-02-28 20:00:00,0.00,63960.02,0.30,6857.74,0.00,16028.40
2019-02-28 21:00:00,0.00,61357.15,0.00,7026.70,0.00,15327.70
2019-02-28 22:00:00,0.00,58925.31,0.00,6797.21,0.00,14428.19
2019-02-28 23:00:00,0.00,53363.11,0.00,6519.79,0.00,13593.94
2019-03-01 00:00:00,0.00,50467.19,0.00,6232.23,0.00,13043.28
2019-03-01 01:00:00,0.00,48429.29,0.00,5451.59,0.00,12772.46
2019-03-01 02:00:00,0.00,47778.81,0.00,4889.38,0.00,12650.17
2019-03-01 03:00:00,0.00,48767.50,0.00,4550.21,0.00,12644.17
2019-03-01 04:00:00,0.00,50004.08,0.00,4387.08,0.00,12823.47
2019-03-01 05:00:00,0.00,52226.46,0.00,4233.16,0.00,13392.14
2019-03-01 06:00:00,0.00,58409.35,0.00,4297.68,0.00,14724.52
2019-03-01 07:00:00,1365.96,61927.25,4.45,4398.30,90.63,15678.94
2019-03-01 08:00:00,1295.61,64239.19,412.54,4363.48,211.81,15818.84
