sit,,Mid,Mid,Mid,North,North,North,South,South,South
Production per timestep [MWh],,Curtailment,Gas plant,Photovoltaics,Curtailment,Gas plant,Photovoltaics,Curtailment,Gas plant,Photovoltaics
stf,t,,,,,,,,,
2019,74,0.0,47705.7898817,0.0,0.0,11938.2136168,0.0,0.0,5179.70274613,0.0
2019,75,0.0,47996.91905,0.0,0.0,11785.9194319,0.0,0.0,4771.40945137,0.0
2019,76,0.0,48779.0284327,0.0,0.0,11849.6879329,0.0,0.0,4573.2535634,0.0
2019,77,0.0,50507.547818,0.0,0.0,12355.3346355,0.0,0.0,4495.8345188,0.0
2019,78,0.0,54645.8096258,0.0,0.0,13390.6350057,0.0,0.0,4422.10209536,0.0
2019,79,0.0,60432.8425649,0.0,0.0,14438.6890761,0.0,0.0,4480.16637882,0.0
2019,80,0.0,64002.2975489,0.0,0.0,14903.824025,0.0,0.0,4891.39644339,58.8141348047
2019,81,0.0,64768.7390057,507.608962736,0.0,14918.0781606,0.0,0.0,4995.4883541,778.682055961
2019,82,0.0,65319.3847077,1244.77178816,0.0,15000.0,0.985149851144,0.0,4216.23585855,2305.39699406
2019,83,0.0,66415.6843791,1830.33643855,0.0,15000.0,10.8366483626,0.0,3579.03233428,3330.61739664
2019,84,0.0,65733.7653097,2169.20893488,0.0,15000.0,19.7029970229,0.0,3303.23217819,3739.1359149
2019,85,0.0,65174.3191839,1806.79832493,0.0,15000.0,34.48024479,0.0,3200.6062169,3890.60960672
2019,86,0.0,64705.8847947,1212.9508032,0.0,15000.0,12.8069480649,0.0,2732.01479801,3862.42882273
2019,87,0.0,65554.5138875,542.050948452,0.0,15000.0,0.0,0.0,3134.72456859,3608.10555431
2019,88,0.0,67319.8403213,6.50160868152,0.0,15000.0,0.0,0.0,3994.46888247,2826.70194032
2019,89,0.0,69965.1213416,0.0,0.0,15000.0,0.0,0.0,5521.00542511,1310.30360591
2019,90,0.0,69485.3216889,0.0,0.0,15000.0,0.0,0.0,6740.25051932,221.933563296
2019,91,0.0,67552.9446629,0.0,0.0,14840.8057416,0.0,0.0,7200.0,6.75642603218
2019,92,0.0,64386.9617482,0.0,0.0,14382.4227516,0.0,0.0,7200.0,0.0
2019,93,0.0,62382.129436,0.0,0.0,13741.7368704,0.0,0.0,7200.0,0.0
2019,94,0.0,60611.8968403,0.0,0.0,12931.501798,0.0,0.0,7200.0,0.0
2019,95,0.0,55965.9795176,0.0,0.0,12161.0282616,0.0,0.0,7093.9807895,0.0
2019,96,0.0,52349.4442391,0.0,0.0,11617.8706761,0.0,0.0,6722.55370646,0.0
2019,97,0.0,49994.4686897,0.0,0.0,11375.5503721,0.0,0.0,5831.31303822,0.0
2019,98,0.0,48849.1684634,0.0,0.0,11230.0081461,0.0,0.0,5235.923719,0.0
2019,99,0.0,48658.9256405,0.0,0.0,11271.2701174,0.0,0.0,4870.02656772,0.0
2019,100,0.0,49517.9008103,0.0,0.0,11479.8306268,0.0,0.0,4644.22102095,0.0
2019,101,0.0,51396.3084802,0.0,0.0,12013.2353827,0.0,0.0,4538.23066227,0.0
2019,102,0.0,54729.4011692,0.0,0.0,13224.8369029,0.0,0.0,4461.73327296,0.0
2019,103,0.0,60357.8984225,0.0,0.0,14417.6829816,0.0,0.0,4587.07839279,0.0
2019,104,0.0,63548.7894055,0.0,0.0,14892.5707601,0.0,0.0,4919.97195923,52.3583459964
2019,105,0.0,64487.0348286,226.271250083,0.0,14938.3340374,0.0,0.0,5029.57994672,720.627425722
2019,106,0.0,65022.585331,1203.128412,0.0,15000.0,79.7971379427,0.0,4274.86445954,2236.63018484
2019,107,0.0,65364.8308615,2045.70381654,0.0,15000.0,157.623976183,0.0,3540.15842753,3284.69901644
2019,108,0.0,64513.3326505,2578.00871362,0.0,14792.6148748,167.475474694,0.0,3179.67533984,3729.97439108
2019,109,0.0,62529.7899475,2902.21123967,0.0,14658.0392732,83.7377373472,0.0,3083.63637493,3857.34963595
2019,110,0.0,61770.1197511,2025.60099517,0.0,14633.1693075,27.584195832,0.0,2608.56620587,3815.37118568
2019,111,0.0,62453.1888861,870.43944174,0.0,15000.0,1.97029970229,0.0,2960.72384356,3548.92749024
2019,112,0.0,65522.9628788,18.7923209836,0.0,15000.0,0.0,0.0,3809.70458882,2777.36578958
2019,113,0.0,68066.2948456,0.0,0.0,15000.0,0.0,0.0,5187.00676271,1296.83822288
2019,114,0.0,66894.0776857,0.0,0.0,15000.0,0.0,0.0,6214.74428934,235.921105714
2019,115,0.0,64135.8518538,0.0,0.0,14637.4967559,0.0,0.0,7060.70597973,7.4684615625
2019,116,0.0,60413.3186923,0.0,0.0,14107.0928706,0.0,0.0,7200.0,0.0
2019,117,0.0,58183.1358045,0.0,0.0,13486.6628661,0.0,0.0,7200.0,0.0
2019,118,0.0,57226.5784245,0.0,0.0,12981.0161636,0.0,0.0,7022.09167665,0.0
2019,119,0.0,53131.5536218,0.0,0.0,12364.3372474,0.0,0.0,6733.61356997,0.0
2019,120,0.0,49137.4151646,0.0,0.0,11890.9499042,0.0,0.0,6457.1169821,0.0
2019,121,0.0,46492.2712694,0.0,0.0,11525.593904,0.0,0.0,5739.14750893,0.0
2019,122,0.0,45136.5509511,0.0,0.0,11321.5347006,0.0,0.0,5235.923719,0.0
2019,123,0.0,44896.3453667,0.0,0.0,11199.2492221,0.0,0.0,4851.59346186,0.0
2019,124,0.0,44957.8379963,0.0,0.0,11228.5077108,0.0,0.0,4611.9630857,0.0
2019,125,0.0,43942.2487855,0.0,0.0,11288.5251236,0.0,0.0,4397.21740245,0.0
2019,126,0.0,42786.3795134,0.0,0.0,11677.8880889,0.0,0.0,4285.69711201,0.0
2019,127,0.0,44975.1327984,0.0,0.0,12136.2710789,0.0,0.0,4264.49904028,0.0
2019,128,0.0,47780.734024,0.0,0.0,12521.1327382,0.0,0.0,4361.85604828,58.4027364983
2019,129,0.0,50142.9205607,581.773105602,0.0,12944.2554982,0.0,0.0,3637.08691408,784.093525992
2019,130,0.0,51671.6811705,1658.7626752,0.0,13245.7819228,28.5693456832,0.0,2512.19856355,2292.39047837
2019,131,0.0,52553.2553346,2508.59036339,0.0,13400.3941225,81.7674376449,0.0,1947.80174624,3320.37990801
2019,132,0.0,51727.2253851,2898.40697158,0.0,13346.4614664,103.44073437,0.0,1719.80065956,3740.08529561
2019,133,0.0,49838.3119051,3212.53264034,0.0,13361.2308874,104.425884221,0.0,1683.70765134,3898.75845779
2019,134,0.0,49101.0536928,2169.38706114,0.0,13492.7852171,40.3911438969,0.0,1630.36003114,3857.17558282
2019,135,0.0,50226.0244065,879.154905432,0.0,13936.8388829,2.95544955343,0.0,1692.27536662,3590.65277231
2019,136,0.0,53791.3514654,25.2684830558,0.0,14560.224337,0.0,0.0,2509.23188235,2810.5624683
2019,137,0.0,57589.7692681,0.0,0.0,14609.7387025,0.0,0.0,3920.90485557,1315.01886342
2019,138,0.0,57636.8495626,0.0,0.0,14473.9493061,0.0,0.0,5096.93871034,232.993848534
2019,139,0.0,55969.8228069,0.0,0.0,14082.3356878,0.0,0.0,6263.99631076,6.9463021736
2019,140,0.0,52467.6253866,0.0,0.0,13560.1841968,0.0,0.0,6619.32831365,0.0
2019,141,0.0,51081.1587535,0.0,0.0,13081.5453299,0.0,0.0,6717.0237747,0.0
2019,142,0.0,50960.095139,0.0,0.0,12611.1588574,0.0,0.0,6514.25961026,0.0
2019,143,0.0,47358.9330178,0.0,0.0,12139.2719495,0.0,0.0,6244.21460944,0.0
2019,144,0.0,43687.630866,0.0,0.0,11701.1448363,0.0,0.0,5938.22505219,0.0
2019,145,0.0,41251.9462404,0.0,0.0,11393.5555959,0.0,0.0,5441.45284932,0.0
2019,146,0.0,39806.8694447,0.0,0.0,11233.7592344,0.0,0.0,4899.51953709,0.0
2019,147,0.0,39333.1840323,0.0,0.0,11221.0055342,0.0,0.0,4407.35561068,0.0
2019,148,0.0,39959.6401964,0.0,0.0,11273.5207704,0.0,0.0,4168.64688981,0.0
2019,149,0.0,39248.6316666,0.0,0.0,11367.2979778,0.0,0.0,4034.08521705,0.0
2019,150,0.0,37621.9594491,0.0,0.0,11668.885477,0.0,0.0,4006.43555826,0.0
2019,151,0.0,39093.9392702,0.0,0.0,12029.7401712,0.0,0.0,3986.15914182,0.0
2019,152,0.0,41658.3740891,0.0,0.0,12377.0909476,0.0,0.0,3983.45913941,59.8426305707
2019,153,0.0,44324.7754532,510.07728384,0.0,12692.9325823,0.0,0.0,3194.86292773,771.941452941
2019,154,0.0,45414.7791933,1939.34971288,0.0,13194.2142421,8.86634866029,0.0,1798.68711852,2290.69741611
2019,155,0.0,47571.0009188,3043.19817862,0.0,13439.9363798,51.2277922595,0.0,1263.17443606,3310.07912734
2019,156,0.0,46919.9962453,3647.12255763,0.0,13537.593112,75.8565385381,0.0,1196.2374423,3732.77506417
2019,157,0.0,44213.5611119,4355.04722894,0.0,13516.5040022,54.1832418129,0.0,1276.74825363,3876.22648901
2019,158,0.0,44277.2950881,2954.80938114,0.0,13683.121224,9.85149851144,0.0,1337.63393781,3848.52039537
2019,159,0.0,45642.3372955,1576.315661,0.0,14193.3679014,0.0,0.0,1412.46841098,3578.29500011
2019,160,0.0,49286.1186666,224.095564986,0.0,14652.5011091,0.0,0.0,2102.54483415,2803.42628999
2019,161,0.0,55073.375566,0.0,0.0,14675.0076389,0.0,0.0,3561.00967096,1280.44558267
2019,162,0.0,56862.4267585,0.0,0.0,14573.7282548,0.0,0.0,4706.54096077,222.471545697
2019,163,0.0,55884.3096189,0.0,0.0,14351.6638276,0.0,0.0,5743.78715027,7.34187746822
2019,164,0.0,53717.6552477,0.0,0.0,14026.819581,0.0,0.0,6156.65735661,0.0
2019,165,0.0,52928.8201086,0.0,0.0,13468.6576423,0.0,0.0,6268.17764705,0.0
2019,166,0.0,53571.6102524,0.0,0.0,12854.9795968,0.0,0.0,6319.79034346,0.0
2019,167,0.0,49761.949684,0.0,0.0,12205.2911036,0.0,0.0,6080.1599673,0.0
2019,168,0.0,46035.880659,0.0,0.0,11739.405937,0.0,0.0,5655.27687727,0.0
2019,169,0.0,44174.7677912,0.0,0.0,11492.584327,0.0,0.0,5104.12701211,0.0
2019,170,0.0,44035.4485522,0.0,0.0,11365.7975425,0.0,0.0,4576.01852928,0.0
2019,171,0.0,44784.8899755,0.0,0.0,11404.0586431,0.0,0.0,4301.36525199,0.0
2019,172,0.0,45928.2685572,0.0,0.0,11551.1013044,0.0,0.0,4121.64246988,0.0
2019,173,0.0,49053.8236213,0.0,0.0,12070.2519248,0.0,0.0,4055.28328879,0.0
2019,174,0.0,56122.5935586,0.0,0.0,13541.4287553,0.0,0.0,4014.7304559,0.0
2019,175,0.0,64155.0683005,0.0,0.0,14886.5690189,0.0,0.0,4157.5870263,0.0
2019,176,0.0,67287.3936711,0.0,0.0,15000.0,0.0,0.0,4591.02783537,57.8014620505
2019,177,0.0,66253.9880147,1383.65938183,0.0,15000.0,0.0,0.0,4742.62181772,797.448147938
2019,178,0.0,65573.2479771,3039.03765799,0.0,15000.0,0.985149851144,0.0,4024.25346003,2337.0113716
2019,179,0.0,66090.1651122,3874.1826526,0.0,15000.0,5.91089910686,0.0,3367.95212284,3366.58310243
2019,180,0.0,65927.1151752,3638.62339012,0.0,15000.0,13.792097916,0.0,3078.86554148,3763.50335305
2019,181,0.0,65266.606014,3735.44773858,0.0,15000.0,16.7475474694,0.0,3004.30105901,3903.50536133
2019,182,0.0,65496.3497083,2258.78099969,0.0,15000.0,15.7623976183,0.0,2605.14339012,3847.36531551
2019,183,0.0,66299.3671754,977.658730114,0.0,15000.0,2.95544955343,0.0,3062.51563719,3592.75723288
2019,184,0.0,67842.2734496,31.6810286047,0.0,15000.0,0.0,0.0,4039.7686189,2821.95503679
2019,185,0.0,70711.0471585,0.0,0.0,15000.0,0.0,0.0,5485.81211031,1318.76891722
2019,186,0.0,70143.9712006,0.0,0.0,15000.0,0.0,0.0,6588.00726347,223.025351109
2019,187,0.0,67891.8414824,0.0,0.0,15000.0,0.0,0.0,7184.82880705,7.76909878641
2019,188,0.0,63380.6685618,0.0,0.0,14782.2887642,0.0,0.0,7200.0,0.0
2019,189,0.0,60989.8508622,0.0,0.0,14075.5837289,0.0,0.0,7200.0,0.0
2019,190,0.0,58885.9186014,0.0,0.0,13305.8604102,0.0,0.0,7034.07319546,0.0
2019,191,0.0,53664.8100192,0.0,0.0,12376.3407299,0.0,0.0,6738.22184644,0.0
2019,192,0.0,49588.0408409,0.0,0.0,11853.4390212,0.0,0.0,6379.6979375,0.0
2019,193,0.0,47676.9652116,0.0,0.0,11549.6008691,0.0,0.0,5545.59989742,0.0
2019,194,0.0,47009.193687,0.0,0.0,11468.5773619,0.0,0.0,4999.97996402,0.0
2019,195,0.0,47466.5451196,0.0,0.0,11493.3345446,0.0,0.0,4643.29936566,0.0
2019,196,0.0,49011.5474384,0.0,0.0,11651.6304708,0.0,0.0,4471.87148118,0.0
2019,197,0.0,51357.8755867,0.0,0.0,12179.0334855,0.0,0.0,4378.7842966,0.0
2019,198,0.0,58306.5427319,0.0,0.0,13761.9927472,0.0,0.0,4336.38815312,0.0
2019,199,0.0,65553.5719973,0.0,0.0,15000.0,0.0,0.0,4478.32306823,0.0
2019,200,0.0,69003.8417645,0.0,0.0,15000.0,0.0,0.0,4769.23160835,59.3204711818
2019,201,0.0,68082.7277462,328.095857281,0.0,15000.0,0.0,0.0,4907.05719616,771.261063434
2019,202,0.0,68419.7131667,1087.67714551,0.0,15000.0,0.985149851144,0.0,4175.85203358,2333.79930021
2019,203,0.0,68750.508165,1780.19389488,0.0,15000.0,10.8366483626,0.0,3432.63784471,3372.86483811
2019,204,0.0,67614.3483997,2242.57150955,0.0,15000.0,23.6435964275,0.0,3118.97448659,3786.06696786
2019,205,0.0,64784.8222914,4628.08934696,0.0,15000.0,30.5396453855,0.0,3042.04047296,3929.36016258
2019,206,0.0,65897.1862458,3128.26619358,0.0,15000.0,11.8217982137,0.0,2583.15696381,3878.56829475
2019,207,0.0,67768.4117438,1118.03495043,0.0,15000.0,0.0,0.0,3013.33057822,3621.66587541
2019,208,0.0,69747.247433,44.747862491,0.0,15000.0,0.0,0.0,3934.85310042,2850.37316595
2019,209,0.0,72452.7259051,0.0,0.0,15000.0,0.0,0.0,5384.30330342,1322.58226306
2019,210,0.0,71885.0374603,0.0,0.0,15000.0,0.0,0.0,6510.06143599,241.063584544
2019,211,0.0,69566.1509014,0.0,0.0,14977.3453557,0.0,0.0,7200.0,8.49695732852
2019,212,0.0,65768.0244665,0.0,0.0,14402.6786284,0.0,0.0,7200.0,0.0
2019,213,0.0,62888.009483,0.0,0.0,13676.467934,0.0,0.0,7200.0,0.0
2019,214,0.0,60564.4752251,0.0,0.0,12736.4452065,0.0,0.0,7200.0,0.0
2019,215,0.0,55391.4077597,0.0,0.0,11861.6914155,0.0,0.0,6860.80200039,0.0
2019,216,0.0,51168.5935862,0.0,0.0,11299.7783885,0.0,0.0,6461.72525856,0.0
2019,217,0.0,48945.2506971,0.0,0.0,11040.9532959,0.0,0.0,5676.47494901,0.0
2019,218,0.0,48053.6075679,0.0,0.0,10954.6782651,0.0,0.0,5080.1639745,0.0
2019,219,0.0,48604.1587673,0.0,0.0,10923.1691234,0.0,0.0,4721.64006556,0.0
2019,220,0.0,50110.7281926,0.0,0.0,11054.4572138,0.0,0.0,4490.30458704,0.0
2019,221,0.0,52856.7584333,0.0,0.0,11612.6191525,0.0,0.0,4403.66898951,0.0
2019,222,0.0,59462.4120039,0.0,0.0,13104.0518597,0.0,0.0,4439.61354593,0.0
2019,223,0.0,66311.153626,0.0,0.0,14667.5054623,0.0,0.0,4514.26762465,0.0
2019,224,0.0,68232.7188844,0.0,0.0,15000.0,0.0,0.0,4833.43129977,52.2634079257
2019,225,0.0,62833.8912935,4357.37559369,0.0,14922.5794665,0.0,0.0,5026.34449224,714.646327268
2019,226,0.0,60266.0748458,7382.71025257,0.0,15000.0,40.3911438969,0.0,4343.42920907,2176.36033295
2019,227,0.0,59469.1761408,9133.53876029,0.0,14993.1594616,68.9604895801,0.0,3639.5623676,3189.90335284
2019,228,0.0,58140.3910543,9623.52594607,0.0,14948.6162664,66.9901898778,0.0,3427.18042102,3546.0635251
2019,229,0.0,57160.8623793,10288.8657167,0.0,14948.7603565,60.0941409198,0.0,3363.05269085,3636.91925877
2019,230,0.0,58771.8911883,8262.79395924,0.0,15000.0,20.688146874,0.0,2968.13335541,3531.37977017
2019,231,0.0,62925.4154464,4409.38846315,0.0,15000.0,13.792097916,0.0,3508.55359356,3169.76065883
2019,232,0.0,68593.6882495,449.361674,0.0,15000.0,0.0,0.0,4501.16400309,2352.26475496
2019,233,0.0,72880.9636126,0.0,0.0,15000.0,0.0,0.0,5885.56482062,915.329585736
2019,234,0.0,72338.8452865,0.0,0.0,15000.0,0.0,0.0,6642.93804376,136.758290857
2019,235,0.0,69797.7818909,0.0,0.0,15000.0,0.0,0.0,7200.0,4.19309812301
2019,236,0.0,66002.1856289,0.0,0.0,14839.3053063,0.0,0.0,7200.0,0.0
2019,237,0.0,63802.3573855,0.0,0.0,14284.1442382,0.0,0.0,7200.0,0.0
2019,238,0.0,61393.6649024,0.0,0.0,13545.9300612,0.0,0.0,7200.0,0.0
2019,239,0.0,56034.1979036,0.0,0.0,12704.9360648,0.0,0.0,6898.5898674,0.0
2019,240,0.0,52963.4097128,0.0,0.0,12142.2728202,0.0,0.0,6499.51312557,0.0
2019,241,0.0,51160.9070075,0.0,0.0,11950.2170993,0.0,0.0,5639.60873729,0.0
2019,242,0.0,50496.9787723,0.0,0.0,11912.7062163,0.0,0.0,5049.74934983,0.0
2019,243,0.0,50939.9178699,0.0,0.0,11960.7201465,0.0,0.0,4694.91206206,0.0
2019,244,0.0,51701.8499835,0.0,0.0,12167.7802206,0.0,0.0,4532.70073051,0.0
2019,245,0.0,53914.6238269,0.0,0.0,12778.4573955,0.0,0.0,4415.65050831,0.0
2019,246,0.0,59871.7223197,0.0,0.0,14325.4062095,0.0,0.0,4412.88554243,0.0
2019,247,0.0,67505.4905008,0.0,0.0,15000.0,0.0,0.0,4513.34596936,0.0
2019,248,0.0,69979.4634005,0.0,0.0,15000.0,0.0,0.0,4845.16385215,46.060787306
2019,249,0.0,68387.3950428,1290.04130614,0.0,15000.0,0.0,0.0,5165.26788028,541.621693399
2019,250,0.0,67919.2992234,2560.71774258,0.0,15000.0,35.4653946412,0.0,4947.17429592,1513.62930735
2019,251,0.0,68240.2054221,3533.52889362,0.0,15000.0,83.7377373472,0.0,4470.30381922,2314.92244715
2019,252,0.0,67945.5395012,3644.52700348,0.0,15000.0,110.336783328,0.0,4121.28373041,2769.01123936
2019,253,0.0,67942.8328086,3615.11072311,0.0,15000.0,89.6486364541,0.0,3950.98415345,2951.29233512
2019,254,0.0,69173.3915749,2426.69045129,0.0,15000.0,24.6287462786,0.0,3397.12463267,2953.08033545
2019,255,0.0,71275.9902446,996.005735434,0.0,15000.0,1.97029970229,0.0,3777.95509856,2721.55802701
2019,256,0.0,72796.2482383,101.455631363,0.0,15000.0,0.0,0.0,4571.36444241,2031.37407596
2019,257,0.0,75592.8213382,0.0,0.0,15000.0,0.0,0.0,5599.89914885,915.282116701
2019,258,0.0,74259.9257596,0.0,0.0,15000.0,0.0,0.0,6366.72836324,185.319114025
2019,259,0.0,71536.1757384,0.0,0.0,15000.0,0.0,0.0,7020.06604999,9.39886900027
2019,260,0.0,67281.2547474,0.0,0.0,15000.0,0.0,0.0,7200.0,0.0
2019,261,0.0,64358.7857014,0.0,0.0,14730.5237457,0.0,0.0,7200.0,0.0
2019,262,0.0,61754.9341013,0.0,0.0,13826.5114659,0.0,0.0,7100.43237655,0.0
