", South, South, Mid, Mid, Noorth, North"
"Timestep, Gas, PV, Gas, PV, Gas, PV "
7805.00,4300.00,0.00,52852.00,0.00,12193.00,0.00
7806.00,4254.00,0.00,59874.00,0.00,13698.00,0.00
7807.00,4323.40,0.60,66148.00,0.00,15205.00,0.00
7808.00,4611.00,141.00,67099.00,20.00,15274.00,0.00
7809.00,4551.40,774.60,65374.00,1625.00,15135.00,0.00
7810.00,4186.40,2037.60,64210.00,3530.00,15206.40,13.60
7811.00,3551.00,2904.00,64229.00,4470.00,15205.60,36.40
7812.00,3299.60,3287.40,63255.00,4770.00,15122.60,52.40
7813.00,3337.40,3327.60,59781.00,7910.00,15028.00,56.00
7814.00,2938.80,3208.20,59451.00,7190.00,15068.60,28.40
7815.00,3464.20,2860.80,61755.00,5165.00,15390.60,48.40
7816.00,4455.00,2040.00,64387.00,4005.00,15693.00,0.00
7817.00,5646.60,824.40,71225.00,0.00,15689.00,0.00
7818.00,6387.60,122.40,70808.00,0.00,15277.00,0.00
7819.00,7062.20,1.80,68614.00,0.00,14942.00,0.00
7820.00,7177.00,0.00,64843.00,0.00,14472.00,0.00
7821.00,7100.00,0.00,61983.00,0.00,13878.00,0.00
7822.00,6804.00,0.00,59940.00,0.00,12997.00,0.00
7823.00,6523.00,0.00,55070.00,0.00,12156.00,0.00
7824.00,6159.00,0.00,51048.00,0.00,11622.00,0.00
7825.00,5388.00,0.00,48734.00,0.00,11279.00,0.00
7826.00,4821.00,0.00,47939.00,0.00,11216.00,0.00
7827.00,4567.00,0.00,48375.00,0.00,11203.00,0.00
7828.00,4370.00,0.00,49418.00,0.00,11343.00,0.00
7829.00,4312.00,0.00,52278.00,0.00,11863.00,0.00
7830.00,4292.00,0.00,59065.00,0.00,13379.00,0.00
7831.00,4390.80,1.20,65644.00,0.00,14841.00,0.00
7832.00,4610.20,187.80,67045.00,0.00,15151.00,0.00
7833.00,4333.80,1021.20,66920.00,700.00,15080.20,4.80
7834.00,3809.20,2419.80,66750.00,1735.00,15143.40,31.60
7835.00,3402.60,3179.40,66529.00,2380.00,15116.60,94.40
7836.00,3194.20,3442.80,65741.00,2625.00,15071.60,174.40
7837.00,3122.60,3563.40,63350.00,4270.00,14794.80,307.20
7838.00,2744.00,3441.00,63136.00,3360.00,14687.80,327.20
7839.00,3321.80,3058.20,64063.00,1945.00,14968.00,388.00
7840.00,4317.60,2147.40,66233.00,1450.00,15680.00,0.00
7841.00,5571.60,836.40,69707.00,0.00,15675.00,0.00
7842.00,6368.20,118.80,68314.00,0.00,15379.00,0.00
7843.00,7004.20,1.80,66059.00,0.00,14925.00,0.00
7844.00,7162.00,0.00,62325.00,0.00,14400.00,0.00
7845.00,7081.00,0.00,60193.00,0.00,13827.00,0.00
7846.00,6742.00,0.00,59378.00,0.00,13316.00,0.00
7847.00,6473.00,0.00,55550.00,0.00,12719.00,0.00
7848.00,6153.00,0.00,51603.00,0.00,12331.00,0.00
7849.00,5463.00,0.00,49277.00,0.00,12160.00,0.00
7850.00,4968.00,0.00,48191.00,0.00,12062.00,0.00
7851.00,4629.00,0.00,47975.00,0.00,12053.00,0.00
7852.00,4408.00,0.00,48186.00,0.00,12152.00,0.00
7853.00,4263.00,0.00,47711.00,0.00,12336.00,0.00
7854.00,4186.00,0.00,47840.00,0.00,12846.00,0.00
7855.00,4175.40,0.60,51213.00,0.00,13433.00,0.00
7856.00,4249.00,120.00,54443.00,15.00,13857.00,0.00
7857.00,3641.60,665.40,55971.00,1170.00,14321.00,0.00
7858.00,3163.60,1805.40,54747.00,3695.00,14435.60,48.40
7859.00,2846.00,2532.00,53388.00,5565.00,14325.20,72.80
7860.00,2540.60,2909.40,51144.00,6580.00,14199.00,62.00
7861.00,2543.60,2975.40,47835.00,8005.00,14041.60,42.40
7862.00,2594.60,2822.40,47215.00,7190.00,14172.40,23.60
7863.00,2887.20,2413.80,49228.00,5410.00,14550.60,50.40
7864.00,3554.40,1698.60,52601.00,4500.00,15157.00,0.00
7865.00,4489.00,693.00,61624.00,0.00,15183.00,0.00
7866.00,5183.80,112.20,61486.00,0.00,14893.00,0.00
7867.00,6269.20,1.80,59492.00,0.00,14388.00,0.00
7868.00,6552.00,0.00,55848.00,0.00,13901.00,0.00
7869.00,6559.00,0.00,54119.00,0.00,13418.00,0.00
7870.00,6406.00,0.00,54322.00,0.00,12906.00,0.00
7871.00,6041.00,0.00,52334.00,0.00,12350.00,0.00
7872.00,5723.00,0.00,50048.00,0.00,11949.00,0.00
7873.00,5203.00,0.00,47794.00,0.00,11707.00,0.00
7874.00,4653.00,0.00,46372.00,0.00,11520.00,0.00
7875.00,4312.00,0.00,45784.00,0.00,11452.00,0.00
7876.00,4089.00,0.00,45373.00,0.00,11492.00,0.00
7877.00,3986.00,0.00,44603.00,0.00,11523.00,0.00
7878.00,3886.00,0.00,42986.00,0.00,11806.00,0.00
7879.00,3946.40,0.60,44209.00,0.00,12179.00,0.00
7880.00,3785.00,150.00,47163.00,0.00,12400.00,0.00
7881.00,2870.20,874.80,49754.00,925.00,12878.00,0.00
7882.00,1918.20,2242.80,51117.00,2650.00,13185.20,86.80
7883.00,1671.40,2964.60,52823.00,3855.00,13367.20,200.80
7884.00,1773.60,3152.40,52715.00,3750.00,13350.20,266.80
7885.00,2016.20,3100.80,50820.00,3680.00,13266.80,309.20
7886.00,2250.00,2871.00,50619.00,2500.00,13436.40,227.60
7887.00,2478.00,2388.00,51435.00,1250.00,13895.20,210.80
7888.00,3026.80,1744.20,54105.00,880.00,14622.00,0.00
7889.00,3953.40,699.60,58133.00,0.00,14686.00,0.00
7890.00,4665.00,117.00,58781.00,0.00,14542.00,0.00
7891.00,5804.20,1.80,57482.00,0.00,14379.00,0.00
7892.00,6085.00,0.00,55808.00,0.00,14102.00,0.00
7893.00,6218.00,0.00,55218.00,0.00,13608.00,0.00
7894.00,6211.00,0.00,56420.00,0.00,13004.00,0.00
7895.00,6016.00,0.00,53513.00,0.00,12391.00,0.00
7896.00,5614.00,0.00,50912.00,0.00,12057.00,0.00
7897.00,4982.00,0.00,49272.00,0.00,11925.00,0.00
7898.00,4559.00,0.00,48777.00,0.00,11909.00,0.00
7899.00,4206.00,0.00,49131.00,0.00,11959.00,0.00
7900.00,4106.00,0.00,50431.00,0.00,12270.00,0.00
7901.00,4049.00,0.00,53568.00,0.00,12932.00,0.00
7902.00,4035.00,0.00,61270.00,0.00,14517.00,0.00
7903.00,4188.40,0.60,67509.00,0.00,16141.00,0.00
7904.00,4496.80,163.20,68881.00,290.00,16247.00,0.00
7905.00,4250.60,980.40,68350.00,820.00,16155.20,12.80
7906.00,3764.00,2457.00,67250.00,2860.00,16013.80,123.20
7907.00,3421.80,3175.20,66551.00,4795.00,15792.40,283.60
7908.00,3225.20,3418.80,65315.00,5890.00,15595.40,357.60
7909.00,3351.00,3396.00,64800.00,6070.00,15526.40,365.60
7910.00,3156.80,3157.20,65612.00,4660.00,15701.00,330.00
7911.00,3699.80,2767.20,66858.00,3315.00,16214.00,330.00
7912.00,4674.60,1907.40,69371.00,1700.00,16815.00,0.00
7913.00,5813.40,768.60,73971.00,0.00,16801.00,0.00
7914.00,6496.80,112.20,72786.00,0.00,16475.00,0.00
7915.00,7248.20,1.80,70720.00,0.00,16056.00,0.00
7916.00,7356.00,0.00,66816.00,0.00,15680.00,0.00
7917.00,7293.00,0.00,64341.00,0.00,14876.00,0.00
7918.00,7053.00,0.00,62468.00,0.00,14061.00,0.00
7919.00,6745.00,0.00,58003.00,0.00,13191.00,0.00
7920.00,6307.00,0.00,54652.00,0.00,12713.00,0.00
7921.00,5477.00,0.00,52972.00,0.00,12463.00,0.00
7922.00,4945.00,0.00,51813.00,0.00,12387.00,0.00
7923.00,4664.00,0.00,51784.00,0.00,12465.00,0.00
7924.00,4490.00,0.00,52564.00,0.00,12670.00,0.00
7925.00,4433.00,0.00,54708.00,0.00,13370.00,0.00
7926.00,4392.00,0.00,61874.00,0.00,14875.00,0.00
7927.00,4466.00,0.00,67883.00,0.00,16401.00,0.00
7928.00,4717.60,170.40,69171.00,15.00,16505.00,0.00
7929.00,4449.80,1015.20,67590.00,1125.00,16371.00,8.00
7930.00,3826.80,2509.20,65692.00,3625.00,16181.40,93.60
7931.00,3392.00,3258.00,64300.00,5785.00,15825.00,212.00
7932.00,3125.60,3521.40,62111.00,7445.00,15639.40,279.60
7933.00,3178.40,3567.60,60364.00,8820.00,15562.60,300.40
7934.00,2949.40,3333.60,61309.00,7305.00,15735.40,235.60
7935.00,3515.20,2935.80,63175.00,5315.00,16360.00,206.00
7936.00,4448.80,2101.20,66520.00,3400.00,17145.00,0.00
7937.00,5684.40,840.60,72754.00,0.00,17328.00,0.00
7938.00,6514.40,117.60,72060.00,0.00,17004.00,0.00
7939.00,7272.20,1.80,70021.00,0.00,16738.00,0.00
7940.00,7406.00,0.00,66413.00,0.00,16334.00,0.00
7941.00,7328.00,0.00,63432.00,0.00,15635.00,0.00
7942.00,7122.00,0.00,61488.00,0.00,14935.00,0.00
7943.00,6748.00,0.00,56715.00,0.00,14039.00,0.00
7944.00,6356.00,0.00,53405.00,0.00,13565.00,0.00
7945.00,5512.00,0.00,51706.00,0.00,13349.00,0.00
7946.00,5021.00,0.00,50654.00,0.00,13343.00,0.00
7947.00,4685.00,0.00,50901.00,0.00,13369.00,0.00
7948.00,4482.00,0.00,51978.00,0.00,13520.00,0.00
7949.00,4426.00,0.00,54302.00,0.00,14191.00,0.00
7950.00,4433.00,0.00,61077.00,0.00,15789.00,0.00
7951.00,4518.40,0.60,67552.00,0.00,17339.00,0.00
7952.00,4740.00,186.00,68380.00,90.00,17296.00,0.00
7953.00,4395.60,1100.40,64777.00,3410.00,17154.00,0.00
7954.00,3708.40,2652.60,60074.00,8305.00,16963.00,4.00
7955.00,3223.40,3444.60,57227.00,11930.00,16808.20,18.80
7956.00,2984.00,3744.00,54618.00,14095.00,16592.60,48.40
7957.00,2947.20,3775.80,52987.00,15130.00,16575.20,20.80
7958.00,2643.60,3620.40,54204.00,13325.00,16641.00,12.00
7959.00,3208.80,3202.20,57283.00,10170.00,17082.20,6.80
7960.00,4337.20,2257.80,61168.00,8145.00,17156.00,0.00
7961.00,5646.40,885.60,72866.00,0.00,17043.00,0.00
7962.00,6566.80,121.20,72110.00,0.00,16619.00,0.00
7963.00,7325.20,1.80,70256.00,0.00,16259.00,0.00
7964.00,7458.00,0.00,66907.00,0.00,15641.00,0.00
7965.00,7381.00,0.00,64255.00,0.00,14950.00,0.00
7966.00,7111.00,0.00,62732.00,0.00,14037.00,0.00
7967.00,6846.00,0.00,58193.00,0.00,13145.00,0.00
7968.00,6447.00,0.00,54478.00,0.00,12472.00,0.00
7969.00,5619.00,0.00,52642.00,0.00,12230.00,0.00
7970.00,5039.00,0.00,51494.00,0.00,12130.00,0.00
7971.00,4723.00,0.00,51574.00,0.00,12130.00,0.00
7972.00,4503.00,0.00,52188.00,0.00,12305.00,0.00
7973.00,4464.00,0.00,54294.00,0.00,12891.00,0.00
7974.00,4456.00,0.00,60984.00,0.00,14422.00,0.00
7975.00,4532.40,0.60,67484.00,0.00,15906.00,0.00
7976.00,4790.20,187.80,69049.00,50.00,16120.00,0.00
7977.00,4435.60,1097.40,65409.00,3670.00,15910.20,0.80
7978.00,3733.00,2667.00,61033.00,8630.00,15989.40,17.60
7979.00,3291.60,3449.40,58935.00,11750.00,15911.00,78.00
7980.00,2996.20,3769.80,57135.00,13175.00,15748.20,138.80
7981.00,3011.00,3798.00,57497.00,12435.00,15704.60,164.40
7982.00,2698.80,3655.20,59931.00,9995.00,15758.20,138.80
7983.00,3225.40,3267.60,63733.00,6420.00,16216.40,93.60
7984.00,4262.40,2319.60,66705.00,5110.00,16340.00,0.00
7985.00,5759.80,853.20,73415.00,0.00,16289.00,0.00
7986.00,6566.20,109.80,72582.00,0.00,15928.00,0.00
7987.00,7363.20,1.80,70953.00,0.00,15525.00,0.00
7988.00,7490.00,0.00,67423.00,0.00,15027.00,0.00
7989.00,7464.00,0.00,64982.00,0.00,14357.00,0.00
7990.00,7243.00,0.00,63427.00,0.00,13487.00,0.00
7991.00,6933.00,0.00,58714.00,0.00,12608.00,0.00
7992.00,6484.00,0.00,54911.00,0.00,12051.00,0.00
7993.00,5711.00,0.00,52735.00,0.00,11795.00,0.00
7994.00,5085.00,0.00,51731.00,0.00,11729.00,0.00
7995.00,4712.00,0.00,51865.00,0.00,11743.00,0.00
7996.00,4562.00,0.00,52978.00,0.00,11873.00,0.00
7997.00,4490.00,0.00,55470.00,0.00,12509.00,0.00
7998.00,4440.00,0.00,62148.00,0.00,14039.00,0.00
7999.00,4561.00,0.00,68164.00,0.00,15513.00,0.00
8000.00,4767.80,172.20,69796.00,10.00,15813.00,0.00
8001.00,4456.20,1054.80,69131.00,515.00,15759.20,4.80
8002.00,3837.00,2577.00,68390.00,1760.00,15748.40,33.60
8003.00,3318.20,3394.80,67544.00,2930.00,15669.80,123.20
8004.00,3012.60,3698.40,66285.00,3680.00,15482.00,208.00
8005.00,2987.60,3743.40,64407.00,4565.00,15275.60,232.40
8006.00,2747.40,3573.60,64683.00,3315.00,15259.00,196.00
8007.00,3376.00,3087.00,65765.00,2030.00,15544.00,68.00
8008.00,4517.40,2064.60,67683.00,1960.00,15837.00,0.00
8009.00,5710.60,812.40,71528.00,0.00,15752.00,0.00
8010.00,6530.60,110.40,70426.00,0.00,15358.00,0.00
8011.00,7241.20,1.80,68134.00,0.00,14841.00,0.00
8012.00,7355.00,0.00,64001.00,0.00,14158.00,0.00
8013.00,7292.00,0.00,61565.00,0.00,13568.00,0.00
8014.00,7057.00,0.00,60584.00,0.00,12986.00,0.00
8015.00,6751.00,0.00,56549.00,0.00,12354.00,0.00
8016.00,6409.00,0.00,52254.00,0.00,11777.00,0.00
8017.00,4921.00,0.00,50138.00,0.00,11500.00,0.00
8018.00,4480.00,0.00,48730.00,0.00,11364.00,0.00
8019.00,4147.00,0.00,48154.00,0.00,11315.00,0.00
8020.00,3987.00,0.00,48749.00,0.00,11363.00,0.00
8021.00,3935.00,0.00,48655.00,0.00,11496.00,0.00
8022.00,3900.00,0.00,48913.00,0.00,11922.00,0.00
8023.00,3856.00,0.00,52642.00,0.00,12548.00,0.00
8024.00,3798.40,201.60,56291.00,55.00,13045.00,0.00
8025.00,2912.00,1149.00,57513.00,1725.00,13553.00,0.00
8026.00,1988.60,2633.40,57336.00,3585.00,13952.00,0.00
8027.00,1725.20,3421.80,57273.00,4655.00,14089.00,8.00
8028.00,1557.80,3733.20,55658.00,5035.00,14083.20,16.80
8029.00,1642.40,3798.60,54580.00,4660.00,13936.40,21.60
8030.00,1636.60,3662.40,54091.00,3510.00,13943.20,14.80
8031.00,1822.00,3243.00,54936.00,2225.00,14286.20,0.80
8032.00,2803.20,2281.80,57067.00,2025.00,14547.00,0.00
8033.00,4123.60,887.40,62294.00,0.00,14523.00,0.00
8034.00,4918.60,119.40,62214.00,0.00,14228.00,0.00
8035.00,5852.20,1.80,60295.00,0.00,13739.00,0.00
8036.00,6079.00,0.00,56893.00,0.00,13273.00,0.00
8037.00,5969.00,0.00,55531.00,0.00,12837.00,0.00
8038.00,5787.00,0.00,55205.00,0.00,12292.00,0.00
8039.00,5455.00,0.00,52072.00,0.00,11763.00,0.00
8040.00,5198.00,0.00,48056.00,0.00,11340.00,0.00
8041.00,4735.00,0.00,45844.00,0.00,11057.00,0.00
8042.00,4282.00,0.00,44777.00,0.00,10887.00,0.00
8043.00,3953.00,0.00,44839.00,0.00,10806.00,0.00
8044.00,3807.00,0.00,45261.00,0.00,10831.00,0.00
8045.00,3635.00,0.00,44558.00,0.00,10979.00,0.00
8046.00,3682.00,0.00,43192.00,0.00,11324.00,0.00
8047.00,3692.00,0.00,44841.00,0.00,11736.00,0.00
8048.00,3519.60,215.40,47338.00,35.00,12060.00,0.00
8049.00,2460.40,1149.60,49619.00,1040.00,12497.00,2.00
8050.00,1318.80,2551.20,50818.00,2360.00,12845.20,10.80
8051.00,967.20,3352.80,52457.00,3755.00,13112.80,41.20
8052.00,955.40,3639.60,50944.00,4580.00,13152.00,56.00
8053.00,1066.20,3736.80,49338.00,4660.00,13103.40,101.60
8054.00,1129.00,3642.00,48866.00,3345.00,13221.20,78.80
8055.00,1296.80,3295.20,51095.00,1695.00,13723.00,54.00
8056.00,2280.40,2337.60,55146.00,665.00,14169.00,0.00
8057.00,3622.60,896.40,59196.00,0.00,14205.00,0.00
8058.00,4547.40,117.60,60397.00,0.00,14151.00,0.00
8059.00,5405.20,1.80,59735.00,0.00,13961.00,0.00
8060.00,5684.00,0.00,57843.00,0.00,13648.00,0.00
8061.00,5755.00,0.00,57300.00,0.00,13122.00,0.00
8062.00,5629.00,0.00,58052.00,0.00,12498.00,0.00
8063.00,5462.00,0.00,54249.00,0.00,11806.00,0.00
8064.00,5127.00,0.00,50862.00,0.00,11361.00,0.00
8065.00,4629.00,0.00,48184.00,0.00,11232.00,0.00
8066.00,4181.00,0.00,47509.00,0.00,11120.00,0.00
8067.00,3870.00,0.00,48015.00,0.00,11131.00,0.00
8068.00,3783.00,0.00,49825.00,0.00,11304.00,0.00
8069.00,3770.00,0.00,53466.00,0.00,11922.00,0.00
8070.00,3794.00,0.00,61602.00,0.00,13451.00,0.00
8071.00,3933.00,0.00,68849.00,0.00,14965.00,0.00
8072.00,4217.60,176.40,70854.00,0.00,15373.00,0.00
8073.00,3989.00,1080.00,70317.00,355.00,15228.00,8.00
8074.00,3383.40,2538.60,69574.00,1220.00,15313.60,32.40
8075.00,2967.00,3366.00,70311.00,1770.00,15367.40,89.60
8076.00,2784.40,3702.60,69832.00,2235.00,15217.60,162.40
8077.00,2902.00,3777.00,69030.00,2620.00,15175.80,239.20
8078.00,2559.40,3690.60,68988.00,2010.00,15390.00,204.00
8079.00,3094.60,3347.40,69938.00,1060.00,15937.20,138.80
8080.00,4267.00,2388.00,72009.00,445.00,16206.00,0.00
8081.00,5716.00,921.00,75074.00,0.00,16166.00,0.00
8082.00,6653.20,121.80,74321.00,0.00,15778.00,0.00
8083.00,7049.20,1.80,72459.00,0.00,15329.00,0.00
8084.00,7011.00,0.00,69056.00,0.00,14923.00,0.00
8085.00,6876.00,0.00,66219.00,0.00,14211.00,0.00
8086.00,6586.00,0.00,63836.00,0.00,13412.00,0.00
8087.00,6292.00,0.00,58514.00,0.00,12526.00,0.00
8088.00,5945.00,0.00,54553.00,0.00,11958.00,0.00
8089.00,5177.00,0.00,52351.00,0.00,11712.00,0.00
8090.00,4760.00,0.00,51273.00,0.00,11661.00,0.00
8091.00,4428.00,0.00,51329.00,0.00,11723.00,0.00
8092.00,4253.00,0.00,52494.00,0.00,11886.00,0.00
8093.00,4166.00,0.00,54583.00,0.00,12468.00,0.00
8094.00,4196.00,0.00,61501.00,0.00,13974.00,0.00
8095.00,4257.00,0.00,68612.00,0.00,15485.00,0.00
8096.00,4385.60,170.40,69561.00,0.00,15735.00,0.00
8097.00,4141.40,1068.60,68353.00,400.00,15543.00,0.00
8098.00,3471.60,2546.40,67212.00,1875.00,15491.20,76.80
8099.00,3004.20,3364.80,67014.00,3205.00,15405.20,202.80
8100.00,2774.80,3706.20,65942.00,3870.00,15159.20,270.80
8101.00,2765.80,3805.20,64837.00,4640.00,15047.40,297.60
8102.00,2396.20,3727.80,65040.00,3675.00,15256.20,220.80
8103.00,2942.80,3376.20,66569.00,2240.00,15934.80,181.20
8104.00,4011.00,2406.00,69316.00,1110.00,16434.00,0.00
8105.00,5441.00,915.00,72697.00,0.00,16570.00,0.00
8106.00,6299.40,117.60,71918.00,0.00,16228.00,0.00
8107.00,6930.20,1.80,70157.00,0.00,15971.00,0.00
8108.00,6993.00,0.00,66526.00,0.00,15512.00,0.00
8109.00,6905.00,0.00,63511.00,0.00,14816.00,0.00
8110.00,6644.00,0.00,61104.00,0.00,13866.00,0.00
8111.00,6353.00,0.00,55910.00,0.00,13001.00,0.00
8112.00,5951.00,0.00,51889.00,0.00,12442.00,0.00
8113.00,5181.00,0.00,49501.00,0.00,12224.00,0.00
8114.00,4688.00,0.00,48596.00,0.00,12124.00,0.00
8115.00,4403.00,0.00,48920.00,0.00,12173.00,0.00
8116.00,4257.00,0.00,50015.00,0.00,12379.00,0.00
8117.00,4208.00,0.00,52860.00,0.00,13013.00,0.00
8118.00,4196.00,0.00,60565.00,0.00,14475.00,0.00
8119.00,4279.00,0.00,67670.00,0.00,15951.00,0.00
8120.00,4532.20,160.80,69262.00,90.00,16157.00,0.00
8121.00,4238.60,1034.40,68427.00,545.00,15957.00,2.00
8122.00,3678.00,2481.00,67874.00,1720.00,15925.20,0.80
8123.00,3124.20,3319.80,67762.00,2840.00,15846.20,10.80
8124.00,2807.60,3683.40,65892.00,3965.00,15793.40,15.60
8125.00,2748.00,3804.00,60623.00,8800.00,15701.20,14.80
8126.00,2336.20,3721.80,60452.00,8010.00,15756.20,4.80
8127.00,2926.00,3366.00,63036.00,5965.00,16180.20,0.80
8128.00,3971.20,2410.80,66892.00,3955.00,16084.00,0.00
8129.00,5390.60,950.40,73796.00,0.00,15916.00,0.00
8130.00,6262.40,120.60,73024.00,0.00,15527.00,0.00
8131.00,7010.20,1.80,71443.00,0.00,15106.00,0.00
8132.00,7104.00,0.00,68031.00,0.00,14481.00,0.00
8133.00,6963.00,0.00,65354.00,0.00,13831.00,0.00
8134.00,6704.00,0.00,62898.00,0.00,12914.00,0.00
8135.00,6410.00,0.00,57498.00,0.00,12006.00,0.00
8136.00,5972.00,0.00,52921.00,0.00,11402.00,0.00
8137.00,5257.00,0.00,50443.00,0.00,11150.00,0.00
8138.00,4695.00,0.00,49154.00,0.00,10982.00,0.00
8139.00,4444.00,0.00,49377.00,0.00,10979.00,0.00
8140.00,4298.00,0.00,50602.00,0.00,11085.00,0.00
8141.00,4229.00,0.00,53568.00,0.00,11682.00,0.00
8142.00,4247.00,0.00,60975.00,0.00,13194.00,0.00
8143.00,4330.00,0.00,67505.00,0.00,14647.00,0.00
8144.00,4573.20,151.80,68859.00,0.00,14927.00,0.00
8145.00,4337.20,1012.80,67995.00,340.00,14751.00,0.00
8146.00,3689.40,2457.60,67240.00,1520.00,14810.20,4.80
8147.00,3146.60,3308.40,67475.00,2405.00,14778.20,24.80
8148.00,2863.80,3664.20,66486.00,3005.00,14689.80,53.20
8149.00,2808.00,3777.00,65988.00,3485.00,14621.60,106.40
8150.00,2367.40,3708.60,66248.00,2835.00,14694.00,56.00
8151.00,2914.20,3361.80,67888.00,1570.00,15272.60,28.40
8152.00,3917.20,2398.80,70562.00,690.00,15566.00,0.00
8153.00,5362.80,919.20,72921.00,0.00,15560.00,0.00
8154.00,6165.20,118.80,72333.00,0.00,15289.00,0.00
8155.00,6959.20,1.80,70937.00,0.00,14872.00,0.00
8156.00,6929.00,0.00,67489.00,0.00,14484.00,0.00
8157.00,6736.00,0.00,64597.00,0.00,13818.00,0.00
8158.00,6486.00,0.00,62020.00,0.00,12979.00,0.00
8159.00,6219.00,0.00,56222.00,0.00,12103.00,0.00
8160.00,5925.00,0.00,52523.00,0.00,11529.00,0.00
8161.00,5143.00,0.00,50185.00,0.00,11295.00,0.00
8162.00,4747.00,0.00,49893.00,0.00,11202.00,0.00
8163.00,4412.00,0.00,50448.00,0.00,11184.00,0.00
8164.00,4210.00,0.00,51901.00,0.00,11373.00,0.00
8165.00,4132.00,0.00,55110.00,0.00,11859.00,0.00
8166.00,4061.00,0.00,62428.00,0.00,13256.00,0.00
8167.00,4069.00,0.00,69714.00,0.00,14849.00,0.00
8168.00,3971.40,147.60,71639.00,0.00,15248.00,0.00
8169.00,3105.80,1012.20,70959.00,125.00,15176.00,2.00
8170.00,2025.80,2491.20,71029.00,875.00,15251.20,4.80
8171.00,1551.80,3319.20,70979.00,1715.00,15185.40,19.60
8172.00,1384.20,3655.80,69659.00,2185.00,14971.40,35.60
8173.00,1473.80,3736.20,68424.00,2355.00,14795.60,100.40
8174.00,1548.80,3631.20,68157.00,1700.00,14735.20,90.80
8175.00,1802.80,3271.20,68304.00,960.00,14935.00,74.00
8176.00,2677.80,2323.20,71038.00,245.00,15102.00,0.00
8177.00,4004.00,897.00,73727.00,0.00,14971.00,0.00
8178.00,4947.60,116.40,72388.00,0.00,14610.00,0.00
8179.00,5949.20,1.80,69964.00,0.00,14070.00,0.00
8180.00,6144.00,0.00,66700.00,0.00,13445.00,0.00
8181.00,6114.00,0.00,64100.00,0.00,12805.00,0.00
8182.00,5853.00,0.00,62425.00,0.00,12298.00,0.00
8183.00,5607.00,0.00,58013.00,0.00,11735.00,0.00
8184.00,5436.00,0.00,54389.00,0.00,11286.00,0.00
8185.00,4933.00,0.00,52118.00,0.00,11010.00,0.00
8186.00,4496.00,0.00,50846.00,0.00,10883.00,0.00
8187.00,4217.00,0.00,50499.00,0.00,10817.00,0.00
8188.00,3987.00,0.00,50482.00,0.00,10875.00,0.00
8189.00,3831.00,0.00,50236.00,0.00,11001.00,0.00
8190.00,3799.00,0.00,50208.00,0.00,11464.00,0.00
8191.00,3864.00,0.00,53654.00,0.00,12002.00,0.00
8192.00,3894.80,133.20,56342.00,50.00,12537.00,0.00
8193.00,3159.40,963.60,58334.00,500.00,12967.00,0.00
8194.00,2094.60,2417.40,58382.00,1955.00,13328.80,43.20
8195.00,1664.00,3288.00,57796.00,3110.00,13375.00,138.00
8196.00,1482.60,3656.40,56076.00,3670.00,13285.20,216.80
8197.00,1474.80,3766.20,52458.00,5375.00,13183.60,240.40
8198.00,1586.60,3689.40,51907.00,4280.00,13323.20,154.80
8199.00,1753.00,3342.00,53330.00,2600.00,13903.00,74.00
8200.00,2692.60,2390.40,57813.00,795.00,14416.00,0.00
8201.00,4056.80,922.20,61621.00,0.00,14510.00,0.00
8202.00,4929.40,120.60,60801.00,0.00,14357.00,0.00
8203.00,5937.20,1.80,58410.00,0.00,13930.00,0.00
8204.00,6169.00,0.00,54968.00,0.00,13436.00,0.00
8205.00,6187.00,0.00,53813.00,0.00,12969.00,0.00
8206.00,6006.00,0.00,54202.00,0.00,12491.00,0.00
8207.00,5722.00,0.00,51603.00,0.00,11997.00,0.00
8208.00,5441.00,0.00,48372.00,0.00,11616.00,0.00
8209.00,4950.00,0.00,46296.00,0.00,11404.00,0.00
8210.00,4444.00,0.00,45062.00,0.00,11264.00,0.00
8211.00,4123.00,0.00,44780.00,0.00,11153.00,0.00
8212.00,3921.00,0.00,44241.00,0.00,11209.00,0.00
8213.00,3770.00,0.00,43507.00,0.00,11338.00,0.00
8214.00,3776.00,0.00,42565.00,0.00,11672.00,0.00
8215.00,3740.00,0.00,43952.00,0.00,12178.00,0.00
8216.00,3678.20,133.80,46412.00,5.00,12534.00,0.00
8217.00,2782.20,976.80,48922.00,215.00,12932.00,0.00
8218.00,1480.20,2470.80,50528.00,1050.00,13419.20,12.80
8219.00,1092.40,3330.60,51973.00,1835.00,13654.60,38.40
8220.00,1114.20,3679.80,50509.00,2260.00,13702.40,99.60
8221.00,1303.20,3784.80,47439.00,3700.00,13719.00,124.00
8222.00,1413.80,3715.20,45874.00,3330.00,13858.00,64.00
8223.00,1556.20,3376.80,47513.00,1655.00,14423.00,12.00
8224.00,2462.80,2410.20,52093.00,255.00,14713.00,0.00
8225.00,3814.80,922.20,56648.00,0.00,14744.00,0.00
8226.00,4863.00,120.00,57650.00,0.00,14701.00,0.00
8227.00,5646.20,1.80,57094.00,0.00,14545.00,0.00
8228.00,5912.00,0.00,55045.00,0.00,14125.00,0.00
8229.00,5923.00,0.00,54003.00,0.00,13547.00,0.00
8230.00,5925.00,0.00,54329.00,0.00,12798.00,0.00
8231.00,5738.00,0.00,50570.00,0.00,12150.00,0.00
