", South, South, Mid, Mid, Noorth, North"
"Timestep, Gas, PV, Gas, PV, Gas, PV "
1956.00,2179.40,4233.60,54519.00,12755.00,13493.20,1330.80
1957.00,2204.40,4266.60,53729.00,12420.00,13238.20,1336.80
1958.00,1759.00,4257.00,53609.00,11425.00,13014.40,1223.60
1959.00,2046.80,4132.20,54160.00,9880.00,13163.00,988.00
1960.00,2419.40,3864.60,56777.00,6510.00,13363.20,664.80
1961.00,2998.60,3152.40,60537.00,3030.00,13901.60,306.40
1962.00,4588.20,1495.80,65524.00,295.00,14606.40,39.60
1963.00,5549.60,209.40,67300.00,0.00,14517.00,0.00
1964.00,6059.20,1.80,63198.00,0.00,13887.00,0.00
1965.00,6687.00,0.00,59981.00,0.00,13310.00,0.00
1966.00,6506.00,0.00,58697.00,0.00,12721.00,0.00
1967.00,6254.00,0.00,54855.00,0.00,12038.00,0.00
1968.00,5855.00,0.00,51472.00,0.00,11571.00,0.00
1969.00,5288.00,0.00,49469.00,0.00,11313.00,0.00
1970.00,4813.00,0.00,48437.00,0.00,11099.00,0.00
1971.00,4428.00,0.00,48233.00,0.00,11136.00,0.00
1972.00,4272.00,0.00,48547.00,0.00,11140.00,0.00
1973.00,4176.00,0.00,48174.00,0.00,11242.20,12.80
1974.00,4143.00,0.00,47490.00,0.00,11333.40,83.60
1975.00,4017.20,94.80,48908.00,1520.00,11580.60,380.40
1976.00,2910.00,972.00,51149.00,3240.00,11893.40,635.60
1977.00,1650.80,2545.20,53108.00,4870.00,12017.20,886.80
1978.00,1236.80,3532.20,53238.00,6115.00,11892.20,1074.80
1979.00,1121.60,3971.40,52690.00,7085.00,11632.60,1230.40
1980.00,1045.60,4166.40,51526.00,7480.00,11337.80,1311.20
1981.00,1035.40,4194.60,46776.00,10530.00,10790.20,1606.80
1982.00,873.20,4177.80,46502.00,9230.00,10552.80,1453.20
1983.00,936.20,4009.80,48247.00,7020.00,10751.40,1161.60
1984.00,1254.80,3670.20,49702.00,4570.00,11235.80,781.20
1985.00,1818.60,2906.40,53095.00,2190.00,12005.40,363.60
1986.00,3368.20,1300.80,56882.00,255.00,12925.00,72.00
1987.00,4503.00,198.00,59026.00,0.00,13313.00,0.00
1988.00,5265.80,1.20,56029.00,0.00,12906.00,0.00
1989.00,6050.00,0.00,53803.00,0.00,12417.00,0.00
1990.00,5960.00,0.00,52982.00,0.00,11964.00,0.00
1991.00,5582.00,0.00,49563.00,0.00,11539.00,0.00
1992.00,5335.00,0.00,45874.00,0.00,11223.00,0.00
1993.00,4857.00,0.00,43755.00,0.00,11096.00,0.00
1994.00,4408.00,0.00,42624.00,0.00,11088.00,0.00
1995.00,4000.00,0.00,42850.00,0.00,11067.00,0.00
1996.00,3876.00,0.00,42322.00,0.00,11186.00,0.00
1997.00,3779.00,0.00,40196.00,0.00,11422.20,18.80
1998.00,3712.00,0.00,39773.00,0.00,11492.00,76.00
1999.00,3692.20,88.80,37631.00,4570.00,11418.80,443.20
2000.00,2650.40,876.60,35754.00,9280.00,11480.40,817.60
2001.00,1579.60,2279.40,33956.00,13735.00,11358.20,1218.80
2002.00,1047.20,3154.80,33710.00,16720.00,11072.60,1564.40
2003.00,958.80,3541.20,32294.00,18260.00,10626.20,1794.80
2004.00,959.80,3715.20,30098.00,18675.00,10123.80,1911.20
2005.00,967.60,3731.40,27404.00,19375.00,9821.80,1897.20
2006.00,753.60,3767.40,27436.00,18090.00,9802.80,1717.20
2007.00,778.00,3639.00,29602.00,15170.00,9984.60,1440.40
2008.00,874.80,3373.20,33942.00,11445.00,10528.20,1018.80
2009.00,1543.00,2667.00,40635.00,6500.00,11317.00,542.00
2010.00,3058.00,1191.00,48426.00,935.00,12286.00,126.00
2011.00,4267.00,183.00,53033.00,0.00,13090.00,0.00
2012.00,5010.20,1.80,52626.00,0.00,12772.00,0.00
2013.00,5673.00,0.00,52863.00,0.00,12251.00,0.00
2014.00,5471.00,0.00,49258.00,0.00,11676.00,0.00
2015.00,5213.00,0.00,45684.00,0.00,11344.00,0.00
2016.00,4761.00,0.00,43532.00,0.00,11229.00,0.00
2017.00,4360.00,0.00,43191.00,0.00,11257.00,0.00
2018.00,4080.00,0.00,43783.00,0.00,11388.00,0.00
2019.00,3915.00,0.00,45464.00,0.00,11597.00,0.00
2020.00,3870.00,0.00,49007.00,0.00,12262.00,0.00
2021.00,3871.00,0.00,56544.00,0.00,13619.40,23.60
2022.00,3949.00,0.00,61431.00,50.00,14822.60,48.40
2023.00,4231.80,97.20,58425.00,5480.00,14658.40,423.60
2024.00,3923.00,915.00,53222.00,10815.00,13873.40,823.60
2025.00,3543.00,2343.00,48113.00,16025.00,13208.20,1216.80
2026.00,3080.00,3198.00,44700.00,20190.00,12559.40,1555.60
2027.00,2883.80,3601.20,42117.00,22745.00,11990.00,1790.00
2028.00,2840.00,3753.00,40647.00,23845.00,11590.60,1892.40
2029.00,2370.20,3784.80,39813.00,23620.00,11412.20,1860.80
2030.00,2575.20,3733.80,40400.00,21770.00,11436.80,1707.20
2031.00,2736.40,3555.60,42001.00,18400.00,11340.80,1435.20
2032.00,2970.60,3245.40,46224.00,13625.00,11642.60,1030.40
2033.00,3613.60,2501.40,51931.00,7780.00,12056.60,560.40
2034.00,4756.80,1168.20,59574.00,1465.00,12862.80,129.20
2035.00,5721.00,189.00,63415.00,0.00,13580.00,0.00
2036.00,6242.20,1.80,60862.00,0.00,13261.00,0.00
2037.00,6641.00,0.00,58029.00,0.00,12493.00,0.00
2038.00,6430.00,0.00,52660.00,0.00,11830.00,0.00
2039.00,5993.00,0.00,48840.00,0.00,11331.00,0.00
2040.00,5347.00,0.00,46467.00,0.00,11159.00,0.00
2041.00,4779.00,0.00,45396.00,0.00,11118.00,0.00
2042.00,4367.00,0.00,45966.00,0.00,11236.00,0.00
2043.00,4290.00,0.00,47664.00,0.00,11421.00,0.00
2044.00,4199.00,0.00,50717.00,0.00,12115.00,0.00
2045.00,4210.00,0.00,57642.00,0.00,13406.40,17.60
2046.00,4317.00,0.00,61970.00,120.00,14291.40,81.60
2047.00,4588.00,87.00,58215.00,5625.00,14069.60,500.40
2048.00,4260.40,843.60,52941.00,10920.00,13245.00,936.00
2049.00,3821.60,2282.40,47810.00,15950.00,12553.20,1342.80
2050.00,3289.20,3133.80,44849.00,19835.00,11920.40,1685.60
2051.00,3028.80,3496.20,41668.00,22145.00,11402.60,1910.40
2052.00,2945.00,3639.00,40370.00,23165.00,11057.00,2002.00
2053.00,2444.40,3678.60,39190.00,23340.00,10932.40,1955.60
2054.00,2598.60,3632.40,39722.00,21635.00,10963.80,1785.20
2055.00,2790.60,3512.40,41489.00,18205.00,10975.60,1492.40
2056.00,2891.80,3298.20,45500.00,13750.00,11326.00,1068.00
2057.00,3434.80,2659.20,51707.00,7855.00,11760.80,579.20
2058.00,4703.00,1242.00,59375.00,1645.00,12550.00,144.00
2059.00,5707.40,189.60,63370.00,0.00,13293.00,0.00
2060.00,6248.20,1.80,60648.00,0.00,12932.00,0.00
2061.00,6689.00,0.00,57729.00,0.00,12243.00,0.00
2062.00,6457.00,0.00,52322.00,0.00,11561.00,0.00
2063.00,5941.00,0.00,48813.00,0.00,11123.00,0.00
2064.00,5285.00,0.00,46298.00,0.00,10946.00,0.00
2065.00,4794.00,0.00,45429.00,0.00,10868.00,0.00
2066.00,4462.00,0.00,46056.00,0.00,10982.00,0.00
2067.00,4273.00,0.00,48079.00,0.00,11203.00,0.00
2068.00,4193.00,0.00,51455.00,0.00,11928.00,0.00
2069.00,4191.00,0.00,57882.00,0.00,13340.20,6.80
2070.00,4258.00,0.00,61623.00,285.00,14349.00,58.00
2071.00,4505.40,114.60,58442.00,5655.00,14059.60,434.40
2072.00,4073.40,996.60,52715.00,11010.00,13262.80,857.20
2073.00,3575.20,2449.80,47746.00,16045.00,12540.20,1262.80
2074.00,3072.20,3250.80,44687.00,19975.00,11898.20,1594.80
2075.00,2842.00,3612.00,41657.00,22190.00,11354.20,1812.80
2076.00,2804.40,3705.60,40379.00,22950.00,11049.60,1904.40
2077.00,2363.20,3736.80,39957.00,22365.00,10813.40,1877.60
2078.00,2674.00,3648.00,40760.00,20510.00,10845.20,1740.80
2079.00,2936.80,3487.20,43079.00,16790.00,10870.40,1483.60
2080.00,3037.40,3297.60,47559.00,11940.00,11263.20,1080.80
2081.00,3545.00,2703.00,53325.00,6410.00,11639.80,597.20
2082.00,4778.20,1285.80,59700.00,1300.00,12447.60,160.40
2083.00,5882.80,208.20,62921.00,0.00,13226.00,0.00
2084.00,6332.60,2.40,60130.00,0.00,12772.00,0.00
2085.00,6718.00,0.00,57202.00,0.00,12089.00,0.00
2086.00,6429.00,0.00,52383.00,0.00,11395.00,0.00
2087.00,5972.00,0.00,48665.00,0.00,10875.00,0.00
2088.00,5291.00,0.00,46756.00,0.00,10717.00,0.00
2089.00,4776.00,0.00,45729.00,0.00,10666.00,0.00
2090.00,4472.00,0.00,45849.00,0.00,10762.00,0.00
2091.00,4265.00,0.00,47280.00,0.00,10970.00,0.00
2092.00,4233.00,0.00,50702.00,0.00,11547.00,0.00
2093.00,4217.00,0.00,57847.00,0.00,12909.20,18.80
2094.00,4267.00,0.00,61836.00,485.00,14044.60,94.40
2095.00,4547.20,94.80,59405.00,4755.00,13790.60,434.40
2096.00,4242.40,861.60,54725.00,9470.00,13037.60,838.40
2097.00,3715.40,2268.60,50772.00,13855.00,12447.40,1225.60
2098.00,3138.00,3156.00,48551.00,17140.00,11905.60,1508.40
2099.00,2781.40,3612.60,45962.00,18880.00,11529.40,1695.60
2100.00,2622.00,3819.00,44775.00,19405.00,11158.40,1751.60
2101.00,2040.80,3931.20,43050.00,20365.00,11064.60,1694.40
2102.00,2202.20,3910.80,45021.00,17625.00,11193.80,1509.20
2103.00,2376.20,3862.80,46917.00,14235.00,11176.80,1251.20
2104.00,2418.80,3721.20,50322.00,10580.00,11561.60,898.40
2105.00,2952.60,3065.40,55206.00,5675.00,11984.40,501.60
2106.00,4254.60,1523.40,60844.00,1125.00,12752.20,138.80
2107.00,5508.40,237.60,63294.00,0.00,13301.00,0.00
2108.00,6073.60,2.40,60348.00,0.00,12827.00,0.00
2109.00,6585.00,0.00,57265.00,0.00,12118.00,0.00
2110.00,6361.00,0.00,52428.00,0.00,11325.00,0.00
2111.00,5950.00,0.00,48677.00,0.00,10883.00,0.00
2112.00,5246.00,0.00,46397.00,0.00,10745.00,0.00
2113.00,4800.00,0.00,45454.00,0.00,10763.00,0.00
2114.00,4484.00,0.00,46289.00,0.00,10867.00,0.00
2115.00,4324.00,0.00,47875.00,0.00,11101.00,0.00
2116.00,4253.00,0.00,50819.00,0.00,11718.00,0.00
2117.00,4257.00,0.00,57137.00,0.00,13024.20,18.80
2118.00,4296.00,0.00,61152.00,555.00,14161.60,96.40
2119.00,4501.60,155.40,59321.00,4295.00,14082.60,366.40
2120.00,3923.40,1176.60,55403.00,8275.00,13350.60,694.40
2121.00,3212.80,2737.20,51264.00,12635.00,12797.00,1002.00
2122.00,2708.80,3655.20,47166.00,17060.00,12259.40,1219.60
2123.00,2446.60,4070.40,43667.00,19515.00,11810.00,1340.00
2124.00,2305.20,4276.80,41099.00,20635.00,11363.60,1370.40
2125.00,1793.40,4344.60,39910.00,20135.00,11090.80,1369.20
2126.00,1953.40,4305.60,40590.00,18330.00,10910.00,1268.00
2127.00,2151.40,4173.60,43400.00,14700.00,10796.00,1136.00
2128.00,2345.20,3868.80,48492.00,9810.00,11048.80,847.20
2129.00,2980.40,3156.60,53247.00,5165.00,11387.20,482.80
2130.00,4554.40,1449.60,58026.00,1175.00,11949.20,144.80
2131.00,5873.20,202.80,60186.00,0.00,12409.00,0.00
2132.00,6392.20,1.80,57377.00,0.00,12069.00,0.00
2133.00,6686.00,0.00,55453.00,0.00,11533.00,0.00
2134.00,6370.00,0.00,51662.00,0.00,11002.00,0.00
2135.00,5973.00,0.00,47466.00,0.00,10456.00,0.00
2136.00,5300.00,0.00,44812.00,0.00,10251.00,0.00
2137.00,4829.00,0.00,43318.00,0.00,10180.00,0.00
2138.00,4452.00,0.00,43302.00,0.00,10144.00,0.00
2139.00,4249.00,0.00,44152.00,0.00,10252.00,0.00
2140.00,4169.00,0.00,44517.00,0.00,10431.00,0.00
2141.00,4101.00,0.00,45168.00,0.00,10708.20,12.80
2142.00,4079.00,0.00,46853.00,515.00,11052.80,115.20
2143.00,4031.80,136.20,47605.00,3500.00,11369.00,328.00
2144.00,3139.60,1049.40,46305.00,7275.00,11454.20,618.80
2145.00,2081.60,2585.40,43831.00,10735.00,11188.00,928.00
2146.00,1553.00,3540.00,41779.00,13270.00,10707.80,1171.20
2147.00,1232.60,4010.40,40079.00,14035.00,10264.00,1384.00
2148.00,1062.20,4234.80,38325.00,13965.00,9933.80,1511.20
2149.00,925.00,4311.00,35023.00,15470.00,9769.00,1448.00
2150.00,768.00,4272.00,35821.00,14190.00,9725.40,1343.60
2151.00,887.20,4129.80,37687.00,12060.00,9919.40,1149.60
2152.00,1057.40,3819.60,41569.00,9280.00,10339.60,840.40
2153.00,1665.60,3095.40,46736.00,5435.00,10796.60,492.40
2154.00,3294.40,1455.60,51704.00,1320.00,11363.40,165.60
2155.00,4667.00,225.00,53892.00,0.00,12112.00,0.00
2156.00,5309.60,2.40,51957.00,0.00,11808.00,0.00
2157.00,5994.00,0.00,50993.00,0.00,11403.00,0.00
2158.00,5699.00,0.00,47192.00,0.00,10916.00,0.00
2159.00,5447.00,0.00,43926.00,0.00,10644.00,0.00
2160.00,5067.00,0.00,41328.00,0.00,10458.00,0.00
2161.00,4461.00,0.00,40067.00,0.00,10445.00,0.00
2162.00,4122.00,0.00,39963.00,0.00,10502.00,0.00
2163.00,3910.00,0.00,40467.00,0.00,10580.00,0.00
2164.00,3814.00,0.00,40240.00,0.00,10703.00,0.00
2165.00,3708.00,0.00,39154.00,0.00,10778.20,10.80
2166.00,3724.00,0.00,38703.00,1025.00,10902.80,115.20
2167.00,3656.00,117.00,37274.00,5410.00,11113.80,307.20
2168.00,2672.40,918.60,34294.00,10960.00,11127.40,555.60
2169.00,1566.20,2410.80,30495.00,16180.00,10962.80,791.20
2170.00,1061.40,3285.60,28458.00,20160.00,10691.20,1008.80
2171.00,944.40,3612.60,26216.00,22055.00,10346.00,1196.00
2172.00,1058.80,3685.20,23449.00,23025.00,9893.60,1356.40
2173.00,1054.60,3677.40,21047.00,23380.00,9652.20,1394.80
2174.00,820.00,3618.00,21513.00,21530.00,9663.80,1245.20
2175.00,901.20,3454.80,24749.00,18145.00,9886.20,1004.80
2176.00,1030.20,3175.80,30519.00,13530.00,10245.80,717.20
2177.00,1679.00,2520.00,37955.00,8185.00,10793.40,435.60
2178.00,3070.80,1162.20,45713.00,2285.00,11465.20,154.80
2179.00,4240.80,181.20,51303.00,0.00,12354.20,0.80
2180.00,4901.60,2.40,50920.00,0.00,12103.00,0.00
2181.00,5582.00,0.00,51065.00,0.00,11538.00,0.00
2182.00,5431.00,0.00,47419.00,0.00,11059.00,0.00
2183.00,5317.00,0.00,44178.00,0.00,10695.00,0.00
2184.00,4828.00,0.00,41907.00,0.00,10601.00,0.00
2185.00,4367.00,0.00,41151.00,0.00,10538.00,0.00
2186.00,4068.00,0.00,41673.00,0.00,10677.00,0.00
2187.00,3872.00,0.00,44028.00,0.00,10820.00,0.00
2188.00,3843.00,0.00,47808.00,0.00,11511.00,0.00
2189.00,3837.00,0.00,54263.00,0.00,12693.20,12.80
2190.00,4002.00,0.00,58109.00,740.00,13749.20,80.80
2191.00,4242.20,151.80,56456.00,5535.00,13777.20,290.80
2192.00,3763.20,1081.80,51589.00,11145.00,13373.20,540.80
2193.00,3184.00,2688.00,46941.00,16380.00,12999.60,774.40
2194.00,2759.40,3585.60,43845.00,20385.00,12635.60,964.40
2195.00,2602.40,3903.60,40347.00,22805.00,12317.40,1079.60
2196.00,2706.00,3972.00,38688.00,23735.00,12083.80,1127.20
2197.00,2356.20,3979.80,37870.00,23540.00,11823.20,1136.80
2198.00,2382.60,4031.40,38483.00,21780.00,11845.40,1027.60
2199.00,2567.20,3946.80,39821.00,18775.00,11795.60,832.40
2200.00,2747.60,3665.40,44507.00,13955.00,12008.80,589.20
2201.00,3437.40,2880.60,50796.00,8030.00,12171.80,329.20
2202.00,4777.40,1287.60,57469.00,2155.00,12714.40,99.60
2203.00,5885.40,195.60,61332.00,0.00,13193.00,0.00
2204.00,6421.00,3.00,58979.00,0.00,12787.00,0.00
2205.00,6794.00,0.00,55454.00,0.00,12011.00,0.00
2206.00,6544.00,0.00,50384.00,0.00,11283.00,0.00
2207.00,6029.00,0.00,46625.00,0.00,10781.00,0.00
2208.00,5335.00,0.00,44511.00,0.00,10581.00,0.00
2209.00,4774.00,0.00,43753.00,0.00,10539.00,0.00
2210.00,4441.00,0.00,44418.00,0.00,10526.00,0.00
2211.00,4243.00,0.00,46411.00,0.00,10692.00,0.00
2212.00,4184.00,0.00,49532.00,0.00,11286.00,0.00
2213.00,4150.00,0.00,55590.00,0.00,12514.20,12.80
2214.00,4277.00,0.00,59307.00,625.00,13639.00,78.00
2215.00,4470.80,178.20,57043.00,5120.00,13792.60,314.40
2216.00,3857.60,1217.40,52792.00,10395.00,13560.00,590.00
2217.00,3220.20,2848.80,48982.00,15200.00,13280.80,839.20
2218.00,2733.80,3727.20,46316.00,19005.00,13001.80,1035.20
2219.00,2559.00,4047.00,42915.00,21475.00,12771.20,1136.80
2220.00,2560.80,4153.20,42103.00,21830.00,12616.00,1196.00
2221.00,2128.40,4158.60,41863.00,21380.00,12434.20,1206.80
2222.00,2263.00,4155.00,44523.00,18600.00,12538.80,1061.20
2223.00,2381.40,4083.60,47095.00,15100.00,12513.00,854.00
2224.00,2495.00,3840.00,51118.00,10760.00,12715.20,618.80
2225.00,3004.20,3214.80,56248.00,6010.00,12883.60,360.40
2226.00,4422.40,1620.60,61045.00,1580.00,13377.80,115.20
2227.00,5742.40,264.60,63310.00,0.00,14106.20,0.80
2228.00,6273.00,3.00,60477.00,0.00,13794.00,0.00
2229.00,6747.00,0.00,57941.00,0.00,13064.00,0.00
2230.00,6521.00,0.00,53475.00,0.00,12273.00,0.00
2231.00,6052.00,0.00,49898.00,0.00,11822.00,0.00
2232.00,5325.00,0.00,47355.00,0.00,11581.00,0.00
2233.00,4839.00,0.00,46377.00,0.00,11579.00,0.00
2234.00,4520.00,0.00,46649.00,0.00,11615.00,0.00
2235.00,4322.00,0.00,47893.00,0.00,11701.00,0.00
2236.00,4217.00,0.00,50576.00,0.00,12387.00,0.00
2237.00,4139.00,0.00,55842.00,0.00,13496.40,25.60
2238.00,4288.00,0.00,60343.00,190.00,14502.80,107.20
2239.00,4420.20,166.80,60411.00,2420.00,14426.40,355.60
2240.00,3924.60,1148.40,57541.00,5750.00,13995.40,627.60
2241.00,3326.20,2752.80,54712.00,9435.00,13584.40,887.60
2242.00,2805.40,3618.60,52457.00,12805.00,13198.20,1078.80
2243.00,2630.20,3907.80,48504.00,15505.00,12866.00,1132.00
2244.00,2646.00,3957.00,45461.00,17420.00,12567.40,1141.60
2245.00,2191.80,3916.20,42544.00,19740.00,12535.60,1032.40
2246.00,2378.00,3870.00,42205.00,19065.00,12437.40,945.60
2247.00,2544.40,3729.60,43108.00,16790.00,12281.80,783.20
2248.00,2719.40,3489.60,46078.00,13000.00,12468.60,576.40
2249.00,3206.80,2920.20,51156.00,8110.00,12690.40,301.60
2250.00,4406.00,1497.00,56835.00,2830.00,13001.60,96.40
2251.00,5626.20,259.80,61391.00,0.00,13561.20,2.80
2252.00,6159.00,3.00,59456.00,0.00,13190.00,0.00
2253.00,6703.00,0.00,56909.00,0.00,12337.00,0.00
2254.00,6404.00,0.00,52296.00,0.00,11522.00,0.00
2255.00,5990.00,0.00,49075.00,0.00,11001.00,0.00
2256.00,5356.00,0.00,47384.00,0.00,10775.00,0.00
2257.00,4803.00,0.00,46691.00,0.00,10614.00,0.00
2258.00,4500.00,0.00,47247.00,0.00,10700.00,0.00
2259.00,4302.00,0.00,48639.00,0.00,10833.00,0.00
2260.00,4196.00,0.00,51248.00,0.00,11470.00,0.00
2261.00,4193.00,0.00,56444.00,0.00,12497.40,15.60
2262.00,4296.40,0.60,59624.00,1270.00,13538.40,91.60
2263.00,4440.40,171.60,57068.00,6130.00,13639.60,312.40
2264.00,3854.40,1164.60,52510.00,11545.00,13364.60,564.40
2265.00,3238.80,2740.20,48573.00,16420.00,13057.00,798.00
2266.00,2679.20,3595.80,45807.00,20100.00,12668.40,965.60
2267.00,2506.60,3911.40,42535.00,22435.00,12247.00,1064.00
2268.00,2445.00,4026.00,40508.00,23600.00,11911.80,1107.20
2269.00,1920.00,4050.00,38578.00,24015.00,11728.40,1079.60
2270.00,1897.40,4074.60,39010.00,22495.00,11721.00,984.00
2271.00,2099.20,3976.80,40627.00,19730.00,11753.60,826.40
2272.00,2203.20,3745.80,44464.00,15385.00,11959.20,622.80
2273.00,2665.40,3132.60,50074.00,9740.00,12128.80,377.20
2274.00,4083.20,1561.80,56021.00,3660.00,12363.00,136.00
2275.00,5323.20,268.80,60817.00,5.00,12918.20,0.80
2276.00,5848.40,3.60,58761.00,0.00,12655.00,0.00
2277.00,6453.00,0.00,56067.00,0.00,12061.00,0.00
2278.00,6201.00,0.00,51574.00,0.00,11445.00,0.00
2279.00,5808.00,0.00,47502.00,0.00,10949.00,0.00
2280.00,5225.00,0.00,44790.00,0.00,10771.00,0.00
2281.00,4743.00,0.00,43275.00,0.00,10727.00,0.00
2282.00,4387.00,0.00,42984.00,0.00,10719.00,0.00
2283.00,4158.00,0.00,43087.00,0.00,10849.00,0.00
2284.00,4031.00,0.00,41984.00,0.00,11024.20,2.80
2285.00,3942.00,0.00,39657.00,0.00,11128.40,21.60
2286.00,4005.00,0.00,39804.00,610.00,11379.60,112.40
2287.00,3921.60,113.40,38263.00,4930.00,11476.60,368.40
2288.00,3089.20,892.80,35831.00,9865.00,11535.80,645.20
2289.00,2067.00,2373.00,32788.00,14570.00,11410.40,885.60
2290.00,1581.40,3231.60,30938.00,18440.00,11146.60,1090.40
2291.00,1436.60,3593.40,27737.00,21025.00,10900.00,1200.00
2292.00,1432.20,3688.80,24274.00,22140.00,10658.20,1214.80
2293.00,1339.60,3710.40,22483.00,22050.00,10516.20,1204.80
2294.00,1219.40,3681.60,22702.00,20785.00,10613.80,1059.20
2295.00,1301.00,3615.00,24988.00,18080.00,10739.60,848.40
2296.00,1425.40,3363.60,30075.00,13920.00,10977.40,617.60
2297.00,1998.80,2704.20,37015.00,8695.00,11181.40,369.60
2298.00,3373.20,1327.80,43526.00,3045.00,11528.00,136.00
2299.00,4551.00,237.00,48552.00,0.00,12159.00,6.00
2300.00,5217.00,3.00,48073.00,0.00,12039.00,0.00
2301.00,5876.00,0.00,47238.00,0.00,11685.00,0.00
2302.00,5683.00,0.00,43699.00,0.00,11261.00,0.00
2303.00,5317.00,0.00,40210.00,0.00,10997.00,0.00
2304.00,4935.00,0.00,38148.00,0.00,10849.00,0.00
2305.00,4490.00,0.00,37353.00,0.00,10801.00,0.00
2306.00,4150.00,0.00,37417.00,0.00,10833.00,0.00
2307.00,3945.00,0.00,38472.00,0.00,10875.00,0.00
2308.00,3784.00,0.00,39317.00,0.00,11066.20,0.80
2309.00,3789.00,0.00,39719.00,0.00,11002.20,22.80
2310.00,3793.40,0.60,41049.00,755.00,11128.60,108.40
2311.00,3628.00,171.00,40025.00,5185.00,11328.60,314.40
2312.00,2695.40,1140.60,37768.00,10095.00,11447.00,524.00
2313.00,1498.20,2737.80,34369.00,14840.00,11377.00,718.00
2314.00,1000.60,3614.40,31541.00,18665.00,11123.40,877.60
2315.00,859.60,3950.40,28747.00,20880.00,10819.60,962.40
2316.00,760.20,4096.80,26952.00,21385.00,10594.80,981.20
2317.00,708.00,4107.00,24938.00,22130.00,10352.40,1099.60
2318.00,573.60,4106.40,26119.00,20455.00,10377.60,970.40
2319.00,672.60,3986.40,29136.00,17000.00,10500.80,839.20
2320.00,897.40,3702.60,34973.00,12215.00,10843.40,635.60
2321.00,1429.40,3084.60,40982.00,7165.00,11099.80,379.20
2322.00,2957.60,1562.40,45896.00,2105.00,11340.40,147.60
2323.00,4422.00,276.00,48719.00,5.00,11974.20,6.80
2324.00,5076.40,3.60,47897.00,0.00,11891.00,0.00
2325.00,5676.00,0.00,47349.00,0.00,11598.00,0.00
2326.00,5369.00,0.00,44234.00,0.00,11255.00,0.00
2327.00,5060.00,0.00,40953.00,0.00,10942.00,0.00
2328.00,4656.00,0.00,38639.00,0.00,10793.00,0.00
2329.00,4147.00,0.00,37374.00,0.00,10685.00,0.00
2330.00,3747.00,0.00,37411.00,0.00,10754.00,0.00
2331.00,3535.00,0.00,37807.00,0.00,10838.00,0.00
2332.00,3435.00,0.00,37448.00,0.00,10905.00,0.00
2333.00,3394.00,0.00,35789.00,0.00,10908.40,19.60
2334.00,3380.40,0.60,36379.00,325.00,10985.40,87.60
2335.00,3218.40,159.60,36624.00,3410.00,11031.20,284.80
2336.00,2168.40,1119.60,34371.00,8095.00,11120.40,495.60
2337.00,890.40,2724.60,30595.00,12900.00,11046.20,666.80
2338.00,371.20,3622.80,28655.00,16635.00,10894.80,795.20
2339.00,225.20,4018.80,24253.00,19175.00,10723.20,874.80
2340.00,175.60,4169.40,20035.00,20330.00,10563.20,866.80
2341.00,0.00,4194.60,17149.09,21540.00,10384.60,900.40
2342.00,0.00,4162.80,17230.09,20255.00,10481.20,820.80
2343.00,0.00,4032.60,19370.91,17845.00,10672.40,679.60
2344.00,0.00,3760.20,24906.18,13705.00,11037.20,476.80
2345.00,533.80,3085.20,31792.00,8690.00,11406.00,276.00
2346.00,2098.60,1556.40,38582.00,3325.00,11820.40,101.60
2347.00,3581.40,264.60,44422.00,5.00,12279.20,6.80
2348.00,4175.00,3.00,44906.00,0.00,12079.00,0.00
2349.00,4906.00,0.00,44864.00,0.00,11655.00,0.00
2350.00,4876.00,0.00,42135.00,0.00,11158.00,0.00
2351.00,4701.00,0.00,39222.00,0.00,10695.00,0.00
2352.00,4332.00,0.00,37417.00,0.00,10489.00,0.00
2353.00,3919.00,0.00,36597.00,0.00,10453.00,0.00
2354.00,3700.00,0.00,36868.00,0.00,10441.00,0.00
2355.00,3552.00,0.00,37705.00,0.00,10522.00,0.00
2356.00,3499.00,0.00,38101.00,0.00,10739.00,2.00
2357.00,3495.00,0.00,37119.00,0.00,10864.60,28.40
2358.00,3582.40,0.60,36847.00,1040.00,11110.00,144.00
2359.00,3512.20,199.80,34657.00,5745.00,11215.00,476.00
2360.00,2794.20,1225.80,32113.00,10885.00,11357.40,825.60
2361.00,1973.20,2761.80,29612.00,15565.00,11339.40,1165.60
2362.00,1575.80,3595.20,28148.00,19255.00,11215.40,1429.60
2363.00,1375.60,3947.40,25310.00,21170.00,11035.60,1558.40
2364.00,1374.40,4068.60,22458.00,22140.00,10889.20,1546.80
2365.00,1219.20,4081.80,20996.00,21855.00,10765.20,1526.80
2366.00,1156.60,4055.40,21289.00,20465.00,10759.60,1370.40
2367.00,1274.80,3937.20,23575.00,17410.00,10927.20,1142.80
2368.00,1419.40,3660.60,28911.00,13235.00,11282.40,817.60
2369.00,2000.60,3002.40,35542.00,8320.00,11759.00,454.00
2370.00,3363.00,1503.00,41764.00,3135.00,12260.20,156.80
2371.00,4770.40,270.60,46983.00,0.00,12860.00,8.00
2372.00,5312.40,3.60,47079.00,0.00,12660.00,0.00
2373.00,5943.00,0.00,46679.00,0.00,12169.00,0.00
2374.00,5798.00,0.00,43342.00,0.00,11648.00,0.00
2375.00,5380.00,0.00,40074.00,0.00,11284.00,0.00
2376.00,4745.00,0.00,38222.00,0.00,11120.00,0.00
