Production per timestep in MWh, Photovoltaics_South,converter_Pump_storage_South,Gas_plant_South,Pump_storage_South
2019-09-25 04:00:00,0.00,0.00,3995.38,0.00
2019-09-25 05:00:00,0.00,0.00,4001.83,0.00
2019-09-25 06:00:00,0.02,0.00,4063.56,0.00
2019-09-25 07:00:00,105.81,0.00,4307.08,0.00
2019-09-25 08:00:00,848.48,0.00,3989.29,0.00
2019-09-25 09:00:00,2255.40,0.00,3475.46,0.00
2019-09-25 10:00:00,3293.26,0.00,2722.39,0.00
2019-09-25 11:00:00,3742.55,0.00,2372.63,0.00
2019-09-25 12:00:00,3883.32,0.00,2336.02,0.00
2019-09-25 13:00:00,4012.72,0.00,1791.87,0.00
2019-09-25 14:00:00,4006.67,0.00,1987.78,0.00
2019-09-25 15:00:00,3815.40,0.00,2311.76,0.00
2019-09-25 16:00:00,3333.05,0.00,2732.36,0.00
2019-09-25 17:00:00,2233.04,0.00,3741.13,0.00
2019-09-25 18:00:00,638.71,0.00,5163.11,0.00
2019-09-25 19:00:00,47.83,0.00,5694.08,0.00
2019-09-25 20:00:00,0.00,0.00,6278.32,0.00
2019-09-25 21:00:00,0.00,0.00,6136.38,0.00
2019-09-25 22:00:00,0.00,0.00,5823.94,0.00
2019-09-25 23:00:00,0.00,0.00,5347.44,0.00
2019-09-26 00:00:00,0.00,0.00,4750.21,0.00
2019-09-26 01:00:00,0.00,0.00,4358.51,0.00
2019-09-26 02:00:00,0.00,0.00,4101.37,0.00
2019-09-26 03:00:00,0.00,0.00,3975.10,0.00
2019-09-26 04:00:00,0.00,0.00,3950.22,0.00
2019-09-26 05:00:00,0.00,0.00,3884.78,0.00
2019-09-26 06:00:00,0.00,0.00,4048.83,0.00
2019-09-26 07:00:00,96.11,0.00,4316.78,0.00
2019-09-26 08:00:00,795.26,0.00,4067.39,0.00
2019-09-26 09:00:00,2242.90,0.00,3435.42,0.00
2019-09-26 10:00:00,3310.06,0.00,2623.55,0.00
2019-09-26 11:00:00,3755.18,0.00,2325.90,0.00
2019-09-26 12:00:00,3891.53,0.00,2311.21,0.00
2019-09-26 13:00:00,4008.14,0.00,1754.97,0.00
2019-09-26 14:00:00,3974.00,0.00,2025.98,0.00
2019-09-26 15:00:00,3717.92,0.00,2404.64,0.00
2019-09-26 16:00:00,3188.80,0.00,2913.48,0.00
2019-09-26 17:00:00,2044.74,0.00,3967.21,0.00
2019-09-26 18:00:00,571.54,0.00,5241.34,0.00
2019-09-26 19:00:00,45.33,0.00,5705.80,0.00
2019-09-26 20:00:00,0.00,0.00,6337.30,0.00
2019-09-26 21:00:00,0.00,0.00,6181.54,0.00
2019-09-26 22:00:00,0.00,0.00,5839.61,0.00
2019-09-26 23:00:00,0.00,0.00,5377.86,0.00
2019-09-27 00:00:00,0.00,0.00,4768.64,0.00
2019-09-27 01:00:00,0.00,0.00,4399.06,0.00
2019-09-27 02:00:00,0.00,0.00,4165.88,0.00
2019-09-27 03:00:00,0.00,0.00,4011.97,0.00
2019-09-27 04:00:00,0.00,0.00,3933.62,0.00
2019-09-27 05:00:00,0.00,0.00,3940.08,0.00
2019-09-27 06:00:00,0.00,0.00,4048.83,0.00
2019-09-27 07:00:00,91.87,0.00,4311.80,0.00
2019-09-27 08:00:00,775.55,0.00,4089.87,0.00
2019-09-27 09:00:00,2084.00,0.00,3563.90,0.00
2019-09-27 10:00:00,3061.58,0.00,2936.55,0.00
2019-09-27 11:00:00,3486.47,0.00,2646.22,0.00
2019-09-27 12:00:00,3552.28,0.00,2705.76,0.00
2019-09-27 13:00:00,3586.82,0.00,2241.72,0.00
2019-09-27 14:00:00,3495.56,0.00,2535.76,0.00
2019-09-27 15:00:00,3141.26,0.00,2992.35,0.00
2019-09-27 16:00:00,2534.61,0.00,3564.91,0.00
2019-09-27 17:00:00,1536.64,0.00,4484.54,0.00
2019-09-27 18:00:00,432.08,0.00,5366.05,0.00
2019-09-27 19:00:00,36.57,0.00,5732.99,0.00
2019-09-27 20:00:00,0.00,0.00,6367.72,0.00
2019-09-27 21:00:00,0.00,0.00,6192.60,0.00
2019-09-27 22:00:00,0.00,0.00,5846.98,0.00
2019-09-27 23:00:00,0.00,0.00,5388.92,0.00
2019-09-28 00:00:00,0.00,0.00,4765.88,0.00
2019-09-28 01:00:00,0.00,0.00,4363.12,0.00
2019-09-28 02:00:00,0.00,0.00,4129.02,0.00
2019-09-28 03:00:00,0.00,0.00,3981.55,0.00
2019-09-28 04:00:00,0.00,0.00,3976.94,0.00
2019-09-28 05:00:00,0.00,0.00,3978.79,0.00
2019-09-28 06:00:00,0.00,0.00,4073.72,0.00
2019-09-28 07:00:00,61.66,0.00,4384.40,0.00
2019-09-28 08:00:00,579.82,0.00,4302.19,0.00
2019-09-28 09:00:00,1817.84,0.00,3840.20,0.00
2019-09-28 10:00:00,2875.55,0.00,3076.50,0.00
2019-09-28 11:00:00,3331.58,0.00,2781.76,0.00
2019-09-28 12:00:00,3419.62,0.00,2770.21,0.00
2019-09-28 13:00:00,3558.71,0.00,2212.70,0.00
2019-09-28 14:00:00,3502.06,0.00,2482.25,0.00
2019-09-28 15:00:00,3270.76,0.00,2786.36,0.00
2019-09-28 16:00:00,2805.44,0.00,3202.84,0.00
2019-09-28 17:00:00,1867.51,0.00,4033.85,0.00
2019-09-28 18:00:00,533.69,0.00,5154.76,0.00
2019-09-28 19:00:00,38.94,0.00,5585.00,0.00
2019-09-28 20:00:00,0.00,0.00,6276.47,0.00
2019-09-28 21:00:00,0.00,0.00,6089.38,0.00
2019-09-28 22:00:00,0.00,0.00,5779.70,0.00
2019-09-28 23:00:00,0.00,0.00,5341.91,0.00
2019-09-29 00:00:00,0.00,0.00,4764.04,0.00
2019-09-29 01:00:00,0.00,0.00,4345.60,0.00
2019-09-29 02:00:00,0.00,0.00,4093.07,0.00
2019-09-29 03:00:00,0.00,0.00,3978.79,0.00
2019-09-29 04:00:00,0.00,0.00,3905.98,0.00
2019-09-29 05:00:00,0.00,0.00,3876.48,0.00
2019-09-29 06:00:00,0.00,0.00,3840.54,0.00
2019-09-29 07:00:00,79.48,0.00,3871.66,0.00
2019-09-29 08:00:00,714.85,0.00,3297.11,0.00
2019-09-29 09:00:00,2052.88,0.00,2369.23,0.00
2019-09-29 10:00:00,3045.93,0.00,1764.19,0.00
2019-09-29 11:00:00,3474.29,0.00,1431.68,0.00
2019-09-29 12:00:00,3568.50,0.00,1477.56,0.00
2019-09-29 13:00:00,3737.22,0.00,1216.68,0.00
2019-09-29 14:00:00,3739.44,0.00,1116.77,0.00
2019-09-29 15:00:00,3587.76,0.00,1238.95,0.00
2019-09-29 16:00:00,3062.88,0.00,1684.57,0.00
2019-09-29 17:00:00,1969.33,0.00,2705.30,0.00
2019-09-29 18:00:00,525.75,0.00,4170.08,0.00
2019-09-29 19:00:00,31.06,0.00,4913.62,0.00
2019-09-29 20:00:00,0.00,0.00,5500.44,0.00
2019-09-29 21:00:00,0.00,0.00,5379.70,0.00
2019-09-29 22:00:00,0.00,0.00,5114.26,0.00
2019-09-29 23:00:00,0.00,0.00,4762.19,0.00
2019-09-30 00:00:00,0.00,0.00,4411.04,0.00
2019-09-30 01:00:00,0.00,0.00,4058.97,0.00
2019-09-30 02:00:00,0.00,0.00,3776.02,0.00
2019-09-30 03:00:00,0.00,0.00,3644.22,0.00
2019-09-30 04:00:00,0.00,0.00,3523.49,0.00
2019-09-30 05:00:00,0.00,0.00,3518.88,0.00
2019-09-30 06:00:00,0.00,0.00,3555.75,0.00
2019-09-30 07:00:00,82.20,0.00,3566.63,0.00
2019-09-30 08:00:00,751.13,0.00,2858.07,0.00
2019-09-30 09:00:00,2189.62,0.00,1639.86,0.00
2019-09-30 10:00:00,3208.92,0.00,972.63,0.00
2019-09-30 11:00:00,3675.35,0.00,838.91,0.00
2019-09-30 12:00:00,3767.66,0.00,918.95,0.00
2019-09-30 13:00:00,3905.63,0.00,761.64,0.00
2019-09-30 14:00:00,3850.36,0.00,538.57,0.00
2019-09-30 15:00:00,3598.82,0.00,725.59,0.00
2019-09-30 16:00:00,3057.43,0.00,1206.14,0.00
2019-09-30 17:00:00,1895.83,0.00,2264.52,0.00
2019-09-30 18:00:00,500.09,0.00,3694.37,0.00
2019-09-30 19:00:00,36.17,0.00,4330.63,0.00
2019-09-30 20:00:00,0.00,0.00,5230.39,0.00
2019-09-30 21:00:00,0.00,0.00,5212.88,0.00
2019-09-30 22:00:00,0.00,0.00,4942.84,0.00
2019-09-30 23:00:00,0.00,0.00,4677.40,0.00
2019-10-01 00:00:00,0.00,0.00,4237.77,0.00
2019-10-01 01:00:00,0.00,0.00,3964.96,0.00
2019-10-01 02:00:00,0.00,0.00,3719.80,0.00
2019-10-01 03:00:00,0.00,0.00,3608.28,0.00
2019-10-01 04:00:00,0.00,0.00,3625.79,0.00
2019-10-01 05:00:00,0.00,0.00,3616.58,0.00
2019-10-01 06:00:00,0.00,0.00,3768.65,0.00
2019-10-01 07:00:00,77.50,0.00,4098.52,0.00
2019-10-01 08:00:00,663.17,0.00,4169.06,0.00
2019-10-01 09:00:00,1863.97,0.00,3745.23,0.00
2019-10-01 10:00:00,2882.68,0.00,3113.61,0.00
2019-10-01 11:00:00,3465.03,0.00,2675.03,0.00
2019-10-01 12:00:00,3565.56,0.00,2712.76,0.00
2019-10-01 13:00:00,3638.72,0.00,2153.88,0.00
2019-10-01 14:00:00,3471.79,0.00,2496.85,0.00
2019-10-01 15:00:00,3110.93,0.00,2978.45,0.00
2019-10-01 16:00:00,2534.99,0.00,3508.30,0.00
2019-10-01 17:00:00,1460.27,0.00,4502.84,0.00
2019-10-01 18:00:00,412.14,0.00,5351.89,0.00
2019-10-01 19:00:00,32.83,0.00,5761.61,0.00
2019-10-01 20:00:00,0.00,0.00,6379.70,0.00
2019-10-01 21:00:00,0.00,0.00,6221.17,0.00
2019-10-01 22:00:00,0.00,0.00,5901.36,0.00
2019-10-01 23:00:00,0.00,0.00,5382.47,0.00
2019-10-02 00:00:00,0.00,0.00,4782.47,0.00
2019-10-02 01:00:00,0.00,0.00,4401.83,0.00
2019-10-02 02:00:00,0.00,0.00,4151.14,0.00
2019-10-02 03:00:00,0.00,0.00,4004.59,0.00
2019-10-02 04:00:00,0.00,0.00,3925.33,0.00
2019-10-02 05:00:00,0.00,0.00,3938.23,0.00
2019-10-02 06:00:00,0.00,0.00,4048.83,0.00
2019-10-02 07:00:00,42.77,0.00,4356.29,0.00
2019-10-02 08:00:00,400.86,0.00,4518.01,0.00
2019-10-02 09:00:00,1338.48,0.00,4380.39,0.00
2019-10-02 10:00:00,2196.23,0.00,3817.57,0.00
2019-10-02 11:00:00,2667.65,0.00,3470.58,0.00
2019-10-02 12:00:00,2749.82,0.00,3446.47,0.00
2019-10-02 13:00:00,2789.00,0.00,3036.79,0.00
2019-10-02 14:00:00,2664.85,0.00,3260.47,0.00
2019-10-02 15:00:00,2383.99,0.00,3657.46,0.00
2019-10-02 16:00:00,1932.45,0.00,4117.30,0.00
2019-10-02 17:00:00,1205.21,0.00,4792.00,0.00
2019-10-02 18:00:00,373.95,0.00,5481.33,0.00
2019-10-02 19:00:00,31.57,0.00,5869.79,0.00
2019-10-02 20:00:00,0.00,0.00,6393.52,0.00
2019-10-02 21:00:00,0.00,0.00,6219.33,0.00
2019-10-02 22:00:00,0.00,0.00,5896.75,0.00
2019-10-02 23:00:00,0.00,0.00,5282.93,0.00
2019-10-03 00:00:00,0.00,0.00,4768.64,0.00
2019-10-03 01:00:00,0.00,0.00,4391.69,0.00
2019-10-03 02:00:00,0.00,0.00,4143.76,0.00
2019-10-03 03:00:00,0.00,0.00,4026.71,0.00
2019-10-03 04:00:00,0.00,0.00,3952.06,0.00
2019-10-03 05:00:00,0.00,0.00,4017.50,0.00
2019-10-03 06:00:00,0.00,0.00,4066.34,0.00
2019-10-03 07:00:00,66.20,0.00,4299.68,0.00
2019-10-03 08:00:00,682.86,0.00,4317.12,0.00
2019-10-03 09:00:00,2069.79,0.00,3735.71,0.00
2019-10-03 10:00:00,3118.98,0.00,2962.10,0.00
2019-10-03 11:00:00,3583.77,0.00,2653.99,0.00
2019-10-03 12:00:00,3630.11,0.00,2663.87,0.00
2019-10-03 13:00:00,3741.07,0.00,2106.84,0.00
2019-10-03 14:00:00,3639.07,0.00,2406.99,0.00
2019-10-03 15:00:00,3364.61,0.00,2792.05,0.00
2019-10-03 16:00:00,2865.22,0.00,3262.87,0.00
2019-10-03 17:00:00,1784.46,0.00,4260.68,0.00
2019-10-03 18:00:00,490.96,0.00,5428.84,0.00
2019-10-03 19:00:00,33.02,0.00,5928.24,0.00
2019-10-03 20:00:00,0.00,0.00,6387.99,0.00
2019-10-03 21:00:00,0.00,0.00,6214.72,0.00
2019-10-03 22:00:00,0.00,0.00,5810.11,0.00
2019-10-03 23:00:00,0.00,0.00,5422.10,0.00
2019-10-04 00:00:00,0.00,0.00,4809.20,0.00
2019-10-04 01:00:00,0.00,0.00,4394.45,0.00
2019-10-04 02:00:00,0.00,0.00,4199.98,0.00
2019-10-04 03:00:00,0.00,0.00,4042.38,0.00
2019-10-04 04:00:00,0.00,0.00,3954.82,0.00
2019-10-04 05:00:00,0.00,0.00,4030.40,0.00
2019-10-04 06:00:00,0.00,0.00,4101.37,0.00
2019-10-04 07:00:00,68.85,0.00,4380.91,0.00
2019-10-04 08:00:00,702.78,0.00,4320.24,0.00
2019-10-04 09:00:00,2110.55,0.00,3770.53,0.00
2019-10-04 10:00:00,3140.91,0.00,3025.88,0.00
2019-10-04 11:00:00,3632.35,0.00,2557.49,0.00
2019-10-04 12:00:00,3709.04,0.00,2555.45,0.00
2019-10-04 13:00:00,3876.26,0.00,1974.41,0.00
2019-10-04 14:00:00,3835.07,0.00,2173.20,0.00
2019-10-04 15:00:00,3633.91,0.00,2473.90,0.00
2019-10-04 16:00:00,3146.23,0.00,2874.94,0.00
2019-10-04 17:00:00,1948.49,0.00,3961.16,0.00
2019-10-04 18:00:00,507.81,0.00,5152.08,0.00
2019-10-04 19:00:00,28.96,0.00,5558.12,0.00
2019-10-04 20:00:00,0.00,0.00,6292.14,0.00
2019-10-04 21:00:00,0.00,0.00,6132.69,0.00
2019-10-04 22:00:00,0.00,0.00,5798.13,0.00
2019-10-04 23:00:00,0.00,0.00,5321.64,0.00
2019-10-05 00:00:00,0.00,0.00,4762.19,0.00
2019-10-05 01:00:00,0.00,0.00,4370.49,0.00
2019-10-05 02:00:00,0.00,0.00,4123.49,0.00
2019-10-05 03:00:00,0.00,0.00,3971.41,0.00
2019-10-05 04:00:00,0.00,0.00,3913.35,0.00
2019-10-05 05:00:00,0.00,0.00,3874.64,0.00
2019-10-05 06:00:00,0.00,0.00,3827.63,0.00
2019-10-05 07:00:00,67.01,0.00,3848.18,0.00
2019-10-05 08:00:00,710.09,0.00,3140.59,0.00
2019-10-05 09:00:00,2148.76,0.00,2094.54,0.00
2019-10-05 10:00:00,3212.45,0.00,1322.09,0.00
2019-10-05 11:00:00,3715.62,0.00,1004.17,0.00
2019-10-05 12:00:00,3849.28,0.00,1058.54,0.00
2019-10-05 13:00:00,4021.39,0.00,860.62,0.00
2019-10-05 14:00:00,3975.12,0.00,676.47,0.00
2019-10-05 15:00:00,3756.68,0.00,889.38,0.00
2019-10-05 16:00:00,3193.89,0.00,1299.18,0.00
2019-10-05 17:00:00,1937.61,0.00,2515.83,0.00
2019-10-05 18:00:00,489.63,0.00,3923.26,0.00
2019-10-05 19:00:00,27.09,0.00,4686.26,0.00
2019-10-05 20:00:00,0.00,0.00,5479.24,0.00
2019-10-05 21:00:00,0.00,0.00,5407.35,0.00
2019-10-05 22:00:00,0.00,0.00,5095.83,0.00
2019-10-05 23:00:00,0.00,0.00,4778.78,0.00
2019-10-06 00:00:00,0.00,0.00,4422.10,0.00
2019-10-06 01:00:00,0.00,0.00,4101.37,0.00
2019-10-06 02:00:00,0.00,0.00,3774.18,0.00
2019-10-06 03:00:00,0.00,0.00,3636.85,0.00
2019-10-06 04:00:00,0.00,0.00,3547.45,0.00
2019-10-06 05:00:00,0.00,0.00,3525.33,0.00
2019-10-06 06:00:00,0.00,0.00,3586.16,0.00
2019-10-06 07:00:00,68.97,0.00,3728.25,0.00
2019-10-06 08:00:00,713.11,0.00,2956.00,0.00
2019-10-06 09:00:00,2122.51,0.00,2017.56,0.00
2019-10-06 10:00:00,3199.82,0.00,1349.47,0.00
2019-10-06 11:00:00,3707.41,0.00,991.19,0.00
2019-10-06 12:00:00,3851.94,0.00,969.24,0.00
2019-10-06 13:00:00,4020.20,0.00,751.21,0.00
2019-10-06 14:00:00,3964.12,0.00,695.77,0.00
2019-10-06 15:00:00,3720.29,0.00,972.78,0.00
2019-10-06 16:00:00,3133.32,0.00,1473.11,0.00
2019-10-06 17:00:00,1854.36,0.00,2679.26,0.00
2019-10-06 18:00:00,463.88,0.00,4030.11,0.00
2019-10-06 19:00:00,25.66,0.00,4705.19,0.00
2019-10-06 20:00:00,0.00,0.00,5529.93,0.00
2019-10-06 21:00:00,0.00,0.00,5389.84,0.00
2019-10-06 22:00:00,0.00,0.00,5085.69,0.00
2019-10-06 23:00:00,0.00,0.00,4750.21,0.00
2019-10-07 00:00:00,0.00,0.00,4391.69,0.00
2019-10-07 01:00:00,0.00,0.00,4001.83,0.00
2019-10-07 02:00:00,0.00,0.00,3706.90,0.00
2019-10-07 03:00:00,0.00,0.00,3581.55,0.00
2019-10-07 04:00:00,0.00,0.00,3486.62,0.00
2019-10-07 05:00:00,0.00,0.00,3513.35,0.00
2019-10-07 06:00:00,0.00,0.00,3474.64,0.00
2019-10-07 07:00:00,57.41,0.00,3547.19,0.00
2019-10-07 08:00:00,640.36,0.00,2786.36,0.00
2019-10-07 09:00:00,2004.10,0.00,1688.98,0.00
2019-10-07 10:00:00,3078.86,0.00,995.78,0.00
2019-10-07 11:00:00,3661.67,0.00,678.41,0.00
2019-10-07 12:00:00,3825.92,0.00,711.38,0.00
2019-10-07 13:00:00,3992.30,0.00,439.94,0.00
2019-10-07 14:00:00,3930.31,0.00,326.82,0.00
2019-10-07 15:00:00,3675.07,0.00,559.02,0.00
2019-10-07 16:00:00,3063.64,0.00,1075.52,0.00
2019-10-07 17:00:00,1764.65,0.00,2294.32,0.00
2019-10-07 18:00:00,442.02,0.00,3602.21,0.00
2019-10-07 19:00:00,25.74,0.00,4339.22,0.00
2019-10-07 20:00:00,0.00,0.00,5212.88,0.00
2019-10-07 21:00:00,0.00,0.00,5095.83,0.00
2019-10-07 22:00:00,0.00,0.00,4942.84,0.00
2019-10-07 23:00:00,0.00,0.00,4667.26,0.00
2019-10-08 00:00:00,0.00,0.00,4262.66,0.00
2019-10-08 01:00:00,0.00,0.00,3964.96,0.00
2019-10-08 02:00:00,0.00,0.00,3729.02,0.00
2019-10-08 03:00:00,0.00,0.00,3599.06,0.00
2019-10-08 04:00:00,0.00,0.00,3573.26,0.00
2019-10-08 05:00:00,0.00,0.00,3577.87,0.00
2019-10-08 06:00:00,0.00,0.00,3734.55,0.00
2019-10-08 07:00:00,65.63,0.00,4154.63,0.00
2019-10-08 08:00:00,682.97,0.00,4058.03,0.00
2019-10-08 09:00:00,1994.41,0.00,3551.19,0.00
2019-10-08 10:00:00,3021.64,0.00,2864.05,0.00
2019-10-08 11:00:00,3545.89,0.00,2441.18,0.00
2019-10-08 12:00:00,3649.17,0.00,2509.33,0.00
2019-10-08 13:00:00,3798.17,0.00,1964.94,0.00
2019-10-08 14:00:00,3696.38,0.00,2181.94,0.00
2019-10-08 15:00:00,3395.13,0.00,2641.71,0.00
2019-10-08 16:00:00,2738.41,0.00,3292.90,0.00
2019-10-08 17:00:00,1443.69,0.00,4499.14,0.00
2019-10-08 18:00:00,313.12,0.00,5442.62,0.00
2019-10-08 19:00:00,17.15,0.00,5724.76,0.00
2019-10-08 20:00:00,0.00,0.00,6398.13,0.00
2019-10-08 21:00:00,0.00,0.00,6185.23,0.00
2019-10-08 22:00:00,0.00,0.00,5825.78,0.00
2019-10-08 23:00:00,0.00,0.00,5397.21,0.00
2019-10-09 00:00:00,0.00,0.00,4771.41,0.00
2019-10-09 01:00:00,0.00,0.00,4407.36,0.00
2019-10-09 02:00:00,0.00,0.00,4176.02,0.00
2019-10-09 03:00:00,0.00,0.00,4056.21,0.00
2019-10-09 04:00:00,0.00,0.00,3952.06,0.00
2019-10-09 05:00:00,0.00,0.00,3988.00,0.00
2019-10-09 06:00:00,0.00,0.00,4087.54,0.00
2019-10-09 07:00:00,41.44,0.00,4371.44,0.00
2019-10-09 08:00:00,427.20,0.00,4526.69,0.00
2019-10-09 09:00:00,1346.87,0.00,4417.16,0.00
2019-10-09 10:00:00,2328.06,0.00,3712.47,0.00
2019-10-09 11:00:00,2989.25,0.00,3133.30,0.00
2019-10-09 12:00:00,3182.89,0.00,3030.91,0.00
2019-10-09 13:00:00,3302.89,0.00,2541.32,0.00
2019-10-09 14:00:00,3102.15,0.00,2953.13,0.00
2019-10-09 15:00:00,2764.91,0.00,3408.33,0.00
2019-10-09 16:00:00,2117.25,0.00,4015.45,0.00
2019-10-09 17:00:00,1112.03,0.00,4939.56,0.00
2019-10-09 18:00:00,265.78,0.00,5602.40,0.00
2019-10-09 19:00:00,16.79,0.00,5908.53,0.00
2019-10-09 20:00:00,0.00,0.00,6597.21,0.00
2019-10-09 21:00:00,0.00,0.00,6265.41,0.00
2019-10-09 22:00:00,0.00,0.00,5906.89,0.00
2019-10-09 23:00:00,0.00,0.00,5489.38,0.00
2019-10-10 00:00:00,0.00,0.00,4824.86,0.00
2019-10-10 01:00:00,0.00,0.00,4508.74,0.00
2019-10-10 02:00:00,0.00,0.00,4246.99,0.00
2019-10-10 03:00:00,0.00,0.00,4128.09,0.00
2019-10-10 04:00:00,0.00,0.00,4014.73,0.00
2019-10-10 05:00:00,0.00,0.00,4007.36,0.00
2019-10-10 06:00:00,0.00,0.00,4133.62,0.00
2019-10-10 07:00:00,49.65,0.00,4471.99,0.00
2019-10-10 08:00:00,546.24,0.00,4448.21,0.00
2019-10-10 09:00:00,1739.11,0.00,4046.12,0.00
2019-10-10 10:00:00,2829.14,0.00,3274.98,0.00
2019-10-10 11:00:00,3468.55,0.00,2767.37,0.00
2019-10-10 12:00:00,3675.83,0.00,2590.51,0.00
2019-10-10 13:00:00,3823.38,0.00,1979.36,0.00
2019-10-10 14:00:00,3713.47,0.00,2321.53,0.00
2019-10-10 15:00:00,3359.41,0.00,2895.86,0.00
2019-10-10 16:00:00,2679.83,0.00,3526.59,0.00
2019-10-10 17:00:00,1434.94,0.00,4677.48,0.00
2019-10-10 18:00:00,320.26,0.00,5586.63,0.00
2019-10-10 19:00:00,15.60,0.00,5909.72,0.00
2019-10-10 20:00:00,0.00,0.00,6578.78,0.00
2019-10-10 21:00:00,0.00,0.00,6259.88,0.00
2019-10-10 22:00:00,0.00,0.00,5962.19,0.00
2019-10-10 23:00:00,0.00,0.00,5519.79,0.00
2019-10-11 00:00:00,0.00,0.00,4901.36,0.00
2019-10-11 01:00:00,0.00,0.00,4495.83,0.00
2019-10-11 02:00:00,0.00,0.00,4261.73,0.00
2019-10-11 03:00:00,0.00,0.00,4101.37,0.00
2019-10-11 04:00:00,0.00,0.00,4022.10,0.00
2019-10-11 05:00:00,0.00,0.00,4034.09,0.00
2019-10-11 06:00:00,0.00,0.00,4146.53,0.00
2019-10-11 07:00:00,48.31,0.00,4481.63,0.00
2019-10-11 08:00:00,561.24,0.00,4439.66,0.00
2019-10-11 09:00:00,1770.47,0.00,4006.47,0.00
2019-10-11 10:00:00,2767.05,0.00,3276.24,0.00
2019-10-11 11:00:00,3353.94,0.00,2761.24,0.00
2019-10-11 12:00:00,3497.55,0.00,2729.15,0.00
2019-10-11 13:00:00,3559.04,0.00,2284.26,0.00
2019-10-11 14:00:00,3385.79,0.00,2643.68,0.00
2019-10-11 15:00:00,3013.97,0.00,3118.73,0.00
2019-10-11 16:00:00,2294.80,0.00,3825.00,0.00
2019-10-11 17:00:00,1165.30,0.00,4871.54,0.00
2019-10-11 18:00:00,260.46,0.00,5622.46,0.00
2019-10-11 19:00:00,14.42,0.00,5884.18,0.00
2019-10-11 20:00:00,0.00,0.00,6567.72,0.00
2019-10-11 21:00:00,0.00,0.00,6288.45,0.00
2019-10-11 22:00:00,0.00,0.00,5962.19,0.00
2019-10-11 23:00:00,0.00,0.00,5431.31,0.00
2019-10-12 00:00:00,0.00,0.00,4761.27,0.00
2019-10-12 01:00:00,0.00,0.00,4391.69,0.00
2019-10-12 02:00:00,0.00,0.00,4176.02,0.00
2019-10-12 03:00:00,0.00,0.00,4027.63,0.00
2019-10-12 04:00:00,0.00,0.00,3988.00,0.00
2019-10-12 05:00:00,0.00,0.00,3957.59,0.00
2019-10-12 06:00:00,0.00,0.00,4072.80,0.00
2019-10-12 07:00:00,45.70,0.00,4404.98,0.00
2019-10-12 08:00:00,558.25,0.00,4334.82,0.00
2019-10-12 09:00:00,1894.82,0.00,3876.58,0.00
2019-10-12 10:00:00,3045.49,0.00,2996.88,0.00
2019-10-12 11:00:00,3577.24,0.00,2573.89,0.00
2019-10-12 12:00:00,3740.32,0.00,2477.16,0.00
2019-10-12 13:00:00,3822.33,0.00,2034.79,0.00
2019-10-12 14:00:00,3618.60,0.00,2462.49,0.00
2019-10-12 15:00:00,3222.23,0.00,2951.02,0.00
2019-10-12 16:00:00,2540.46,0.00,3543.38,0.00
2019-10-12 17:00:00,1346.16,0.00,4657.50,0.00
2019-10-12 18:00:00,299.45,0.00,5498.68,0.00
2019-10-12 19:00:00,14.81,0.00,5849.68,0.00
2019-10-12 20:00:00,0.00,0.00,6423.02,0.00
2019-10-12 21:00:00,0.00,0.00,6156.66,0.00
2019-10-12 22:00:00,0.00,0.00,5841.45,0.00
2019-10-12 23:00:00,0.00,0.00,5345.60,0.00
2019-10-13 00:00:00,0.00,0.00,4799.98,0.00
2019-10-13 01:00:00,0.00,0.00,4480.17,0.00
2019-10-13 02:00:00,0.00,0.00,4150.21,0.00
2019-10-13 03:00:00,0.00,0.00,3957.59,0.00
2019-10-13 04:00:00,0.00,0.00,3934.55,0.00
2019-10-13 05:00:00,0.00,0.00,3948.37,0.00
2019-10-13 06:00:00,0.00,0.00,3930.86,0.00
2019-10-13 07:00:00,37.04,0.00,4052.34,0.00
2019-10-13 08:00:00,447.65,0.00,3598.42,0.00
2019-10-13 09:00:00,1550.43,0.00,2949.09,0.00
2019-10-13 10:00:00,2657.55,0.00,2262.24,0.00
2019-10-13 11:00:00,3287.02,0.00,1744.29,0.00
2019-10-13 12:00:00,3505.43,0.00,1657.68,0.00
2019-10-13 13:00:00,3637.69,0.00,1436.94,0.00
2019-10-13 14:00:00,3533.42,0.00,1420.48,0.00
2019-10-13 15:00:00,3225.81,0.00,1688.46,0.00
2019-10-13 16:00:00,2471.57,0.00,2403.99,0.00
2019-10-13 17:00:00,1329.40,0.00,3465.05,0.00
2019-10-13 18:00:00,308.55,0.00,4438.90,0.00
2019-10-13 19:00:00,14.24,0.00,4949.80,0.00
2019-10-13 20:00:00,0.00,0.00,5717.03,0.00
2019-10-13 21:00:00,0.00,0.00,5563.11,0.00
2019-10-13 22:00:00,0.00,0.00,5244.22,0.00
2019-10-13 23:00:00,0.00,0.00,4905.97,0.00
2019-10-14 00:00:00,0.00,0.00,4488.46,0.00
2019-10-14 01:00:00,0.00,0.00,4111.50,0.00
2019-10-14 02:00:00,0.00,0.00,3830.40,0.00
2019-10-14 03:00:00,0.00,0.00,3705.98,0.00
2019-10-14 04:00:00,0.00,0.00,3626.71,0.00
2019-10-14 05:00:00,0.00,0.00,3570.49,0.00
2019-10-14 06:00:00,0.00,0.00,3494.92,0.00
