Production per timestep in MWh, Photovoltaics_South,converter_Pump_storage_South,Gas_plant_South,Pump_storage_South
2019-01-01 00:00:00,0.00,0.00,0.00,0.00
2019-01-01 01:00:00,0.00,0.00,4877.40,0.00
2019-01-01 02:00:00,0.00,0.00,4646.99,0.00
2019-01-01 03:00:00,0.00,0.00,4360.35,0.00
2019-01-01 04:00:00,0.00,0.00,4098.60,0.00
2019-01-01 05:00:00,0.00,0.00,3836.85,0.00
2019-01-01 06:00:00,0.00,0.00,3720.72,0.00
2019-01-01 07:00:00,0.00,0.00,3643.30,0.00
2019-01-01 08:00:00,60.27,0.00,3549.85,0.00
2019-01-01 09:00:00,792.68,0.00,2731.72,0.00
2019-01-01 10:00:00,2343.91,0.00,1083.73,0.00
2019-01-01 11:00:00,3364.81,0.00,370.66,0.00
2019-01-01 12:00:00,3779.80,0.00,297.60,0.00
2019-01-01 13:00:00,3919.90,0.00,487.46,0.00
2019-01-01 14:00:00,3863.96,0.00,587.63,0.00
2019-01-01 15:00:00,3582.57,0.00,613.73,0.00
2019-01-01 16:00:00,2749.76,0.00,1345.16,0.00
2019-01-01 17:00:00,1187.53,0.00,2856.69,0.00
2019-01-01 18:00:00,173.66,0.00,3983.93,0.00
2019-01-01 19:00:00,4.75,0.00,5075.42,0.00
2019-01-01 20:00:00,0.00,0.00,5368.64,0.00
2019-01-01 21:00:00,0.00,0.00,5477.40,0.00
2019-01-01 22:00:00,0.00,0.00,5529.93,0.00
2019-01-01 23:00:00,0.00,0.00,5475.55,0.00
2019-01-02 00:00:00,0.00,0.00,5224.86,0.00
2019-01-02 01:00:00,0.00,0.00,4693.07,0.00
2019-01-02 02:00:00,0.00,0.00,4303.21,0.00
2019-01-02 03:00:00,0.00,0.00,3989.85,0.00
2019-01-02 04:00:00,0.00,0.00,3811.97,0.00
2019-01-02 05:00:00,0.00,0.00,3731.78,0.00
2019-01-02 06:00:00,0.00,0.00,3714.27,0.00
2019-01-02 07:00:00,0.00,0.00,3827.63,0.00
2019-01-02 08:00:00,61.80,0.00,4081.04,0.00
2019-01-02 09:00:00,798.52,0.00,3912.98,0.00
2019-01-02 10:00:00,2351.60,0.00,3135.93,0.00
2019-01-02 11:00:00,3363.09,0.00,2686.66,0.00
2019-01-02 12:00:00,3768.12,0.00,2502.82,0.00
2019-01-02 13:00:00,3907.13,0.00,2464.27,0.00
2019-01-02 14:00:00,3870.26,0.00,2134.32,0.00
2019-01-02 15:00:00,3601.35,0.00,2474.20,0.00
2019-01-02 16:00:00,2798.08,0.00,3368.72,0.00
2019-01-02 17:00:00,1259.78,0.00,4825.91,0.00
2019-01-02 18:00:00,197.33,0.00,5993.43,0.00
2019-01-02 19:00:00,5.24,0.00,6944.04,0.00
2019-01-02 20:00:00,0.00,0.00,7248.82,0.00
2019-01-02 21:00:00,0.00,0.00,7174.16,0.00
2019-01-02 22:00:00,0.00,0.00,7003.66,0.00
2019-01-02 23:00:00,0.00,0.00,6697.67,0.00
2019-01-03 00:00:00,0.00,0.00,6387.99,0.00
2019-01-03 01:00:00,0.00,0.00,5597.21,0.00
2019-01-03 02:00:00,0.00,0.00,4916.11,0.00
2019-01-03 03:00:00,0.00,0.00,4581.55,0.00
2019-01-03 04:00:00,0.00,0.00,4384.31,0.00
2019-01-03 05:00:00,0.00,0.00,4327.17,0.00
2019-01-03 06:00:00,0.00,0.00,4314.27,0.00
2019-01-03 07:00:00,0.00,0.00,4415.65,0.00
2019-01-03 08:00:00,58.12,0.00,4740.02,0.00
2019-01-03 09:00:00,782.58,0.00,4794.36,0.00
2019-01-03 10:00:00,2324.75,0.00,4065.09,0.00
2019-01-03 11:00:00,3345.73,0.00,3402.63,0.00
2019-01-03 12:00:00,3753.84,0.00,3100.52,0.00
2019-01-03 13:00:00,3895.25,0.00,2941.59,0.00
2019-01-03 14:00:00,3854.60,0.00,2547.22,0.00
2019-01-03 15:00:00,3594.89,0.00,2945.17,0.00
2019-01-03 16:00:00,2813.47,0.00,3893.41,0.00
2019-01-03 17:00:00,1299.12,0.00,5374.59,0.00
2019-01-03 18:00:00,209.31,0.00,6518.78,0.00
2019-01-03 19:00:00,5.89,0.00,7395.93,0.00
2019-01-03 20:00:00,0.00,0.00,7603.66,0.00
2019-01-03 21:00:00,0.00,0.00,7593.52,0.00
2019-01-03 22:00:00,0.00,0.00,7383.38,0.00
2019-01-03 23:00:00,0.00,0.00,7034.07,0.00
2019-01-04 00:00:00,0.00,0.00,6634.07,0.00
2019-01-04 01:00:00,0.00,0.00,5809.19,0.00
2019-01-04 02:00:00,0.00,0.00,5179.70,0.00
2019-01-04 03:00:00,0.00,0.00,4771.41,0.00
2019-01-04 04:00:00,0.00,0.00,4573.25,0.00
2019-01-04 05:00:00,0.00,0.00,4495.83,0.00
2019-01-04 06:00:00,0.00,0.00,4422.10,0.00
2019-01-04 07:00:00,0.00,0.00,4480.17,0.00
2019-01-04 08:00:00,58.81,0.00,4891.40,0.00
2019-01-04 09:00:00,778.68,0.00,4995.49,0.00
2019-01-04 10:00:00,2305.40,0.00,4216.24,0.00
2019-01-04 11:00:00,3330.62,0.00,3579.03,0.00
2019-01-04 12:00:00,3739.14,0.00,3303.23,0.00
2019-01-04 13:00:00,3890.61,0.00,3200.61,0.00
2019-01-04 14:00:00,3862.43,0.00,2732.01,0.00
2019-01-04 15:00:00,3608.11,0.00,3134.72,0.00
2019-01-04 16:00:00,2826.70,0.00,3994.47,0.00
2019-01-04 17:00:00,1310.30,0.00,5521.01,0.00
2019-01-04 18:00:00,221.93,0.00,6740.25,0.00
2019-01-04 19:00:00,6.76,0.00,7477.09,0.00
2019-01-04 20:00:00,0.00,0.00,7653.43,0.00
2019-01-04 21:00:00,0.00,0.00,7631.31,0.00
2019-01-04 22:00:00,0.00,0.00,7429.46,0.00
2019-01-04 23:00:00,0.00,0.00,7093.98,0.00
2019-01-05 00:00:00,0.00,0.00,6722.55,0.00
2019-01-05 01:00:00,0.00,0.00,5831.31,0.00
2019-01-05 02:00:00,0.00,0.00,5235.92,0.00
2019-01-05 03:00:00,0.00,0.00,4870.03,0.00
2019-01-05 04:00:00,0.00,0.00,4644.22,0.00
2019-01-05 05:00:00,0.00,0.00,4538.23,0.00
2019-01-05 06:00:00,0.00,0.00,4461.73,0.00
2019-01-05 07:00:00,0.00,0.00,4587.08,0.00
2019-01-05 08:00:00,52.36,0.00,4919.97,0.00
2019-01-05 09:00:00,720.63,0.00,5029.58,0.00
2019-01-05 10:00:00,2236.63,0.00,4274.86,0.00
2019-01-05 11:00:00,3284.70,0.00,3540.16,0.00
2019-01-05 12:00:00,3729.97,0.00,3179.68,0.00
2019-01-05 13:00:00,3857.35,0.00,3083.64,0.00
2019-01-05 14:00:00,3815.37,0.00,2608.57,0.00
2019-01-05 15:00:00,3548.93,0.00,2960.72,0.00
2019-01-05 16:00:00,2777.37,0.00,3809.70,0.00
2019-01-05 17:00:00,1296.84,0.00,5187.01,0.00
2019-01-05 18:00:00,235.92,0.00,6214.74,0.00
2019-01-05 19:00:00,7.47,0.00,7060.71,0.00
2019-01-05 20:00:00,0.00,0.00,7293.98,0.00
2019-01-05 21:00:00,0.00,0.00,7278.31,0.00
2019-01-05 22:00:00,0.00,0.00,7022.09,0.00
2019-01-05 23:00:00,0.00,0.00,6733.61,0.00
2019-01-06 00:00:00,0.00,0.00,6457.12,0.00
2019-01-06 01:00:00,0.00,0.00,5739.15,0.00
2019-01-06 02:00:00,0.00,0.00,5235.92,0.00
2019-01-06 03:00:00,0.00,0.00,4851.59,0.00
2019-01-06 04:00:00,0.00,0.00,4611.96,0.00
2019-01-06 05:00:00,0.00,0.00,4397.22,0.00
2019-01-06 06:00:00,0.00,0.00,4285.70,0.00
2019-01-06 07:00:00,0.00,0.00,4264.50,0.00
2019-01-06 08:00:00,58.40,0.00,4361.86,0.00
2019-01-06 09:00:00,784.09,0.00,3637.09,0.00
2019-01-06 10:00:00,2292.39,0.00,2512.20,0.00
2019-01-06 11:00:00,3320.38,0.00,1947.80,0.00
2019-01-06 12:00:00,3740.09,0.00,1719.80,0.00
2019-01-06 13:00:00,3898.76,0.00,1683.71,0.00
2019-01-06 14:00:00,3857.18,0.00,1630.36,0.00
2019-01-06 15:00:00,3590.65,0.00,1692.27,0.00
2019-01-06 16:00:00,2810.56,0.00,2509.23,0.00
2019-01-06 17:00:00,1315.02,0.00,3920.90,0.00
2019-01-06 18:00:00,232.99,0.00,5096.94,0.00
2019-01-06 19:00:00,6.95,0.00,6264.00,0.00
2019-01-06 20:00:00,0.00,0.00,6619.33,0.00
2019-01-06 21:00:00,0.00,0.00,6717.02,0.00
2019-01-06 22:00:00,0.00,0.00,6514.26,0.00
2019-01-06 23:00:00,0.00,0.00,6244.21,0.00
2019-01-07 00:00:00,0.00,0.00,5938.23,0.00
2019-01-07 01:00:00,0.00,0.00,5441.45,0.00
2019-01-07 02:00:00,0.00,0.00,4899.52,0.00
2019-01-07 03:00:00,0.00,0.00,4407.36,0.00
2019-01-07 04:00:00,0.00,0.00,4168.65,0.00
2019-01-07 05:00:00,0.00,0.00,4034.09,0.00
2019-01-07 06:00:00,0.00,0.00,4006.44,0.00
2019-01-07 07:00:00,0.00,0.00,3986.16,0.00
2019-01-07 08:00:00,59.84,0.00,3983.46,0.00
2019-01-07 09:00:00,771.94,0.00,3194.86,0.00
2019-01-07 10:00:00,2290.70,0.00,1798.69,0.00
2019-01-07 11:00:00,3310.08,0.00,1263.17,0.00
2019-01-07 12:00:00,3732.78,0.00,1196.24,0.00
2019-01-07 13:00:00,3876.23,0.00,1276.75,0.00
2019-01-07 14:00:00,3848.52,0.00,1337.63,0.00
2019-01-07 15:00:00,3578.29,0.00,1412.47,0.00
2019-01-07 16:00:00,2803.43,0.00,2102.55,0.00
2019-01-07 17:00:00,1280.45,0.00,3561.01,0.00
2019-01-07 18:00:00,222.47,0.00,4706.54,0.00
2019-01-07 19:00:00,7.34,0.00,5743.79,0.00
2019-01-07 20:00:00,0.00,0.00,6156.66,0.00
2019-01-07 21:00:00,0.00,0.00,6268.18,0.00
2019-01-07 22:00:00,0.00,0.00,6319.79,0.00
2019-01-07 23:00:00,0.00,0.00,6080.16,0.00
2019-01-08 00:00:00,0.00,0.00,5655.28,0.00
2019-01-08 01:00:00,0.00,0.00,5104.13,0.00
2019-01-08 02:00:00,0.00,0.00,4576.02,0.00
2019-01-08 03:00:00,0.00,0.00,4301.36,0.00
2019-01-08 04:00:00,0.00,0.00,4121.64,0.00
2019-01-08 05:00:00,0.00,0.00,4055.28,0.00
2019-01-08 06:00:00,0.00,0.00,4014.73,0.00
2019-01-08 07:00:00,0.00,0.00,4157.59,0.00
2019-01-08 08:00:00,57.80,0.00,4591.03,0.00
2019-01-08 09:00:00,797.45,0.00,4742.62,0.00
2019-01-08 10:00:00,2337.01,0.00,4024.25,0.00
2019-01-08 11:00:00,3366.58,0.00,3367.95,0.00
2019-01-08 12:00:00,3763.50,0.00,3078.87,0.00
2019-01-08 13:00:00,3903.51,0.00,3004.30,0.00
2019-01-08 14:00:00,3847.36,0.00,2605.14,0.00
2019-01-08 15:00:00,3592.76,0.00,3062.52,0.00
2019-01-08 16:00:00,2821.95,0.00,4039.77,0.00
2019-01-08 17:00:00,1318.77,0.00,5485.81,0.00
2019-01-08 18:00:00,223.03,0.00,6588.01,0.00
2019-01-08 19:00:00,7.77,0.00,7184.83,0.00
2019-01-08 20:00:00,0.00,0.00,7354.81,0.00
2019-01-08 21:00:00,0.00,0.00,7322.55,0.00
2019-01-08 22:00:00,0.00,0.00,7034.07,0.00
2019-01-08 23:00:00,0.00,0.00,6738.22,0.00
2019-01-09 00:00:00,0.00,0.00,6379.70,0.00
2019-01-09 01:00:00,0.00,0.00,5545.60,0.00
2019-01-09 02:00:00,0.00,0.00,4999.98,0.00
2019-01-09 03:00:00,0.00,0.00,4643.30,0.00
2019-01-09 04:00:00,0.00,0.00,4471.87,0.00
2019-01-09 05:00:00,0.00,0.00,4378.78,0.00
2019-01-09 06:00:00,0.00,0.00,4336.39,0.00
2019-01-09 07:00:00,0.00,0.00,4478.32,0.00
2019-01-09 08:00:00,59.32,0.00,4769.23,0.00
2019-01-09 09:00:00,771.26,0.00,4907.06,0.00
2019-01-09 10:00:00,2333.80,0.00,4175.85,0.00
2019-01-09 11:00:00,3372.86,0.00,3432.64,0.00
2019-01-09 12:00:00,3786.07,0.00,3118.97,0.00
2019-01-09 13:00:00,3929.36,0.00,3042.04,0.00
2019-01-09 14:00:00,3878.57,0.00,2583.16,0.00
2019-01-09 15:00:00,3621.67,0.00,3013.33,0.00
2019-01-09 16:00:00,2850.37,0.00,3934.85,0.00
2019-01-09 17:00:00,1322.58,0.00,5384.30,0.00
2019-01-09 18:00:00,241.06,0.00,6510.06,0.00
2019-01-09 19:00:00,8.50,0.00,7213.59,0.00
2019-01-09 20:00:00,0.00,0.00,7462.64,0.00
2019-01-09 21:00:00,0.00,0.00,7442.37,0.00
2019-01-09 22:00:00,0.00,0.00,7211.03,0.00
2019-01-09 23:00:00,0.00,0.00,6860.80,0.00
2019-01-10 00:00:00,0.00,0.00,6461.73,0.00
2019-01-10 01:00:00,0.00,0.00,5676.48,0.00
2019-01-10 02:00:00,0.00,0.00,5080.16,0.00
2019-01-10 03:00:00,0.00,0.00,4721.64,0.00
2019-01-10 04:00:00,0.00,0.00,4490.31,0.00
2019-01-10 05:00:00,0.00,0.00,4403.67,0.00
2019-01-10 06:00:00,0.00,0.00,4439.61,0.00
2019-01-10 07:00:00,0.00,0.00,4514.27,0.00
2019-01-10 08:00:00,52.26,0.00,4833.43,0.00
2019-01-10 09:00:00,714.65,0.00,5026.34,0.00
2019-01-10 10:00:00,2176.36,0.00,4343.43,0.00
2019-01-10 11:00:00,3189.90,0.00,3639.56,0.00
2019-01-10 12:00:00,3546.06,0.00,3427.18,0.00
2019-01-10 13:00:00,3636.92,0.00,3363.05,0.00
2019-01-10 14:00:00,3531.38,0.00,2968.13,0.00
2019-01-10 15:00:00,3169.76,0.00,3508.55,0.00
2019-01-10 16:00:00,2352.26,0.00,4501.16,0.00
2019-01-10 17:00:00,915.33,0.00,5885.56,0.00
2019-01-10 18:00:00,136.76,0.00,6642.94,0.00
2019-01-10 19:00:00,4.19,0.00,7218.82,0.00
2019-01-10 20:00:00,0.00,0.00,7416.56,0.00
2019-01-10 21:00:00,0.00,0.00,7409.19,0.00
2019-01-10 22:00:00,0.00,0.00,7223.01,0.00
2019-01-10 23:00:00,0.00,0.00,6898.59,0.00
2019-01-11 00:00:00,0.00,0.00,6499.51,0.00
2019-01-11 01:00:00,0.00,0.00,5639.61,0.00
2019-01-11 02:00:00,0.00,0.00,5049.75,0.00
2019-01-11 03:00:00,0.00,0.00,4694.91,0.00
2019-01-11 04:00:00,0.00,0.00,4532.70,0.00
2019-01-11 05:00:00,0.00,0.00,4415.65,0.00
2019-01-11 06:00:00,0.00,0.00,4412.89,0.00
2019-01-11 07:00:00,0.00,0.00,4513.35,0.00
2019-01-11 08:00:00,46.06,0.00,4845.16,0.00
2019-01-11 09:00:00,541.62,0.00,5165.27,0.00
2019-01-11 10:00:00,1513.63,0.00,4947.17,0.00
2019-01-11 11:00:00,2314.92,0.00,4470.30,0.00
2019-01-11 12:00:00,2769.01,0.00,4121.28,0.00
2019-01-11 13:00:00,2951.29,0.00,3950.98,0.00
2019-01-11 14:00:00,2953.08,0.00,3397.12,0.00
2019-01-11 15:00:00,2721.56,0.00,3777.95,0.00
2019-01-11 16:00:00,2031.37,0.00,4571.36,0.00
2019-01-11 17:00:00,915.28,0.00,5599.90,0.00
2019-01-11 18:00:00,185.32,0.00,6366.73,0.00
2019-01-11 19:00:00,9.40,0.00,7020.07,0.00
2019-01-11 20:00:00,0.00,0.00,7321.63,0.00
2019-01-11 21:00:00,0.00,0.00,7354.81,0.00
2019-01-11 22:00:00,0.00,0.00,7100.43,0.00
2019-01-11 23:00:00,0.00,0.00,6856.19,0.00
2019-01-12 00:00:00,0.00,0.00,6481.08,0.00
2019-01-12 01:00:00,0.00,0.00,5625.78,0.00
2019-01-12 02:00:00,0.00,0.00,5044.22,0.00
2019-01-12 03:00:00,0.00,0.00,4719.80,0.00
2019-01-12 04:00:00,0.00,0.00,4552.06,0.00
2019-01-12 05:00:00,0.00,0.00,4446.06,0.00
2019-01-12 06:00:00,0.00,0.00,4412.89,0.00
2019-01-12 07:00:00,0.00,0.00,4516.11,0.00
2019-01-12 08:00:00,56.91,0.00,4844.45,0.00
2019-01-12 09:00:00,766.12,0.00,4909.44,0.00
2019-01-12 10:00:00,2240.10,0.00,4261.26,0.00
2019-01-12 11:00:00,3265.09,0.00,3563.45,0.00
2019-01-12 12:00:00,3737.52,0.00,3140.79,0.00
2019-01-12 13:00:00,3897.92,0.00,2974.86,0.00
2019-01-12 14:00:00,3823.30,0.00,2509.39,0.00
2019-01-12 15:00:00,3502.12,0.00,2963.29,0.00
2019-01-12 16:00:00,2794.83,0.00,3730.48,0.00
2019-01-12 17:00:00,1434.89,0.00,5034.20,0.00
2019-01-12 18:00:00,322.57,0.00,6101.37,0.00
2019-01-12 19:00:00,13.50,0.00,6883.25,0.00
2019-01-12 20:00:00,0.00,0.00,7278.31,0.00
2019-01-12 21:00:00,0.00,0.00,7219.33,0.00
2019-01-12 22:00:00,0.00,0.00,6956.65,0.00
2019-01-12 23:00:00,0.00,0.00,6683.84,0.00
2019-01-13 00:00:00,0.00,0.00,6361.27,0.00
2019-01-13 01:00:00,0.00,0.00,5669.10,0.00
2019-01-13 02:00:00,0.00,0.00,5129.01,0.00
2019-01-13 03:00:00,0.00,0.00,4746.53,0.00
2019-01-13 04:00:00,0.00,0.00,4474.64,0.00
2019-01-13 05:00:00,0.00,0.00,4358.51,0.00
2019-01-13 06:00:00,0.00,0.00,4274.64,0.00
2019-01-13 07:00:00,0.00,0.00,4285.70,0.00
2019-01-13 08:00:00,62.77,0.00,4363.94,0.00
2019-01-13 09:00:00,859.41,0.00,3629.05,0.00
2019-01-13 10:00:00,2483.11,0.00,2433.00,0.00
2019-01-13 11:00:00,3476.74,0.00,1889.13,0.00
2019-01-13 12:00:00,3862.05,0.00,1638.39,0.00
2019-01-13 13:00:00,3949.90,0.00,1596.62,0.00
2019-01-13 14:00:00,3910.07,0.00,1524.01,0.00
2019-01-13 15:00:00,3657.12,0.00,1578.80,0.00
2019-01-13 16:00:00,2971.32,0.00,2225.89,0.00
2019-01-13 17:00:00,1547.33,0.00,3575.23,0.00
2019-01-13 18:00:00,341.52,0.00,4870.44,0.00
2019-01-13 19:00:00,13.97,0.00,6126.10,0.00
2019-01-13 20:00:00,0.00,0.00,6563.11,0.00
2019-01-13 21:00:00,0.00,0.00,6668.18,0.00
2019-01-13 22:00:00,0.00,0.00,6532.69,0.00
2019-01-13 23:00:00,0.00,0.00,6259.88,0.00
2019-01-14 00:00:00,0.00,0.00,5945.60,0.00
2019-01-14 01:00:00,0.00,0.00,5295.83,0.00
2019-01-14 02:00:00,0.00,0.00,4802.75,0.00
2019-01-14 03:00:00,0.00,0.00,4346.53,0.00
2019-01-14 04:00:00,0.00,0.00,4108.74,0.00
2019-01-14 05:00:00,0.00,0.00,4058.97,0.00
2019-01-14 06:00:00,0.00,0.00,3996.30,0.00
2019-01-14 07:00:00,0.00,0.00,4001.83,0.00
2019-01-14 08:00:00,62.01,0.00,3892.81,0.00
2019-01-14 09:00:00,801.28,0.00,3163.68,0.00
2019-01-14 10:00:00,2286.55,0.00,1866.43,0.00
2019-01-14 11:00:00,3255.92,0.00,1380.01,0.00
2019-01-14 12:00:00,3681.65,0.00,1209.57,0.00
2019-01-14 13:00:00,3784.91,0.00,1386.50,0.00
2019-01-14 14:00:00,3745.02,0.00,1449.43,0.00
2019-01-14 15:00:00,3511.97,0.00,1441.01,0.00
2019-01-14 16:00:00,2877.75,0.00,2062.32,0.00
2019-01-14 17:00:00,1562.08,0.00,3260.94,0.00
2019-01-14 18:00:00,346.90,0.00,4631.88,0.00
2019-01-14 19:00:00,14.59,0.00,5858.20,0.00
2019-01-14 20:00:00,0.00,0.00,6265.41,0.00
2019-01-14 21:00:00,0.00,0.00,6389.84,0.00
2019-01-14 22:00:00,0.00,0.00,6404.58,0.00
2019-01-14 23:00:00,0.00,0.00,6190.76,0.00
2019-01-15 00:00:00,0.00,0.00,5779.70,0.00
2019-01-15 01:00:00,0.00,0.00,5002.74,0.00
2019-01-15 02:00:00,0.00,0.00,4573.25,0.00
2019-01-15 03:00:00,0.00,0.00,4281.09,0.00
2019-01-15 04:00:00,0.00,0.00,4150.21,0.00
2019-01-15 05:00:00,0.00,0.00,4084.78,0.00
2019-01-15 06:00:00,0.00,0.00,4115.19,0.00
2019-01-15 07:00:00,0.00,0.00,4195.38,0.00
2019-01-15 08:00:00,66.55,0.00,4655.09,0.00
2019-01-15 09:00:00,888.34,0.00,4767.86,0.00
2019-01-15 10:00:00,2535.72,0.00,3925.09,0.00
2019-01-15 11:00:00,3530.27,0.00,3374.77,0.00
2019-01-15 12:00:00,3911.15,0.00,3178.22,0.00
2019-01-15 13:00:00,4033.57,0.00,3125.85,0.00
2019-01-15 14:00:00,4008.85,0.00,2693.42,0.00
2019-01-15 15:00:00,3789.83,0.00,3046.08,0.00
2019-01-15 16:00:00,3139.95,0.00,3825.92,0.00
2019-01-15 17:00:00,1655.53,0.00,5267.94,0.00
2019-01-15 18:00:00,343.12,0.00,6610.77,0.00
2019-01-15 19:00:00,14.51,0.00,7273.02,0.00
2019-01-15 20:00:00,0.00,0.00,7563.10,0.00
2019-01-15 21:00:00,0.00,0.00,7530.85,0.00
2019-01-15 22:00:00,0.00,0.00,7323.47,0.00
2019-01-15 23:00:00,0.00,0.00,6967.71,0.00
2019-01-16 00:00:00,0.00,0.00,6542.83,0.00
2019-01-16 01:00:00,0.00,0.00,5663.57,0.00
2019-01-16 02:00:00,0.00,0.00,5065.42,0.00
2019-01-16 03:00:00,0.00,0.00,4711.50,0.00
2019-01-16 04:00:00,0.00,0.00,4530.86,0.00
2019-01-16 05:00:00,0.00,0.00,4449.75,0.00
2019-01-16 06:00:00,0.00,0.00,4417.49,0.00
2019-01-16 07:00:00,0.00,0.00,4451.60,0.00
2019-01-16 08:00:00,65.84,0.00,4766.40,0.00
2019-01-16 09:00:00,862.26,0.00,4862.14,0.00
2019-01-16 10:00:00,2481.03,0.00,4091.29,0.00
2019-01-16 11:00:00,3489.05,0.00,3434.42,0.00
2019-01-16 12:00:00,3892.33,0.00,3134.37,0.00
2019-01-16 13:00:00,4023.00,0.00,3078.35,0.00
2019-01-16 14:00:00,3982.38,0.00,2610.22,0.00
2019-01-16 15:00:00,3746.16,0.00,3049.20,0.00
2019-01-16 16:00:00,3070.20,0.00,3907.65,0.00
2019-01-16 17:00:00,1588.66,0.00,5323.75,0.00
2019-01-16 18:00:00,338.63,0.00,6596.83,0.00
2019-01-16 19:00:00,15.21,0.00,7287.07,0.00
2019-01-16 20:00:00,0.00,0.00,7586.15,0.00
2019-01-16 21:00:00,0.00,0.00,7559.42,0.00
2019-01-16 22:00:00,0.00,0.00,7293.98,0.00
2019-01-16 23:00:00,0.00,0.00,6963.11,0.00
2019-01-17 00:00:00,0.00,0.00,6515.18,0.00
2019-01-17 01:00:00,0.00,0.00,5688.46,0.00
2019-01-17 02:00:00,0.00,0.00,5078.32,0.00
2019-01-17 03:00:00,0.00,0.00,4745.60,0.00
2019-01-17 04:00:00,0.00,0.00,4554.82,0.00
2019-01-17 05:00:00,0.00,0.00,4500.44,0.00
2019-01-17 06:00:00,0.00,0.00,4471.87,0.00
2019-01-17 07:00:00,0.00,0.00,4527.17,0.00
2019-01-17 08:00:00,70.75,0.00,4864.72,0.00
2019-01-17 09:00:00,893.00,0.00,4905.13,0.00
2019-01-17 10:00:00,2493.07,0.00,4011.97,0.00
2019-01-17 11:00:00,3478.48,0.00,3405.36,0.00
2019-01-17 12:00:00,3884.45,0.00,3150.54,0.00
2019-01-17 13:00:00,4019.63,0.00,3041.17,0.00
2019-01-17 14:00:00,3987.72,0.00,2551.43,0.00
2019-01-17 15:00:00,3763.95,0.00,2918.05,0.00
2019-01-17 16:00:00,3110.72,0.00,3718.74,0.00
2019-01-17 17:00:00,1651.31,0.00,5139.45,0.00
2019-01-17 18:00:00,361.08,0.00,6414.01,0.00
2019-01-17 19:00:00,15.51,0.00,7108.89,0.00
2019-01-17 20:00:00,0.00,0.00,7486.61,0.00
2019-01-17 21:00:00,0.00,0.00,7413.80,0.00
2019-01-17 22:00:00,0.00,0.00,7158.50,0.00
2019-01-17 23:00:00,0.00,0.00,6868.18,0.00
2019-01-18 00:00:00,0.00,0.00,6420.25,0.00
2019-01-18 01:00:00,0.00,0.00,5651.59,0.00
2019-01-18 02:00:00,0.00,0.00,5090.30,0.00
2019-01-18 03:00:00,0.00,0.00,4754.82,0.00
2019-01-18 04:00:00,0.00,0.00,4573.25,0.00
2019-01-18 05:00:00,0.00,0.00,4431.32,0.00
2019-01-18 06:00:00,0.00,0.00,4411.04,0.00
2019-01-18 07:00:00,0.00,0.00,4508.74,0.00
2019-01-18 08:00:00,67.58,0.00,4879.87,0.00
2019-01-18 09:00:00,849.89,0.00,4969.45,0.00
2019-01-18 10:00:00,2457.82,0.00,4129.25,0.00
2019-01-18 11:00:00,3455.38,0.00,3433.07,0.00
2019-01-18 12:00:00,3865.70,0.00,3057.77,0.00
2019-01-18 13:00:00,3995.06,0.00,3000.31,0.00
2019-01-18 14:00:00,3959.57,0.00,2473.59,0.00
2019-01-18 15:00:00,3727.93,0.00,2812.13,0.00
2019-01-18 16:00:00,3068.02,0.00,3654.54,0.00
2019-01-18 17:00:00,1595.80,0.00,5106.48,0.00
2019-01-18 18:00:00,341.13,0.00,6368.52,0.00
2019-01-18 19:00:00,15.25,0.00,7019.74,0.00
2019-01-18 20:00:00,0.00,0.00,7424.85,0.00
2019-01-18 21:00:00,0.00,0.00,7398.13,0.00
2019-01-18 22:00:00,0.00,0.00,7172.32,0.00
2019-01-18 23:00:00,0.00,0.00,6861.72,0.00
2019-01-19 00:00:00,0.00,0.00,6389.84,0.00
2019-01-19 01:00:00,0.00,0.00,5631.31,0.00
2019-01-19 02:00:00,0.00,0.00,5070.03,0.00
2019-01-19 03:00:00,0.00,0.00,4727.17,0.00
2019-01-19 04:00:00,0.00,0.00,4516.11,0.00
2019-01-19 05:00:00,0.00,0.00,4461.73,0.00
2019-01-19 06:00:00,0.00,0.00,4447.91,0.00
2019-01-19 07:00:00,0.00,0.00,4537.31,0.00
2019-01-19 08:00:00,69.07,0.00,4871.01,0.00
2019-01-19 09:00:00,860.38,0.00,4858.49,0.00
2019-01-19 10:00:00,2418.07,0.00,4036.28,0.00
2019-01-19 11:00:00,3400.73,0.00,3374.36,0.00
2019-01-19 12:00:00,3796.02,0.00,3033.45,0.00
2019-01-19 13:00:00,3907.43,0.00,2911.90,0.00
2019-01-19 14:00:00,3880.99,0.00,2407.47,0.00
2019-01-19 15:00:00,3621.29,0.00,2742.74,0.00
2019-01-19 16:00:00,2969.27,0.00,3503.52,0.00
2019-01-19 17:00:00,1564.79,0.00,4806.62,0.00
2019-01-19 18:00:00,349.55,0.00,5914.02,0.00
2019-01-19 19:00:00,19.00,0.00,6641.80,0.00
2019-01-19 20:00:00,0.00,0.00,7102.28,0.00
2019-01-19 21:00:00,0.00,0.00,7107.81,0.00
2019-01-19 22:00:00,0.00,0.00,6847.90,0.00
2019-01-19 23:00:00,0.00,0.00,6586.15,0.00
2019-01-20 00:00:00,0.00,0.00,6237.76,0.00
2019-01-20 01:00:00,0.00,0.00,5573.25,0.00
2019-01-20 02:00:00,0.00,0.00,5061.73,0.00
2019-01-20 03:00:00,0.00,0.00,4698.60,0.00
