sit,,South
Production per timestep [MWh],,Gas plant
stf,t,
2019,2252,1231.83301862
2019,2253,1340.63978906
2019,2254,1280.73219502
2019,2255,1197.96754972
2019,2256,1071.14778142
2019,2257,960.549146267
2019,2258,900.088559052
2019,2259,860.457381457
2019,2260,839.25930972
2019,2261,838.521985486
2019,2262,859.288103058
2019,2263,888.088327591
2019,2264,771.002845196
2019,2265,647.769868277
2019,2266,535.728821364
2019,2267,501.366472492
2019,2268,489.012255405
2019,2269,383.919634749
2019,2270,379.589646488
2019,2271,419.769815399
2019,2272,440.732313195
2019,2273,533.15567774
2019,2274,816.665658163
2019,2275,1064.57310297
2019,2276,1169.65015983
2019,2277,1290.50174113
2019,2278,1240.17936213
2019,2279,1161.65433118
2019,2280,1044.9727711
2019,2281,948.567627459
2019,2282,877.415838847
2019,2283,831.51740526
2019,2284,806.264050234
2019,2285,788.383937552
2019,2286,800.861486693
2019,2287,784.279529545
2019,2288,617.719003656
2019,2289,413.374762743
2019,2290,316.263719338
2019,2291,287.416710078
2019,2292,286.401766208
2019,2293,267.872769468
2019,2294,243.929728508
2019,2295,260.16402614
2019,2296,285.059340543
2019,2297,399.826672142
2019,2298,674.705629229
2019,2299,910.194106022
2019,2300,1043.41819533
2019,2301,1175.11049846
2019,2302,1136.58530721
2019,2303,1063.40587696
2019,2304,987.092818702
2019,2305,898.060917408
2019,2306,830.042756791
2019,2307,788.936930728
2019,2308,756.863326534
2019,2309,757.784981827
2019,2310,758.783371699
2019,2311,725.631753414
2019,2312,539.119303151
2019,2313,299.677691456
2019,2314,200.046000101
2019,2315,171.908030458
2019,2316,152.121786907
2019,2317,141.550756055
2019,2318,114.765005596
2019,2319,134.544723138
2019,2320,179.47619724
2019,2321,285.914295435
2019,2322,591.467686939
2019,2323,884.392209518
2019,2324,1015.31759477
2019,2325,1135.2949898
2019,2326,1073.72841624
2019,2327,1011.97751161
2019,2328,931.240507952
2019,2329,829.305432557
2019,2330,749.490084191
2019,2331,707.093940718
2019,2332,687.001855332
2019,2333,678.706957696
2019,2334,676.015561793
2019,2335,643.696290158
2019,2336,433.619598407
2019,2337,178.068342531
2019,2338,74.1296273685
2019,2339,45.0418552953
2019,2340,35.0702182892
2019,2341,0.0
2019,2342,0.0
2019,2343,0.0
2019,2344,0.0
2019,2345,106.824405675
2019,2346,419.821501125
2019,2347,716.288697641
2019,2348,834.98407251
2019,2349,981.194224828
2019,2350,975.111299895
2019,2351,940.272729823
2019,2352,866.355975332
2019,2353,783.775661087
2019,2354,739.904869145
2019,2355,710.411899772
2019,2356,699.720698374
2019,2357,698.98337414
2019,2358,716.508267236
2019,2359,702.545057618
2019,2360,558.921978959
2019,2361,394.489331291
2019,2362,315.2965726
2019,2363,275.232338173
2019,2364,274.929204916
2019,2365,243.880791312
2019,2366,231.333033601
2019,2367,254.997930027
2019,2368,283.921027224
2019,2369,400.100499366
2019,2370,672.687728237
2019,2371,954.131885702
2019,2372,1062.49052275
2019,2373,1188.56666573
2019,2374,1159.62668953
2019,2375,1075.94038894
2019,2376,948.936289576
2019,2377,860.08871934
2019,2378,808.10736082
2019,2379,778.061398271
2019,2380,768.660514284
2019,2381,770.688155928
2019,2382,790.440844739
2019,2383,819.009269178
2019,2384,752.738528534
2019,2385,620.253432052
2019,2386,504.723284524
2019,2387,452.448839568
2019,2388,432.459333574
2019,2389,360.782920748
2019,2390,394.290174153
2019,2391,429.086935826
2019,2392,463.968501309
2019,2393,578.679710416
2019,2394,855.199699666
2019,2395,1115.77599742
2019,2396,1211.50913314
2019,2397,1291.60772748
2019,2398,1252.89820518
2019,2399,1149.48848131
2019,2400,1007.36923515
2019,2401,915.203705856
2019,2402,851.793821704
2019,2403,816.955251632
2019,2404,804.052077531
2019,2405,813.26863046
2019,2406,831.273730878
2019,2407,857.292354283
2019,2408,800.917550129
2019,2409,700.446411442
2019,2410,614.457770686
2019,2411,552.277030062
2019,2412,546.042063641
2019,2413,473.501042709
2019,2414,511.792978074
2019,2415,538.492193978
2019,2416,563.838169012
2019,2417,670.24924157
2019,2418,910.861412571
2019,2419,1123.02209647
2019,2420,1215.48213677
2019,2421,1291.42339642
2019,2422,1249.58024612
2019,2423,1149.1198192
2019,2424,1002.57662762
2019,2425,910.411098333
2019,2426,851.425159587
2019,2427,831.333074201
2019,2428,818.614231159
2019,2429,810.135002464
2019,2430,834.944529038
2019,2431,865.923568236
2019,2432,828.131252891
2019,2433,751.227410931
2019,2434,642.118916341
2019,2435,582.56443018
2019,2436,563.441353569
2019,2437,463.565425268
2019,2438,485.904712611
2019,2439,518.1831787
2019,2440,535.827773671
2019,2441,636.089295957
2019,2442,857.273582574
2019,2443,1080.10762987
2019,2444,1171.35106331
2019,2445,1272.25296633
2019,2446,1240.73235531
2019,2447,1145.43319802
2019,2448,1009.02821467
2019,2449,922.39261714
2019,2450,859.167064047
2019,2451,825.06581821
2019,2452,816.033596339
2019,2453,818.614231159
2019,2454,836.461101459
2019,2455,849.155461846
2019,2456,792.63085611
2019,2457,686.300554562
2019,2458,587.107177785
2019,2459,536.006828419
2019,2460,494.101332697
2019,2461,387.054805968
2019,2462,412.503216725
2019,2463,439.785028725
2019,2464,454.634495693
2019,2465,562.106662852
2019,2466,816.158537664
2019,2467,1050.28534505
2019,2468,1140.57094113
2019,2469,1250.68623247
2019,2470,1211.05505488
2019,2471,1133.63601027
2019,2472,1012.8991669
2019,2473,916.309692207
2019,2474,855.111780758
2019,2475,816.770920573
2019,2476,792.623551899
2019,2477,783.038336853
2019,2478,791.303940831
2019,2479,736.007275604
2019,2480,514.099728904
2019,2481,326.365139344
2019,2482,250.404251896
2019,2483,208.688263729
2019,2484,196.674086762
2019,2485,170.549316474
2019,2486,132.327955171
2019,2487,146.603701323
2019,2488,163.563986178
2019,2489,260.703167437
2019,2490,562.884857876
2019,2491,859.655971772
2019,2492,983.327054357
2019,2493,1129.39639593
2019,2494,1072.80676094
2019,2495,1018.79776078
2019,2496,936.586108651
2019,2497,845.157903595
2019,2498,778.614391447
2019,2499,737.508565383
2019,2500,719.259790584
2019,2501,714.098520944
2019,2502,717.53354217
2019,2503,633.554998584
2019,2504,414.366154573
2019,2505,187.038334531
2019,2506,105.356883178
2019,2507,89.5413690452
2019,2508,93.6809438886
2019,2509,71.6365206737
2019,2510,22.3861015285
2019,2511,29.3940181401
2019,2512,45.2573355922
2019,2513,160.252181182
2019,2514,462.975409138
2019,2515,768.630427222
2019,2516,880.181560732
2019,2517,1048.65939227
2019,2518,1027.82998265
2019,2519,972.530665074
2019,2520,883.49876378
2019,2521,801.471442711
2019,2522,757.784981827
2019,2523,738.061558559
2019,2524,727.739019279
2019,2525,735.112261622
2019,2526,764.420871821
2019,2527,756.468051221
2019,2528,678.023560168
2019,2529,578.057664474
2019,2530,479.807058051
2019,2531,436.518093823
2019,2532,408.355344637
2019,2533,319.415551095
2019,2534,347.476495729
2019,2535,377.664028126
2019,2536,425.1769774
2019,2537,548.281271161
2019,2538,811.505675618
2019,2539,1052.70052397
2019,2540,1133.99909919
2019,2541,1233.72777508
2019,2542,1192.43761796
2019,2543,1104.69603408
2019,2544,962.023794735
2019,2545,887.185384951
2019,2546,833.545046904
2019,2547,812.715637285
2019,2548,800.36545636
2019,2549,800.918449535
2019,2550,807.055144594
2019,2551,798.351194829
2019,2552,758.172906788
2019,2553,680.437224245
2019,2554,589.60475501
2019,2555,545.134919244
2019,2556,527.079628838
2019,2557,426.792692744
2019,2558,468.424964299
2019,2559,540.924935933
2019,2560,591.350440876
2019,2561,726.803431663
2019,2562,906.649892225
2019,2563,1086.94000636
2019,2564,1160.77773633
2019,2565,1242.20700378
2019,2566,1189.11965891
2019,2567,1100.08775761
2019,2568,971.424678723
2019,2569,887.922709186
2019,2570,827.462121971
2019,2571,808.10736082
2019,2572,787.2779512
2019,2573,791.517565548
2019,2574,813.728253809
2019,2575,805.228800447
2019,2576,778.44047916
2019,2577,727.151684684
2019,2578,635.332474947
2019,2579,580.324935055
2019,2580,558.89144569
2019,2581,449.057382237
2019,2582,501.737193182
2019,2583,545.013658408
2019,2584,574.44642218
2019,2585,679.309891726
2019,2586,883.857557583
2019,2587,1090.43182174
2019,2588,1139.18568565
2019,2589,1237.2300652
2019,2590,1201.10117772
2019,2591,1113.72825595
2019,2592,985.249508117
2019,2593,875.388197202
2019,2594,829.305432557
2019,2595,806.264050234
2019,2596,799.628132125
2019,2597,791.517565548
2019,2598,807.755277722
2019,2599,794.454588401
2019,2600,725.414483317
2019,2601,609.726649403
2019,2602,494.320511778
2019,2603,446.02786448
2019,2604,425.858788388
2019,2605,343.740980946
2019,2606,369.316481865
2019,2607,421.172408999
2019,2608,476.287461027
2019,2609,602.767713841
2019,2610,847.702397377
2019,2611,1058.80266143
2019,2612,1133.5323344
2019,2613,1216.95364875
2019,2614,1173.45151893
2019,2615,1098.98177126
2019,2616,973.08365825
2019,2617,880.365135784
2019,2618,818.614231159
2019,2619,789.489923903
2019,2620,783.038336853
2019,2621,786.909289083
2019,2622,807.241828018
2019,2623,789.949622315
2019,2624,705.060657538
2019,2625,605.892047928
2019,2626,531.481734385
2019,2627,496.278807131
2019,2628,490.837481146
2019,2629,402.743870392
2019,2630,449.198549196
2019,2631,527.740027878
2019,2632,588.513082751
2019,2633,699.114454322
2019,2634,888.85174994
2019,2635,1073.16721016
2019,2636,1144.45928462
2019,2637,1221.1932631
2019,2638,1151.88478507
2019,2639,1069.12013977
2019,2640,962.023794735
2019,2641,881.471122135
2019,2642,825.434480327
2019,2643,786.540626966
2019,2644,775.296432393
2019,2645,761.471602999
2019,2646,761.058608334
2019,2647,699.672579603
2019,2648,575.329970415
2019,2649,427.875280006
2019,2650,390.318269831
2019,2651,357.972669242
2019,2652,349.688718103
2019,2653,327.45346903
2019,2654,314.15449781
2019,2655,347.567853394
2019,2656,373.806611785
2019,2657,481.377525165
2019,2658,687.849094378
2019,2659,882.134673402
2019,2660,950.100778899
2019,2661,1082.57630705
2019,2662,1040.36449463
2019,2663,973.267989309
2019,2664,896.40193788
2019,2665,800.36545636
2019,2666,756.1260023
2019,2667,721.10310117
2019,2668,706.909609659
2019,2669,701.748340019
2019,2670,700.045812065
2019,2671,608.350905757
2019,2672,448.610682171
2019,2673,280.843449482
2019,2674,210.469712762
2019,2675,196.576764849
2019,2676,216.181160999
2019,2677,213.674180499
2019,2678,181.121687289
2019,2679,183.135217833
2019,2680,195.67855815
2019,2681,288.716720924
2019,2682,536.416364151
2019,2683,779.597314518
2019,2684,883.547772944
2019,2685,1018.98209184
2019,2686,1002.20796551
2019,2687,941.378716174
2019,2688,859.535726164
2019,2689,787.462282259
2019,2690,742.854166082
2019,2691,722.209087521
2019,2692,708.384258128
2019,2693,708.568589186
2019,2694,732.679522761
2019,2695,719.602707971
2019,2696,664.970953074
2019,2697,634.559205942
2019,2698,563.223177072
2019,2699,496.815280612
2019,2700,470.981228923
2019,2701,375.441868027
2019,2702,411.166136245
2019,2703,467.578809625
2019,2704,519.480893679
2019,2705,625.842928958
2019,2706,853.327070401
2019,2707,1059.63873189
2019,2708,1126.92251724
2019,2709,1216.03199346
2019,2710,1166.63126976
2019,2711,1072.25376777
2019,2712,949.120620635
2019,2713,871.885907089
2019,2714,829.305432557
2019,2715,802.024435887
2019,2716,796.310173071
2019,2717,796.678835188
2019,2718,807.439601608
2019,2719,763.678889803
2019,2720,693.477625594
2019,2721,603.826234251
2019,2722,487.730884975
2019,2723,438.721859814
2019,2724,415.28198444
2019,2725,325.051957832
2019,2726,351.626717088
2019,2727,413.434028446
2019,2728,458.054896659
2019,2729,579.089905972
2019,2730,840.092337851
2019,2731,1061.64408074
2019,2732,1140.01713572
2019,2733,1204.23480571
2019,2734,1151.51612296
2019,2735,1060.27224896
2019,2736,944.328013112
2019,2737,872.070238148
2019,2738,810.68799564
2019,2739,788.752599669
2019,2740,772.162804397
2019,2741,761.840265116
2019,2742,752.414792202
2019,2743,667.383023349
2019,2744,464.75121018
2019,2745,284.340635068
2019,2746,224.65955553
2019,2747,194.142810861
2019,2748,176.563775958
2019,2749,139.552717332
2019,2750,103.963745987
2019,2751,128.575867558
2019,2752,158.438907885
2019,2753,283.755174349
2019,2754,557.783665639
2019,2755,816.86750195
2019,2756,927.442285347
2019,2757,1052.16168238
2019,2758,1017.13878125
2019,2759,949.304951693
2019,2760,849.397517942
2019,2761,794.651193544
2019,2762,737.508565383
2019,2763,729.766660923
2019,2764,724.9740534
2019,2765,729.766660923
2019,2766,755.468492902
2019,2767,712.997986048
2019,2768,666.948657764
2019,2769,616.661614565
2019,2770,551.174892351
2019,2771,507.133174485
2019,2772,482.10270997
2019,2773,403.446277729
2019,2774,454.602546595
2019,2775,494.378599215
2019,2776,536.331538951
2019,2777,648.678565179
2019,2778,834.91318017
2019,2779,1048.40414358
2019,2780,1114.03595027
2019,2781,1210.68639276
2019,2782,1163.86630388
2019,2783,1070.04179506
2019,2784,948.936289576
2019,2785,874.835204026
2019,2786,824.697156092
2019,2787,797.231828364
2019,2788,774.190446041
2019,2789,776.402418744
2019,2790,802.196024191
2019,2791,759.835466183
2019,2792,689.326901261
2019,2793,598.36825109
2019,2794,529.162783729
2019,2795,471.890144556
2019,2796,441.515253978
2019,2797,337.880196705
2019,2798,381.472784788
2019,2799,433.497023166
2019,2800,470.109991631
2019,2801,599.82289981
2019,2802,836.150592828
2019,2803,1041.55854948
2019,2804,1111.3920234
2019,2805,1199.07353607
2019,2806,1154.28108884
2019,2807,1066.53950495
2019,2808,950.779600162
2019,2809,865.434320039
2019,2810,802.024435887
2019,2811,780.089039916
2019,2812,765.895548405
2019,2813,760.181285589
2019,2814,753.240725302
2019,2815,671.751911534
2019,2816,549.572459595
2019,2817,404.700756372
2019,2818,328.364290285
2019,2819,269.184429952
2019,2820,240.835862715
2019,2821,192.19382825
2019,2822,167.425638311
2019,2823,172.053464686
2019,2824,182.440226898
2019,2825,285.897800761
2019,2826,551.324174952
2019,2827,833.034358913
2019,2828,946.690234139
2019,2829,1082.57630705
2019,2830,1053.45199979
2019,2831,988.014473995
2019,2832,906.90880822
2019,2833,814.190285753
2019,2834,759.812623472
2019,2835,720.181445877
2019,2836,709.305913421
2019,2837,704.14464378
2019,2838,699.212653179
2019,2839,567.607181499
2019,2840,336.514527995
2019,2841,132.368401144
2019,2842,78.992496597
2019,2843,64.5442593718
2019,2844,67.1807886699
2019,2845,53.0676149688
2019,2846,0.711377586402
2019,2847,13.9596088975
2019,2848,44.4634109145
2019,2849,148.681582728
2019,2850,429.585942703
2019,2851,761.496404468
2019,2852,874.353344117
2019,2853,1009.02821467
2019,2854,986.539825527
2019,2855,956.862525095
2019,2856,855.480442875
2019,2857,781.748019443
2019,2858,731.609971509
2019,2859,708.568589186
2019,2860,707.831264952
2019,2861,710.596230831
2019,2862,719.020708474
2019,2863,640.493843865
2019,2864,537.601846794
2019,2865,438.816463332
2019,2866,368.667160346
2019,2867,333.1394818
2019,2868,315.771862916
2019,2869,238.146053888
2019,2870,258.912368265
2019,2871,291.385583916
2019,2872,325.248344243
2019,2873,422.112064524
2019,2874,687.670430412
2019,2875,953.395398725
2019,2876,1054.70585399
2019,2877,1144.51154273
2019,2878,1109.11997948
2019,2879,1021.3783956
2019,2880,903.222187048
2019,2881,823.038176565
2019,2882,762.57758935
2019,2883,723.499404931
2019,2884,702.669995312
2019,2885,698.98337414
2019,2886,695.352006993
2019,2887,573.91947291
2019,2888,380.743963348
2019,2889,189.512269452
2019,2890,131.886922466
2019,2891,117.148941379
2019,2892,118.791588733
2019,2893,104.496576913
2019,2894,65.3021144432
2019,2895,73.0090989124
2019,2896,112.851023958
2019,2897,228.17848708
2019,2898,513.946865898
2019,2899,838.915505302
2019,2900,980.14116825
2019,2901,1065.98651178
2019,2902,1033.54424546
2019,2903,961.839463677
2019,2904,867.461961683
2019,2905,805.158063883
2019,2906,743.591490317
2019,2907,729.397998806
2019,2908,721.287432228
2019,2909,731.609971509
2019,2910,752.615617935
2019,2911,703.401312249
2019,2912,605.623534411
2019,2913,538.504083736
2019,2914,475.839262128
2019,2915,444.537811628
2019,2916,439.244997034
2019,2917,341.391668268
2019,2918,388.260010304
2019,2919,430.342133347
2019,2920,465.208856744
2019,2921,563.28142701
2019,2922,806.847209165
2019,2923,1058.14682964
2019,2924,1147.65379607
2019,2925,1231.33147132
2019,2926,1207.36843371
2019,2927,1116.86188394
2019,2928,979.719576359
2019,2929,886.632391776
2019,2930,816.586589515
2019,2931,804.420739648
2019,2932,808.476022937
2019,2933,791.517565548
2019,2934,816.752576507
2019,2935,763.250462641
2019,2936,708.972862058
2019,2937,665.325994957
2019,2938,606.523921961
2019,2939,548.363569655
2019,2940,520.372855518
2019,2941,411.883885547
2019,2942,407.966582687
2019,2943,445.602326959
2019,2944,475.658042536
2019,2945,567.624470382
2019,2946,782.941109371
2019,2947,1033.67919258
2019,2948,1117.96383723
2019,2949,1210.5020617
2019,2950,1197.41455654
2019,2951,1095.47948115
2019,2952,969.581368137
2019,2953,887.36971601
2019,2954,824.512825034
2019,2955,804.420739648
2019,2956,788.015275435
2019,2957,792.992214016
2019,2958,812.244783196
2019,2959,761.490243953
2019,2960,689.466896677
2019,2961,622.243713901
2019,2962,579.282996758
2019,2963,536.025569187
2019,2964,517.985205212
2019,2965,412.335892596
2019,2966,456.060469282
2019,2967,476.247914461
2019,2968,489.211109735
2019,2969,570.668146187
2019,2970,786.985917927
2019,2971,1028.7520754
2019,2972,1110.1364885
2019,2973,1200.7325156
2019,2974,1186.35469303
2019,2975,1098.7974402
2019,2976,978.429258949
2019,2977,892.899647767
2019,2978,839.25930972
2019,2979,801.471442711
2019,2980,783.222667912
2019,2981,771.79414228
2019,2982,771.131815691
2019,2983,653.961104401
2019,2984,477.772224387
2019,2985,336.940821792
2019,2986,305.07724052
2019,2987,263.934523331
2019,2988,258.267360963
2019,2989,248.406937971
2019,2990,227.38009214
2019,2991,241.517492369
2019,2992,266.598902879
2019,2993,368.611962283
2019,2994,585.925012427
2019,2995,854.331486134
2019,2996,946.708409517
2019,2997,1064.32753225
2019,2998,1048.10639909
2019,2999,993.544405753
2019,3000,915.388036914
2019,3001,827.462121971
2019,3002,764.605230995
2019,3003,722.39341858
2019,3004,705.803623307
2019,3005,698.98337414
2019,3006,685.964509307
2019,3007,552.444762464
2019,3008,355.589295219
2019,3009,177.210226131
2019,3010,126.429942158
2019,3011,136.502359205
2019,3012,125.471730024
2019,3013,125.444844962
2019,3014,81.7078910144
2019,3015,74.9571256185
2019,3016,114.001598985
2019,3017,197.48680817
2019,3018,454.661102165
2019,3019,746.218266586
2019,3020,858.967609754
2019,3021,983.221866472
2019,3022,1008.29089044
2019,3023,943.959350994
2019,3024,872.807562382
2019,3025,792.070558723
2019,3026,751.333394777
2019,3027,722.024756463
2019,3028,716.494824705
2019,3029,715.573169412
2019,3030,744.012885403
2019,3031,652.624964356
2019,3032,536.255903678
2019,3033,487.510999659
2019,3034,434.289407715
2019,3035,406.584794884
2019,3036,406.157514242
2019,3037,303.336069038
2019,3038,340.914456859
2019,3039,391.255126783
2019,3040,430.237960691
2019,3041,528.808576277
2019,3042,751.391757711
2019,3043,1028.4375177
2019,3044,1102.43412751
2019,3045,1186.53902409
2019,3046,1185.61736879
2019,3047,1105.06469619
2019,3048,978.429258949
2019,3049,896.033275763
2019,3050,841.83994454
2019,3051,807.001374469
2019,3052,797.416159422
2019,3053,798.337814715
2019,3054,803.338192609
2019,3055,704.920318287
2019,3056,584.484968499
2019,3057,517.024553005
2019,3058,447.070758682
2019,3059,421.026665508
2019,3060,420.315354776
2019,3061,337.009281321
2019,3062,377.15010047
2019,3063,428.957521414
2019,3064,472.189435361
2019,3065,573.488806646
2019,3066,799.608360926
2019,3067,1036.00774951
2019,3068,1120.16788437
2019,3069,1198.15188078
2019,3070,1199.07353607
2019,3071,1119.99551194
2019,3072,986.355494468
2019,3073,896.033275763
2019,3074,833.176384787
2019,3075,811.793981992
2019,3076,799.443801067
2019,3077,807.185705527
2019,3078,817.434365568
2019,3079,713.984214295
2019,3080,594.310077891
2019,3081,537.112242923
2019,3082,480.880273785
2019,3083,444.51120462
2019,3084,441.621107337
2019,3085,360.424983303
2019,3086,398.111751726
2019,3087,461.649119648
2019,3088,496.306054593
2019,3089,594.66873112
2019,3090,814.985216915
2019,3091,1068.41363695
2019,3092,1141.922898
2019,3093,1214.18868287
2019,3094,1212.34537229
2019,3095,1129.9493891
2019,3096,981.931549062
2019,3097,906.540146102
2019,3098,850.319173235
2019,3099,812.346975167
2019,3100,800.36545636
2019,3101,796.310173071
2019,3102,808.459890662
2019,3103,716.863162089
2019,3104,601.820882035
2019,3105,535.987912505
2019,3106,460.269977735
2019,3107,451.229599194
2019,3108,428.30516349
2019,3109,358.491273783
2019,3110,399.942519456
2019,3111,458.633316019
2019,3112,506.985025492
2019,3113,605.040735591
2019,3114,806.442505557
2019,3115,1039.82117969
2019,3116,1113.27641759
2019,3117,1193.54360431
2019,3118,1192.43761796
2019,3119,1108.93564842
2019,3120,975.111299895
2019,3121,892.899647767
2019,3122,838.521985486
2019,3123,811.793981992
2019,3124,792.070558723
2019,3125,792.254889782
2019,3126,814.241366135
2019,3127,715.725304795
2019,3128,586.500567166
2019,3129,518.200916615
2019,3130,462.519029085
2019,3131,423.764018432
2019,3132,409.213623538
2019,3133,310.301105793
2019,3134,347.113687958
2019,3135,398.334032992
2019,3136,431.142196613
2019,3137,525.079106457
2019,3138,739.436449209
2019,3139,1018.95317632
2019,3140,1108.26940123
2019,3141,1168.84324246
2019,3142,1171.60820834
2019,3143,1093.08317739
2019,3144,974.005313543
2019,3145,897.692255291
2019,3146,827.462121971
2019,3147,796.678835188
2019,3148,783.038336853
2019,3149,780.82636415
2019,3150,769.256662277
2019,3151,605.074411535
2019,3152,410.482525369
2019,3153,258.843952589
2019,3154,229.420167275
2019,3155,205.531896198
2019,3156,209.580734729
2019,3157,170.80049779
2019,3158,127.621297979
2019,3159,164.320657331
2019,3160,195.276016559
2019,3161,285.244964885
2019,3162,542.450289471
2019,3163,859.015681846
2019,3164,976.956066265
2019,3165,1043.68245369
2019,3166,1051.42435815
2019,3167,990.04211564
2019,3168,908.383456688
2019,3169,827.462121971
2019,3170,774.3747771
2019,3171,731.42564045
2019,3172,712.070879299
2019,3173,701.56400896
2019,3174,695.592263738
2019,3175,541.825950218
2019,3176,306.467047245
2019,3177,133.831984468
2019,3178,78.4356390416
2019,3179,74.4939378713
2019,3180,94.1002115286
2019,3181,86.723607779
2019,3182,49.6290698346
2019,3183,61.4210248584
2019,3184,90.6069808552
2019,3185,202.904688656
2019,3186,470.903378496
2019,3187,775.779064048
2019,3188,895.951667764
2019,3189,969.765699196
2019,3190,987.277149761
2019,3191,952.807241806
2019,3192,865.987313215
2019,3193,797.969152598
2019,3194,752.070719011
2019,3195,719.997114818
2019,3196,722.024756463
2019,3197,724.9740534
2019,3198,739.513717433
2019,3199,670.983100683
2019,3200,570.420500886
2019,3201,513.624823451
2019,3202,469.311977655
2019,3203,431.668161058
2019,3204,408.841406305
2019,3205,295.021568355
2019,3206,334.558032799
2019,3207,390.549982754
2019,3208,448.818546973
2019,3209,558.069976663
2019,3210,791.151990413
2019,3211,1032.54850485
2019,3212,1093.3670669
2019,3213,1152.80644037
2019,3214,1171.60820834
2019,3215,1089.39655621
2019,3216,954.097559216
2019,3217,876.309852495
2019,3218,828.568108323
2019,3219,799.443801067
2019,3220,785.98763379
2019,3221,786.540626966
2019,3222,793.897765149
2019,3223,732.991294004
2019,3224,645.94300515
2019,3225,572.592396203
2019,3226,516.16030111
2019,3227,473.401200009
2019,3228,447.795421413
2019,3229,359.460151265
2019,3230,412.892244084
2019,3231,470.557709483
2019,3232,546.139672623
2019,3233,646.608799685
2019,3234,832.87108386
2019,3235,1019.67288747
2019,3236,1093.23493773
2019,3237,1151.88478507
2019,3238,1182.29940974
2019,3239,1095.66381221
2019,3240,966.079078024
2019,3241,889.95035083
2019,3242,830.042756791
2019,3243,806.079719176
2019,3244,796.310173071
2019,3245,800.36545636
2019,3246,809.408402903
2019,3247,705.312841438
2019,3248,607.094118602
2019,3249,550.844602165
2019,3250,484.29166199
2019,3251,452.484715464
2019,3252,438.473618181
2019,3253,332.439289348
2019,3254,380.302213106
2019,3255,423.275885547
2019,3256,461.921031699
2019,3257,555.107259122
2019,3258,756.984222415
2019,3259,1036.57519116
2019,3260,1129.01333847
2019,3261,1169.94922881
2019,3262,1194.46525961
2019,3263,1124.23512629
2019,3264,982.853204355
2019,3265,901.378876462
2019,3266,848.291531591
2019,3267,809.213347172
2019,3268,800.36545636
2019,3269,805.526726
2019,3270,800.079408188
2019,3271,700.068001947
2019,3272,587.671835531
2019,3273,533.609984018
2019,3274,479.132913404
2019,3275,457.543318275
2019,3276,441.971175448
2019,3277,342.400251723
2019,3278,379.515039356
2019,3279,433.073185181
2019,3280,477.796382845
2019,3281,567.365582234
2019,3282,779.403830661
2019,3283,1042.60193737
2019,3284,1128.59166223
2019,3285,1164.78795917
2019,3286,1196.49290125
2019,3287,1113.72825595
2019,3288,980.825562711
2019,3289,901.194545404
2019,3290,850.319173235
2019,3291,812.899968343
2019,3292,795.757179895
2019,3293,800.36545636
2019,3294,801.057242201
2019,3295,710.260261443
2019,3296,616.347444009
2019,3297,584.44945527
2019,3298,518.01800085
2019,3299,487.0683523
2019,3300,477.067449751
2019,3301,384.316943883
2019,3302,420.34176498
2019,3303,481.27256583
2019,3304,526.217482463
2019,3305,626.466599374
2019,3306,811.742902147
2019,3307,1065.61441965
2019,3308,1137.56297254
2019,3309,1159.62668953
2019,3310,1182.11507868
2019,3311,1108.75131737
2019,3312,982.853204355
2019,3313,921.655292906
2019,3314,856.586429227
2019,3315,814.927609988
2019,3316,802.024435887
2019,3317,790.227248138
2019,3318,787.613789564
2019,3319,658.677952084
2019,3320,462.714087373
2019,3321,303.476717016
2019,3322,267.974683385
2019,3323,225.54951812
2019,3324,210.15859798
2019,3325,202.188448542
2019,3326,160.937247574
2019,3327,185.141666529
2019,3328,210.880249059
2019,3329,301.142468248
2019,3330,547.149077329
2019,3331,860.287514615
2019,3332,958.439056272
2019,3333,1017.87610549
2019,3334,1054.18932403
2019,3335,989.673453523
2019,3336,909.120780923
2019,3337,831.51740526
2019,3338,771.978473338
2019,3339,741.563848672
2019,3340,728.660674572
2019,3341,719.259790584
2019,3342,703.320697552
2019,3343,570.835997505
2019,3344,363.395582018
2019,3345,199.469451792
2019,3346,153.209816344
2019,3347,149.186953918
2019,3348,163.559646939
2019,3349,147.218005861
2019,3350,112.473283569
2019,3351,111.886938645
2019,3352,142.12620116
2019,3353,246.024382642
2019,3354,487.605449958
2019,3355,766.435870795
2019,3356,873.518616987
2019,3357,951.516924396
2019,3358,1001.10197915
2019,3359,940.457060881
2019,3360,845.526565712
2019,3361,785.065978497
2019,3362,743.591490317
2019,3363,728.660674572
2019,3364,725.342715517
2019,3365,719.259790584
2019,3366,738.114207184
2019,3367,684.0261077
2019,3368,626.886556972
2019,3369,591.930219031
2019,3370,536.837003768
2019,3371,513.815665048
2019,3372,497.936080934
2019,3373,405.112033205
2019,3374,459.651008956
2019,3375,512.233841822
2019,3376,554.646292448
2019,3377,657.744726115
2019,3378,828.859486477
2019,3379,1033.18302168
2019,3380,1096.80287225
2019,3381,1128.84340275
2019,3382,1147.09217755
2019,3383,1064.51186331
2019,3384,948.751958517
2019,3385,874.650872968
2019,3386,812.346975167
2019,3387,787.462282259
2019,3388,780.642033091
2019,3389,786.724958025
2019,3390,791.592422619
2019,3391,728.354451774
2019,3392,638.966850115
2019,3393,597.417049106
2019,3394,552.431405082
2019,3395,530.298591732
2019,3396,510.923549684
2019,3397,404.207291215
2019,3398,436.928351796
