sit,,Mid
Production per timestep [MWh],,Gas plant
stf,t,
2019,597,21092.9327762
2019,598,20760.1679733
2019,599,19697.1781939
2019,600,18992.8954205
2019,601,18451.3118962
2019,602,18001.3267681
2019,603,17823.8949098
2019,604,18025.9878748
2019,605,18629.7045769
2019,606,20644.2287446
2019,607,22824.3346285
2019,608,22479.7925628
2019,609,21604.5252016
2019,610,20784.4455121
2019,611,20279.9975081
2019,612,19971.0676782
2019,613,20015.4200647
2019,614,20450.1072782
2019,615,21432.1626606
2019,616,22822.5568316
2019,617,24246.4062073
2019,618,24307.8443177
2019,619,23448.5488738
2019,620,22210.6894289
2019,621,21490.3929499
2019,622,21181.6487054
2019,623,20372.3160231
2019,624,19399.6435434
2019,625,18605.3637443
2019,626,17870.014382
2019,627,17514.8303912
2019,628,17173.4181873
2019,629,16790.3703487
2019,630,16536.3929775
2019,631,17531.484645
2019,632,18024.3358445
2019,633,18805.5701088
2019,634,18973.4447747
2019,635,18971.4529044
2019,636,18465.5638289
2019,637,17626.2424267
2019,638,17409.1204677
2019,639,17703.7174898
2019,640,18435.9639478
2019,641,20042.5084031
2019,642,20643.2679223
2019,643,19827.5297577
2019,644,18664.9347292
2019,645,18251.7811241
2019,646,18629.3843028
2019,647,17674.9674475
2019,648,16826.2410493
2019,649,16073.2766108
2019,650,15642.1876553
2019,651,15572.6881729
2019,652,15633.8605284
2019,653,15309.4228524
2019,654,14558.0597844
2019,655,15008.0449125
2019,656,15547.4672537
2019,657,16782.8931264
2019,658,17280.5115907
2019,659,17766.8007022
2019,660,17644.9849612
2019,661,16823.3804522
2019,662,17042.0909405
2019,663,17423.0300256
2019,664,18089.1201541
2019,665,19547.9304574
2019,666,20186.5570378
2019,667,19776.2858997
2019,668,19125.8091772
2019,669,19011.1510449
2019,670,19428.1479394
2019,671,18536.184536
2019,672,17703.4718435
2019,673,17013.281131
2019,674,16697.1705819
2019,675,16739.7670389
2019,676,17042.4260752
2019,677,17731.6559654
2019,678,20001.1183267
2019,679,22243.0371143
2019,680,22542.3321349
2019,681,22598.6669075
2019,682,22512.6362547
2019,683,22352.2315806
2019,684,22034.1837613
2019,685,21771.6668285
2019,686,21673.0880382
2019,687,21701.0254858
2019,688,21854.5076903
2019,689,23106.1758475
2019,690,23437.3392798
2019,691,22745.8674709
2019,692,21508.3283002
2019,693,20706.3619224
2019,694,20225.6304795
2019,695,18701.4459781
2019,696,17679.451285
2019,697,17071.8912936
2019,698,16837.7709173
2019,699,17097.1929485
2019,700,17590.7353559
2019,701,18268.4353779
2019,702,20452.7048253
2019,703,22556.5854704
2019,704,21827.5627656
2019,705,21821.4937818
2019,706,21386.7188155
2019,707,21254.8896898
2019,708,20978.3728339
2019,709,20337.3469062
2019,710,20701.5647794
2019,711,21160.7982897
2019,712,21850.6753095
2019,713,23193.1404855
2019,714,23577.9396152
2019,715,22862.4472479
2019,716,21597.3645034
2019,717,20672.0925924
2019,718,20152.928256
2019,719,18673.9024044
2019,720,17395.0478731
2019,721,16815.0314553
2019,722,16478.4233631
2019,723,16745.852247
2019,724,17142.9921466
2019,725,18035.5960981
2019,726,20249.0104897
2019,727,22440.0056935
2019,728,21430.4088161
2019,729,21109.5800779
2019,730,20566.8517962
2019,731,20428.8036065
2019,732,20205.0398733
2019,733,20243.2877042
2019,734,20838.5549563
2019,735,21602.9357227
2019,736,22594.9425258
2019,737,23894.3155247
2019,738,24484.3153537
2019,739,23925.7573014
2019,740,22537.3690237
2019,741,21691.5250925
2019,742,21143.536086
2019,743,19637.9274831
2019,744,17400.8128071
2019,745,16778.5202065
2019,746,16494.4370687
2019,747,16502.4439215
2019,748,16792.9325416
2019,749,17520.5953252
2019,750,19482.5945385
2019,751,21640.6015086
2019,752,21774.5007114
2019,753,21458.5032036
2019,754,21120.3510937
2019,755,20980.2166453
2019,756,20566.639985
2019,757,20016.0097783
2019,758,20191.8962239
2019,759,20678.0727104
2019,760,21289.9360228
2019,761,22677.2221526
2019,762,23156.1386091
2019,763,22475.55612
2019,764,21439.469366
2019,765,20555.5128154
2019,766,20052.3621847
2019,767,18572.6957848
2019,768,17262.7746646
2019,769,16640.482064
2019,770,16267.0424488
2019,771,16388.7466116
2019,772,16631.834663
2019,773,17438.9254265
2019,774,19461.7767212
2019,775,21619.1431431
2019,776,21143.9559149
2019,777,21028.6040539
2019,778,20528.7480121
2019,779,20273.5278677
2019,780,19815.4762887
2019,781,19097.8697216
2019,782,19588.1434598
2019,783,20337.3747277
2019,784,21258.3621725
2019,785,22646.582496
2019,786,22951.163177
2019,787,22191.152708
2019,788,20778.1033236
2019,789,20013.2887429
2019,790,19668.994072
2019,791,18354.5891142
2019,792,17308.8941368
2019,793,16517.8170789
2019,794,16134.4489662
2019,795,16040.6086513
2019,796,16041.5694736
2019,797,15971.429443
2019,798,15957.9779302
2019,799,17147.7962582
2019,800,17574.2690777
2019,801,17821.7132556
2019,802,17480.8922144
2019,803,17291.9769004
2019,804,16893.6465908
2019,805,15943.0576341
2019,806,16224.4107858
2019,807,16788.7803984
2019,808,17738.115444
2019,809,19392.4908546
2019,810,20273.9918705
2019,811,19483.8756349
2019,812,18343.6997944
2019,813,17691.6217013
2019,814,17877.0604124
2019,815,16784.9256888
2019,816,15648.9134117
2019,817,14808.8344145
2019,818,14453.3301496
2019,819,14305.0432356
2019,820,14215.366484
2019,821,13887.0855187
2019,822,13232.7655068
2019,823,13851.8553663
2019,824,13985.9936906
2019,825,14717.6517941
2019,826,14771.1044872
2019,827,14789.5749196
2019,828,14026.1297061
2019,829,12599.6875482
2019,830,12577.0116288
2019,831,13238.5969553
2019,832,14745.4636476
2019,833,17022.7921084
2019,834,18627.142384
2019,835,18610.4881301
2019,836,17739.3425441
2019,837,17467.4298225
2019,838,18003.5686869
2019,839,17127.6189892
2019,840,16248.4665503
2019,841,15748.8389348
2019,842,15467.638264
2019,843,15409.0281014
2019,844,15659.4824574
2019,845,16406.3616878
2019,846,18316.1562207
2019,847,20327.7979214
2019,848,18969.4584616
2019,849,18392.728135
2019,850,18202.5192192
2019,851,18412.2929426
2019,852,18377.6383356
2019,853,18371.2621494
2019,854,18951.097515
2019,855,19894.2408538
2019,856,20742.2919638
2019,857,22169.9879717
2019,858,22656.5109935
2019,859,22089.6258144
2019,860,20985.3206744
2019,861,20267.2661142
2019,862,19929.6971996
2019,863,18413.1992768
2019,864,17250.6042484
2019,865,16568.4203887
2019,866,16317.9660327
2019,867,16385.2235963
2019,868,16761.5456786
2019,869,17521.8764217
2019,870,19611.98528
2019,871,21830.5240574
2019,872,21319.4275492
2019,873,21652.2233672
2019,874,21502.5138204
2019,875,21442.1791826
2019,876,21260.4897464
2019,877,20980.0052854
2019,878,21070.4669741
2019,879,21349.1821266
2019,880,21454.6011254
2019,881,22659.6314035
2019,882,23434.1365387
2019,883,22838.4266894
2019,884,21640.2812345
2019,885,20856.2502071
2019,886,20425.4815257
2019,887,19034.210781
2019,888,17968.6588086
2019,889,17354.6933349
2019,890,17158.0450298
2019,891,17184.3075071
2019,892,17454.618858
2019,893,18074.0289916
2019,894,20176.9488144
2019,895,22201.7217538
2019,896,21122.6504923
2019,897,21280.7612491
2019,898,20859.2984379
2019,899,20684.3243973
2019,900,20324.4524903
2019,901,19903.416378
2019,902,20324.0608304
2019,903,20970.4574626
2019,904,21748.1220373
2019,905,23023.0054502
2019,906,23601.9601737
2019,907,22908.8869942
2019,908,21673.5897422
2019,909,20847.9230802
2019,910,20370.0741043
2019,911,18887.8455116
2019,912,17775.8537929
2019,913,17111.2850094
2019,914,16798.0569274
2019,915,16848.9805113
2019,916,17158.6855781
2019,917,17908.4472755
2019,918,20025.4591592
2019,919,21979.1312456
2019,920,21413.741133
2019,921,21479.1152694
2019,922,21287.9408821
2019,923,21351.335367
2019,924,21144.5966768
2019,925,21147.4927355
2019,926,21530.5089991
2019,927,21732.1867978
2019,928,21707.6417808
2019,929,22788.6699917
2019,930,23641.9944377
2019,931,23121.869279
2019,932,22024.2898954
2019,933,21211.754472
2019,934,20769.1356485
2019,935,19295.8747309
2019,936,18308.1493679
2019,937,17571.5189091
2019,938,17257.970553
2019,939,17400.492533
2019,940,17732.2965136
2019,941,18291.495114
2019,942,20337.7264189
2019,943,22126.4573373
2019,944,20995.7509801
2019,945,20720.4172647
2019,946,20126.8049411
2019,947,19966.6696472
2019,948,19591.4906597
2019,949,18419.6982379
2019,950,18769.7536548
2019,951,19443.8138581
2019,952,20461.5356907
2019,953,22160.99485
2019,954,23010.734162
2019,955,22298.4445357
2019,956,20906.5332427
2019,957,20122.1819412
2019,958,19958.8421438
2019,959,18724.1854401
2019,960,17621.1613965
2019,961,16959.154806
2019,962,16566.498744
2019,963,16396.4331903
2019,964,16376.2559212
2019,965,16200.4254334
2019,966,16297.1482154
2019,967,17339.9607258
2019,968,16683.2119841
2019,969,17358.22712
2019,970,17162.8454792
2019,971,16956.9489989
2019,972,16599.9700439
2019,973,15856.6164757
2019,974,16192.0149933
2019,975,16833.7461932
2019,976,17941.3689548
2019,977,19955.0853792
2019,978,20624.6920237
2019,979,19865.322103
2019,980,18518.2491857
2019,981,17912.9311131
2019,982,18105.4158547
2019,983,17006.8756487
2019,984,15906.093524
2019,985,15141.2789433
2019,986,14642.6121501
2019,987,14485.3575609
2019,988,14458.1342613
2019,989,14054.5888796
2019,990,13389.0592738
2019,991,13833.920016
2019,992,13772.7456814
2019,993,14814.8460166
2019,994,15268.371482
2019,995,15960.4726902
2019,996,15819.0788126
2019,997,15503.3020051
2019,998,15214.3040336
2019,999,15446.1710482
2019,1000,15862.4931222
2019,1001,17408.2007429
2019,1002,18850.6937145
2019,1003,18606.0042925
2019,1004,17667.2808688
2019,1005,17343.1634669
2019,1006,17759.5198132
2019,1007,16684.3596174
2019,1008,15534.2552794
2019,1009,14884.7393792
2019,1010,14658.9461299
2019,1011,14825.1683943
2019,1012,15264.2642025
2019,1013,16098.2579915
2019,1014,18069.8654282
2019,1015,20081.1868548
2019,1016,20477.7077075
2019,1017,20714.1742154
2019,1018,20878.2176384
2019,1019,21321.685579
2019,1020,20827.9136158
2019,1021,20570.4890491
2019,1022,20393.5684428
2019,1023,20483.6602263
2019,1024,20552.5785074
2019,1025,21515.6946047
2019,1026,22525.8391556
2019,1027,22057.278129
2019,1028,20782.5871612
2019,1029,19957.8813215
2019,1030,19542.4857975
2019,1031,17921.5785141
2019,1032,16692.0461961
2019,1033,15960.5401232
2019,1034,15738.5901632
2019,1035,15883.9946103
2019,1036,16370.4909872
2019,1037,17191.3535376
2019,1038,19417.2586195
2019,1039,21636.1176711
2019,1040,21750.3278514
2019,1041,21725.8032475
2019,1042,21707.1154537
2019,1043,21832.8972682
2019,1044,21457.8884923
2019,1045,21316.8182615
2019,1046,21143.7195015
2019,1047,21126.7930629
2019,1048,21249.2497174
2019,1049,22286.9146677
2019,1050,23330.0474522
2019,1051,22737.540344
2019,1052,21469.8954067
2019,1053,20527.0084194
2019,1054,20062.9312304
2019,1055,18514.7261705
2019,1056,17199.0401163
2019,1057,16563.616277
2019,1058,16340.3852206
2019,1059,16470.0962362
2019,1060,16898.3027246
2019,1061,17547.1780766
2019,1062,19493.4838583
2019,1063,21448.7573152
2019,1064,20582.763222
2019,1065,20558.8675625
2019,1066,20003.0510684
2019,1067,19785.5024688
2019,1068,19422.8071708
2019,1069,19976.282953
2019,1070,20510.2742015
2019,1071,21013.691886
2019,1072,21450.5547201
2019,1073,22499.8969525
2019,1074,23344.1395131
2019,1075,22713.8400597
2019,1076,21513.7729601
2019,1077,20337.7264189
2019,1078,19869.8059405
2019,1079,18230.3227586
2019,1080,17052.0342986
2019,1081,16216.1188649
2019,1082,15946.7683363
2019,1083,15998.6527425
2019,1084,16376.2559212
2019,1085,17235.231091
2019,1086,19399.0029951
2019,1087,21483.9874676
2019,1088,21599.3086591
2019,1089,21453.7733353
2019,1090,20998.3799778
2019,1091,20739.1335778
2019,1092,20027.9061632
2019,1093,19231.0995936
2019,1094,19205.5584689
2019,1095,19602.8191425
2019,1096,20266.3500456
2019,1097,21701.4625291
2019,1098,23062.9388423
2019,1099,22631.5296128
2019,1100,21317.4449291
2019,1101,20382.8850688
2019,1102,19910.4807528
2019,1103,18534.2628913
2019,1104,17340.9215481
2019,1105,16670.2675565
2019,1106,16472.9787032
2019,1107,16591.4801248
2019,1108,16829.4437904
2019,1109,17489.5287363
2019,1110,19244.951147
2019,1111,20999.0924613
2019,1112,19254.8845771
2019,1113,18352.7314067
2019,1114,17321.2755634
2019,1115,16764.9327952
2019,1116,16279.9829213
2019,1117,15530.6789919
2019,1118,15842.3662833
2019,1119,16724.4303346
2019,1120,18317.8511322
2019,1121,21073.3868155
2019,1122,22613.9145366
2019,1123,22078.4162204
2019,1124,20521.2434854
2019,1125,19488.3594725
2019,1126,19324.0588528
2019,1127,18184.2032864
2019,1128,16915.9178008
2019,1129,16135.4097886
2019,1130,15768.3756556
2019,1131,15697.2748027
2019,1132,15802.3247116
2019,1133,15685.1043864
2019,1134,15784.7096354
2019,1135,16688.843455
2019,1136,14913.0246986
2019,1137,14483.8632269
2019,1138,13610.7044474
2019,1139,12829.0341763
2019,1140,12021.9183259
2019,1141,11369.558113
2019,1142,11653.2530153
2019,1143,13016.2892775
2019,1144,15215.3279753
2019,1145,18426.2133403
2019,1146,20112.5737178
2019,1147,19575.4740311
2019,1148,18200.216992
2019,1149,17447.5728276
2019,1150,17520.5953252
2019,1151,16494.1167946
2019,1152,15455.7881218
2019,1153,14843.7442928
2019,1154,14533.7189519
2019,1155,14542.0460788
