sit,,Mid
Production per timestep [MWh],,Gas plant
stf,t,
2019,2140,14838.9401811
2019,2141,15056.0860294
2019,2142,15618.2304282
2019,2143,15869.1046138
2019,2144,15435.1045971
2019,2145,14610.626664
2019,2146,13925.7435335
2019,2147,13359.8458195
2019,2148,12775.4251362
2019,2149,11673.6790634
2019,2150,11940.3451201
2019,2151,12561.9799143
2019,2152,13856.6723815
2019,2153,15578.8056714
2019,2154,17235.2181592
2019,2155,17963.8546969
2019,2156,17319.1429084
2019,2157,16997.5876995
2019,2158,15730.5833104
2019,2159,14641.9716019
2019,2160,13775.9504017
2019,2161,13355.7507661
2019,2162,13321.1611619
2019,2163,13488.9847969
2019,2164,13413.4001063
2019,2165,13051.4903592
2019,2166,12900.7976026
2019,2167,12424.1506125
2019,2168,11431.4921557
2019,2169,10165.5116397
2019,2170,9486.52749916
2019,2171,8739.14981603
2019,2172,7816.13648601
2019,2173,7014.84333882
2019,2174,7170.3514348
2019,2175,8248.84620169
2019,2176,10173.6578726
2019,2177,12650.7427897
2019,2178,15237.5447996
2019,2179,17101.0362378
2019,2180,16973.2468669
2019,2181,17021.6082579
2019,2182,15806.488275
2019,2183,14725.8834194
2019,2184,13969.0756915
2019,2185,13717.019965
2019,2186,13890.9288081
2019,2187,14675.9206578
2019,2188,15935.8790165
2019,2189,18087.8007785
2019,2190,19369.0008419
2019,2191,18818.9329418
2019,2192,17197.0484715
2019,2193,15647.3954319
2019,2194,14614.385342
2019,2195,13449.2412159
2019,2196,12895.2592151
2019,2197,12622.731834
2019,2198,12827.6365278
2019,2199,13273.7176118
2019,2200,14835.7923951
2019,2201,16932.7874149
2019,2202,19155.6457936
2019,2203,20444.0574243
2019,2204,19659.7061227
2019,2205,18484.6204039
2019,2206,16794.5339121
2019,2207,15541.621584
2019,2208,14837.0185364
2019,2209,14584.3222617
2019,2210,14805.9519475
2019,2211,15470.2004569
2019,2212,16510.7710485
2019,2213,18530.0993279
2019,2214,19769.5150031
2019,2215,19014.1105317
2019,2216,17596.4346117
2019,2217,16326.6671715
2019,2218,15437.7845478
2019,2219,14305.0596538
2019,2220,14034.2803933
2019,2221,13954.0259831
2019,2222,14841.3085738
2019,2223,15698.6677828
2019,2224,17039.6849232
2019,2225,18749.7166817
2019,2226,20347.8205359
2019,2227,21103.1815478
2019,2228,20159.0134641
2019,2229,19313.8100812
2019,2230,17824.8557321
2019,2231,16632.7954853
2019,2232,15785.0299095
2019,2233,15458.9908629
2019,2234,15549.6284368
2019,2235,15964.3834125
2019,2236,16858.5887346
2019,2237,18614.0111453
2019,2238,20113.7438199
2019,2239,20136.5397976
2019,2240,19180.847907
2019,2241,18236.7973818
2019,2242,17486.3064897
2019,2243,16168.3807325
2019,2244,15153.5417974
2019,2245,14181.023757
2019,2246,14068.8734892
2019,2247,14369.8946308
2019,2248,15359.0180381
2019,2249,17052.8133941
2019,2250,18944.8088421
2019,2251,20463.5941451
2019,2252,19818.5620825
2019,2253,18969.5154102
2019,2254,17431.8793961
2019,2255,16358.3205709
2019,2256,15794.6381329
2019,2257,15563.7204977
2019,2258,15748.8389348
2019,2259,16212.9161238
2019,2260,17082.7806134
2019,2261,18814.8230139
2019,2262,19875.1067465
2019,2263,19022.8493897
2019,2264,17503.3896027
2019,2265,16191.3001945
2019,2266,15268.9726071
2019,2267,14178.9254924
2019,2268,13502.0053727
2019,2269,12858.8428306
2019,2270,13003.0744832
2019,2271,13543.134277
2019,2272,14822.0496931
2019,2273,16692.0506004
2019,2274,18673.1059977
2019,2275,20271.8246676
2019,2276,19587.0038992
2019,2277,18688.9552877
2019,2278,17191.3535376
2019,2279,15834.0318487
2019,2280,14929.8980291
2019,2281,14425.1460277
2019,2282,14328.1029717
2019,2283,14362.3723017
2019,2284,13994.6976205
2019,2285,13218.99372
2019,2286,13268.8401571
2019,2287,12753.755733
2019,2288,11944.3969603
2019,2289,10928.8903832
2019,2290,10312.1288781
2019,2291,9246.29246124
2019,2292,8090.96395027
2019,2293,7494.93754795
2019,2294,7567.85600798
2019,2295,8328.93740176
2019,2296,10025.3680249
2019,2297,12338.8395539
2019,2298,14508.6040235
2019,2299,16184.0914537
2019,2300,16024.2746715
2019,2301,15745.9564678
2019,2302,14566.3869114
2019,2303,13403.4716088
2019,2304,12716.1633634
2019,2305,12450.9763982
2019,2306,12472.4347637
2019,2307,12824.0957393
2019,2308,13105.6166842
2019,2309,13239.8115373
2019,2310,13683.5083711
2019,2311,13341.142412
2019,2312,12589.128109
2019,2313,11456.1896561
2019,2314,10513.2988274
2019,2315,9581.89325285
2019,2316,8984.20767956
2019,2317,8313.1483691
2019,2318,8707.12296087
2019,2319,9712.16806151
2019,2320,11657.2212806
2019,2321,13661.1362282
2019,2322,15299.0134178
2019,2323,16239.2533169
2019,2324,15965.664509
2019,2325,15783.1082648
2019,2326,14744.779592
2019,2327,13651.0434978
2019,2328,12879.5031607
2019,2329,12458.0224287
2019,2330,12470.1928449
2019,2331,12602.4660534
2019,2332,12482.6835353
2019,2333,11929.570143
2019,2334,12127.0801161
2019,2335,12207.4551935
2019,2336,11456.3448921
2019,2337,10197.6788268
2019,2338,9552.1058325
2019,2339,8083.71170613
2019,2340,6679.0193067
2019,2341,5731.53020077
2019,2342,5852.87429902
2019,2343,6542.06826449
2019,2344,8330.25371578
2019,2345,10598.2341487
2019,2346,12861.3423768
2019,2347,14807.1062366
2019,2348,14968.6511967
2019,2349,14954.5591357
2019,2350,14044.9806562
2019,2351,13073.909547
2019,2352,12472.4347637
2019,2353,12198.9206716
2019,2354,12289.2379714
2019,2355,12568.1967234
2019,2356,12700.4699318
2019,2357,12373.1497889
2019,2358,12283.1742498
2019,2359,11552.2639838
2019,2360,10704.1463039
2019,2361,9870.5108834
2019,2362,9381.94556432
2019,2363,8436.21988761
2019,2364,7485.08386072
2019,2365,6997.97463751
2019,2366,7096.31481221
2019,2367,7858.07221329
2019,2368,9637.36582483
2019,2369,11847.4605034
2019,2370,13921.2025233
2019,2371,15661.0838279
2019,2372,15693.1112392
2019,2373,15559.5569343
2019,2374,14447.2449415
2019,2375,13357.9926848
2019,2376,12740.82447
2019,2377,12573.9616574
2019,2378,12645.3827845
2019,2379,13350.6263803
2019,2380,14818.762912
2019,2381,17445.0106347
2019,2382,19219.6079779
2019,2383,18846.6575122
2019,2384,17694.1234518
2019,2385,16583.2166389
2019,2386,15800.5779445
2019,2387,15089.0087501
2019,2388,14829.6017736
2019,2389,14581.9981636
2019,2390,14650.3661267
2019,2391,15071.5239907
2019,2392,16207.8868863
2019,2393,17429.8420226
2019,2394,18869.752554
2019,2395,20155.5074289
2019,2396,19531.2762036
2019,2397,18435.9387388
2019,2398,16791.331171
2019,2399,15561.1583048
2019,2400,14826.4494907
2019,2401,14485.677835
2019,2402,14674.6395614
2019,2403,15287.0036645
2019,2404,16463.0502057
2019,2405,18364.8378858
2019,2406,19762.1939948
2019,2407,18777.9038152
2019,2408,17296.329521
2019,2409,15848.584728
2019,2410,15173.1505647
2019,2411,14121.9818961
2019,2412,13505.6919646
2019,2413,12842.1686504
2019,2414,12887.6758147
2019,2415,13338.3045095
2019,2416,14621.0389978
2019,2417,16473.8819847
2019,2418,18309.3658911
2019,2419,19962.5625831
2019,2420,19586.363351
2019,2421,18447.788881
2019,2422,16703.8963383
2019,2423,15374.1182231
2019,2424,14654.7825664
2019,2425,14304.0824132
2019,2426,14434.7542511
2019,2427,14983.3838059
2019,2428,16187.2941948
2019,2429,18025.9878748
2019,2430,19349.193163
2019,2431,18565.4805988
2019,2432,16978.5827574
2019,2433,15586.8050225
2019,2434,14718.3185343
2019,2435,13658.74416
2019,2436,13023.8287145
2019,2437,12587.9091912
2019,2438,12741.1249158
2019,2439,13202.8447219
2019,2440,14502.7443664
2019,2441,16299.2571524
2019,2442,18223.721292
2019,2443,19933.5422072
2019,2444,19573.5523864
2019,2445,18344.3403426
2019,2446,16582.8327238
2019,2447,15290.2064057
2019,2448,14556.778688
2019,2449,14138.1804229
2019,2450,14230.7396414
2019,2451,14694.8168305
2019,2452,15918.5842144
2019,2453,17929.5853669
2019,2454,19278.8133435
2019,2455,18573.6774492
2019,2456,16997.9699358
2019,2457,15668.4624973
2019,2458,14799.2228745
2019,2459,13631.1239308
2019,2460,12852.2409835
2019,2461,12216.7069699
2019,2462,12278.8080514
2019,2463,12795.4848545
2019,2464,14158.1090346
2019,2465,15977.4288408
2019,2466,17687.8506252
2019,2467,19373.9780838
2019,2468,19045.4203749
2019,2469,17879.6226053
2019,2470,16269.6046417
2019,2471,15127.5071565
2019,2472,14339.9531138
2019,2473,13777.5517722
2019,2474,13608.7673149
2019,2475,13782.3558839
2019,2476,14141.3831641
2019,2477,14543.0069012
2019,2478,15337.1056858
2019,2479,14843.3344658
2019,2480,13662.1102977
2019,2481,12325.0803746
2019,2482,11181.8967632
2019,2483,9864.4978497
2019,2484,8720.3140079
2019,2485,8171.02946333
2019,2486,8339.34576337
2019,2487,9112.75938159
2019,2488,10769.1430486
2019,2489,12950.8225057
2019,2490,14782.1837307
2019,2491,16639.8725593
2019,2492,16621.5858914
2019,2493,15907.3746205
2019,2494,14549.0921093
2019,2495,13406.6743499
2019,2496,12481.4024389
2019,2497,12051.914854
2019,2498,11802.4213203
2019,2499,11798.2577569
2019,2500,12033.0186814
2019,2501,11913.5564374
2019,2502,12101.343659
2019,2503,11337.0582245
2019,2504,10445.5375052
2019,2505,9385.12439462
2019,2506,8841.59514078
2019,2507,7678.62941199
2019,2508,6547.5064603
2019,2509,6063.29578526
2019,2510,6146.02123288
2019,2511,6953.93406758
2019,2512,8832.67682679
2019,2513,11329.7069819
2019,2514,13670.0606791
2019,2515,16091.8885821
2019,2516,16528.0658505
2019,2517,15929.4735342
2019,2518,14614.4280282
2019,2519,13474.5724618
2019,2520,12937.7930492
2019,2521,12665.8803277
2019,2522,12691.1819826
2019,2523,13173.514796
2019,2524,14740.6160286
2019,2525,17726.5315796
2019,2526,19141.2366453
2019,2527,18273.4195376
2019,2528,16542.0520097
2019,2529,15173.8413348
2019,2530,14359.1975378
2019,2531,13390.0631714
2019,2532,12847.4355295
2019,2533,12508.0741898
2019,2534,12625.9247718
2019,2535,13096.7495291
2019,2536,14508.5542166
2019,2537,16252.7600626
2019,2538,18065.2582556
2019,2539,19733.7694873
2019,2540,19437.7561627
2019,2541,17920.2974176
2019,2542,16036.4450878
2019,2543,14811.0763333
2019,2544,14231.7004638
2019,2545,13860.1824933
2019,2546,13912.7074477
2019,2547,14428.0284948
2019,2548,15892.3217372
2019,2549,18283.1679871
2019,2550,19416.6723977
2019,2551,18514.4084963
2019,2552,16689.0745086
2019,2553,15385.4577969
2019,2554,14578.7250264
2019,2555,13616.6951045
2019,2556,13148.4699117
2019,2557,12987.959088
2019,2558,13266.1807913
2019,2559,13836.569648
2019,2560,15068.0158795
2019,2561,16868.1682713
2019,2562,18501.7088956
2019,2563,19768.0472832
2019,2564,19389.7150459
2019,2565,17892.4335698
2019,2566,16168.3980222
2019,2567,15111.813725
2019,2568,14433.1528806
2019,2569,14062.9160065
2019,2570,14252.198007
2019,2571,14664.0705157
2019,2572,15981.0376664
2019,2573,18318.0778654
2019,2574,19547.6376286
2019,2575,18985.1694115
2019,2576,17942.4877194
2019,2577,17431.4297288
2019,2578,17156.7554295
2019,2579,16173.5707668
2019,2580,15603.7410777
2019,2581,14612.2665917
2019,2582,14495.8645487
2019,2583,14676.5388205
2019,2584,15837.655922
2019,2585,17101.7095399
2019,2586,18390.6104494
2019,2587,19734.1092479
2019,2588,19596.9323967
2019,2589,18283.1679871
2019,2590,16532.229414
2019,2591,15422.4796141
2019,2592,14795.3829018
2019,2593,14528.5945661
2019,2594,14736.4524651
2019,2595,15050.0008213
2019,2596,16258.7153219
2019,2597,18480.4568404
2019,2598,19458.7321099
2019,2599,18356.8008378
2019,2600,16535.4098445
2019,2601,15272.4647284
2019,2602,14679.9519505
2019,2603,13755.1425503
2019,2604,13302.7110771
2019,2605,13039.9032592
2019,2606,13322.2740674
2019,2607,13859.9016285
2019,2608,15250.991814
2019,2609,17008.7330335
2019,2610,18731.3787445
2019,2611,20326.3087102
2019,2612,20173.1055251
2019,2613,18944.8543036
2019,2614,17255.4083601
2019,2615,15903.211057
2019,2616,15185.4767709
2019,2617,14748.9431555
2019,2618,14755.989186
2019,2619,15099.3230346
2019,2620,16258.3950478
2019,2621,18457.7173784
2019,2622,19668.2855045
2019,2623,18726.7110059
2019,2624,17076.4774371
2019,2625,15753.4511112
2019,2626,14835.6515858
2019,2627,13593.0704953
2019,2628,12778.085872
2019,2629,12340.8590337
2019,2630,12393.940191
2019,2631,12931.1367681
2019,2632,14249.1979921
2019,2633,15941.8839935
2019,2634,17540.8251296
2019,2635,18828.3444169
2019,2636,18735.0747599
2019,2637,17619.2397519
2019,2638,16130.925951
2019,2639,15014.1301207
2019,2640,14375.5035403
2019,2641,14011.6721485
2019,2642,13950.8200671
2019,2643,14119.9247985
2019,2644,14264.6886974
2019,2645,14414.0662209
2019,2646,14773.8943861
2019,2647,14291.0404241
2019,2648,13371.7475223
2019,2649,12228.8228843
2019,2650,11335.2712035
2019,2651,10032.7476777
2019,2652,8904.45022975
2019,2653,8078.88120669
2019,2654,8217.0764309
2019,2655,8881.64788528
2019,2656,10493.7966105
2019,2657,12571.8537853
2019,2658,14420.4122032
2019,2659,15956.6096451
2019,2660,16243.9827127
2019,2661,15661.7243762
2019,2662,14425.786576
2019,2663,13209.7057707
2019,2664,12433.6815961
2019,2665,12161.1283264
2019,2666,12063.7649962
2019,2667,12181.6258696
2019,2668,12225.503423
2019,2669,11944.9649316
2019,2670,11932.2696852
2019,2671,11369.5596921
2019,2672,10471.4093278
2019,2673,9530.68429672
2019,2674,8938.97671309
2019,2675,7717.31000837
2019,2676,6557.51530246
2019,2677,5917.60967526
2019,2678,5958.56194404
2019,2679,6706.39519224
2019,2680,8552.71452505
2019,2681,10968.4345493
2019,2682,13187.0323229
2019,2683,15400.1959032
2019,2684,16187.6144689
2019,2685,15714.5696047
2019,2686,14398.5632764
2019,2687,13474.5724618
2019,2688,12942.917435
2019,2689,12649.2260738
2019,2690,12841.3905414
2019,2691,13373.0455681
2019,2692,14935.0224149
2019,2693,17590.1597012
2019,2694,18903.1427968
2019,2695,18122.3728952
2019,2696,16464.402517
2019,2697,15212.3651991
2019,2698,14471.661618
2019,2699,13563.6038914
2019,2700,13358.075964
2019,2701,13066.4675044
2019,2702,13182.9990563
2019,2703,13584.9288854
2019,2704,14895.9512047
2019,2705,16462.5988249
2019,2706,18140.2201655
2019,2707,19540.4002306
2019,2708,19366.3350357
2019,2709,17866.8116408
2019,2710,16103.0621032
2019,2711,14833.1752471
2019,2712,14215.366484
2019,2713,13907.2627878
2019,2714,13934.4860874
2019,2715,14359.1695606
2019,2716,15718.09262
2019,2717,18106.376677
2019,2718,19821.6214286
2019,2719,19746.4814005
2019,2720,18987.1450703
2019,2721,18437.7371481
2019,2722,17953.8745515
2019,2723,16969.7604412
2019,2724,16294.76947
2019,2725,14576.0012338
2019,2726,14856.3330037
2019,2727,15223.9249037
2019,2728,16188.5817573
2019,2729,17339.6859642
2019,2730,18292.2967825
2019,2731,19122.6805028
2019,2732,19382.6690154
2019,2733,17990.1171742
2019,2734,16187.6144689
2019,2735,14920.9303539
2019,2736,14311.7689919
2019,2737,13879.0786659
2019,2738,14029.6074988
2019,2739,14450.4476826
2019,2740,15688.6274016
2019,2741,17992.7442606
2019,2742,19228.7045534
2019,2743,18410.0985085
2019,2744,16724.2265859
2019,2745,15465.9922779
2019,2746,14688.4557394
2019,2747,13660.7230354
2019,2748,13155.3541164
2019,2749,12841.4724946
2019,2750,12914.1485812
2019,2751,13311.9233127
2019,2752,14580.4327513
2019,2753,16207.2105993
2019,2754,17802.5204373
2019,2755,19170.976244
2019,2756,19450.5671272
2019,2757,18147.3717634
2019,2758,16368.8896166
2019,2759,15166.9008723
2019,2760,14495.6063325
2019,2761,14156.4360473
2019,2762,14108.7152046
2019,2763,14435.3947993
2019,2764,15573.9692693
2019,2765,17807.56093
2019,2766,19024.4347207
2019,2767,18140.8187377
2019,2768,16442.842585
2019,2769,15187.0431738
2019,2770,14417.575985
2019,2771,13455.3518082
2019,2772,12939.60534
2019,2773,12580.6215741
2019,2774,12684.7330047
2019,2775,13091.9245737
2019,2776,14351.9106752
2019,2777,16006.2348248
2019,2778,17713.915123
2019,2779,19093.0603502
2019,2780,19403.1665586
2019,2781,17978.9075802
2019,2782,16250.0679209
2019,2783,14961.2848921
2019,2784,14283.2645959
2019,2785,13946.6565036
2019,2786,13960.1080164
2019,2787,14366.5358652
2019,2788,15552.5109038
2019,2789,17829.3395697
2019,2790,18852.894603
2019,2791,18123.4550848
2019,2792,16505.2831881
2019,2793,15221.9215204
2019,2794,14292.6514399
2019,2795,13451.3325542
2019,2796,13049.415803
2019,2797,12719.7586236
2019,2798,12711.4467137
2019,2799,13144.7177136
2019,2800,14365.9076206
2019,2801,15856.3043667
2019,2802,17305.7188618
2019,2803,18451.4224458
2019,2804,18730.9111964
2019,2805,17510.6668277
2019,2806,15977.8349252
2019,2807,14852.0714197
2019,2808,14103.2705447
2019,2809,13689.4763913
2019,2810,13385.8565326
2019,2811,13449.591081
2019,2812,13736.5566858
2019,2813,14228.8179968
2019,2814,14745.2709073
2019,2815,14317.5094376
2019,2816,13337.3544114
2019,2817,12077.7519148
2019,2818,11051.3550593
2019,2819,9833.9052397
2019,2820,8853.52562002
2019,2821,8383.33736687
2019,2822,8743.81994845
2019,2823,9558.44368785
2019,2824,11015.9364039
2019,2825,12894.3009501
2019,2826,14623.4453838
2019,2827,15859.83805
2019,2828,16398.0345608
2019,2829,15712.9682342
2019,2830,14450.4476826
2019,2831,13343.5803498
2019,2832,12668.1222465
2019,2833,12234.4710981
2019,2834,12045.8296459
2019,2835,11948.4663157
2019,2836,11930.2106912
2019,2837,11948.1460415
2019,2838,12067.5128155
2019,2839,11331.9217597
2019,2840,10366.0172916
2019,2841,9261.84764946
2019,2842,8718.88656202
2019,2843,7642.00256583
2019,2844,6581.51057249
2019,2845,5993.47256022
2019,2846,6275.09701469
2019,2847,7079.28389129
2019,2848,8764.55347897
2019,2849,11084.6179805
2019,2850,13068.7559627
2019,2851,14713.9066551
2019,2852,15746.597016
2019,2853,15284.1211975
2019,2854,14054.5888796
2019,2855,12977.1867651
2019,2856,12503.5013526
2019,2857,12298.8461947
2019,2858,12354.2536162
2019,2859,12770.6099625
2019,2860,13611.3295078
2019,2861,15188.0201704
2019,2862,16068.7962029
2019,2863,15629.4097007
2019,2864,14253.6013677
2019,2865,12895.4594467
2019,2866,12182.9841644
2019,2867,11293.9548883
2019,2868,10672.3410194
2019,2869,10146.2990345
2019,2870,10286.132901
2019,2871,10862.5434117
2019,2872,12125.0509027
2019,2873,13840.4550024
2019,2874,15319.6761011
2019,2875,16258.2195814
2019,2876,16818.2341965
2019,2877,15895.5244783
2019,2878,14477.3507081
2019,2879,13198.4961768
2019,2880,12514.7109466
2019,2881,12126.2184481
2019,2882,11975.6896152
2019,2883,11978.2518081
2019,2884,11742.2097872
2019,2885,11332.9504434
2019,2886,11057.8736794
2019,2887,10241.2010241
2019,2888,9199.48858479
2019,2889,8038.3583635
2019,2890,7347.34095786
2019,2891,6282.43555075
2019,2892,5302.66095777
2019,2893,4734.49649483
2019,2894,4923.72676983
2019,2895,5795.94800987
2019,2896,7633.07752192
2019,2897,9976.50997299
2019,2898,12074.6776957
2019,2899,13775.0047568
2019,2900,14999.0772374
2019,2901,14443.081378
2019,2902,13189.8487758
2019,2903,12150.5592807
2019,2904,11675.5927718
2019,2905,11529.2275024
2019,2906,11616.9826092
2019,2907,12251.7659002
2019,2908,13769.8651935
2019,2909,16739.1584486
2019,2910,18024.1338751
2019,2911,17291.6110597
2019,2912,15737.5115331
2019,2913,14541.7510312
2019,2914,13783.929261
2019,2915,12987.8431892
2019,2916,12527.7090718
2019,2917,12138.6233859
2019,2918,12397.0743828
2019,2919,12855.035469
2019,2920,14210.1662852
2019,2921,15869.8845633
2019,2922,17433.7858426
2019,2923,18352.1031776
2019,2924,19017.8768012
2019,2925,17551.9821882
2019,2926,15824.4236253
2019,2927,14652.8609217
2019,2928,14057.1510725
2019,2929,13774.3490311
2019,2930,13866.9082496
2019,2931,14324.2596823
2019,2932,15382.7656242
2019,2933,17711.9071263
2019,2934,18871.3787425
2019,2935,18149.1132604
2019,2936,16540.3172572
2019,2937,15404.8609947
2019,2938,14738.200646
2019,2939,13836.1810029
2019,2940,13608.5874606
2019,2941,13579.5302882
2019,2942,13726.1206395
2019,2943,14152.8252011
2019,2944,15153.2267042
2019,2945,16595.2566661
2019,2946,17940.9075178
2019,2947,18728.7041799
2019,2948,19208.4398982
2019,2949,17926.0623517
2019,2950,16070.7144179
2019,2951,14787.0557749
2019,2952,14175.0119459
2019,2953,13760.5772443
2019,2954,13833.920016
2019,2955,14308.8865249
2019,2956,15360.0261622
2019,2957,17810.3047333
2019,2958,18924.7029793
2019,2959,18241.0301024
2019,2960,16729.5776748
2019,2961,15517.0453196
2019,2962,14803.4118859
2019,2963,14040.8858564
2019,2964,13536.5291289
2019,2965,13053.2374476
2019,2966,13391.1440319
2019,2967,14198.0790976
2019,2968,15284.0779807
2019,2969,16662.7036795
2019,2970,17751.013113
2019,2971,18267.3007777
2019,2972,18654.3656835
2019,2973,17601.3044016
2019,2974,16088.6497682
2019,2975,14699.9412163
2019,2976,14045.9414785
2019,2977,13509.4823401
2019,2978,13384.5754362
2019,2979,13487.3834263
2019,2980,13503.717406
2019,2981,13892.1099783
2019,2982,14733.6588514
2019,2983,15032.783403
2019,2984,14762.0861028
2019,2985,14194.6167628
2019,2986,13507.3287383
2019,2987,12498.5167405
2019,2988,11530.9131009
2019,2989,10562.5189279
2019,2990,10957.6287798
2019,2991,11799.5451747
2019,2992,13039.0767244
2019,2993,14282.7211345
2019,2994,15124.3747237
2019,2995,15424.9072873
2019,2996,15923.068052
2019,2997,15427.6039999
2019,2998,14126.970829
2019,2999,12980.7097803
2019,3000,12213.0127326
2019,3001,11860.0706606
2019,3002,11699.2930561
2019,3003,11722.6730663
2019,3004,11681.0374317
2019,3005,11484.7232748
2019,3006,11513.2471206
2019,3007,11443.8787401
2019,3008,11121.9773594
2019,3009,10703.5654732
2019,3010,10460.2120531
2019,3011,9294.02521549
2019,3012,8059.19470187
2019,3013,7241.91064589
2019,3014,7327.24353524
2019,3015,7867.2556965
2019,3016,9342.4402372
2019,3017,11545.7990675
2019,3018,13335.9474564
2019,3019,14680.3353247
2019,3020,15841.7184274
2019,3021,15554.1122744
2019,3022,14370.0588804
2019,3023,13246.8575678
2019,3024,12703.672673
2019,3025,12452.2574946
2019,3026,12620.7216778
2019,3027,13177.0378113
2019,3028,14536.6014189
2019,3029,17476.3706478
2019,3030,19022.627856
2019,3031,18951.3159471
2019,3032,18199.2216682
2019,3033,18084.6875794
2019,3034,18435.7783687
2019,3035,18119.1673215
2019,3036,17887.979044
2019,3037,17514.6724787
2019,3038,17928.2201961
2019,3039,17894.8308903
2019,3040,18377.8964565
2019,3041,19196.0052931
2019,3042,19659.8742011
2019,3043,19549.0969002
2019,3044,19417.2586195
2019,3045,18042.0015804
2019,3046,16266.0816265
2019,3047,15151.2074408
2019,3048,14451.408505
2019,3049,14160.2793367
2019,3050,14209.2812759
2019,3051,14668.2340791
2019,3052,15677.7380818
2019,3053,17920.3190488
2019,3054,19583.6507153
2019,3055,20046.1224298
2019,3056,19654.2445966
2019,3057,19488.8747562
2019,3058,19274.4652961
2019,3059,18581.4402467
2019,3060,18079.3147608
2019,3061,17472.6926488
2019,3062,17474.5054465
2019,3063,17592.7442404
2019,3064,18419.0074715
2019,3065,19299.0864802
2019,3066,19582.2090062
2019,3067,19409.7677771
2019,3068,19305.1626802
2019,3069,18107.3374993
2019,3070,16637.599597
2019,3071,15460.2719594
2019,3072,14930.8588514
2019,3073,14684.888333
2019,3074,14752.7864449
2019,3075,15179.7118368
2019,3076,16050.5371488
2019,3077,18358.2732282
2019,3078,20128.3121435
2019,3079,20674.0205209
2019,3080,20469.7341608
2019,3081,20388.4600987
2019,3082,20391.7196414
2019,3083,19783.6602699
2019,3084,19227.2467785
2019,3085,18339.4896774
2019,3086,18090.5213486
2019,3087,18035.8407198
2019,3088,18485.7589578
2019,3089,18978.7595817
2019,3090,19290.1618672
2019,3091,19155.9370936
2019,3092,19064.2199954
2019,3093,17837.6666966
2019,3094,16183.1306313
2019,3095,15005.8029937
2019,3096,14292.8728193
2019,3097,13923.5967675
2019,3098,14085.3351944
2019,3099,14544.9285458
2019,3100,15638.0240918
2019,3101,18035.3268116
2019,3102,19539.1391067
2019,3103,19664.3704863
2019,3104,18733.8676491
2019,3105,18294.8424982
2019,3106,18149.6915184
2019,3107,17305.7059093
2019,3108,16719.4870274
2019,3109,16639.0555949
2019,3110,16347.9851408
2019,3111,16241.0818109
2019,3112,16855.796405
2019,3113,17677.6814011
2019,3114,18490.1077482
2019,3115,18720.698321
2019,3116,19144.7053498
2019,3117,18006.1308798
2019,3118,16185.3725501
2019,3119,14963.2065368
2019,3120,14284.8659665
2019,3121,13916.5507371
2019,3122,14026.0844836
2019,3123,14426.1068501
2019,3124,15576.5314622
2019,3125,18081.9339317
2019,3126,19381.8739686
2019,3127,19143.7704158
2019,3128,18277.1327648
2019,3129,17992.021839
2019,3130,17834.09559
2019,3131,17175.8532184
2019,3132,16906.6847896
2019,3133,16940.5576036
2019,3134,16759.6049548
2019,3135,17188.5234806
2019,3136,18014.0943843
2019,3137,18581.5797572
2019,3138,19018.1855732
2019,3139,18699.8798574
2019,3140,18844.4154022
2019,3141,18060.897753
2019,3142,16479.3841854
2019,3143,15106.048791
2019,3144,14279.7415807
2019,3145,13769.5449194
2019,3146,13726.6281883
2019,3147,13871.7123613
2019,3148,13949.5389707
2019,3149,14442.230288
2019,3150,15102.5235808
2019,3151,15645.137214
2019,3152,15690.5793176
2019,3153,15564.3145143
2019,3154,15292.4783484
2019,3155,14003.7699825
2019,3156,12687.7331897
2019,3157,10974.7445519
2019,3158,10896.8646386
2019,3159,11125.5176084
2019,3160,12232.9142189
2019,3161,13812.2733485
2019,3162,14883.3958677
2019,3163,15583.3955937
2019,3164,16229.8906518
2019,3165,15869.5822752
2019,3166,14665.3516121
2019,3167,13496.0308273
2019,3168,12634.4934647
2019,3169,12198.9206716
2019,3170,12119.1724176
2019,3171,12236.3927428
2019,3172,12044.2282753
2019,3173,11902.6626395
2019,3174,11729.1547552
2019,3175,11495.7810238
2019,3176,10968.7869254
2019,3177,10376.1857619
2019,3178,10257.8044081
2019,3179,9641.2077779
2019,3180,9135.46105872
2019,3181,8370.1396246
2019,3182,8486.36389385
2019,3183,8954.84519571
2019,3184,10273.6883554
2019,3185,12223.9562345
2019,3186,13844.5694415
2019,3187,15074.451067
2019,3188,16188.5752913
2019,3189,16081.2834636
2019,3190,14910.3613082
2019,3191,13882.9219553
2019,3192,13222.8370094
2019,3193,13003.7695164
2019,3194,13097.2895573
2019,3195,13472.0102689
2019,3196,14750.5445261
2019,3197,17557.8655574
2019,3198,19001.0893799
2019,3199,18708.189943
2019,3200,17565.879177
2019,3201,17027.9534449
2019,3202,17251.3904686
2019,3203,17130.6648971
2019,3204,17104.2954487
2019,3205,16360.1118372
2019,3206,17022.6515059
2019,3207,17484.754745
2019,3208,18283.9660858
2019,3209,19054.34596
2019,3210,19486.3767605
2019,3211,19324.3839498
2019,3212,19120.8822154
2019,3213,17826.1368286
2019,3214,16147.900479
2019,3215,14892.4259579
2019,3216,14259.2440375
2019,3217,13985.7299454
2019,3218,14039.8562704
2019,3219,14531.7973072
2019,3220,15572.6881729
