Production per timestep in MWh, Photovoltaics_Mid,converter_Pump_storage_Mid,Gas_plant_Mid,Photovoltaics_South,converter_Pump_storage_South,Gas_plant_South,Photovoltaics_North,converter_Pump_storage_North,Gas_plant_North,Pump_storage_Mid,Pump_storage_South,Pump_storage_North
2019-04-26 09:00:00,17045.09,0.00,45561.13,2508.38,0.00,3083.31,875.80,0.00,11491.54,0.00,0.00,0.00
2019-04-26 10:00:00,20532.42,0.00,43252.73,3150.09,0.00,2755.87,1054.11,0.00,11314.73,0.00,0.00,0.00
2019-04-26 11:00:00,22573.57,0.00,40366.06,3467.07,0.00,2535.67,1198.93,0.00,11031.12,0.00,0.00,0.00
2019-04-26 12:00:00,23476.10,0.00,38818.82,3597.76,0.00,2410.51,1279.71,0.00,10852.81,0.00,0.00,0.00
2019-04-26 13:00:00,23634.51,0.00,37741.86,3607.63,0.00,2017.23,1351.63,0.00,10665.36,0.00,0.00,0.00
2019-04-26 14:00:00,22357.51,0.00,38054.20,3497.47,0.00,2273.01,1260.01,0.00,10745.73,0.00,0.00,0.00
2019-04-26 15:00:00,19889.74,0.00,39275.77,3380.62,0.00,2471.89,1136.86,0.00,10550.78,0.00,0.00,0.00
2019-04-26 16:00:00,16101.14,0.00,43055.73,3092.51,0.00,2681.66,929.00,0.00,10631.11,0.00,0.00,0.00
2019-04-26 17:00:00,11135.28,0.00,48018.70,2468.11,0.00,3243.39,662.02,0.00,10662.52,0.00,0.00,0.00
2019-04-26 18:00:00,5677.88,0.00,53141.75,1311.13,0.00,4174.57,372.39,0.00,10813.36,0.00,0.00,0.00
2019-04-26 19:00:00,1030.24,0.00,57279.18,274.09,0.00,5242.02,154.67,0.00,11131.61,0.00,0.00,0.00
2019-04-26 20:00:00,0.00,0.00,58209.50,6.76,0.00,5570.18,4.93,0.00,11528.92,0.00,0.00,0.00
2019-04-26 21:00:00,0.00,0.00,53936.72,0.00,0.00,6053.43,0.00,0.00,10877.41,0.00,0.00,0.00
2019-04-26 22:00:00,0.00,0.00,48750.20,0.00,0.00,5819.33,0.00,0.00,10173.70,0.00,0.00,0.00
2019-04-26 23:00:00,0.00,0.00,44883.85,0.00,0.00,5350.21,0.00,0.00,9644.05,0.00,0.00,0.00
2019-04-27 00:00:00,0.00,0.00,42849.79,0.00,0.00,4744.68,0.00,0.00,9474.50,0.00,0.00,0.00
2019-04-27 01:00:00,0.00,0.00,41839.97,0.00,0.00,4374.18,0.00,0.00,9331.96,0.00,0.00,0.00
2019-04-27 02:00:00,0.00,0.00,41880.32,0.00,0.00,4123.49,0.00,0.00,9390.47,0.00,0.00,0.00
2019-04-27 03:00:00,0.00,0.00,43099.61,0.00,0.00,3986.16,1.97,0.00,9462.03,0.00,0.00,0.00
2019-04-27 04:00:00,0.00,0.00,46657.53,0.00,0.00,3870.95,18.72,0.00,9713.11,0.00,0.00,0.00
2019-04-27 05:00:00,0.00,0.00,53488.02,0.00,0.00,3882.01,59.11,0.00,10864.06,0.00,0.00,0.00
2019-04-27 06:00:00,2488.65,0.00,56558.68,11.12,0.00,4010.98,228.56,0.00,11904.72,0.00,0.00,0.00
2019-04-27 07:00:00,7207.78,0.00,54370.36,324.31,0.00,3799.18,486.66,0.00,12004.46,0.00,0.00,0.00
2019-04-27 08:00:00,12223.71,0.00,49515.85,1356.11,0.00,3446.64,797.97,0.00,11685.65,0.00,0.00,0.00
2019-04-27 09:00:00,16761.75,0.00,45665.76,2649.61,0.00,2991.84,1114.20,0.00,11265.14,0.00,0.00,0.00
2019-04-27 10:00:00,20121.24,0.00,42877.95,3354.16,0.00,2645.81,1350.64,0.00,10925.92,0.00,0.00,0.00
2019-04-27 11:00:00,21942.84,0.00,40354.00,3700.43,0.00,2359.45,1515.16,0.00,10618.86,0.00,0.00,0.00
2019-04-27 12:00:00,21852.44,0.00,39148.25,3884.56,0.00,2207.58,1590.03,0.00,10291.16,0.00,0.00,0.00
2019-04-27 13:00:00,21943.04,0.00,38159.28,3970.48,0.00,1689.40,1602.84,0.00,9931.01,0.00,0.00,0.00
2019-04-27 14:00:00,20971.61,0.00,38134.34,3935.01,0.00,1907.36,1465.90,0.00,9846.63,0.00,0.00,0.00
2019-04-27 15:00:00,18868.55,0.00,39434.15,3810.37,0.00,2167.49,1241.29,0.00,9731.39,0.00,0.00,0.00
2019-04-27 16:00:00,15416.36,0.00,43097.72,3510.26,0.00,2350.55,966.43,0.00,9913.98,0.00,0.00,0.00
2019-04-27 17:00:00,10707.84,0.00,47568.91,2782.43,0.00,2999.11,653.15,0.00,10055.45,0.00,0.00,0.00
2019-04-27 18:00:00,5368.99,0.00,51917.16,1401.71,0.00,4180.75,350.71,0.00,10127.58,0.00,0.00,0.00
2019-04-27 19:00:00,1037.36,0.00,55354.27,277.90,0.00,5207.79,138.91,0.00,10278.62,0.00,0.00,0.00
2019-04-27 20:00:00,0.00,0.00,56192.73,7.07,0.00,5556.96,1.97,0.00,10705.14,0.00,0.00,0.00
2019-04-27 21:00:00,0.00,0.00,52532.00,0.00,0.00,5995.37,0.00,0.00,10310.24,0.00,0.00,0.00
2019-04-27 22:00:00,0.00,0.00,47933.50,0.00,0.00,5771.40,0.00,0.00,9703.32,0.00,0.00,0.00
2019-04-27 23:00:00,0.00,0.00,44556.21,0.00,0.00,5332.70,0.00,0.00,9341.71,0.00,0.00,0.00
2019-04-28 00:00:00,0.00,0.00,42309.81,0.00,0.00,4753.90,0.00,0.00,9150.40,0.00,0.00,0.00
2019-04-28 01:00:00,0.00,0.00,41068.43,0.00,0.00,4327.17,0.00,0.00,9105.39,0.00,0.00,0.00
2019-04-28 02:00:00,0.00,0.00,40157.57,0.00,0.00,4010.12,0.00,0.00,9061.13,0.00,0.00,0.00
2019-04-28 03:00:00,0.00,0.00,40348.77,0.00,0.00,3900.45,0.98,0.00,9042.89,0.00,0.00,0.00
2019-04-28 04:00:00,0.00,0.00,41209.67,0.00,0.00,3829.48,18.72,0.00,8860.86,0.00,0.00,0.00
2019-04-28 05:00:00,0.00,0.00,42686.45,0.00,0.00,3800.91,67.97,0.00,9038.92,0.00,0.00,0.00
2019-04-28 06:00:00,2287.20,0.00,44235.81,7.97,0.00,3766.20,248.26,0.00,9295.26,0.00,0.00,0.00
2019-04-28 07:00:00,7192.79,0.00,42952.53,247.68,0.00,3358.76,557.59,0.00,9571.09,0.00,0.00,0.00
2019-04-28 08:00:00,12281.65,0.00,40012.06,1129.54,0.00,2747.86,852.15,0.00,9678.65,0.00,0.00,0.00
2019-04-28 09:00:00,16841.61,0.00,36233.26,2393.99,0.00,2023.50,1105.34,0.00,9581.51,0.00,0.00,0.00
2019-04-28 10:00:00,20359.90,0.00,33154.07,3181.20,0.00,1641.82,1284.63,0.00,9288.18,0.00,0.00,0.00
2019-04-28 11:00:00,22500.87,0.00,29501.72,3608.90,0.00,1345.92,1436.35,0.00,9012.68,0.00,0.00,0.00
2019-04-28 12:00:00,23313.79,0.00,26560.58,3862.16,0.00,1204.18,1556.54,0.00,8833.23,0.00,0.00,0.00
2019-04-28 13:00:00,23107.29,0.00,25150.01,3965.28,0.00,960.97,1557.52,0.00,8655.94,0.00,0.00,0.00
2019-04-28 14:00:00,21416.68,0.00,26231.46,3937.97,0.00,837.13,1512.20,0.00,8662.25,0.00,0.00,0.00
2019-04-28 15:00:00,18791.21,0.00,28675.33,3864.14,0.00,860.27,1334.88,0.00,8820.82,0.00,0.00,0.00
2019-04-28 16:00:00,15452.58,0.00,33047.81,3638.01,0.00,912.20,1105.34,0.00,9155.39,0.00,0.00,0.00
2019-04-28 17:00:00,10733.15,0.00,38682.90,3069.11,0.00,1429.49,783.19,0.00,9466.28,0.00,0.00,0.00
2019-04-28 18:00:00,5440.03,0.00,43870.34,1729.07,0.00,2756.62,443.32,0.00,9689.12,0.00,0.00,0.00
2019-04-28 19:00:00,1030.41,0.00,47579.51,365.69,0.00,4165.17,172.40,0.00,10042.56,0.00,0.00,0.00
2019-04-28 20:00:00,0.00,0.00,49194.10,8.46,0.00,4733.45,9.85,0.00,10555.46,0.00,0.00,0.00
2019-04-28 21:00:00,0.00,0.00,47138.90,0.00,0.00,5412.88,0.00,0.00,10371.76,0.00,0.00,0.00
2019-04-28 22:00:00,0.00,0.00,43351.34,0.00,0.00,5267.26,0.00,0.00,10005.65,0.00,0.00,0.00
2019-04-28 23:00:00,0.00,0.00,40030.74,0.00,0.00,4940.07,0.00,0.00,9733.32,0.00,0.00,0.00
2019-04-29 00:00:00,0.00,0.00,38004.37,0.00,0.00,4534.54,0.00,0.00,9561.52,0.00,0.00,0.00
2019-04-29 01:00:00,0.00,0.00,36703.41,0.00,0.00,4070.95,0.00,0.00,9532.27,0.00,0.00,0.00
2019-04-29 02:00:00,0.00,0.00,36137.49,0.00,0.00,3799.06,0.00,0.00,9570.53,0.00,0.00,0.00
2019-04-29 03:00:00,0.00,0.00,35845.40,0.00,0.00,3600.91,1.97,0.00,9600.82,0.00,0.00,0.00
2019-04-29 04:00:00,0.00,0.00,35790.63,0.00,0.00,3546.53,17.73,0.00,9438.76,0.00,0.00,0.00
2019-04-29 05:00:00,0.00,0.00,35844.44,0.00,0.00,3520.72,75.86,0.00,9495.42,0.00,0.00,0.00
2019-04-29 06:00:00,2182.31,0.00,36202.54,19.13,0.00,3496.06,269.93,0.00,9496.40,0.00,0.00,0.00
2019-04-29 07:00:00,7324.40,0.00,33995.76,462.41,0.00,2838.04,567.45,0.00,9483.22,0.00,0.00,0.00
2019-04-29 08:00:00,12491.57,0.00,31098.05,1713.73,0.00,1682.57,871.86,0.00,9601.93,0.00,0.00,0.00
2019-04-29 09:00:00,17169.41,0.00,27785.54,3045.98,0.00,661.84,1162.48,0.00,9526.62,0.00,0.00,0.00
2019-04-29 10:00:00,20630.58,0.00,26156.66,3746.03,0.00,394.96,1384.14,0.00,9376.99,0.00,0.00,0.00
2019-04-29 11:00:00,22706.33,0.00,22926.01,4057.91,0.00,322.72,1495.46,0.00,9189.89,0.00,0.00,0.00
2019-04-29 12:00:00,23442.51,0.00,19744.53,4197.72,0.00,335.90,1527.97,0.00,9002.84,0.00,0.00,0.00
2019-04-29 13:00:00,23558.81,0.00,17980.42,4247.09,0.00,265.34,1513.19,0.00,8891.58,0.00,0.00,0.00
2019-04-29 14:00:00,21829.99,0.00,18825.29,4232.37,0.00,3.56,1401.87,0.00,8896.37,0.00,0.00,0.00
2019-04-29 15:00:00,19472.19,0.00,21237.85,4111.75,0.00,69.80,1208.78,0.00,9111.22,0.00,0.00,0.00
2019-04-29 16:00:00,15823.99,0.00,26293.66,3829.28,0.00,222.32,952.64,0.00,9493.39,0.00,0.00,0.00
2019-04-29 17:00:00,10983.37,0.00,33253.85,3216.95,0.00,743.41,652.17,0.00,9889.14,0.00,0.00,0.00
2019-04-29 18:00:00,5721.78,0.00,39206.27,1810.58,0.00,2147.93,369.43,0.00,10203.39,0.00,0.00,0.00
2019-04-29 19:00:00,1473.32,0.00,44141.72,378.68,0.00,3807.48,154.67,0.00,10499.17,0.00,0.00,0.00
2019-04-29 20:00:00,0.00,0.00,47239.79,8.86,0.00,4371.77,20.69,0.00,10879.97,0.00,0.00,0.00
2019-04-29 21:00:00,0.00,0.00,45852.36,0.00,0.00,5045.14,0.00,0.00,10559.31,0.00,0.00,0.00
2019-04-29 22:00:00,0.00,0.00,42163.77,0.00,0.00,4932.70,0.00,0.00,10071.67,0.00,0.00,0.00
2019-04-29 23:00:00,0.00,0.00,38931.56,0.00,0.00,4784.31,0.00,0.00,9693.56,0.00,0.00,0.00
2019-04-30 00:00:00,0.00,0.00,37510.50,0.00,0.00,4277.40,0.00,0.00,9632.80,0.00,0.00,0.00
2019-04-30 01:00:00,0.00,0.00,36896.54,0.00,0.00,3908.74,0.00,0.00,9595.28,0.00,0.00,0.00
2019-04-30 02:00:00,0.00,0.00,37062.76,0.00,0.00,3658.05,0.98,0.00,9655.07,0.00,0.00,0.00
2019-04-30 03:00:00,0.00,0.00,38311.83,0.00,0.00,3542.84,3.94,0.00,9739.14,0.00,0.00,0.00
2019-04-30 04:00:00,0.00,0.00,40833.99,0.00,0.00,3539.16,25.61,0.00,9800.74,0.00,0.00,0.00
2019-04-30 05:00:00,32.72,0.00,45564.06,0.00,0.00,3552.98,97.53,0.00,10473.79,0.00,0.00,0.00
2019-04-30 06:00:00,2746.02,0.00,48206.39,21.47,0.00,3595.10,286.68,0.00,11171.40,0.00,0.00,0.00
2019-04-30 07:00:00,7569.26,0.00,46888.23,469.41,0.00,3202.47,616.70,0.00,11341.02,0.00,0.00,0.00
2019-04-30 08:00:00,12712.27,0.00,42760.80,1670.50,0.00,2688.01,930.97,0.00,11194.80,0.00,0.00,0.00
2019-04-30 09:00:00,17401.63,0.00,38686.38,2987.46,0.00,2194.08,1209.76,0.00,11048.79,0.00,0.00,0.00
2019-04-30 10:00:00,20918.79,0.00,36548.95,3695.81,0.00,1843.34,1431.42,0.00,10716.10,0.00,0.00,0.00
2019-04-30 11:00:00,22968.07,0.00,33881.86,4012.62,0.00,1665.70,1562.45,0.00,10430.53,0.00,0.00,0.00
2019-04-30 12:00:00,23800.99,0.00,32017.02,4136.32,0.00,1578.86,1614.66,0.00,10187.76,0.00,0.00,0.00
2019-04-30 13:00:00,24099.30,0.00,30438.90,4173.30,0.00,1190.73,1591.02,0.00,9940.58,0.00,0.00,0.00
2019-04-30 14:00:00,22681.50,0.00,30858.40,4147.81,0.00,1294.56,1459.01,0.00,9983.31,0.00,0.00,0.00
2019-04-30 15:00:00,20151.91,0.00,32587.63,4031.53,0.00,1456.93,1292.52,0.00,10111.54,0.00,0.00,0.00
2019-04-30 16:00:00,16557.51,0.00,36375.15,3767.29,0.00,1626.24,1034.41,0.00,10390.66,0.00,0.00,0.00
2019-04-30 17:00:00,11517.95,0.00,41521.37,3180.66,0.00,2110.56,718.17,0.00,10445.82,0.00,0.00,0.00
2019-04-30 18:00:00,6091.60,0.00,45959.03,1753.33,0.00,3438.35,409.82,0.00,10449.58,0.00,0.00,0.00
2019-04-30 19:00:00,1730.97,0.00,48774.66,368.49,0.00,4766.98,166.49,0.00,10593.13,0.00,0.00,0.00
2019-04-30 20:00:00,0.00,0.00,50454.70,9.40,0.00,5273.53,8.87,0.00,10961.57,0.00,0.00,0.00
2019-04-30 21:00:00,0.00,0.00,47686.57,0.00,0.00,5722.56,0.00,0.00,10800.88,0.00,0.00,0.00
2019-04-30 22:00:00,0.00,0.00,43432.05,0.00,0.00,5545.60,0.00,0.00,10355.25,0.00,0.00,0.00
2019-04-30 23:00:00,0.00,0.00,39595.49,0.00,0.00,5106.89,0.00,0.00,9928.38,0.00,0.00,0.00
2019-05-01 00:00:00,0.00,0.00,37544.13,0.00,0.00,4516.11,0.00,0.00,9722.82,0.00,0.00,0.00
2019-05-01 01:00:00,0.00,0.00,36378.65,0.00,0.00,4115.19,0.00,0.00,9608.04,0.00,0.00,0.00
2019-05-01 02:00:00,0.00,0.00,35927.07,0.00,0.00,3812.89,0.00,0.00,9581.78,0.00,0.00,0.00
2019-05-01 03:00:00,0.00,0.00,35934.76,0.00,0.00,3617.50,6.90,0.00,9536.62,0.00,0.00,0.00
2019-05-01 04:00:00,0.00,0.00,35226.63,0.00,0.00,3513.35,30.54,0.00,9321.67,0.00,0.00,0.00
2019-05-01 05:00:00,29.63,0.00,33998.85,0.00,0.00,3494.92,101.47,0.00,9422.54,0.00,0.00,0.00
2019-05-01 06:00:00,2764.98,0.00,33173.62,16.31,0.00,3476.76,280.77,0.00,9502.07,0.00,0.00,0.00
2019-05-01 07:00:00,7860.14,0.00,30723.60,366.33,0.00,2869.60,581.24,0.00,9662.98,0.00,0.00,0.00
2019-05-01 08:00:00,13076.99,0.00,27598.47,1471.38,0.00,1903.72,865.95,0.00,9669.36,0.00,0.00,0.00
2019-05-01 09:00:00,17775.82,0.00,24115.08,2779.61,0.00,947.56,1125.04,0.00,9681.84,0.00,0.00,0.00
2019-05-01 10:00:00,21315.08,0.00,22042.02,3419.81,0.00,659.43,1322.07,0.00,9565.09,0.00,0.00,0.00
2019-05-01 11:00:00,23435.60,0.00,18847.31,3757.10,0.00,585.75,1429.45,0.00,9408.94,0.00,0.00,0.00
2019-05-01 12:00:00,24370.65,0.00,15907.98,3927.68,0.00,593.96,1515.16,0.00,9186.69,0.00,0.00,0.00
2019-05-01 13:00:00,24538.79,0.00,14203.49,3961.37,0.00,522.48,1520.09,0.00,9046.73,0.00,0.00,0.00
2019-05-01 14:00:00,23292.76,0.00,14771.18,3959.19,0.00,326.51,1439.30,0.00,9082.50,0.00,0.00,0.00
2019-05-01 15:00:00,20826.94,0.00,17387.84,3869.96,0.00,365.05,1272.81,0.00,9231.73,0.00,0.00,0.00
2019-05-01 16:00:00,16994.11,0.00,22899.23,3621.90,0.00,564.25,1020.62,0.00,9510.94,0.00,0.00,0.00
2019-05-01 17:00:00,11990.19,0.00,29929.53,3063.70,0.00,1140.89,724.08,0.00,9830.73,0.00,0.00,0.00
2019-05-01 18:00:00,6462.42,0.00,36224.03,1733.47,0.00,2569.73,424.60,0.00,10146.72,0.00,0.00,0.00
2019-05-01 19:00:00,2014.80,0.00,41325.01,371.30,0.00,4194.58,187.18,0.00,10452.41,0.00,0.00,0.00
2019-05-01 20:00:00,0.00,0.00,44997.23,9.87,0.00,4900.71,23.64,0.00,10805.00,0.00,0.00,0.00
2019-05-01 21:00:00,0.00,0.00,43329.24,0.00,0.00,5329.93,0.00,0.00,10440.78,0.00,0.00,0.00
2019-05-01 22:00:00,0.00,0.00,39569.55,0.00,0.00,5167.72,0.00,0.00,10029.66,0.00,0.00,0.00
2019-05-01 23:00:00,0.00,0.00,36451.68,0.00,0.00,4809.20,0.00,0.00,9695.81,0.00,0.00,0.00
2019-05-02 00:00:00,0.00,0.00,35026.78,0.00,0.00,4337.31,0.00,0.00,9571.28,0.00,0.00,0.00
2019-05-02 01:00:00,0.00,0.00,34587.68,0.00,0.00,4025.79,0.00,0.00,9624.54,0.00,0.00,0.00
2019-05-02 02:00:00,0.00,0.00,34850.95,0.00,0.00,3717.96,0.00,0.00,9679.31,0.00,0.00,0.00
2019-05-02 03:00:00,0.00,0.00,36755.30,0.00,0.00,3646.99,5.91,0.00,9742.42,0.00,0.00,0.00
2019-05-02 04:00:00,0.00,0.00,41309.60,0.00,0.00,3606.44,29.55,0.00,9989.60,0.00,0.00,0.00
2019-05-02 05:00:00,30.65,0.00,50217.47,0.00,0.00,3658.05,103.44,0.00,11169.33,0.00,0.00,0.00
2019-05-02 06:00:00,2868.81,0.00,54072.40,24.00,0.00,3763.08,291.60,0.00,12162.76,0.00,0.00,0.00
2019-05-02 07:00:00,7798.00,0.00,51874.83,476.53,0.00,3517.01,613.75,0.00,12146.70,0.00,0.00,0.00
2019-05-02 08:00:00,12879.22,0.00,47212.54,1726.70,0.00,3028.12,939.83,0.00,11748.60,0.00,0.00,0.00
2019-05-02 09:00:00,17458.07,0.00,43625.25,2971.97,0.00,2692.52,1255.08,0.00,11404.84,0.00,0.00,0.00
2019-05-02 10:00:00,20872.99,0.00,41351.79,3617.09,0.00,2379.20,1540.77,0.00,11076.39,0.00,0.00,0.00
2019-05-02 11:00:00,22751.05,0.00,38963.53,3925.67,0.00,2222.69,1738.79,0.00,10816.85,0.00,0.00,0.00
2019-05-02 12:00:00,23441.58,0.00,37583.13,4058.13,0.00,2196.22,1823.51,0.00,10553.58,0.00,0.00,0.00
2019-05-02 13:00:00,23709.51,0.00,36415.87,4115.14,0.00,1706.96,1802.82,0.00,10478.24,0.00,0.00,0.00
2019-05-02 14:00:00,22020.41,0.00,37191.22,4115.82,0.00,1941.30,1695.44,0.00,10557.86,0.00,0.00,0.00
2019-05-02 15:00:00,19390.74,0.00,38565.11,4004.95,0.00,2151.71,1501.37,0.00,10436.84,0.00,0.00,0.00
2019-05-02 16:00:00,15257.12,0.00,42630.50,3736.60,0.00,2326.04,1234.39,0.00,10658.81,0.00,0.00,0.00
2019-05-02 17:00:00,10583.51,0.00,47609.65,3147.62,0.00,2816.41,883.68,0.00,10815.22,0.00,0.00,0.00
2019-05-02 18:00:00,5739.04,0.00,52301.36,1750.07,0.00,4034.24,516.22,0.00,11008.62,0.00,0.00,0.00
2019-05-02 19:00:00,1779.21,0.00,55056.31,372.84,0.00,5290.73,225.60,0.00,11357.01,0.00,0.00,0.00
2019-05-02 20:00:00,0.00,0.00,57053.63,10.10,0.00,5738.27,31.52,0.00,11854.92,0.00,0.00,0.00
2019-05-02 21:00:00,0.00,0.00,52655.95,0.00,0.00,6156.66,0.00,0.00,11344.04,0.00,0.00,0.00
2019-05-02 22:00:00,0.00,0.00,47473.27,0.00,0.00,6036.84,0.00,0.00,10624.58,0.00,0.00,0.00
2019-05-02 23:00:00,0.00,0.00,43958.58,0.00,0.00,5584.31,0.00,0.00,10163.95,0.00,0.00,0.00
2019-05-03 00:00:00,0.00,0.00,42171.45,0.00,0.00,4898.60,0.00,0.00,10040.91,0.00,0.00,0.00
2019-05-03 01:00:00,0.00,0.00,41323.05,0.00,0.00,4433.16,0.00,0.00,9966.64,0.00,0.00,0.00
2019-05-03 02:00:00,0.00,0.00,41600.72,0.00,0.00,4082.93,0.00,0.00,10061.17,0.00,0.00,0.00
2019-05-03 03:00:00,0.00,0.00,42972.78,0.00,0.00,4022.10,3.94,0.00,10106.74,0.00,0.00,0.00
2019-05-03 04:00:00,0.00,0.00,46148.30,0.00,0.00,4042.38,19.70,0.00,10286.79,0.00,0.00,0.00
2019-05-03 05:00:00,28.50,0.00,53135.72,0.00,0.00,3957.59,112.31,0.00,11336.01,0.00,0.00,0.00
2019-05-03 06:00:00,2452.42,0.00,56614.14,19.45,0.00,4083.76,314.26,0.00,12119.84,0.00,0.00,0.00
2019-05-03 07:00:00,7152.90,0.00,54447.34,359.77,0.00,3816.25,649.21,0.00,12006.21,0.00,0.00,0.00
2019-05-03 08:00:00,11952.39,0.00,49620.95,1347.28,0.00,3544.86,1010.76,0.00,11472.86,0.00,0.00,0.00
2019-05-03 09:00:00,16149.51,0.00,46214.58,2483.49,0.00,3326.63,1370.34,0.00,11060.76,0.00,0.00,0.00
2019-05-03 10:00:00,19305.36,0.00,44214.60,3063.21,0.00,3032.62,1645.20,0.00,10672.62,0.00,0.00,0.00
2019-05-03 11:00:00,21079.42,0.00,41508.54,3419.45,0.00,2741.82,1807.75,0.00,10407.29,0.00,0.00,0.00
2019-05-03 12:00:00,21286.60,0.00,40825.76,3637.74,0.00,2601.86,1887.55,0.00,10169.20,0.00,0.00,0.00
2019-05-03 13:00:00,20694.47,0.00,40738.59,3774.66,0.00,2059.42,1835.33,0.00,10085.62,0.00,0.00,0.00
2019-05-03 14:00:00,19204.52,0.00,41178.36,3835.72,0.00,2039.83,1749.63,0.00,10113.57,0.00,0.00,0.00
2019-05-03 15:00:00,16817.54,0.00,42458.48,3761.83,0.00,2228.01,1537.82,0.00,10135.57,0.00,0.00,0.00
2019-05-03 16:00:00,13843.24,0.00,45459.68,3520.30,0.00,2378.29,1243.26,0.00,10394.87,0.00,0.00,0.00
2019-05-03 17:00:00,9578.64,0.00,49785.77,2967.38,0.00,2838.12,879.74,0.00,10630.85,0.00,0.00,0.00
2019-05-03 18:00:00,5056.47,0.00,53822.72,1649.33,0.00,3914.71,518.19,0.00,10902.38,0.00,0.00,0.00
2019-05-03 19:00:00,1506.46,0.00,56186.11,355.08,0.00,5168.40,241.36,0.00,11170.95,0.00,0.00,0.00
2019-05-03 20:00:00,0.00,0.00,57625.32,10.16,0.00,5589.82,48.27,0.00,11593.60,0.00,0.00,0.00
2019-05-03 21:00:00,0.00,0.00,53778.19,0.00,0.00,6052.51,0.00,0.00,11181.24,0.00,0.00,0.00
2019-05-03 22:00:00,0.00,0.00,48212.14,0.00,0.00,5987.07,0.00,0.00,10408.52,0.00,0.00,0.00
2019-05-03 23:00:00,0.00,0.00,44361.17,0.00,0.00,5477.40,0.00,0.00,9848.11,0.00,0.00,0.00
2019-05-04 00:00:00,0.00,0.00,42525.04,0.00,0.00,4847.91,0.00,0.00,9611.79,0.00,0.00,0.00
2019-05-04 01:00:00,0.00,0.00,41281.73,0.00,0.00,4436.85,0.00,0.00,9578.03,0.00,0.00,0.00
2019-05-04 02:00:00,0.00,0.00,41501.76,0.00,0.00,4122.56,0.00,0.00,9592.28,0.00,0.00,0.00
2019-05-04 03:00:00,0.00,0.00,42926.66,0.00,0.00,4022.10,7.88,0.00,9625.66,0.00,0.00,0.00
2019-05-04 04:00:00,0.00,0.00,46080.08,0.00,0.00,3940.08,34.48,0.00,9807.62,0.00,0.00,0.00
2019-05-04 05:00:00,75.36,0.00,53430.91,0.00,0.00,3964.96,124.13,0.00,11043.61,0.00,0.00,0.00
2019-05-04 06:00:00,2361.62,0.00,56774.11,18.02,0.00,4061.22,329.04,0.00,12113.32,0.00,0.00,0.00
2019-05-04 07:00:00,6927.11,0.00,54723.09,356.59,0.00,3807.45,631.48,0.00,12173.23,0.00,0.00,0.00
2019-05-04 08:00:00,11602.71,0.00,50188.73,1464.17,0.00,3447.33,955.60,0.00,11910.64,0.00,0.00,0.00
2019-05-04 09:00:00,15996.48,0.00,46551.14,2721.94,0.00,3111.22,1249.17,0.00,11600.56,0.00,0.00,0.00
2019-05-04 10:00:00,19340.33,0.00,44410.24,3203.10,0.00,2896.41,1481.66,0.00,11231.52,0.00,0.00,0.00
2019-05-04 11:00:00,20833.30,0.00,42122.66,3482.06,0.00,2680.13,1621.56,0.00,10911.58,0.00,0.00,0.00
2019-05-04 12:00:00,20843.65,0.00,40609.59,3644.15,0.00,2589.93,1679.68,0.00,10596.88,0.00,0.00,0.00
2019-05-04 13:00:00,21013.71,0.00,39159.71,3738.30,0.00,2061.68,1644.21,0.00,10415.53,0.00,0.00,0.00
2019-05-04 14:00:00,18951.73,0.00,40173.43,3719.67,0.00,2280.30,1532.89,0.00,10287.54,0.00,0.00,0.00
2019-05-04 15:00:00,15637.36,0.00,42594.24,3663.90,0.00,2381.24,1342.76,0.00,10209.84,0.00,0.00,0.00
2019-05-04 16:00:00,12424.52,0.00,45852.23,3470.05,0.00,2446.06,1049.18,0.00,10426.90,0.00,0.00,0.00
2019-05-04 17:00:00,8324.20,0.00,49988.11,2936.50,0.00,2853.34,712.26,0.00,10510.24,0.00,0.00,0.00
2019-05-04 18:00:00,4575.97,0.00,53253.04,1674.26,0.00,3934.93,406.87,0.00,10612.33,0.00,0.00,0.00
2019-05-04 19:00:00,1179.45,0.00,54801.90,357.60,0.00,5143.76,182.25,0.00,10724.41,0.00,0.00,0.00
2019-05-04 20:00:00,0.00,0.00,55963.10,10.59,0.00,5550.68,35.47,0.00,11099.27,0.00,0.00,0.00
2019-05-04 21:00:00,0.00,0.00,52803.91,0.00,0.00,6003.66,0.00,0.00,10821.14,0.00,0.00,0.00
2019-05-04 22:00:00,0.00,0.00,48265.95,0.00,0.00,5931.77,0.00,0.00,10301.99,0.00,0.00,0.00
2019-05-04 23:00:00,0.00,0.00,44099.82,0.00,0.00,5493.99,0.00,0.00,9883.37,0.00,0.00,0.00
2019-05-05 00:00:00,0.00,0.00,42137.82,0.00,0.00,4892.15,0.00,0.00,9698.06,0.00,0.00,0.00
2019-05-05 01:00:00,0.00,0.00,40528.45,0.00,0.00,4464.50,0.00,0.00,9596.78,0.00,0.00,0.00
2019-05-05 02:00:00,0.00,0.00,40153.73,0.00,0.00,4196.30,0.00,0.00,9583.28,0.00,0.00,0.00
2019-05-05 03:00:00,0.00,0.00,40462.15,0.00,0.00,4007.36,15.76,0.00,9431.73,0.00,0.00,0.00
2019-05-05 04:00:00,0.00,0.00,40511.15,0.00,0.00,3916.11,43.35,0.00,9287.11,0.00,0.00,0.00
